"Freq [GHz]","re(ActiveZ(Wave_Port1:1)) []","im(ActiveZ(Wave_Port1:1)) []"
1.50042,2.29339826481266,22.0086208834025
1.50542,2.6756649027066,23.1763770540446
1.51042,3.16099018101191,24.5199090477751
1.51542,3.78968719833974,26.0816921923868
1.52042,4.62362228477985,27.9174958842598
1.52542,5.7613016443929,30.1003736368761
1.53042,7.36622963004412,32.7235976935092
1.53542,9.7223527936512,35.8954737318093
1.54042,13.3448959545661,39.6990321996875
1.54542,19.1921244208517,44.0160426583222
1.55042,28.9405767234677,47.862870446415
1.55542,44.3348748703042,47.4072574249715
1.56042,61.0743819723832,34.688230305753
1.56542,63.415059491015,12.7495567606288
1.57042,53.3873868760836,1.33586171987714
1.57542,47.9563845167573,0.207366655334244
1.58042,50.5152494436569,-2.62923126756519
1.58542,51.8057675823028,-14.405406439125
1.59042,42.241485948685,-26.3180969222447
1.59542,29.3669572053372,-29.2211094504971
1.60042,20.0233838035115,-26.8908530023618
1.60542,14.1606144772267,-23.3388715424456
1.61042,10.4697184142519,-19.9562869980606
1.61542,8.05006933340114,-17.0443250957769
1.62042,6.39174836975654,-14.5963585677755
1.62542,5.20901511693182,-12.5390287570973
1.63042,4.33640629480383,-10.7969895199308
1.63542,3.6740175970807,-9.30735329379916
1.64042,3.15901656803789,-8.02058638642853
1.64542,2.75039747538932,-6.89827273066287
1.65042,2.4205100576408,-5.91061011369952
