"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","phip1 [deg]","rprobe [mm]","Rteflon [mm]","Theta [deg]","thetap1 [deg]","Phi [deg]","dB(AxialRatioValue) []"
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,31,1.92161438260798
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,32,1.82220882581148
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,33,1.72744297491781
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,34,1.63728100752029
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,35,1.55168503795892
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,36,1.47061314626468
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,37,1.39401672748521
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,38,1.32183729066833
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,39,1.25400289643123
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,40,1.19042448032372
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,41,1.13099235956623
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,42,1.07557325458467
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,43,1.0240081642228
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,44,0.976111405406558
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,45,0.931671058663049
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,46,0.89045095111175
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,47,0.852194167898306
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,48,0.816627929736325
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,49,0.783469532126418
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,50,0.752432934983868
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,51,0.723235537765002
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,52,0.695604681778284
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,53,0.669283482873618
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,54,0.644035698703893
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,55,0.619649454624722
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,56,0.595939770735032
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,57,0.572749933852356
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,58,0.549951833321164
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,59,0.527445425990711
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,60,0.505157515994504
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,61,0.483040034541349
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,62,0.461067990185051
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,63,0.439237236962218
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,64,0.4175621811886
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,65,0.396073520959013
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,66,0.374816087498918
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,67,0.353846835282891
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,68,0.333233008127676
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,69,0.313050490363444
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,70,0.293382334072113
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,71,0.274317432977513
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,72,0.255949287981048
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,73,0.238374775288524
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,74,0.221692782753765
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,75,0.206002523161981
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,76,0.191401271039077
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,77,0.177981222076292
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,78,0.165825183071868
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,79,0.155000932120457
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,80,0.145554418876379
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,81,0.137502532077102
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,82,0.130826837783602
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,83,0.125470177558598
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,84,0.12133788968677
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,85,0.118304445955933
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,86,0.116224753535016
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,87,0.114947987885722
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,88,0.114331290360997
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,89,0.114251125691858
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,90,0.11461112160986
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,91,0.115346218571873
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,92,0.116423586182143
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,93,0.117840977721102
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,94,0.119623145523411
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,95,0.121816808501595
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,96,0.124484574928427
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,97,0.127698229101122
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,98,0.131531872685678
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,99,0.136055505631835
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,100,0.14132965611417
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,101,0.1474015662391
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,102,0.154303209896046
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,103,0.162051122789785
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,104,0.170647754705716
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,105,0.180083885884186
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,106,0.190341609381101
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,107,0.201397446581123
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,108,0.213225285005705
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,109,0.225798958738395
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,110,0.23909440136851
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,111,0.253091377399726
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,112,0.267774841952054
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,113,0.283135997885034
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,114,0.29917312279272
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,115,0.315892232688942
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,116,0.333307639340957
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,117,0.351442446821147
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,118,0.37032902119718
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,119,0.39000945578338
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,120,0.410536043028845
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,121,0.431971752806422
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,122,0.454390705548739
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,123,0.477878617491162
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,124,0.502533184601512
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,125,0.528464362226162
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,126,0.555794489909355
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,127,0.584658206248926
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,128,0.615202098078673
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,129,0.64758403263583
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,130,0.681972131289479
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,131,0.718543358972166
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,132,0.757481724105339
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,133,0.79897610822706
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,134,0.843217770709033
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,135,0.890397599369118
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,136,0.940703199728947
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,137,0.994315931610179
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,138,1.05140800976287
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,139,1.11213978421274
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,140,1.17665730597252
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,141,1.24509026567254
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,142,1.31755036834881
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,143,1.39413017945161
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,144,1.4749024476944
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,145,1.5599198821491
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,146,1.64921533616857
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,147,1.74280233092727
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,148,1.84067583766884
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,149,1.94281323057457
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,150,2.04917532139253
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,151,2.15970739199017
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,152,2.27434015085104
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,153,2.39299055304676
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,154,2.51556243911369
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,155,2.64194696533661
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,156,2.77202281513347
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,157,2.90565619772952
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,158,3.04270065557928
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,159,3.18299671581534
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,160,3.32637143344319
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,161,3.47263788539235
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,162,3.62159468542008
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,163,3.77302560095461
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,164,3.92669936506807
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,165,4.08236979073507
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,166,4.23977631117314
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,167,4.39864509006612
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,168,4.55869086929148
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,169,4.71961974946445
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,170,4.88113312962782
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,171,5.04293306532289
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,172,5.20472933638669
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,173,5.36624854273648
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,174,5.52724556148641
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,175,5.687517692556
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,176,5.84692177975632
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,177,6.00539450397172
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,178,6.16297588515751
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,179,6.31983577939495
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,180,6.47630279643012
