Phi[deg],Theta[deg],dB(GainLHCP),dB(GainRHCP)
61,-139,-8.59294,-10.3598
62,-139,-8.60469,-10.3508
63,-139,-8.61666,-10.3458
64,-139,-8.62878,-10.3444
65,-139,-8.64098,-10.3463
66,-139,-8.65319,-10.3513
67,-139,-8.66533,-10.359
68,-139,-8.67733,-10.3692
69,-139,-8.6891,-10.3816
70,-139,-8.70058,-10.3958
71,-139,-8.71169,-10.4116
72,-139,-8.72236,-10.4286
73,-139,-8.73253,-10.4465
74,-139,-8.74212,-10.465
75,-139,-8.75107,-10.4838
76,-139,-8.75935,-10.5027
77,-139,-8.76689,-10.5213
78,-139,-8.77365,-10.5395
79,-139,-8.77961,-10.5569
80,-139,-8.78472,-10.5733
81,-139,-8.78898,-10.5885
82,-139,-8.79236,-10.6024
83,-139,-8.79486,-10.6147
84,-139,-8.79648,-10.6253
85,-139,-8.79722,-10.6341
86,-139,-8.79709,-10.6409
87,-139,-8.79613,-10.6458
88,-139,-8.79434,-10.6486
89,-139,-8.79177,-10.6493
90,-139,-8.78846,-10.6479
91,-139,-8.78444,-10.6445
92,-139,-8.77976,-10.6391
93,-139,-8.77448,-10.6318
94,-139,-8.76865,-10.6226
95,-139,-8.76234,-10.6117
96,-139,-8.7556,-10.5993
97,-139,-8.74851,-10.5854
98,-139,-8.74112,-10.5704
99,-139,-8.73352,-10.5543
100,-139,-8.72577,-10.5374
101,-139,-8.71795,-10.5199
102,-139,-8.71014,-10.5021
103,-139,-8.70239,-10.4842
104,-139,-8.6948,-10.4665
105,-139,-8.68743,-10.4492
106,-139,-8.68036,-10.4326
107,-139,-8.67365,-10.4171
108,-139,-8.66738,-10.4028
109,-139,-8.66162,-10.3901
110,-139,-8.65643,-10.3792
111,-139,-8.65187,-10.3705
112,-139,-8.648,-10.3642
113,-139,-8.64487,-10.3606
114,-139,-8.64255,-10.36
115,-139,-8.64106,-10.3626
116,-139,-8.64046,-10.3687
117,-139,-8.64077,-10.3786
118,-139,-8.64203,-10.3925
119,-139,-8.64425,-10.4107
120,-139,-8.64744,-10.4333
121,-139,-8.65161,-10.4606
122,-139,-8.65673,-10.4927
123,-139,-8.6628,-10.5299
124,-139,-8.66978,-10.5723
125,-139,-8.67762,-10.6201
126,-139,-8.68625,-10.6734
127,-139,-8.6956,-10.7323
128,-139,-8.70557,-10.7968
129,-139,-8.71605,-10.8672
130,-139,-8.72689,-10.9433
131,-139,-8.73794,-11.0252
132,-139,-8.74901,-11.1128
133,-139,-8.75991,-11.2062
134,-139,-8.77039,-11.3051
135,-139,-8.78021,-11.4095
136,-139,-8.78907,-11.519
137,-139,-8.79668,-11.6336
138,-139,-8.80269,-11.7529
139,-139,-8.80675,-11.8764
140,-139,-8.80848,-12.0038
141,-139,-8.80747,-12.1346
142,-139,-8.8033,-12.2682
143,-139,-8.79555,-12.4039
144,-139,-8.78376,-12.541
145,-139,-8.76751,-12.6787
146,-139,-8.74634,-12.8161
147,-139,-8.71983,-12.9523
148,-139,-8.68756,-13.0862
149,-139,-8.64916,-13.2168
150,-139,-8.60428,-13.343
151,-139,-8.5526,-13.4638
152,-139,-8.49387,-13.5779
153,-139,-8.42789,-13.6845
154,-139,-8.35453,-13.7824
155,-139,-8.2737,-13.8709
156,-139,-8.1854,-13.9492
157,-139,-8.08971,-14.0168
158,-139,-7.98676,-14.0731
159,-139,-7.87674,-14.1181
160,-139,-7.75993,-14.1516
161,-139,-7.63665,-14.174
162,-139,-7.50727,-14.1857
163,-139,-7.37221,-14.1871
164,-139,-7.23192,-14.1792
165,-139,-7.08687,-14.1627
166,-139,-6.93758,-14.1386
167,-139,-6.78454,-14.108
168,-139,-6.62828,-14.0721
169,-139,-6.4693,-14.0319
170,-139,-6.30811,-13.9885
171,-139,-6.1452,-13.9431
172,-139,-5.98103,-13.8966
173,-139,-5.81606,-13.8501
174,-139,-5.65071,-13.8045
175,-139,-5.48539,-13.7605
176,-139,-5.32045,-13.719
177,-139,-5.15625,-13.6807
178,-139,-4.9931,-13.646
179,-139,-4.83127,-13.6156
180,-139,-4.67104,-13.5899
-180,-138,-4.6676,-13.6052
-179,-138,-4.50622,-13.5858
-178,-138,-4.34695,-13.572
-177,-138,-4.18998,-13.5641
-176,-138,-4.03545,-13.5624
-175,-138,-3.8835,-13.567
-174,-138,-3.73425,-13.578
-173,-138,-3.58778,-13.5954
-172,-138,-3.44415,-13.6194
-171,-138,-3.30341,-13.6498
-170,-138,-3.1656,-13.6866
-169,-138,-3.03073,-13.7296
-168,-138,-2.89879,-13.7789
-167,-138,-2.76977,-13.8341
-166,-138,-2.64364,-13.8952
-165,-138,-2.52036,-13.9619
-164,-138,-2.39988,-14.0341
-163,-138,-2.28214,-14.1114
-162,-138,-2.16706,-14.1936
-161,-138,-2.05458,-14.2806
-160,-138,-1.94459,-14.3719
-159,-138,-1.83702,-14.4674
-158,-138,-1.73176,-14.5667
-157,-138,-1.62873,-14.6696
-156,-138,-1.52781,-14.7757
-155,-138,-1.4289,-14.8849
-154,-138,-1.3319,-14.9969
-153,-138,-1.2367,-15.1114
-152,-138,-1.14321,-15.2282
-151,-138,-1.05131,-15.347
-150,-138,-0.96092,-15.4677
-149,-138,-0.871933,-15.5901
-148,-138,-0.784262,-15.714
-147,-138,-0.697824,-15.8392
-146,-138,-0.612539,-15.9657
-145,-138,-0.528335,-16.0933
-144,-138,-0.445148,-16.222
-143,-138,-0.36292,-16.3517
-142,-138,-0.281602,-16.4822
-141,-138,-0.201151,-16.6137
-140,-138,-0.121535,-16.746
-139,-138,-0.0427273,-16.8792
-138,-138,0.0352885,-17.0131
-137,-138,0.112522,-17.1479
-136,-138,0.188975,-17.2834
-135,-138,0.264641,-17.4197
-134,-138,0.339508,-17.5567
-133,-138,0.413558,-17.6943
-132,-138,0.486764,-17.8325
-131,-138,0.559098,-17.9712
-130,-138,0.630524,-18.1103
-129,-138,0.701003,-18.2497
-128,-138,0.770492,-18.3892
-127,-138,0.838946,-18.5286
-126,-138,0.906316,-18.6679
-125,-138,0.972555,-18.8067
-124,-138,1.03761,-18.9449
-123,-138,1.10143,-19.0823
-122,-138,1.16396,-19.2185
-121,-138,1.22516,-19.3534
-120,-138,1.28497,-19.4866
-119,-138,1.34334,-19.618
-118,-138,1.40022,-19.7472
-117,-138,1.45557,-19.8741
-116,-138,1.50934,-19.9983
-115,-138,1.56149,-20.1198
-114,-138,1.61198,-20.2383
-113,-138,1.66077,-20.3537
-112,-138,1.70782,-20.4657
-111,-138,1.75309,-20.5744
-110,-138,1.79656,-20.6797
-109,-138,1.8382,-20.7815
-108,-138,1.87798,-20.8798
-107,-138,1.91587,-20.9746
-106,-138,1.95184,-21.066
-105,-138,1.98589,-21.154
-104,-138,2.01799,-21.2388
-103,-138,2.04812,-21.3203
-102,-138,2.07627,-21.3988
-101,-138,2.10242,-21.4744
-100,-138,2.12656,-21.5471
-99,-138,2.14869,-21.617
-98,-138,2.16879,-21.6843
-97,-138,2.18686,-21.749
-96,-138,2.20289,-21.8112
-95,-138,2.21687,-21.8709
-94,-138,2.22881,-21.9281
-93,-138,2.23871,-21.9829
-92,-138,2.24655,-22.0351
-91,-138,2.25234,-22.0847
-90,-138,2.25609,-22.1316
-89,-138,2.25779,-22.1756
-88,-138,2.25744,-22.2167
-87,-138,2.25506,-22.2545
-86,-138,2.25065,-22.2888
-85,-138,2.2442,-22.3195
-84,-138,2.23574,-22.3462
-83,-138,2.22526,-22.3687
-82,-138,2.21277,-22.3866
-81,-138,2.19828,-22.3997
-80,-138,2.18181,-22.4076
-79,-138,2.16336,-22.41
-78,-138,2.14293,-22.4066
-77,-138,2.12056,-22.3971
-76,-138,2.09623,-22.3811
-75,-138,2.06998,-22.3584
-74,-138,2.04181,-22.3288
-73,-138,2.01173,-22.292
-72,-138,1.97977,-22.2477
-71,-138,1.94593,-22.1959
-70,-138,1.91024,-22.1363
-69,-138,1.87271,-22.0689
-68,-138,1.83336,-21.9936
-67,-138,1.79221,-21.9105
-66,-138,1.74928,-21.8194
-65,-138,1.70459,-21.7205
-64,-138,1.65817,-21.6139
-63,-138,1.61004,-21.4998
-62,-138,1.56022,-21.3782
-61,-138,1.50874,-21.2496
-60,-138,1.45563,-21.114
-59,-138,1.40092,-20.9719
-58,-138,1.34463,-20.8235
-57,-138,1.2868,-20.6692
-56,-138,1.22746,-20.5095
-55,-138,1.16665,-20.3446
-54,-138,1.10439,-20.175
-53,-138,1.04072,-20.0013
-52,-138,0.975681,-19.8237
-51,-138,0.909303,-19.6428
-50,-138,0.841622,-19.4591
-49,-138,0.772674,-19.2729
-48,-138,0.702492,-19.0849
-47,-138,0.63111,-18.8953
-46,-138,0.558559,-18.7048
-45,-138,0.484868,-18.5137
-44,-138,0.410065,-18.3225
-43,-138,0.334173,-18.1316
-42,-138,0.257213,-17.9414
-41,-138,0.179201,-17.7524
-40,-138,0.10015,-17.5649
-39,-138,0.0200649,-17.3793
-38,-138,-0.0610517,-17.1959
-37,-138,-0.143205,-17.0151
-36,-138,-0.226405,-16.8373
-35,-138,-0.31067,-16.6626
-34,-138,-0.396024,-16.4915
-33,-138,-0.482498,-16.3242
-32,-138,-0.570131,-16.161
-31,-138,-0.658967,-16.0021
-30,-138,-0.749061,-15.8477
-29,-138,-0.84047,-15.6982
-28,-138,-0.93326,-15.5536
-27,-138,-1.0275,-15.4142
-26,-138,-1.12327,-15.2801
-25,-138,-1.22066,-15.1516
-24,-138,-1.31974,-15.0288
-23,-138,-1.4206,-14.9118
-22,-138,-1.52334,-14.8008
-21,-138,-1.62805,-14.6959
-20,-138,-1.73482,-14.5971
-19,-138,-1.84375,-14.5047
-18,-138,-1.95491,-14.4186
-17,-138,-2.06841,-14.339
-16,-138,-2.18431,-14.2659
-15,-138,-2.3027,-14.1993
-14,-138,-2.42364,-14.1393
-13,-138,-2.54719,-14.0859
-12,-138,-2.67341,-14.0391
-11,-138,-2.80232,-13.9988
-10,-138,-2.93395,-13.9649
-9,-138,-3.0683,-13.9375
-8,-138,-3.20538,-13.9164
-7,-138,-3.34515,-13.9014
-6,-138,-3.48757,-13.8925
-5,-138,-3.63256,-13.8893
-4,-138,-3.78005,-13.8917
-3,-138,-3.92992,-13.8993
-2,-138,-4.08202,-13.9119
-1,-138,-4.2362,-13.9289
0,-138,-4.39225,-13.9501
1,-138,-4.54995,-13.9748
2,-138,-4.70906,-14.0025
3,-138,-4.86929,-14.0326
4,-138,-5.03032,-14.0644
5,-138,-5.19181,-14.097
6,-138,-5.35338,-14.1298
7,-138,-5.51465,-14.1617
8,-138,-5.67518,-14.1919
9,-138,-5.83452,-14.2194
10,-138,-5.9922,-14.2432
11,-138,-6.14775,-14.2622
12,-138,-6.30066,-14.2755
13,-138,-6.45044,-14.282
14,-138,-6.5966,-14.2809
15,-138,-6.73865,-14.2714
16,-138,-6.87613,-14.2526
17,-138,-7.0086,-14.224
18,-138,-7.13564,-14.1851
19,-138,-7.2569,-14.1358
20,-138,-7.37205,-14.0758
21,-138,-7.48085,-14.0054
22,-138,-7.58308,-13.9247
23,-138,-7.67861,-13.8342
24,-138,-7.76738,-13.7346
25,-138,-7.84937,-13.6265
26,-138,-7.92466,-13.5108
27,-138,-7.99336,-13.3885
28,-138,-8.05568,-13.2605
29,-138,-8.11184,-13.1279
30,-138,-8.16213,-12.9917
31,-138,-8.20689,-12.8529
32,-138,-8.24648,-12.7125
33,-138,-8.28128,-12.5714
34,-138,-8.3117,-12.4307
35,-138,-8.33815,-12.291
36,-138,-8.36104,-12.1532
37,-138,-8.3808,-12.018
38,-138,-8.39782,-11.886
39,-138,-8.4125,-11.7578
40,-138,-8.4252,-11.6338
41,-138,-8.43627,-11.5146
42,-138,-8.44605,-11.4004
43,-138,-8.45483,-11.2917
44,-138,-8.46289,-11.1885
45,-138,-8.47047,-11.0913
46,-138,-8.4778,-11
47,-138,-8.48507,-10.9149
48,-138,-8.49243,-10.836
49,-138,-8.50005,-10.7634
50,-138,-8.50802,-10.697
51,-138,-8.51644,-10.6369
52,-138,-8.52538,-10.583
53,-138,-8.5349,-10.5351
54,-138,-8.54502,-10.4932
55,-138,-8.55575,-10.4572
56,-138,-8.56709,-10.4268
57,-138,-8.57901,-10.4019
58,-138,-8.5915,-10.3823
59,-138,-8.6045,-10.3678
60,-138,-8.61796,-10.3581
61,-138,-8.63181,-10.353
62,-138,-8.64599,-10.3522
63,-138,-8.6604,-10.3554
64,-138,-8.67498,-10.3623
65,-138,-8.68963,-10.3726
66,-138,-8.70427,-10.386
67,-138,-8.71879,-10.4021
68,-138,-8.73311,-10.4206
69,-138,-8.74714,-10.4412
70,-138,-8.76078,-10.4635
71,-138,-8.77396,-10.4871
72,-138,-8.78658,-10.5118
73,-138,-8.79856,-10.5372
74,-138,-8.80984,-10.5629
75,-138,-8.82035,-10.5886
76,-138,-8.83001,-10.614
77,-138,-8.83878,-10.6388
78,-138,-8.84661,-10.6627
79,-138,-8.85346,-10.6854
80,-138,-8.8593,-10.7067
81,-138,-8.86409,-10.7262
82,-138,-8.86784,-10.7439
83,-138,-8.87052,-10.7595
84,-138,-8.87214,-10.7728
85,-138,-8.87271,-10.7838
86,-138,-8.87223,-10.7922
87,-138,-8.87075,-10.7981
88,-138,-8.86828,-10.8014
89,-138,-8.86486,-10.802
90,-138,-8.86053,-10.7999
91,-138,-8.85536,-10.7952
92,-138,-8.84938,-10.788
93,-138,-8.84265,-10.7782
94,-138,-8.83525,-10.7661
95,-138,-8.82724,-10.7518
96,-138,-8.8187,-10.7355
97,-138,-8.80968,-10.7173
98,-138,-8.80028,-10.6973
99,-138,-8.79057,-10.676
100,-138,-8.78063,-10.6534
101,-138,-8.77055,-10.6299
102,-138,-8.7604,-10.6058
103,-138,-8.75026,-10.5812
104,-138,-8.74023,-10.5565
105,-138,-8.73039,-10.532
106,-138,-8.7208,-10.5081
107,-138,-8.71157,-10.4849
108,-138,-8.70275,-10.4629
109,-138,-8.69444,-10.4423
110,-138,-8.68671,-10.4235
111,-138,-8.67962,-10.4067
112,-138,-8.67324,-10.3924
113,-138,-8.66765,-10.3807
114,-138,-8.66289,-10.3721
115,-138,-8.65904,-10.3667
116,-138,-8.65612,-10.3649
117,-138,-8.6542,-10.367
118,-138,-8.65331,-10.3732
119,-138,-8.65347,-10.3838
120,-138,-8.65471,-10.399
121,-138,-8.65705,-10.419
122,-138,-8.66047,-10.4442
123,-138,-8.66498,-10.4746
124,-138,-8.67055,-10.5105
125,-138,-8.67715,-10.552
126,-138,-8.68471,-10.5993
127,-138,-8.69318,-10.6526
128,-138,-8.70247,-10.7118
129,-138,-8.71246,-10.7771
130,-138,-8.72304,-10.8486
131,-138,-8.73406,-10.9263
132,-138,-8.74533,-11.0101
133,-138,-8.75666,-11.1001
134,-138,-8.76783,-11.196
135,-138,-8.77857,-11.2979
136,-138,-8.78861,-11.4055
137,-138,-8.79763,-11.5186
138,-138,-8.8053,-11.6369
139,-138,-8.81124,-11.76
140,-138,-8.81507,-11.8876
141,-138,-8.81637,-12.0192
142,-138,-8.81469,-12.1541
143,-138,-8.80958,-12.2918
144,-138,-8.80058,-12.4315
145,-138,-8.7872,-12.5725
146,-138,-8.76896,-12.7137
147,-138,-8.74541,-12.8543
148,-138,-8.71609,-12.9932
149,-138,-8.68057,-13.1294
150,-138,-8.63846,-13.2616
151,-138,-8.5894,-13.3887
152,-138,-8.5331,-13.5096
153,-138,-8.46932,-13.6231
154,-138,-8.39787,-13.7282
155,-138,-8.31865,-13.8238
156,-138,-8.23163,-13.9092
157,-138,-8.13686,-13.9836
158,-138,-8.03446,-14.0465
159,-138,-7.92461,-14.0977
160,-138,-7.80759,-14.1369
161,-138,-7.68373,-14.1645
162,-138,-7.5534,-14.1808
163,-138,-7.41704,-14.1862
164,-138,-7.27513,-14.1816
165,-138,-7.12817,-14.1679
166,-138,-6.97669,-14.1461
167,-138,-6.82123,-14.1173
168,-138,-6.66233,-14.0826
169,-138,-6.50054,-14.0433
170,-138,-6.33639,-14.0006
171,-138,-6.17041,-13.9555
172,-138,-6.00309,-13.9092
173,-138,-5.8349,-13.8628
174,-138,-5.66631,-13.8173
175,-138,-5.49773,-13.7734
176,-138,-5.32955,-13.7321
177,-138,-5.16213,-13.694
178,-138,-4.9958,-13.6598
179,-138,-4.83087,-13.6301
180,-138,-4.6676,-13.6052
-180,-137,-4.66261,-13.615
-179,-137,-4.49838,-13.5968
-178,-137,-4.33635,-13.5845
-177,-137,-4.1767,-13.5785
-176,-137,-4.0196,-13.579
-175,-137,-3.86518,-13.5861
-174,-137,-3.71356,-13.5999
-173,-137,-3.56481,-13.6205
-172,-137,-3.41901,-13.6479
-171,-137,-3.27621,-13.682
-170,-137,-3.13642,-13.7229
-169,-137,-2.99967,-13.7703
-168,-137,-2.86595,-13.8242
-167,-137,-2.73523,-13.8844
-166,-137,-2.60749,-13.9506
-165,-137,-2.48267,-14.0227
-164,-137,-2.36072,-14.1004
-163,-137,-2.24158,-14.1835
-162,-137,-2.12516,-14.2716
-161,-137,-2.01138,-14.3646
-160,-137,-1.90016,-14.462
-159,-137,-1.79138,-14.5636
-158,-137,-1.68495,-14.6691
-157,-137,-1.58077,-14.7782
-156,-137,-1.47873,-14.8905
-155,-137,-1.3787,-15.0058
-154,-137,-1.28059,-15.1237
-153,-137,-1.18429,-15.2441
-152,-137,-1.08967,-15.3665
-151,-137,-0.996643,-15.4909
-150,-137,-0.905096,-15.6169
-149,-137,-0.81493,-15.7444
-148,-137,-0.726052,-15.8732
-147,-137,-0.638373,-16.0032
-146,-137,-0.55181,-16.1341
-145,-137,-0.466288,-16.266
-144,-137,-0.381741,-16.3987
-143,-137,-0.298109,-16.5322
-142,-137,-0.215341,-16.6664
-141,-137,-0.133396,-16.8013
-140,-137,-0.0522413,-16.937
-139,-137,0.028148,-17.0733
-138,-137,0.107787,-17.2103
-137,-137,0.186683,-17.3481
-136,-137,0.264834,-17.4865
-135,-137,0.342232,-17.6257
-134,-137,0.41886,-17.7655
-133,-137,0.494695,-17.906
-132,-137,0.569708,-18.0471
-131,-137,0.643863,-18.1887
-130,-137,0.717121,-18.3307
-129,-137,0.789437,-18.473
-128,-137,0.860764,-18.6154
-127,-137,0.931052,-18.7579
-126,-137,1.00025,-18.9002
-125,-137,1.06829,-19.042
-124,-137,1.13514,-19.1832
-123,-137,1.20073,-19.3235
-122,-137,1.265,-19.4626
-121,-137,1.3279,-19.6003
-120,-137,1.38938,-19.7362
-119,-137,1.44938,-19.8702
-118,-137,1.50785,-20.0018
-117,-137,1.56475,-20.1309
-116,-137,1.62001,-20.2573
-115,-137,1.6736,-20.3806
-114,-137,1.72548,-20.5007
-113,-137,1.7756,-20.6175
-112,-137,1.82393,-20.7308
-111,-137,1.87042,-20.8405
-110,-137,1.91506,-20.9465
-109,-137,1.95779,-21.0489
-108,-137,1.99861,-21.1476
-107,-137,2.03747,-21.2427
-106,-137,2.07437,-21.3342
-105,-137,2.10927,-21.4223
-104,-137,2.14215,-21.5071
-103,-137,2.17301,-21.5888
-102,-137,2.20182,-21.6673
-101,-137,2.22858,-21.743
-100,-137,2.25326,-21.8159
-99,-137,2.27587,-21.8863
-98,-137,2.29638,-21.9541
-97,-137,2.31481,-22.0195
-96,-137,2.33113,-22.0826
-95,-137,2.34535,-22.1434
-94,-137,2.35746,-22.202
-93,-137,2.36746,-22.2583
-92,-137,2.37536,-22.3123
-91,-137,2.38115,-22.364
-90,-137,2.38483,-22.4131
-89,-137,2.38641,-22.4596
-88,-137,2.38589,-22.5033
-87,-137,2.38327,-22.5439
-86,-137,2.37857,-22.5811
-85,-137,2.37179,-22.6148
-84,-137,2.36293,-22.6447
-83,-137,2.352,-22.6702
-82,-137,2.33901,-22.6913
-81,-137,2.32397,-22.7074
-80,-137,2.30689,-22.7183
-79,-137,2.28779,-22.7235
-78,-137,2.26666,-22.7227
-77,-137,2.24354,-22.7156
-76,-137,2.21842,-22.7018
-75,-137,2.19132,-22.681
-74,-137,2.16225,-22.6529
-73,-137,2.13124,-22.6173
-72,-137,2.09829,-22.5738
-71,-137,2.06342,-22.5223
-70,-137,2.02666,-22.4627
-69,-137,1.98802,-22.3948
-68,-137,1.94751,-22.3185
-67,-137,1.90516,-22.2338
-66,-137,1.86099,-22.1407
-65,-137,1.81502,-22.0394
-64,-137,1.76728,-21.9298
-63,-137,1.71779,-21.8122
-62,-137,1.66658,-21.6867
-61,-137,1.61367,-21.5536
-60,-137,1.5591,-21.4131
-59,-137,1.50289,-21.2657
-58,-137,1.44507,-21.1116
-57,-137,1.38568,-20.9512
-56,-137,1.32476,-20.7849
-55,-137,1.26233,-20.6132
-54,-137,1.19843,-20.4366
-53,-137,1.13311,-20.2554
-52,-137,1.06639,-20.0702
-51,-137,0.998319,-19.8814
-50,-137,0.928933,-19.6897
-49,-137,0.858269,-19.4954
-48,-137,0.786366,-19.299
-47,-137,0.71326,-19.1011
-46,-137,0.638986,-18.9022
-45,-137,0.563577,-18.7027
-44,-137,0.487064,-18.503
-43,-137,0.409474,-18.3038
-42,-137,0.330832,-18.1053
-41,-137,0.251157,-17.908
-40,-137,0.170464,-17.7124
-39,-137,0.0887624,-17.5187
-38,-137,0.00605679,-17.3275
-37,-137,-0.0776557,-17.139
-36,-137,-0.162384,-16.9536
-35,-137,-0.248146,-16.7716
-34,-137,-0.334963,-16.5933
-33,-137,-0.422869,-16.419
-32,-137,-0.511903,-16.2491
-31,-137,-0.60211,-16.0836
-30,-137,-0.693547,-15.923
-29,-137,-0.786276,-15.7673
-28,-137,-0.880365,-15.6169
-27,-137,-0.975892,-15.4719
-26,-137,-1.07294,-15.3326
-25,-137,-1.17159,-15.199
-24,-137,-1.27194,-15.0714
-23,-137,-1.37409,-14.9498
-22,-137,-1.47813,-14.8345
-21,-137,-1.58416,-14.7256
-20,-137,-1.69229,-14.6232
-19,-137,-1.80262,-14.5273
-18,-137,-1.91524,-14.4381
-17,-137,-2.03025,-14.3556
-16,-137,-2.14774,-14.2799
-15,-137,-2.26779,-14.2111
-14,-137,-2.39049,-14.1491
-13,-137,-2.51588,-14.094
-12,-137,-2.64404,-14.0458
-11,-137,-2.77501,-14.0045
-10,-137,-2.90882,-13.9699
-9,-137,-3.04547,-13.942
-8,-137,-3.18497,-13.9208
-7,-137,-3.32729,-13.906
-6,-137,-3.47239,-13.8975
-5,-137,-3.6202,-13.895
-4,-137,-3.77063,-13.8984
-3,-137,-3.92357,-13.9073
-2,-137,-4.07887,-13.9214
-1,-137,-4.23635,-13.9402
0,-137,-4.39582,-13.9632
1,-137,-4.55704,-13.99
2,-137,-4.71974,-14.0199
3,-137,-4.88363,-14.0522
4,-137,-5.04836,-14.0861
5,-137,-5.21357,-14.121
6,-137,-5.37887,-14.1558
7,-137,-5.54383,-14.1895
8,-137,-5.70798,-14.2213
9,-137,-5.87085,-14.2499
10,-137,-6.03193,-14.2744
11,-137,-6.19071,-14.2936
12,-137,-6.34665,-14.3064
13,-137,-6.49922,-14.3119
14,-137,-6.64789,-14.3089
15,-137,-6.79215,-14.2967
16,-137,-6.9315,-14.2745
17,-137,-7.06546,-14.2417
18,-137,-7.19362,-14.1979
19,-137,-7.3156,-14.1429
20,-137,-7.43107,-14.0767
21,-137,-7.53976,-13.9994
22,-137,-7.64149,-13.9114
23,-137,-7.73613,-13.8133
24,-137,-7.82364,-13.7059
25,-137,-7.90404,-13.59
26,-137,-7.97743,-13.4665
27,-137,-8.04397,-13.3366
28,-137,-8.10391,-13.2012
29,-137,-8.15753,-13.0616
30,-137,-8.20516,-12.9189
31,-137,-8.24718,-12.7741
32,-137,-8.28401,-12.6283
33,-137,-8.31607,-12.4825
34,-137,-8.34382,-12.3376
35,-137,-8.36771,-12.1945
36,-137,-8.38819,-12.0539
37,-137,-8.40571,-11.9165
38,-137,-8.4207,-11.7831
39,-137,-8.43357,-11.6541
40,-137,-8.44471,-11.53
41,-137,-8.45449,-11.4113
42,-137,-8.46324,-11.2982
43,-137,-8.47127,-11.1912
44,-137,-8.47886,-11.0903
45,-137,-8.48626,-10.9959
46,-137,-8.49368,-10.9081
47,-137,-8.50131,-10.8269
48,-137,-8.5093,-10.7524
49,-137,-8.5178,-10.6846
50,-137,-8.5269,-10.6236
51,-137,-8.53669,-10.5692
52,-137,-8.54721,-10.5214
53,-137,-8.5585,-10.48
54,-137,-8.57058,-10.445
55,-137,-8.58345,-10.4162
56,-137,-8.59707,-10.3934
57,-137,-8.61142,-10.3763
58,-137,-8.62644,-10.3648
59,-137,-8.64207,-10.3586
60,-137,-8.65823,-10.3575
61,-137,-8.67484,-10.3611
62,-137,-8.69182,-10.3691
63,-137,-8.70906,-10.3813
64,-137,-8.72646,-10.3972
65,-137,-8.74392,-10.4166
66,-137,-8.76132,-10.4391
67,-137,-8.77856,-10.4643
68,-137,-8.79553,-10.4918
69,-137,-8.81212,-10.5214
70,-137,-8.82823,-10.5524
71,-137,-8.84376,-10.5847
72,-137,-8.8586,-10.6178
73,-137,-8.87266,-10.6512
74,-137,-8.88587,-10.6848
75,-137,-8.89814,-10.718
76,-137,-8.9094,-10.7505
77,-137,-8.91959,-10.782
78,-137,-8.92865,-10.8121
79,-137,-8.93654,-10.8405
80,-137,-8.94323,-10.867
81,-137,-8.94868,-10.8913
82,-137,-8.95288,-10.9131
83,-137,-8.95582,-10.9323
84,-137,-8.9575,-10.9486
85,-137,-8.95793,-10.9619
86,-137,-8.95714,-10.9721
87,-137,-8.95514,-10.9791
88,-137,-8.95198,-10.9828
89,-137,-8.94769,-10.9833
90,-137,-8.94232,-10.9804
91,-137,-8.93593,-10.9744
92,-137,-8.92859,-10.9651
93,-137,-8.92035,-10.9528
94,-137,-8.91129,-10.9376
95,-137,-8.90148,-10.9196
96,-137,-8.89101,-10.899
97,-137,-8.87996,-10.876
98,-137,-8.8684,-10.8509
99,-137,-8.85644,-10.8238
100,-137,-8.84416,-10.7952
101,-137,-8.83165,-10.7652
102,-137,-8.81899,-10.7341
103,-137,-8.80629,-10.7023
104,-137,-8.79364,-10.6702
105,-137,-8.78111,-10.6379
106,-137,-8.76882,-10.606
107,-137,-8.75683,-10.5746
108,-137,-8.74525,-10.5443
109,-137,-8.73416,-10.5152
110,-137,-8.72365,-10.4878
111,-137,-8.71378,-10.4624
112,-137,-8.70465,-10.4394
113,-137,-8.69632,-10.4191
114,-137,-8.68887,-10.4018
115,-137,-8.68236,-10.3878
116,-137,-8.67685,-10.3775
117,-137,-8.6724,-10.3711
118,-137,-8.66906,-10.369
119,-137,-8.66686,-10.3714
120,-137,-8.66584,-10.3786
121,-137,-8.66603,-10.3909
122,-137,-8.66743,-10.4084
123,-137,-8.67005,-10.4315
124,-137,-8.67388,-10.4603
125,-137,-8.67889,-10.495
126,-137,-8.68504,-10.5358
127,-137,-8.69229,-10.5828
128,-137,-8.70054,-10.6361
129,-137,-8.70971,-10.6959
130,-137,-8.71968,-10.7622
131,-137,-8.73031,-10.835
132,-137,-8.74143,-10.9144
133,-137,-8.75285,-11.0004
134,-137,-8.76435,-11.0928
135,-137,-8.77568,-11.1916
136,-137,-8.78657,-11.2966
137,-137,-8.79669,-11.4075
138,-137,-8.8057,-11.5243
139,-137,-8.81324,-11.6464
140,-137,-8.8189,-11.7735
141,-137,-8.82224,-11.9051
142,-137,-8.82281,-12.0408
143,-137,-8.82012,-12.1798
144,-137,-8.8137,-12.3214
145,-137,-8.80302,-12.4649
146,-137,-8.78758,-12.6093
147,-137,-8.76687,-12.7537
148,-137,-8.7404,-12.897
149,-137,-8.70769,-13.038
150,-137,-8.66831,-13.1756
151,-137,-8.62186,-13.3086
152,-137,-8.56799,-13.4358
153,-137,-8.50643,-13.5558
154,-137,-8.43694,-13.6676
155,-137,-8.3594,-13.7701
