Phi[deg],Theta[deg],re(rEPhi)[mV]
-50,-180,-3449.79
-49,-180,-3521.82
-48,-180,-3592.79
-47,-180,-3662.65
-46,-180,-3731.4
-45,-180,-3799.02
-44,-180,-3865.47
-43,-180,-3930.75
-42,-180,-3994.84
-41,-180,-4057.7
-40,-180,-4119.33
-39,-180,-4179.7
-38,-180,-4238.81
-37,-180,-4296.62
-36,-180,-4353.12
-35,-180,-4408.29
-34,-180,-4462.13
-33,-180,-4514.6
-32,-180,-4565.7
-31,-180,-4615.4
-30,-180,-4663.71
-29,-180,-4710.59
-28,-180,-4756.03
-27,-180,-4800.03
-26,-180,-4842.56
-25,-180,-4883.62
-24,-180,-4923.2
-23,-180,-4961.27
-22,-180,-4997.83
-21,-180,-5032.87
-20,-180,-5066.38
-19,-180,-5098.34
-18,-180,-5128.75
-17,-180,-5157.6
-16,-180,-5184.87
-15,-180,-5210.57
-14,-180,-5234.68
-13,-180,-5257.2
-12,-180,-5278.11
-11,-180,-5297.42
-10,-180,-5315.11
-9,-180,-5331.18
-8,-180,-5345.63
-7,-180,-5358.45
-6,-180,-5369.64
-5,-180,-5379.2
-4,-180,-5387.11
-3,-180,-5393.38
-2,-180,-5398.02
-1,-180,-5401
0,-180,-5402.34
1,-180,-5402.04
2,-180,-5400.09
3,-180,-5396.5
4,-180,-5391.26
5,-180,-5384.38
6,-180,-5375.86
7,-180,-5365.7
8,-180,-5353.91
9,-180,-5340.48
10,-180,-5325.43
11,-180,-5308.76
12,-180,-5290.47
13,-180,-5270.57
14,-180,-5249.06
15,-180,-5225.96
16,-180,-5201.26
17,-180,-5174.98
18,-180,-5147.12
19,-180,-5117.69
20,-180,-5086.71
21,-180,-5054.17
22,-180,-5020.1
23,-180,-4984.5
24,-180,-4947.38
25,-180,-4908.75
26,-180,-4868.62
27,-180,-4827.02
28,-180,-4783.94
29,-180,-4739.41
30,-180,-4693.43
31,-180,-4646.02
32,-180,-4597.2
33,-180,-4546.97
34,-180,-4495.37
35,-180,-4442.39
36,-180,-4388.06
37,-180,-4332.39
38,-180,-4275.4
39,-180,-4217.11
40,-180,-4157.54
41,-180,-4096.7
42,-180,-4034.61
43,-180,-3971.29
44,-180,-3906.77
45,-180,-3841.05
46,-180,-3774.16
47,-180,-3706.13
48,-180,-3636.96
49,-180,-3566.69
50,-180,-3495.33
51,-180,-3422.9
52,-180,-3349.44
53,-180,-3274.95
54,-180,-3199.46
55,-180,-3123
56,-180,-3045.59
57,-180,-2967.25
58,-180,-2888.01
59,-180,-2807.89
60,-180,-2726.91
61,-180,-2645.1
62,-180,-2562.49
63,-180,-2479.1
64,-180,-2394.95
65,-180,-2310.07
66,-180,-2224.48
67,-180,-2138.22
68,-180,-2051.31
69,-180,-1963.78
70,-180,-1875.64
71,-180,-1786.93
72,-180,-1697.68
73,-180,-1607.92
74,-180,-1517.66
75,-180,-1426.94
76,-180,-1335.79
77,-180,-1244.22
78,-180,-1152.28
79,-180,-1059.99
80,-180,-967.378
81,-180,-874.47
82,-180,-781.294
83,-180,-687.881
84,-180,-594.259
85,-180,-500.455
86,-180,-406.499
87,-180,-312.419
88,-180,-218.244
89,-180,-124.002
90,-180,-29.7228
91,-180,64.5657
92,-180,158.834
93,-180,253.055
94,-180,347.198
95,-180,441.236
96,-180,535.139
97,-180,628.879
98,-180,722.427
99,-180,815.756
100,-180,908.836
101,-180,1001.64
102,-180,1094.14
103,-180,1186.3
104,-180,1278.11
105,-180,1369.52
106,-180,1460.52
107,-180,1551.07
108,-180,1641.15
109,-180,1730.73
110,-180,1819.78
111,-180,1908.28
112,-180,1996.2
113,-180,2083.5
114,-180,2170.18
115,-180,2256.19
116,-180,2341.52
117,-180,2426.13
118,-180,2510
119,-180,2593.11
120,-180,2675.43
121,-180,2756.94
122,-180,2837.6
123,-180,2917.4
124,-180,2996.31
125,-180,3074.31
126,-180,3151.37
127,-180,3227.47
128,-180,3302.59
129,-180,3376.71
130,-180,3449.79
131,-180,3521.82
132,-180,3592.79
133,-180,3662.65
134,-180,3731.4
135,-180,3799.02
136,-180,3865.47
137,-180,3930.75
138,-180,3994.84
139,-180,4057.7
140,-180,4119.33
141,-180,4179.7
142,-180,4238.81
143,-180,4296.62
144,-180,4353.12
145,-180,4408.29
146,-180,4462.13
147,-180,4514.6
148,-180,4565.7
149,-180,4615.4
150,-180,4663.71
151,-180,4710.59
152,-180,4756.03
153,-180,4800.03
154,-180,4842.56
155,-180,4883.62
156,-180,4923.2
157,-180,4961.27
158,-180,4997.83
159,-180,5032.87
160,-180,5066.38
161,-180,5098.34
162,-180,5128.75
163,-180,5157.6
164,-180,5184.87
165,-180,5210.57
166,-180,5234.68
167,-180,5257.2
168,-180,5278.11
169,-180,5297.42
170,-180,5315.11
171,-180,5331.18
172,-180,5345.63
173,-180,5358.45
174,-180,5369.64
175,-180,5379.2
176,-180,5387.11
177,-180,5393.38
178,-180,5398.02
179,-180,5401
180,-180,5402.34
-180,-179,5397.8
-179,-179,5397.63
-178,-179,5395.88
-177,-179,5392.55
-176,-179,5387.65
-175,-179,5381.17
-174,-179,5373.13
-173,-179,5363.51
-172,-179,5352.32
-171,-179,5339.57
-170,-179,5325.25
-169,-179,5309.38
-168,-179,5291.96
-167,-179,5272.98
-166,-179,5252.46
-165,-179,5230.4
-164,-179,5206.81
-163,-179,5181.69
-162,-179,5155.06
-161,-179,5126.91
-160,-179,5097.25
-159,-179,5066.1
-158,-179,5033.46
-157,-179,4999.33
-156,-179,4963.74
-155,-179,4926.69
-154,-179,4888.18
-153,-179,4848.24
-152,-179,4806.86
-151,-179,4764.07
-150,-179,4719.87
-149,-179,4674.27
-148,-179,4627.3
-147,-179,4578.95
-146,-179,4529.25
-145,-179,4478.2
-144,-179,4425.82
-143,-179,4372.13
-142,-179,4317.14
-141,-179,4260.87
-140,-179,4203.33
-139,-179,4144.53
-138,-179,4084.5
-137,-179,4023.25
-136,-179,3960.79
-135,-179,3897.15
-134,-179,3832.34
-133,-179,3766.38
-132,-179,3699.29
-131,-179,3631.08
-130,-179,3561.78
-129,-179,3491.41
-128,-179,3419.98
-127,-179,3347.52
-126,-179,3274.04
-125,-179,3199.57
-124,-179,3124.12
-123,-179,3047.73
-122,-179,2970.4
-121,-179,2892.17
-120,-179,2813.05
-119,-179,2733.07
-118,-179,2652.25
-117,-179,2570.61
-116,-179,2488.18
-115,-179,2404.97
-114,-179,2321.03
-113,-179,2236.36
-112,-179,2150.99
-111,-179,2064.95
-110,-179,1978.26
-109,-179,1890.94
-108,-179,1803.03
-107,-179,1714.55
-106,-179,1625.52
-105,-179,1535.97
-104,-179,1445.93
-103,-179,1355.42
-102,-179,1264.47
-101,-179,1173.1
-100,-179,1081.35
-99,-179,989.235
-98,-179,896.788
-97,-179,804.036
-96,-179,711.006
-95,-179,617.726
-94,-179,524.223
-93,-179,430.526
-92,-179,336.663
-91,-179,242.662
-90,-179,148.552
-89,-179,54.3599
-88,-179,-39.8846
-87,-179,-134.153
-86,-179,-228.417
-85,-179,-322.648
-84,-179,-416.817
-83,-179,-510.895
-82,-179,-604.853
-81,-179,-698.663
-80,-179,-792.295
-79,-179,-885.721
-78,-179,-978.912
-77,-179,-1071.84
-76,-179,-1164.47
-75,-179,-1256.78
-74,-179,-1348.74
-73,-179,-1440.32
-72,-179,-1531.5
-71,-179,-1622.23
-70,-179,-1712.5
-69,-179,-1802.28
-68,-179,-1891.53
-67,-179,-1980.23
-66,-179,-2068.35
-65,-179,-2155.87
-64,-179,-2242.75
-63,-179,-2328.97
-62,-179,-2414.5
-61,-179,-2499.3
-60,-179,-2583.37
-59,-179,-2666.66
-58,-179,-2749.15
-57,-179,-2830.82
-56,-179,-2911.63
-55,-179,-2991.56
-54,-179,-3070.59
-53,-179,-3148.68
-52,-179,-3225.82
-51,-179,-3301.98
-50,-179,-3377.13
-49,-179,-3451.25
-48,-179,-3524.31
-47,-179,-3596.29
-46,-179,-3667.17
-45,-179,-3736.92
-44,-179,-3805.52
-43,-179,-3872.94
-42,-179,-3939.16
-41,-179,-4004.17
-40,-179,-4067.94
-39,-179,-4130.44
-38,-179,-4191.66
-37,-179,-4251.58
-36,-179,-4310.17
-35,-179,-4367.42
-34,-179,-4423.3
-33,-179,-4477.8
-32,-179,-4530.9
-31,-179,-4582.59
-30,-179,-4632.83
-29,-179,-4681.62
-28,-179,-4728.94
-27,-179,-4774.77
-26,-179,-4819.1
-25,-179,-4861.92
-24,-179,-4903.2
-23,-179,-4942.93
-22,-179,-4981.1
-21,-179,-5017.7
-20,-179,-5052.71
-19,-179,-5086.12
-18,-179,-5117.93
-17,-179,-5148.11
-16,-179,-5176.66
-15,-179,-5203.57
-14,-179,-5228.82
-13,-179,-5252.42
-12,-179,-5274.35
-11,-179,-5294.6
-10,-179,-5313.17
-9,-179,-5330.05
-8,-179,-5345.23
-7,-179,-5358.72
-6,-179,-5370.5
-5,-179,-5380.57
-4,-179,-5388.92
-3,-179,-5395.56
-2,-179,-5400.48
-1,-179,-5403.68
0,-179,-5405.16
1,-179,-5404.91
2,-179,-5402.95
3,-179,-5399.26
4,-179,-5393.85
5,-179,-5386.73
6,-179,-5377.88
7,-179,-5367.33
8,-179,-5355.06
9,-179,-5341.09
10,-179,-5325.42
11,-179,-5308.06
12,-179,-5289.01
13,-179,-5268.27
14,-179,-5245.86
15,-179,-5221.78
16,-179,-5196.05
17,-179,-5168.66
18,-179,-5139.63
19,-179,-5108.98
20,-179,-5076.7
21,-179,-5042.81
22,-179,-5007.33
23,-179,-4970.27
24,-179,-4931.63
25,-179,-4891.43
26,-179,-4849.69
27,-179,-4806.41
28,-179,-4761.63
29,-179,-4715.34
30,-179,-4667.57
31,-179,-4618.33
32,-179,-4567.64
33,-179,-4515.52
34,-179,-4461.98
35,-179,-4407.04
36,-179,-4350.73
37,-179,-4293.05
38,-179,-4234.04
39,-179,-4173.7
40,-179,-4112.07
41,-179,-4049.16
42,-179,-3984.99
43,-179,-3919.59
44,-179,-3852.97
45,-179,-3785.16
46,-179,-3716.19
47,-179,-3646.06
48,-179,-3574.82
49,-179,-3502.48
50,-179,-3429.07
51,-179,-3354.6
52,-179,-3279.11
53,-179,-3202.62
54,-179,-3125.16
55,-179,-3046.75
56,-179,-2967.42
57,-179,-2887.18
58,-179,-2806.08
59,-179,-2724.14
60,-179,-2641.37
61,-179,-2557.82
62,-179,-2473.5
63,-179,-2388.45
64,-179,-2302.69
65,-179,-2216.25
66,-179,-2129.16
67,-179,-2041.44
68,-179,-1953.12
69,-179,-1864.24
70,-179,-1774.81
71,-179,-1684.88
72,-179,-1594.46
73,-179,-1503.59
74,-179,-1412.29
75,-179,-1320.59
76,-179,-1228.53
77,-179,-1136.13
78,-179,-1043.41
79,-179,-950.418
80,-179,-857.17
81,-179,-763.7
82,-179,-670.034
83,-179,-576.203
84,-179,-482.234
85,-179,-388.158
86,-179,-294.003
87,-179,-199.798
88,-179,-105.571
89,-179,-11.3513
90,-179,82.8328
91,-179,176.953
92,-179,270.98
93,-179,364.886
94,-179,458.643
95,-179,552.223
96,-179,645.598
97,-179,738.739
98,-179,831.62
99,-179,924.212
100,-179,1016.49
101,-179,1108.42
102,-179,1199.99
103,-179,1291.15
104,-179,1381.89
105,-179,1472.19
106,-179,1562
107,-179,1651.31
108,-179,1740.1
109,-179,1828.32
110,-179,1915.97
111,-179,2003.02
112,-179,2089.43
113,-179,2175.18
114,-179,2260.26
115,-179,2344.63
116,-179,2428.28
117,-179,2511.17
118,-179,2593.28
119,-179,2674.6
120,-179,2755.09
121,-179,2834.74
122,-179,2913.52
123,-179,2991.4
124,-179,3068.38
125,-179,3144.43
126,-179,3219.51
127,-179,3293.63
128,-179,3366.74
129,-179,3438.84
130,-179,3509.9
131,-179,3579.9
132,-179,3648.83
133,-179,3716.66
134,-179,3783.38
135,-179,3848.96
136,-179,3913.39
137,-179,3976.65
138,-179,4038.73
139,-179,4099.6
140,-179,4159.25
141,-179,4217.66
142,-179,4274.82
143,-179,4330.71
144,-179,4385.32
145,-179,4438.63
146,-179,4490.62
147,-179,4541.29
148,-179,4590.61
149,-179,4638.58
150,-179,4685.18
151,-179,4730.4
152,-179,4774.23
153,-179,4816.65
154,-179,4857.65
155,-179,4897.22
156,-179,4935.36
157,-179,4972.04
158,-179,5007.27
159,-179,5041.02
160,-179,5073.3
161,-179,5104.09
162,-179,5133.38
163,-179,5161.18
164,-179,5187.45
165,-179,5212.22
166,-179,5235.45
167,-179,5257.16
168,-179,5277.32
169,-179,5295.95
170,-179,5313.02
171,-179,5328.54
172,-179,5342.51
173,-179,5354.91
174,-179,5365.75
175,-179,5375.03
176,-179,5382.73
177,-179,5388.86
178,-179,5393.41
179,-179,5396.39
180,-179,5397.8
-180,-178,5391.51
-179,-178,5391.66
-178,-178,5390.3
-177,-178,5387.42
-176,-178,5383.02
-175,-178,5377.11
-174,-178,5369.68
-173,-178,5360.75
-172,-178,5350.3
-171,-178,5338.34
-170,-178,5324.88
-169,-178,5309.92
-168,-178,5293.46
-167,-178,5275.5
-166,-178,5256.05
-165,-178,5235.11
-164,-178,5212.69
-163,-178,5188.8
-162,-178,5163.43
-161,-178,5136.6
-160,-178,5108.31
-159,-178,5078.57
-158,-178,5047.38
-157,-178,5014.76
-156,-178,4980.7
-155,-178,4945.23
-154,-178,4908.34
-153,-178,4870.06
-152,-178,4830.37
-151,-178,4789.31
-150,-178,4746.87
-149,-178,4703.06
-148,-178,4657.91
-147,-178,4611.41
-146,-178,4563.58
-145,-178,4514.44
-144,-178,4463.99
-143,-178,4412.24
-142,-178,4359.22
-141,-178,4304.93
-140,-178,4249.39
-139,-178,4192.61
-138,-178,4134.61
-137,-178,4075.39
-136,-178,4014.99
-135,-178,3953.4
-134,-178,3890.65
-133,-178,3826.76
-132,-178,3761.73
-131,-178,3695.6
-130,-178,3628.36
-129,-178,3560.05
-128,-178,3490.67
-127,-178,3420.25
-126,-178,3348.81
-125,-178,3276.36
-124,-178,3202.92
-123,-178,3128.52
-122,-178,3053.17
-121,-178,2976.89
-120,-178,2899.7
-119,-178,2821.63
-118,-178,2742.68
-117,-178,2662.9
-116,-178,2582.29
-115,-178,2500.87
-114,-178,2418.68
-113,-178,2335.72
-112,-178,2252.04
-111,-178,2167.64
-110,-178,2082.54
-109,-178,1996.79
-108,-178,1910.39
-107,-178,1823.37
-106,-178,1735.75
-105,-178,1647.56
-104,-178,1558.83
-103,-178,1469.58
-102,-178,1379.82
-101,-178,1289.6
-100,-178,1198.93
-99,-178,1107.85
-98,-178,1016.36
-97,-178,924.512
-96,-178,832.319
-95,-178,739.811
-94,-178,647.014
-93,-178,553.956
-92,-178,460.663
-91,-178,367.163
-90,-178,273.483
-89,-178,179.65
-88,-178,85.6938
-87,-178,-8.3593
-86,-178,-102.481
-85,-178,-196.642
-84,-178,-290.816
-83,-178,-384.972
-82,-178,-479.084
-81,-178,-573.121
-80,-178,-667.055
-79,-178,-760.857
-78,-178,-854.498
-77,-178,-947.949
-76,-178,-1041.18
-75,-178,-1134.16
-74,-178,-1226.87
-73,-178,-1319.27
-72,-178,-1411.33
-71,-178,-1503.02
-70,-178,-1594.32
-69,-178,-1685.2
-68,-178,-1775.62
-67,-178,-1865.55
-66,-178,-1954.98
-65,-178,-2043.85
-64,-178,-2132.16
-63,-178,-2219.87
-62,-178,-2306.94
-61,-178,-2393.35
-60,-178,-2479.08
-59,-178,-2564.08
-58,-178,-2648.34
-57,-178,-2731.82
-56,-178,-2814.5
-55,-178,-2896.34
-54,-178,-2977.33
-53,-178,-3057.42
-52,-178,-3136.59
-51,-178,-3214.82
-50,-178,-3292.08
-49,-178,-3368.33
-48,-178,-3443.56
-47,-178,-3517.73
-46,-178,-3590.82
-45,-178,-3662.8
-44,-178,-3733.65
-43,-178,-3803.33
-42,-178,-3871.84
-41,-178,-3939.13
-40,-178,-4005.19
-39,-178,-4069.98
-38,-178,-4133.5
-37,-178,-4195.7
-36,-178,-4256.58
-35,-178,-4316.1
-34,-178,-4374.25
-33,-178,-4431
-32,-178,-4486.32
-31,-178,-4540.21
-30,-178,-4592.64
-29,-178,-4643.58
-28,-178,-4693.03
-27,-178,-4740.95
-26,-178,-4787.34
-25,-178,-4832.16
-24,-178,-4875.42
-23,-178,-4917.08
-22,-178,-4957.13
-21,-178,-4995.56
-20,-178,-5032.35
-19,-178,-5067.49
-18,-178,-5100.96
-17,-178,-5132.75
-16,-178,-5162.85
-15,-178,-5191.24
-14,-178,-5217.91
-13,-178,-5242.86
-12,-178,-5266.07
-11,-178,-5287.53
-10,-178,-5307.23
-9,-178,-5325.17
-8,-178,-5341.34
-7,-178,-5355.73
-6,-178,-5368.34
-5,-178,-5379.15
-4,-178,-5388.17
-3,-178,-5395.4
-2,-178,-5400.82
-1,-178,-5404.44
0,-178,-5406.25
1,-178,-5406.26
2,-178,-5404.46
3,-178,-5400.85
4,-178,-5395.44
5,-178,-5388.23
6,-178,-5379.22
7,-178,-5368.41
8,-178,-5355.81
9,-178,-5341.42
10,-178,-5325.25
11,-178,-5307.3
12,-178,-5287.58
13,-178,-5266.1
14,-178,-5242.87
15,-178,-5217.9
16,-178,-5191.19
17,-178,-5162.76
18,-178,-5132.62
19,-178,-5100.77
20,-178,-5067.24
21,-178,-5032.03
22,-178,-4995.17
23,-178,-4956.66
24,-178,-4916.51
25,-178,-4874.75
26,-178,-4831.39
27,-178,-4786.45
28,-178,-4739.95
29,-178,-4691.89
30,-178,-4642.31
31,-178,-4591.23
32,-178,-4538.65
33,-178,-4484.6
34,-178,-4429.11
35,-178,-4372.19
36,-178,-4313.86
37,-178,-4254.15
38,-178,-4193.08
39,-178,-4130.68
40,-178,-4066.96
41,-178,-4001.95
42,-178,-3935.68
43,-178,-3868.17
44,-178,-3799.45
45,-178,-3729.53
46,-178,-3658.46
47,-178,-3586.24
48,-178,-3512.92
49,-178,-3438.51
50,-178,-3363.05
51,-178,-3286.56
52,-178,-3209.07
53,-178,-3130.6
54,-178,-3051.2
55,-178,-2970.87
56,-178,-2889.66
57,-178,-2807.59
58,-178,-2724.69
59,-178,-2640.99
60,-178,-2556.51
61,-178,-2471.3
62,-178,-2385.37
63,-178,-2298.76
64,-178,-2211.5
65,-178,-2123.61
66,-178,-2035.13
67,-178,-1946.09
68,-178,-1856.51
69,-178,-1766.43
70,-178,-1675.88
71,-178,-1584.88
72,-178,-1493.46
73,-178,-1401.67
74,-178,-1309.52
75,-178,-1217.04
76,-178,-1124.27
77,-178,-1031.24
78,-178,-937.968
79,-178,-844.492
80,-178,-750.84
81,-178,-657.041
82,-178,-563.125
83,-178,-469.12
84,-178,-375.055
85,-178,-280.959
86,-178,-186.861
87,-178,-92.7893
88,-178,1.22794
89,-178,95.1624
90,-178,188.986
91,-178,282.671
92,-178,376.191
93,-178,469.516
94,-178,562.621
95,-178,655.478
96,-178,748.061
97,-178,840.343
98,-178,932.297
99,-178,1023.9
100,-178,1115.12
101,-178,1205.93
102,-178,1296.32
103,-178,1386.25
104,-178,1475.7
105,-178,1564.65
106,-178,1653.06
107,-178,1740.92
108,-178,1828.2
109,-178,1914.89
110,-178,2000.94
111,-178,2086.35
112,-178,2171.09
113,-178,2255.14
114,-178,2338.47
115,-178,2421.06
116,-178,2502.9
117,-178,2583.95
118,-178,2664.2
119,-178,2743.63
120,-178,2822.22
121,-178,2899.94
122,-178,2976.78
123,-178,3052.71
124,-178,3127.72
125,-178,3201.79
126,-178,3274.9
127,-178,3347.03
128,-178,3418.16
129,-178,3488.27
130,-178,3557.35
131,-178,3625.38
132,-178,3692.34
133,-178,3758.22
134,-178,3822.99
135,-178,3886.65
136,-178,3949.17
137,-178,4010.54
138,-178,4070.75
139,-178,4129.78
140,-178,4187.61
141,-178,4244.23
142,-178,4299.63
143,-178,4353.8
144,-178,4406.71
145,-178,4458.36
146,-178,4508.73
147,-178,4557.81
148,-178,4605.59
149,-178,4652.06
150,-178,4697.2
151,-178,4741.01
152,-178,4783.47
153,-178,4824.57
154,-178,4864.31
155,-178,4902.66
156,-178,4939.63
157,-178,4975.2
158,-178,5009.37
159,-178,5042.12
160,-178,5073.44
161,-178,5103.34
162,-178,5131.8
163,-178,5158.81
164,-178,5184.37
165,-178,5208.47
166,-178,5231.11
167,-178,5252.27
168,-178,5271.96
169,-178,5290.17
170,-178,5306.89
171,-178,5322.11
172,-178,5335.85
173,-178,5348.08
174,-178,5358.81
175,-178,5368.04
176,-178,5375.76
177,-178,5381.96
178,-178,5386.66
179,-178,5389.84
180,-178,5391.51
-180,-177,5383.46
-179,-177,5384.13
-178,-177,5383.34
-177,-177,5381.08
-176,-177,5377.36
-175,-177,5372.17
-174,-177,5365.52
-173,-177,5357.41
-172,-177,5347.83
-171,-177,5336.8
-170,-177,5324.31
-169,-177,5310.36
-168,-177,5294.96
-167,-177,5278.11
-166,-177,5259.81
-165,-177,5240.07
-164,-177,5218.89
-163,-177,5196.27
-162,-177,5172.23
-161,-177,5146.76
-160,-177,5119.87
-159,-177,5091.57
-158,-177,5061.86
-157,-177,5030.75
-156,-177,4998.24
-155,-177,4964.35
-154,-177,4929.09
-153,-177,4892.45
-152,-177,4854.45
-151,-177,4815.09
-150,-177,4774.39
-149,-177,4732.36
-148,-177,4689
-147,-177,4644.32
-146,-177,4598.34
-145,-177,4551.07
-144,-177,4502.51
-143,-177,4452.68
-142,-177,4401.59
-141,-177,4349.26
-140,-177,4295.69
-139,-177,4240.9
-138,-177,4184.89
-137,-177,4127.69
-136,-177,4069.31
-135,-177,4009.76
-134,-177,3949.06
-133,-177,3887.22
-132,-177,3824.25
-131,-177,3760.17
-130,-177,3695
-129,-177,3628.75
-128,-177,3561.44
-127,-177,3493.09
-126,-177,3423.7
-125,-177,3353.31
-124,-177,3281.92
-123,-177,3209.55
-122,-177,3136.23
-121,-177,3061.96
-120,-177,2986.77
-119,-177,2910.67
-118,-177,2833.7
-117,-177,2755.85
-116,-177,2677.16
-115,-177,2597.64
-114,-177,2517.32
-113,-177,2436.21
-112,-177,2354.33
-111,-177,2271.71
-110,-177,2188.37
-109,-177,2104.32
-108,-177,2019.6
-107,-177,1934.21
-106,-177,1848.19
-105,-177,1761.55
-104,-177,1674.33
-103,-177,1586.53
-102,-177,1498.19
-101,-177,1409.32
-100,-177,1319.96
-99,-177,1230.12
-98,-177,1139.83
-97,-177,1049.12
-96,-177,958.006
-95,-177,866.515
-94,-177,774.672
-93,-177,682.504
-92,-177,590.036
-91,-177,497.293
-90,-177,404.302
-89,-177,311.089
-88,-177,217.681
-87,-177,124.104
-86,-177,30.3864
-85,-177,-63.4459
-84,-177,-157.365
-83,-177,-251.343
-82,-177,-345.352
-81,-177,-439.365
-80,-177,-533.352
-79,-177,-627.286
-78,-177,-721.138
-77,-177,-814.878
-76,-177,-908.479
-75,-177,-1001.91
-74,-177,-1095.14
-73,-177,-1188.15
-72,-177,-1280.89
-71,-177,-1373.35
-70,-177,-1465.49
-69,-177,-1557.29
-68,-177,-1648.7
-67,-177,-1739.71
-66,-177,-1830.28
-65,-177,-1920.38
-64,-177,-2009.98
-63,-177,-2099.06
-62,-177,-2187.57
-61,-177,-2275.49
-60,-177,-2362.78
-59,-177,-2449.43
-58,-177,-2535.39
-57,-177,-2620.64
-56,-177,-2705.14
-55,-177,-2788.87
-54,-177,-2871.79
-53,-177,-2953.88
-52,-177,-3035.1
-51,-177,-3115.42
-50,-177,-3194.81
-49,-177,-3273.25
-48,-177,-3350.7
-47,-177,-3427.13
-46,-177,-3502.52
-45,-177,-3576.83
-44,-177,-3650.03
-43,-177,-3722.1
-42,-177,-3793.01
-41,-177,-3862.73
-40,-177,-3931.23
-39,-177,-3998.48
-38,-177,-4064.45
-37,-177,-4129.13
-36,-177,-4192.48
-35,-177,-4254.47
-34,-177,-4315.08
-33,-177,-4374.29
-32,-177,-4432.07
-31,-177,-4488.39
-30,-177,-4543.23
-29,-177,-4596.57
-28,-177,-4648.38
-27,-177,-4698.65
-26,-177,-4747.34
-25,-177,-4794.44
-24,-177,-4839.93
-23,-177,-4883.79
-22,-177,-4925.99
-21,-177,-4966.52
-20,-177,-5005.36
-19,-177,-5042.5
-18,-177,-5077.91
-17,-177,-5111.58
-16,-177,-5143.49
-15,-177,-5173.64
-14,-177,-5201.99
-13,-177,-5228.55
-12,-177,-5253.3
-11,-177,-5276.23
-10,-177,-5297.33
-9,-177,-5316.58
-8,-177,-5333.98
-7,-177,-5349.51
-6,-177,-5363.18
-5,-177,-5374.98
-4,-177,-5384.89
-3,-177,-5392.92
-2,-177,-5399.05
-1,-177,-5403.3
0,-177,-5405.64
1,-177,-5406.09
2,-177,-5404.64
3,-177,-5401.29
4,-177,-5396.05
5,-177,-5388.91
6,-177,-5379.87
7,-177,-5368.95
8,-177,-5356.15
9,-177,-5341.46
10,-177,-5324.9
