Phi[deg],Theta[deg],im(rETheta)[mV]
-129,-179,-1554.16
-128,-179,-1525.29
-127,-179,-1495.98
-126,-179,-1466.21
-125,-179,-1436.01
-124,-179,-1405.37
-123,-179,-1374.3
-122,-179,-1342.8
-121,-179,-1310.88
-120,-179,-1278.53
-119,-179,-1245.78
-118,-179,-1212.62
-117,-179,-1179.06
-116,-179,-1145.1
-115,-179,-1110.75
-114,-179,-1076.02
-113,-179,-1040.91
-112,-179,-1005.43
-111,-179,-969.584
-110,-179,-933.384
-109,-179,-896.835
-108,-179,-859.945
-107,-179,-822.722
-106,-179,-785.174
-105,-179,-747.309
-104,-179,-709.137
-103,-179,-670.665
-102,-179,-631.904
-101,-179,-592.863
-100,-179,-553.551
-99,-179,-513.979
-98,-179,-474.156
-97,-179,-434.093
-96,-179,-393.802
-95,-179,-353.292
-94,-179,-312.575
-93,-179,-271.663
-92,-179,-230.567
-91,-179,-189.299
-90,-179,-147.872
-89,-179,-106.297
-88,-179,-64.588
-87,-179,-22.7571
-86,-179,19.1823
-85,-179,61.2171
-84,-179,103.334
-83,-179,145.518
-82,-179,187.756
-81,-179,230.035
-80,-179,272.339
-79,-179,314.654
-78,-179,356.965
-77,-179,399.258
-76,-179,441.517
-75,-179,483.727
-74,-179,525.873
-73,-179,567.94
-72,-179,609.911
-71,-179,651.771
-70,-179,693.504
-69,-179,735.094
-68,-179,776.525
-67,-179,817.78
-66,-179,858.844
-65,-179,899.7
-64,-179,940.331
-63,-179,980.722
-62,-179,1020.85
-61,-179,1060.71
-60,-179,1100.28
-59,-179,1139.54
-58,-179,1178.48
-57,-179,1217.08
-56,-179,1255.32
-55,-179,1293.18
-54,-179,1330.66
-53,-179,1367.73
-52,-179,1404.37
-51,-179,1440.58
-50,-179,1476.33
-49,-179,1511.61
-48,-179,1546.4
-47,-179,1580.68
-46,-179,1614.45
-45,-179,1647.68
-44,-179,1680.36
-43,-179,1712.47
-42,-179,1744.01
-41,-179,1774.94
-40,-179,1805.27
-39,-179,1834.96
-38,-179,1864.02
-37,-179,1892.42
-36,-179,1920.16
-35,-179,1947.21
-34,-179,1973.56
-33,-179,1999.21
-32,-179,2024.13
-31,-179,2048.32
-30,-179,2071.77
-29,-179,2094.45
-28,-179,2116.37
-27,-179,2137.5
-26,-179,2157.85
-25,-179,2177.38
-24,-179,2196.11
-23,-179,2214.01
-22,-179,2231.08
-21,-179,2247.31
-20,-179,2262.69
-19,-179,2277.2
-18,-179,2290.85
-17,-179,2303.63
-16,-179,2315.53
-15,-179,2326.53
-14,-179,2336.65
-13,-179,2345.86
-12,-179,2354.17
-11,-179,2361.56
-10,-179,2368.05
-9,-179,2373.61
-8,-179,2378.25
-7,-179,2381.96
-6,-179,2384.75
-5,-179,2386.61
-4,-179,2387.53
-3,-179,2387.52
-2,-179,2386.58
-1,-179,2384.7
0,-179,2381.89
1,-179,2378.14
2,-179,2373.46
3,-179,2367.85
4,-179,2361.32
5,-179,2353.85
6,-179,2345.47
7,-179,2336.16
8,-179,2325.94
9,-179,2314.81
10,-179,2302.77
11,-179,2289.83
12,-179,2276
13,-179,2261.28
14,-179,2245.67
15,-179,2229.2
16,-179,2211.85
17,-179,2193.65
18,-179,2174.59
19,-179,2154.7
20,-179,2133.97
21,-179,2112.42
22,-179,2090.06
23,-179,2066.9
24,-179,2042.94
25,-179,2018.21
26,-179,1992.7
27,-179,1966.45
28,-179,1939.44
29,-179,1911.71
30,-179,1883.26
31,-179,1854.11
32,-179,1824.26
33,-179,1793.74
34,-179,1762.55
35,-179,1730.72
36,-179,1698.25
37,-179,1665.17
38,-179,1631.48
39,-179,1597.21
40,-179,1562.36
41,-179,1526.96
42,-179,1491.02
43,-179,1454.55
44,-179,1417.58
45,-179,1380.12
46,-179,1342.19
47,-179,1303.8
48,-179,1264.97
49,-179,1225.72
50,-179,1186.07
51,-179,1146.03
52,-179,1105.62
53,-179,1064.86
54,-179,1023.77
55,-179,982.356
56,-179,940.649
57,-179,898.662
58,-179,856.413
59,-179,813.919
60,-179,771.198
61,-179,728.269
62,-179,685.148
63,-179,641.854
64,-179,598.404
65,-179,554.816
66,-179,511.108
67,-179,467.296
68,-179,423.398
69,-179,379.432
70,-179,335.414
71,-179,291.361
72,-179,247.291
73,-179,203.22
74,-179,159.164
75,-179,115.14
76,-179,71.1639
77,-179,27.2521
78,-179,-16.5798
79,-179,-60.3161
80,-179,-103.941
81,-179,-147.441
82,-179,-190.798
83,-179,-234
84,-179,-277.032
85,-179,-319.878
86,-179,-362.526
87,-179,-404.961
88,-179,-447.17
89,-179,-489.139
90,-179,-530.856
91,-179,-572.307
92,-179,-613.48
93,-179,-654.363
94,-179,-694.945
95,-179,-735.212
96,-179,-775.155
97,-179,-814.761
98,-179,-854.02
99,-179,-892.922
100,-179,-931.456
101,-179,-969.612
102,-179,-1007.38
103,-179,-1044.75
104,-179,-1081.72
105,-179,-1118.27
106,-179,-1154.4
107,-179,-1190.1
108,-179,-1225.36
109,-179,-1260.17
110,-179,-1294.53
111,-179,-1328.43
112,-179,-1361.86
113,-179,-1394.81
114,-179,-1427.29
115,-179,-1459.28
116,-179,-1490.77
117,-179,-1521.77
118,-179,-1552.27
119,-179,-1582.26
120,-179,-1611.74
121,-179,-1640.7
122,-179,-1669.14
123,-179,-1697.06
124,-179,-1724.45
125,-179,-1751.31
126,-179,-1777.63
127,-179,-1803.42
128,-179,-1828.67
129,-179,-1853.37
130,-179,-1877.53
131,-179,-1901.15
132,-179,-1924.21
133,-179,-1946.73
134,-179,-1968.69
135,-179,-1990.1
136,-179,-2010.96
137,-179,-2031.26
138,-179,-2051.01
139,-179,-2070.2
140,-179,-2088.83
141,-179,-2106.91
142,-179,-2124.42
143,-179,-2141.38
144,-179,-2157.79
145,-179,-2173.63
146,-179,-2188.92
147,-179,-2203.65
148,-179,-2217.82
149,-179,-2231.44
150,-179,-2244.5
151,-179,-2257.01
152,-179,-2268.96
153,-179,-2280.36
154,-179,-2291.21
155,-179,-2301.5
156,-179,-2311.25
157,-179,-2320.45
158,-179,-2329.09
159,-179,-2337.2
160,-179,-2344.75
161,-179,-2351.76
162,-179,-2358.23
163,-179,-2364.16
164,-179,-2369.54
165,-179,-2374.39
166,-179,-2378.69
167,-179,-2382.46
168,-179,-2385.7
169,-179,-2388.4
170,-179,-2390.56
171,-179,-2392.2
172,-179,-2393.3
173,-179,-2393.87
174,-179,-2393.92
175,-179,-2393.43
176,-179,-2392.43
177,-179,-2390.89
178,-179,-2388.84
179,-179,-2386.25
180,-179,-2383.15
-180,-178,-2382.83
-179,-178,-2379.38
-178,-178,-2375.62
-177,-178,-2371.54
-176,-178,-2367.14
-175,-178,-2362.42
-174,-178,-2357.39
-173,-178,-2352.04
-172,-178,-2346.37
-171,-178,-2340.38
-170,-178,-2334.08
-169,-178,-2327.45
-168,-178,-2320.49
-167,-178,-2313.21
-166,-178,-2305.6
-165,-178,-2297.67
-164,-178,-2289.39
-163,-178,-2280.79
-162,-178,-2271.84
-161,-178,-2262.55
-160,-178,-2252.91
-159,-178,-2242.93
-158,-178,-2232.59
-157,-178,-2221.89
-156,-178,-2210.83
-155,-178,-2199.4
-154,-178,-2187.61
-153,-178,-2175.44
-152,-178,-2162.89
-151,-178,-2149.95
-150,-178,-2136.63
-149,-178,-2122.91
-148,-178,-2108.79
-147,-178,-2094.27
-146,-178,-2079.34
-145,-178,-2064
-144,-178,-2048.24
-143,-178,-2032.05
-142,-178,-2015.43
-141,-178,-1998.38
-140,-178,-1980.89
-139,-178,-1962.95
-138,-178,-1944.57
-137,-178,-1925.73
-136,-178,-1906.43
-135,-178,-1886.67
-134,-178,-1866.44
-133,-178,-1845.74
-132,-178,-1824.56
-131,-178,-1802.9
-130,-178,-1780.76
-129,-178,-1758.13
-128,-178,-1735.01
-127,-178,-1711.39
-126,-178,-1687.28
-125,-178,-1662.66
-124,-178,-1637.55
-123,-178,-1611.93
-122,-178,-1585.8
-121,-178,-1559.16
-120,-178,-1532.02
-119,-178,-1504.36
-118,-178,-1476.19
-117,-178,-1447.51
-116,-178,-1418.32
-115,-178,-1388.61
-114,-178,-1358.4
-113,-178,-1327.68
-112,-178,-1296.44
-111,-178,-1264.71
-110,-178,-1232.46
-109,-178,-1199.72
-108,-178,-1166.48
-107,-178,-1132.74
-106,-178,-1098.52
-105,-178,-1063.8
-104,-178,-1028.61
-103,-178,-992.939
-102,-178,-956.799
-101,-178,-920.196
-100,-178,-883.135
-99,-178,-845.625
-98,-178,-807.673
-97,-178,-769.287
-96,-178,-730.475
-95,-178,-691.248
-94,-178,-651.614
-93,-178,-611.584
-92,-178,-571.168
-91,-178,-530.377
-90,-178,-489.222
-89,-178,-447.717
-88,-178,-405.873
-87,-178,-363.702
-86,-178,-321.22
-85,-178,-278.439
-84,-178,-235.373
-83,-178,-192.039
-82,-178,-148.45
-81,-178,-104.622
-80,-178,-60.5722
-79,-178,-16.3163
-78,-178,28.1285
-77,-178,72.745
-76,-178,117.515
-75,-178,162.421
-74,-178,207.445
-73,-178,252.566
-72,-178,297.767
-71,-178,343.028
-70,-178,388.328
-69,-178,433.647
-68,-178,478.965
-67,-178,524.261
-66,-178,569.515
-65,-178,614.704
-64,-178,659.807
-63,-178,704.802
-62,-178,749.667
-61,-178,794.38
-60,-178,838.919
-59,-178,883.26
-58,-178,927.382
-57,-178,971.261
-56,-178,1014.87
-55,-178,1058.2
-54,-178,1101.21
-53,-178,1143.89
-52,-178,1186.21
-51,-178,1228.15
-50,-178,1269.68
-49,-178,1310.79
-48,-178,1351.44
-47,-178,1391.62
-46,-178,1431.3
-45,-178,1470.47
-44,-178,1509.08
-43,-178,1547.14
-42,-178,1584.6
-41,-178,1621.46
-40,-178,1657.68
-39,-178,1693.25
-38,-178,1728.15
-37,-178,1762.34
-36,-178,1795.82
-35,-178,1828.56
-34,-178,1860.54
-33,-178,1891.74
-32,-178,1922.14
-31,-178,1951.72
-30,-178,1980.46
-29,-178,2008.35
-28,-178,2035.36
-27,-178,2061.48
-26,-178,2086.69
-25,-178,2110.98
-24,-178,2134.32
-23,-178,2156.71
-22,-178,2178.13
-21,-178,2198.55
-20,-178,2217.98
-19,-178,2236.39
-18,-178,2253.78
-17,-178,2270.12
-16,-178,2285.41
-15,-178,2299.65
-14,-178,2312.8
-13,-178,2324.88
-12,-178,2335.87
-11,-178,2345.75
-10,-178,2354.53
-9,-178,2362.2
-8,-178,2368.75
-7,-178,2374.17
-6,-178,2378.46
-5,-178,2381.62
-4,-178,2383.63
-3,-178,2384.51
-2,-178,2384.25
-1,-178,2382.84
0,-178,2380.29
1,-178,2376.6
2,-178,2371.76
3,-178,2365.78
4,-178,2358.67
5,-178,2350.42
6,-178,2341.04
7,-178,2330.53
8,-178,2318.91
9,-178,2306.17
10,-178,2292.32
11,-178,2277.37
12,-178,2261.34
13,-178,2244.22
14,-178,2226.03
15,-178,2206.77
16,-178,2186.47
17,-178,2165.13
18,-178,2142.76
19,-178,2119.38
20,-178,2095
21,-178,2069.63
22,-178,2043.3
23,-178,2016
24,-178,1987.77
25,-178,1958.62
26,-178,1928.57
27,-178,1897.62
28,-178,1865.81
29,-178,1833.15
30,-178,1799.66
31,-178,1765.36
32,-178,1730.26
33,-178,1694.4
34,-178,1657.78
35,-178,1620.44
36,-178,1582.4
37,-178,1543.67
38,-178,1504.27
39,-178,1464.24
40,-178,1423.6
41,-178,1382.36
42,-178,1340.55
43,-178,1298.2
44,-178,1255.32
45,-178,1211.95
46,-178,1168.11
47,-178,1123.81
48,-178,1079.1
49,-178,1033.98
50,-178,988.493
51,-178,942.654
52,-178,896.491
53,-178,850.027
54,-178,803.289
55,-178,756.301
56,-178,709.087
57,-178,661.673
58,-178,614.082
59,-178,566.34
60,-178,518.47
61,-178,470.498
62,-178,422.446
63,-178,374.339
64,-178,326.2
65,-178,278.053
66,-178,229.921
67,-178,181.827
68,-178,133.793
69,-178,85.8425
70,-178,37.9964
71,-178,-9.72324
72,-178,-57.2951
73,-178,-104.698
74,-178,-151.912
75,-178,-198.916
76,-178,-245.69
77,-178,-292.216
78,-178,-338.474
79,-178,-384.445
80,-178,-430.112
81,-178,-475.456
82,-178,-520.461
83,-178,-565.11
84,-178,-609.387
85,-178,-653.275
86,-178,-696.76
87,-178,-739.826
88,-178,-782.46
89,-178,-824.648
90,-178,-866.377
91,-178,-907.633
92,-178,-948.405
93,-178,-988.681
94,-178,-1028.45
95,-178,-1067.7
96,-178,-1106.43
97,-178,-1144.61
98,-178,-1182.25
99,-178,-1219.34
100,-178,-1255.86
101,-178,-1291.82
102,-178,-1327.19
103,-178,-1361.99
104,-178,-1396.19
105,-178,-1429.8
106,-178,-1462.82
107,-178,-1495.23
108,-178,-1527.03
109,-178,-1558.22
110,-178,-1588.8
111,-178,-1618.76
112,-178,-1648.11
113,-178,-1676.83
114,-178,-1704.94
115,-178,-1732.43
116,-178,-1759.3
117,-178,-1785.54
118,-178,-1811.17
119,-178,-1836.18
120,-178,-1860.58
121,-178,-1884.36
122,-178,-1907.52
123,-178,-1930.08
124,-178,-1952.03
125,-178,-1973.38
126,-178,-1994.13
127,-178,-2014.28
128,-178,-2033.84
129,-178,-2052.81
130,-178,-2071.2
131,-178,-2089.02
132,-178,-2106.26
133,-178,-2122.93
134,-178,-2139.04
135,-178,-2154.6
136,-178,-2169.61
137,-178,-2184.07
138,-178,-2198
139,-178,-2211.4
140,-178,-2224.27
141,-178,-2236.62
142,-178,-2248.47
143,-178,-2259.81
144,-178,-2270.65
145,-178,-2281
146,-178,-2290.87
147,-178,-2300.26
148,-178,-2309.18
149,-178,-2317.63
150,-178,-2325.63
151,-178,-2333.19
152,-178,-2340.29
153,-178,-2346.97
154,-178,-2353.21
155,-178,-2359.03
156,-178,-2364.43
157,-178,-2369.42
158,-178,-2374.01
159,-178,-2378.2
160,-178,-2382
161,-178,-2385.41
162,-178,-2388.44
163,-178,-2391.09
164,-178,-2393.38
165,-178,-2395.29
166,-178,-2396.85
167,-178,-2398.05
168,-178,-2398.89
169,-178,-2399.39
170,-178,-2399.55
171,-178,-2399.36
172,-178,-2398.84
173,-178,-2397.98
174,-178,-2396.79
175,-178,-2395.27
176,-178,-2393.43
177,-178,-2391.26
178,-178,-2388.77
179,-178,-2385.96
180,-178,-2382.83
-180,-177,-2381.88
-179,-177,-2378.68
-178,-177,-2375.36
-177,-177,-2371.93
-176,-177,-2368.38
-175,-177,-2364.7
-174,-177,-2360.91
-173,-177,-2356.99
-172,-177,-2352.95
-171,-177,-2348.78
-170,-177,-2344.47
-169,-177,-2340.03
-168,-177,-2335.45
-167,-177,-2330.73
-166,-177,-2325.85
-165,-177,-2320.82
-164,-177,-2315.62
-163,-177,-2310.26
-162,-177,-2304.72
-161,-177,-2299
-160,-177,-2293.09
-159,-177,-2286.97
-158,-177,-2280.66
-157,-177,-2274.12
-156,-177,-2267.36
-155,-177,-2260.37
-154,-177,-2253.13
-153,-177,-2245.65
-152,-177,-2237.89
-151,-177,-2229.87
-150,-177,-2221.55
-149,-177,-2212.95
-148,-177,-2204.04
-147,-177,-2194.81
-146,-177,-2185.25
-145,-177,-2175.35
-144,-177,-2165.11
-143,-177,-2154.5
-142,-177,-2143.51
-141,-177,-2132.15
-140,-177,-2120.38
-139,-177,-2108.2
-138,-177,-2095.61
-137,-177,-2082.58
-136,-177,-2069.11
-135,-177,-2055.19
-134,-177,-2040.8
-133,-177,-2025.94
-132,-177,-2010.58
-131,-177,-1994.73
-130,-177,-1978.37
-129,-177,-1961.49
-128,-177,-1944.08
-127,-177,-1926.13
-126,-177,-1907.63
-125,-177,-1888.58
-124,-177,-1868.95
-123,-177,-1848.76
-122,-177,-1827.97
-121,-177,-1806.6
-120,-177,-1784.63
-119,-177,-1762.05
-118,-177,-1738.86
-117,-177,-1715.05
-116,-177,-1690.61
-115,-177,-1665.55
-114,-177,-1639.85
-113,-177,-1613.51
-112,-177,-1586.53
-111,-177,-1558.9
-110,-177,-1530.63
-109,-177,-1501.71
-108,-177,-1472.13
-107,-177,-1441.9
-106,-177,-1411.03
-105,-177,-1379.49
-104,-177,-1347.31
-103,-177,-1314.48
-102,-177,-1281.01
-101,-177,-1246.89
-100,-177,-1212.13
-99,-177,-1176.73
-98,-177,-1140.71
-97,-177,-1104.06
-96,-177,-1066.79
-95,-177,-1028.91
-94,-177,-990.431
-93,-177,-951.357
-92,-177,-911.697
-91,-177,-871.463
-90,-177,-830.665
-89,-177,-789.314
-88,-177,-747.422
-87,-177,-705.003
-86,-177,-662.069
-85,-177,-618.636
-84,-177,-574.718
-83,-177,-530.331
-82,-177,-485.49
-81,-177,-440.214
-80,-177,-394.519
-79,-177,-348.424
-78,-177,-301.948
-77,-177,-255.111
-76,-177,-207.932
-75,-177,-160.433
-74,-177,-112.635
-73,-177,-64.5592
-72,-177,-16.2295
-71,-177,32.3316
-70,-177,81.1003
-69,-177,130.052
-68,-177,179.163
-67,-177,228.407
-66,-177,277.759
-65,-177,327.193
-64,-177,376.681
-63,-177,426.198
-62,-177,475.716
-61,-177,525.207
-60,-177,574.642
-59,-177,623.994
-58,-177,673.234
-57,-177,722.334
-56,-177,771.262
-55,-177,819.992
-54,-177,868.492
-53,-177,916.733
-52,-177,964.685
-51,-177,1012.32
-50,-177,1059.6
-49,-177,1106.51
-48,-177,1153
-47,-177,1199.06
-46,-177,1244.64
-45,-177,1289.73
-44,-177,1334.28
-43,-177,1378.28
-42,-177,1421.69
-41,-177,1464.47
-40,-177,1506.61
-39,-177,1548.07
-38,-177,1588.83
-37,-177,1628.84
-36,-177,1668.1
-35,-177,1706.56
-34,-177,1744.21
-33,-177,1781
-32,-177,1816.93
-31,-177,1851.95
-30,-177,1886.05
-29,-177,1919.2
-28,-177,1951.38
-27,-177,1982.55
-26,-177,2012.71
-25,-177,2041.81
-24,-177,2069.85
-23,-177,2096.8
-22,-177,2122.64
-21,-177,2147.35
-20,-177,2170.91
-19,-177,2193.3
-18,-177,2214.5
-17,-177,2234.5
-16,-177,2253.28
-15,-177,2270.82
-14,-177,2287.12
-13,-177,2302.15
-12,-177,2315.9
-11,-177,2328.37
-10,-177,2339.54
-9,-177,2349.4
-8,-177,2357.94
-7,-177,2365.15
-6,-177,2371.03
-5,-177,2375.57
-4,-177,2378.77
-3,-177,2380.62
-2,-177,2381.12
-1,-177,2380.26
0,-177,2378.05
1,-177,2374.48
2,-177,2369.56
3,-177,2363.28
4,-177,2355.66
5,-177,2346.69
6,-177,2336.38
7,-177,2324.73
8,-177,2311.76
9,-177,2297.47
10,-177,2281.87
11,-177,2264.97
12,-177,2246.77
13,-177,2227.3
14,-177,2206.57
15,-177,2184.58
16,-177,2161.36
17,-177,2136.92
18,-177,2111.27
19,-177,2084.43
20,-177,2056.43
21,-177,2027.27
22,-177,1996.99
