Phi[deg],Theta[deg],im(rEPhi)[mV]
91,-180,2379.12
92,-180,2374.67
93,-180,2369.5
94,-180,2363.61
95,-180,2357
96,-180,2349.67
97,-180,2341.62
98,-180,2332.86
99,-180,2323.39
100,-180,2313.22
101,-180,2302.34
102,-180,2290.75
103,-180,2278.47
104,-180,2265.5
105,-180,2251.83
106,-180,2237.48
107,-180,2222.45
108,-180,2206.74
109,-180,2190.36
110,-180,2173.31
111,-180,2155.6
112,-180,2137.23
113,-180,2118.21
114,-180,2098.55
115,-180,2078.25
116,-180,2057.31
117,-180,2035.75
118,-180,2013.57
119,-180,1990.77
120,-180,1967.37
121,-180,1943.37
122,-180,1918.77
123,-180,1893.59
124,-180,1867.84
125,-180,1841.51
126,-180,1814.63
127,-180,1787.19
128,-180,1759.21
129,-180,1730.69
130,-180,1701.65
131,-180,1672.08
132,-180,1642.01
133,-180,1611.44
134,-180,1580.37
135,-180,1548.83
136,-180,1516.81
137,-180,1484.33
138,-180,1451.4
139,-180,1418.03
140,-180,1384.22
141,-180,1350
142,-180,1315.36
143,-180,1280.32
144,-180,1244.89
145,-180,1209.08
146,-180,1172.91
147,-180,1136.37
148,-180,1099.49
149,-180,1062.28
150,-180,1024.74
151,-180,986.891
152,-180,948.74
153,-180,910.3
154,-180,871.583
155,-180,832.6
156,-180,793.364
157,-180,753.886
158,-180,714.178
159,-180,674.253
160,-180,634.122
161,-180,593.799
162,-180,553.294
163,-180,512.621
164,-180,471.792
165,-180,430.819
166,-180,389.714
167,-180,348.492
168,-180,307.162
169,-180,265.74
170,-180,224.236
171,-180,182.664
172,-180,141.037
173,-180,99.3662
174,-180,57.6654
175,-180,15.9471
176,-180,-25.7762
177,-180,-67.4915
178,-180,-109.186
179,-180,-150.848
180,-180,-192.463
-180,-179,-277.931
-179,-179,-313.576
-178,-179,-349.156
-177,-179,-384.666
-176,-179,-420.1
-175,-179,-455.453
-174,-179,-490.718
-173,-179,-525.891
-172,-179,-560.967
-171,-179,-595.938
-170,-179,-630.801
-169,-179,-665.549
-168,-179,-700.177
-167,-179,-734.679
-166,-179,-769.05
-165,-179,-803.283
-164,-179,-837.374
-163,-179,-871.315
-162,-179,-905.102
-161,-179,-938.729
-160,-179,-972.188
-159,-179,-1005.48
-158,-179,-1038.58
-157,-179,-1071.51
-156,-179,-1104.24
-155,-179,-1136.78
-154,-179,-1169.11
-153,-179,-1201.23
-152,-179,-1233.13
-151,-179,-1264.81
-150,-179,-1296.26
-149,-179,-1327.48
-148,-179,-1358.45
-147,-179,-1389.17
-146,-179,-1419.63
-145,-179,-1449.82
-144,-179,-1479.74
-143,-179,-1509.39
-142,-179,-1538.75
-141,-179,-1567.81
-140,-179,-1596.57
-139,-179,-1625.02
-138,-179,-1653.15
-137,-179,-1680.95
-136,-179,-1708.43
-135,-179,-1735.56
-134,-179,-1762.34
-133,-179,-1788.76
-132,-179,-1814.82
-131,-179,-1840.5
-130,-179,-1865.8
-129,-179,-1890.71
-128,-179,-1915.22
-127,-179,-1939.32
-126,-179,-1963.01
-125,-179,-1986.26
-124,-179,-2009.09
-123,-179,-2031.46
-122,-179,-2053.39
-121,-179,-2074.86
-120,-179,-2095.85
-119,-179,-2116.37
-118,-179,-2136.4
-117,-179,-2155.93
-116,-179,-2174.96
-115,-179,-2193.47
-114,-179,-2211.46
-113,-179,-2228.91
-112,-179,-2245.83
-111,-179,-2262.19
-110,-179,-2278
-109,-179,-2293.23
-108,-179,-2307.89
-107,-179,-2321.97
-106,-179,-2335.45
-105,-179,-2348.33
-104,-179,-2360.59
-103,-179,-2372.24
-102,-179,-2383.26
-101,-179,-2393.65
-100,-179,-2403.39
-99,-179,-2412.48
-98,-179,-2420.91
-97,-179,-2428.67
-96,-179,-2435.76
-95,-179,-2442.17
-94,-179,-2447.88
-93,-179,-2452.91
-92,-179,-2457.22
-91,-179,-2460.83
-90,-179,-2463.72
-89,-179,-2465.89
-88,-179,-2467.34
-87,-179,-2468.04
-86,-179,-2468.01
-85,-179,-2467.23
-84,-179,-2465.71
-83,-179,-2463.42
-82,-179,-2460.38
-81,-179,-2456.57
-80,-179,-2452
-79,-179,-2446.66
-78,-179,-2440.54
-77,-179,-2433.64
-76,-179,-2425.96
-75,-179,-2417.49
-74,-179,-2408.25
-73,-179,-2398.21
-72,-179,-2387.39
-71,-179,-2375.77
-70,-179,-2363.36
-69,-179,-2350.17
-68,-179,-2336.18
-67,-179,-2321.4
-66,-179,-2305.83
-65,-179,-2289.46
-64,-179,-2272.32
-63,-179,-2254.38
-62,-179,-2235.66
-61,-179,-2216.16
-60,-179,-2195.87
-59,-179,-2174.82
-58,-179,-2152.99
-57,-179,-2130.39
-56,-179,-2107.03
-55,-179,-2082.9
-54,-179,-2058.03
-53,-179,-2032.41
-52,-179,-2006.05
-51,-179,-1978.95
-50,-179,-1951.12
-49,-179,-1922.57
-48,-179,-1893.31
-47,-179,-1863.35
-46,-179,-1832.68
-45,-179,-1801.33
-44,-179,-1769.31
-43,-179,-1736.61
-42,-179,-1703.25
-41,-179,-1669.25
-40,-179,-1634.61
-39,-179,-1599.35
-38,-179,-1563.47
-37,-179,-1526.98
-36,-179,-1489.91
-35,-179,-1452.27
-34,-179,-1414.06
-33,-179,-1375.29
-32,-179,-1336
-31,-179,-1296.18
-30,-179,-1255.85
-29,-179,-1215.03
-28,-179,-1173.73
-27,-179,-1131.97
-26,-179,-1089.76
-25,-179,-1047.12
-24,-179,-1004.07
-23,-179,-960.624
-22,-179,-916.794
-21,-179,-872.601
-20,-179,-828.061
-19,-179,-783.193
-18,-179,-738.015
-17,-179,-692.544
-16,-179,-646.798
-15,-179,-600.797
-14,-179,-554.559
-13,-179,-508.102
-12,-179,-461.445
-11,-179,-414.609
-10,-179,-367.611
-9,-179,-320.472
-8,-179,-273.21
-7,-179,-225.846
-6,-179,-178.399
-5,-179,-130.889
-4,-179,-83.3357
-3,-179,-35.759
-2,-179,11.8213
-1,-179,59.3851
0,-179,106.912
1,-179,154.384
2,-179,201.778
3,-179,249.077
4,-179,296.259
5,-179,343.306
6,-179,390.197
7,-179,436.913
8,-179,483.433
9,-179,529.74
10,-179,575.812
11,-179,621.632
12,-179,667.18
13,-179,712.436
14,-179,757.383
15,-179,802.001
16,-179,846.273
17,-179,890.179
18,-179,933.703
19,-179,976.825
20,-179,1019.53
21,-179,1061.8
22,-179,1103.61
23,-179,1144.96
24,-179,1185.82
25,-179,1226.18
26,-179,1266.02
27,-179,1305.32
28,-179,1344.08
29,-179,1382.27
30,-179,1419.89
31,-179,1456.91
32,-179,1493.32
33,-179,1529.12
34,-179,1564.28
35,-179,1598.79
36,-179,1632.64
37,-179,1665.83
38,-179,1698.33
39,-179,1730.13
40,-179,1761.23
41,-179,1791.61
42,-179,1821.27
43,-179,1850.19
44,-179,1878.37
45,-179,1905.79
46,-179,1932.45
47,-179,1958.34
48,-179,1983.45
49,-179,2007.78
50,-179,2031.31
51,-179,2054.05
52,-179,2075.98
53,-179,2097.1
54,-179,2117.41
55,-179,2136.9
56,-179,2155.56
57,-179,2173.4
58,-179,2190.41
59,-179,2206.58
60,-179,2221.92
61,-179,2236.42
62,-179,2250.08
63,-179,2262.9
64,-179,2274.88
65,-179,2286.01
66,-179,2296.31
67,-179,2305.76
68,-179,2314.38
69,-179,2322.15
70,-179,2329.09
71,-179,2335.19
72,-179,2340.46
73,-179,2344.9
74,-179,2348.51
75,-179,2351.3
76,-179,2353.27
77,-179,2354.42
78,-179,2354.76
79,-179,2354.3
80,-179,2353.03
81,-179,2350.97
82,-179,2348.12
83,-179,2344.48
84,-179,2340.07
85,-179,2334.89
86,-179,2328.94
87,-179,2322.24
88,-179,2314.78
89,-179,2306.59
90,-179,2297.66
91,-179,2288.01
92,-179,2277.64
93,-179,2266.56
94,-179,2254.78
95,-179,2242.31
96,-179,2229.16
97,-179,2215.34
98,-179,2200.86
99,-179,2185.72
100,-179,2169.94
101,-179,2153.53
102,-179,2136.49
103,-179,2118.84
104,-179,2100.58
105,-179,2081.74
106,-179,2062.31
107,-179,2042.31
108,-179,2021.75
109,-179,2000.64
110,-179,1978.99
111,-179,1956.81
112,-179,1934.12
113,-179,1910.92
114,-179,1887.22
115,-179,1863.03
116,-179,1838.38
117,-179,1813.25
118,-179,1787.68
119,-179,1761.66
120,-179,1735.22
121,-179,1708.35
122,-179,1681.07
123,-179,1653.4
124,-179,1625.34
125,-179,1596.9
126,-179,1568.09
127,-179,1538.93
128,-179,1509.42
129,-179,1479.57
130,-179,1449.4
131,-179,1418.92
132,-179,1388.13
133,-179,1357.05
134,-179,1325.68
135,-179,1294.03
136,-179,1262.12
137,-179,1229.96
138,-179,1197.55
139,-179,1164.9
140,-179,1132.02
141,-179,1098.92
142,-179,1065.62
143,-179,1032.11
144,-179,998.415
145,-179,964.534
146,-179,930.478
147,-179,896.256
148,-179,861.876
149,-179,827.346
150,-179,792.674
151,-179,757.869
152,-179,722.937
153,-179,687.887
154,-179,652.727
155,-179,617.463
156,-179,582.103
157,-179,546.655
158,-179,511.125
159,-179,475.521
160,-179,439.849
161,-179,404.116
162,-179,368.329
163,-179,332.495
164,-179,296.62
165,-179,260.71
166,-179,224.772
167,-179,188.813
168,-179,152.837
169,-179,116.852
170,-179,80.8638
171,-179,44.8777
172,-179,8.89993
173,-179,-27.0636
174,-179,-63.0072
175,-179,-98.9251
176,-179,-134.812
177,-179,-170.661
178,-179,-206.468
179,-179,-242.226
180,-179,-277.931
-180,-178,-363.286
-179,-178,-393.03
-178,-178,-422.716
-177,-178,-452.346
-176,-178,-481.921
-175,-178,-511.443
-174,-178,-540.914
-173,-178,-570.334
-172,-178,-599.705
-171,-178,-629.028
-170,-178,-658.304
-169,-178,-687.534
-168,-178,-716.72
-167,-178,-745.862
-166,-178,-774.96
-165,-178,-804.015
-164,-178,-833.028
-163,-178,-861.999
-162,-178,-890.927
-161,-178,-919.812
-160,-178,-948.654
-159,-178,-977.453
-158,-178,-1006.21
-157,-178,-1034.92
-156,-178,-1063.58
-155,-178,-1092.19
-154,-178,-1120.76
-153,-178,-1149.27
-152,-178,-1177.72
-151,-178,-1206.12
-150,-178,-1234.46
-149,-178,-1262.74
-148,-178,-1290.95
-147,-178,-1319.09
-146,-178,-1347.15
-145,-178,-1375.14
-144,-178,-1403.04
-143,-178,-1430.85
-142,-178,-1458.57
-141,-178,-1486.19
-140,-178,-1513.71
-139,-178,-1541.11
-138,-178,-1568.4
-137,-178,-1595.56
-136,-178,-1622.59
-135,-178,-1649.47
-134,-178,-1676.21
-133,-178,-1702.8
-132,-178,-1729.22
-131,-178,-1755.46
-130,-178,-1781.53
-129,-178,-1807.4
-128,-178,-1833.07
-127,-178,-1858.53
-126,-178,-1883.76
-125,-178,-1908.77
-124,-178,-1933.53
-123,-178,-1958.04
-122,-178,-1982.28
-121,-178,-2006.24
-120,-178,-2029.92
-119,-178,-2053.29
-118,-178,-2076.35
-117,-178,-2099.08
-116,-178,-2121.48
-115,-178,-2143.52
-114,-178,-2165.2
-113,-178,-2186.5
-112,-178,-2207.4
-111,-178,-2227.9
-110,-178,-2247.99
-109,-178,-2267.64
-108,-178,-2286.84
-107,-178,-2305.58
-106,-178,-2323.84
-105,-178,-2341.62
-104,-178,-2358.89
-103,-178,-2375.64
-102,-178,-2391.86
-101,-178,-2407.54
-100,-178,-2422.65
-99,-178,-2437.19
-98,-178,-2451.13
-97,-178,-2464.48
-96,-178,-2477.2
-95,-178,-2489.29
-94,-178,-2500.73
-93,-178,-2511.52
-92,-178,-2521.63
-91,-178,-2531.05
-90,-178,-2539.77
-89,-178,-2547.77
-88,-178,-2555.05
-87,-178,-2561.59
-86,-178,-2567.37
-85,-178,-2572.39
-84,-178,-2576.63
-83,-178,-2580.08
-82,-178,-2582.73
-81,-178,-2584.57
-80,-178,-2585.59
-79,-178,-2585.77
-78,-178,-2585.11
-77,-178,-2583.59
-76,-178,-2581.22
-75,-178,-2577.97
-74,-178,-2573.84
-73,-178,-2568.82
-72,-178,-2562.91
-71,-178,-2556.09
-70,-178,-2548.36
-69,-178,-2539.72
-68,-178,-2530.16
-67,-178,-2519.66
-66,-178,-2508.24
-65,-178,-2495.88
-64,-178,-2482.58
-63,-178,-2468.34
-62,-178,-2453.15
-61,-178,-2437.02
-60,-178,-2419.93
-59,-178,-2401.9
-58,-178,-2382.92
-57,-178,-2362.99
-56,-178,-2342.11
-55,-178,-2320.29
-54,-178,-2297.52
-53,-178,-2273.82
-52,-178,-2249.17
-51,-178,-2223.6
-50,-178,-2197.09
-49,-178,-2169.67
-48,-178,-2141.32
-47,-178,-2112.07
-46,-178,-2081.92
-45,-178,-2050.88
-44,-178,-2018.95
-43,-178,-1986.14
-42,-178,-1952.48
-41,-178,-1917.95
-40,-178,-1882.59
-39,-178,-1846.39
-38,-178,-1809.38
-37,-178,-1771.56
-36,-178,-1732.96
-35,-178,-1693.57
-34,-178,-1653.43
-33,-178,-1612.54
-32,-178,-1570.92
-31,-178,-1528.59
-30,-178,-1485.57
-29,-178,-1441.87
-28,-178,-1397.51
-27,-178,-1352.52
-26,-178,-1306.9
-25,-178,-1260.69
-24,-178,-1213.9
-23,-178,-1166.56
-22,-178,-1118.68
-21,-178,-1070.29
-20,-178,-1021.4
-19,-178,-972.053
-18,-178,-922.259
-17,-178,-872.046
-16,-178,-821.436
-15,-178,-770.456
-14,-178,-719.129
-13,-178,-667.48
-12,-178,-615.536
-11,-178,-563.321
-10,-178,-510.862
-9,-178,-458.185
-8,-178,-405.317
-7,-178,-352.283
-6,-178,-299.111
-5,-178,-245.828
-4,-178,-192.461
-3,-178,-139.037
-2,-178,-85.5823
-1,-178,-32.1254
0,-178,21.3066
1,-178,74.6864
2,-178,127.987
3,-178,181.18
4,-178,234.239
5,-178,287.137
6,-178,339.846
7,-178,392.34
8,-178,444.592
9,-178,496.574
10,-178,548.26
11,-178,599.625
12,-178,650.642
13,-178,701.285
14,-178,751.528
15,-178,801.346
16,-178,850.715
17,-178,899.609
18,-178,948.005
19,-178,995.878
20,-178,1043.2
21,-178,1089.96
22,-178,1136.13
23,-178,1181.68
24,-178,1226.59
25,-178,1270.85
26,-178,1314.43
27,-178,1357.31
28,-178,1399.47
29,-178,1440.89
30,-178,1481.56
31,-178,1521.45
32,-178,1560.55
33,-178,1598.84
34,-178,1636.3
35,-178,1672.93
36,-178,1708.69
37,-178,1743.59
38,-178,1777.6
39,-178,1810.71
40,-178,1842.91
41,-178,1874.18
42,-178,1904.53
43,-178,1933.92
44,-178,1962.37
45,-178,1989.85
46,-178,2016.35
47,-178,2041.88
48,-178,2066.42
49,-178,2089.96
50,-178,2112.51
51,-178,2134.05
52,-178,2154.58
53,-178,2174.09
54,-178,2192.6
55,-178,2210.08
56,-178,2226.54
57,-178,2241.98
58,-178,2256.41
59,-178,2269.81
60,-178,2282.19
61,-178,2293.55
62,-178,2303.9
63,-178,2313.23
64,-178,2321.55
65,-178,2328.87
66,-178,2335.19
67,-178,2340.52
68,-178,2344.85
69,-178,2348.21
70,-178,2350.59
71,-178,2352
72,-178,2352.45
73,-178,2351.95
74,-178,2350.51
75,-178,2348.14
76,-178,2344.85
77,-178,2340.64
78,-178,2335.54
79,-178,2329.55
80,-178,2322.68
81,-178,2314.95
82,-178,2306.37
83,-178,2296.95
84,-178,2286.71
85,-178,2275.66
86,-178,2263.81
87,-178,2251.18
88,-178,2237.79
89,-178,2223.64
90,-178,2208.75
91,-178,2193.15
92,-178,2176.84
93,-178,2159.83
94,-178,2142.16
95,-178,2123.83
96,-178,2104.85
97,-178,2085.26
98,-178,2065.05
99,-178,2044.25
100,-178,2022.88
101,-178,2000.95
102,-178,1978.48
103,-178,1955.48
104,-178,1931.97
105,-178,1907.98
106,-178,1883.51
107,-178,1858.58
108,-178,1833.21
109,-178,1807.42
110,-178,1781.22
111,-178,1754.62
112,-178,1727.65
113,-178,1700.32
114,-178,1672.64
115,-178,1644.64
116,-178,1616.33
117,-178,1587.71
118,-178,1558.81
119,-178,1529.65
120,-178,1500.23
121,-178,1470.57
122,-178,1440.69
123,-178,1410.6
124,-178,1380.31
125,-178,1349.83
126,-178,1319.18
127,-178,1288.38
128,-178,1257.42
129,-178,1226.34
130,-178,1195.13
131,-178,1163.8
132,-178,1132.38
133,-178,1100.87
134,-178,1069.28
135,-178,1037.62
136,-178,1005.9
137,-178,974.125
138,-178,942.312
139,-178,910.466
140,-178,878.595
141,-178,846.708
142,-178,814.811
143,-178,782.911
144,-178,751.016
145,-178,719.132
146,-178,687.265
147,-178,655.42
148,-178,623.604
149,-178,591.82
150,-178,560.075
151,-178,528.371
152,-178,496.714
153,-178,465.107
154,-178,433.553
155,-178,402.056
156,-178,370.618
157,-178,339.241
158,-178,307.929
159,-178,276.682
160,-178,245.503
161,-178,214.393
162,-178,183.353
163,-178,152.384
164,-178,121.486
165,-178,90.6612
166,-178,59.9084
167,-178,29.2281
168,-178,-1.37983
169,-178,-31.9158
170,-178,-62.3801
171,-178,-92.7736
172,-178,-123.097
173,-178,-153.351
174,-178,-183.537
175,-178,-213.655
176,-178,-243.708
177,-178,-273.696
178,-178,-303.621
179,-178,-333.484
180,-178,-363.286
-180,-177,-448.503
-179,-177,-472.362
-178,-177,-496.172
-177,-177,-519.941
-176,-177,-543.676
-175,-177,-567.388
-174,-177,-591.082
-173,-177,-614.769
-172,-177,-638.455
-171,-177,-662.148
-170,-177,-685.857
-169,-177,-709.588
-168,-177,-733.348
-167,-177,-757.146
-166,-177,-780.987
-165,-177,-804.879
-164,-177,-828.827
-163,-177,-852.837
-162,-177,-876.916
-161,-177,-901.068
-160,-177,-925.3
-159,-177,-949.614
-158,-177,-974.016
-157,-177,-998.51
-156,-177,-1023.1
-155,-177,-1047.79
-154,-177,-1072.57
-153,-177,-1097.46
-152,-177,-1122.46
-151,-177,-1147.56
-150,-177,-1172.77
-149,-177,-1198.09
-148,-177,-1223.51
-147,-177,-1249.04
-146,-177,-1274.68
-145,-177,-1300.42
-144,-177,-1326.26
-143,-177,-1352.2
-142,-177,-1378.24
-141,-177,-1404.37
-140,-177,-1430.59
-139,-177,-1456.89
-138,-177,-1483.26
-137,-177,-1509.71
-136,-177,-1536.23
-135,-177,-1562.8
-134,-177,-1589.43
-133,-177,-1616.09
-132,-177,-1642.79
-131,-177,-1669.52
-130,-177,-1696.25
-129,-177,-1723
-128,-177,-1749.74
-127,-177,-1776.46
-126,-177,-1803.15
-125,-177,-1829.8
-124,-177,-1856.39
-123,-177,-1882.92
-122,-177,-1909.36
-121,-177,-1935.71
-120,-177,-1961.95
-119,-177,-1988.07
-118,-177,-2014.04
-117,-177,-2039.85
-116,-177,-2065.49
-115,-177,-2090.95
-114,-177,-2116.19
-113,-177,-2141.21
-112,-177,-2165.98
-111,-177,-2190.5
-110,-177,-2214.74
-109,-177,-2238.67
-108,-177,-2262.29
-107,-177,-2285.58
-106,-177,-2308.5
-105,-177,-2331.06
-104,-177,-2353.21
-103,-177,-2374.95
-102,-177,-2396.26
-101,-177,-2417.1
-100,-177,-2437.48
-99,-177,-2457.35
-98,-177,-2476.71
-97,-177,-2495.52
-96,-177,-2513.78
-95,-177,-2531.46
-94,-177,-2548.54
-93,-177,-2564.99
-92,-177,-2580.81
-91,-177,-2595.96
-90,-177,-2610.43
-89,-177,-2624.2
-88,-177,-2637.24
-87,-177,-2649.55
-86,-177,-2661.09
-85,-177,-2671.85
-84,-177,-2681.81
-83,-177,-2690.95
-82,-177,-2699.26
-81,-177,-2706.71
-80,-177,-2713.29
-79,-177,-2718.98
-78,-177,-2723.76
-77,-177,-2727.62
-76,-177,-2730.55
-75,-177,-2732.51
-74,-177,-2733.51
-73,-177,-2733.52
-72,-177,-2732.54
-71,-177,-2730.55
-70,-177,-2727.53
-69,-177,-2723.48
-68,-177,-2718.38
-67,-177,-2712.22
-66,-177,-2705
-65,-177,-2696.7
-64,-177,-2687.31
-63,-177,-2676.83
-62,-177,-2665.25
-61,-177,-2652.56
-60,-177,-2638.76
-59,-177,-2623.84
-58,-177,-2607.8
-57,-177,-2590.63
-56,-177,-2572.33
-55,-177,-2552.91
-54,-177,-2532.35
-53,-177,-2510.67
-52,-177,-2487.85
-51,-177,-2463.91
-50,-177,-2438.85
-49,-177,-2412.66
-48,-177,-2385.36
-47,-177,-2356.94
-46,-177,-2327.42
-45,-177,-2296.81
-44,-177,-2265.1
-43,-177,-2232.31
-42,-177,-2198.45
-41,-177,-2163.54
-40,-177,-2127.57
-39,-177,-2090.57
-38,-177,-2052.55
-37,-177,-2013.52
-36,-177,-1973.49
-35,-177,-1932.49
-34,-177,-1890.53
-33,-177,-1847.64
-32,-177,-1803.81
-31,-177,-1759.09
-30,-177,-1713.48
-29,-177,-1667.01
-28,-177,-1619.7
-27,-177,-1571.58
-26,-177,-1522.66
-25,-177,-1472.97
-24,-177,-1422.54
-23,-177,-1371.38
-22,-177,-1319.54
-21,-177,-1267.03
-20,-177,-1213.89
-19,-177,-1160.13
-18,-177,-1105.8
-17,-177,-1050.91
-16,-177,-995.503
-15,-177,-939.605
-14,-177,-883.248
-13,-177,-826.464
-12,-177,-769.283
-11,-177,-711.739
-10,-177,-653.863
-9,-177,-595.69
-8,-177,-537.253
-7,-177,-478.584
-6,-177,-419.719
-5,-177,-360.692
-4,-177,-301.536
-3,-177,-242.287
-2,-177,-182.979
-1,-177,-123.646
0,-177,-64.3248
1,-177,-5.04916
2,-177,54.1458
3,-177,113.225
4,-177,172.154
5,-177,230.897
6,-177,289.421
7,-177,347.69
8,-177,405.67
9,-177,463.327
10,-177,520.627
11,-177,577.537
12,-177,634.024
13,-177,690.053
14,-177,745.594
15,-177,800.613
16,-177,855.079
17,-177,908.961
18,-177,962.227
19,-177,1014.85
