Phi[deg],Theta[deg],im(rEPhi)[mV]
-180,-180,7296.39
-179,-180,7295
-178,-180,7291.38
-177,-180,7285.54
-176,-180,7277.48
-175,-180,7267.21
-174,-180,7254.72
-173,-180,7240.02
-172,-180,7223.12
-171,-180,7204.02
-170,-180,7182.72
-169,-180,7159.23
-168,-180,7133.57
-167,-180,7105.73
-166,-180,7075.72
-165,-180,7043.56
-164,-180,7009.26
-163,-180,6972.82
-162,-180,6934.25
-161,-180,6893.58
-160,-180,6850.8
-159,-180,6805.94
-158,-180,6759
-157,-180,6710.01
-156,-180,6658.97
-155,-180,6605.9
-154,-180,6550.82
-153,-180,6493.74
-152,-180,6434.69
-151,-180,6373.68
-150,-180,6310.72
-149,-180,6245.85
-148,-180,6179.07
-147,-180,6110.41
-146,-180,6039.88
-145,-180,5967.52
-144,-180,5893.34
-143,-180,5817.36
-142,-180,5739.62
-141,-180,5660.12
-140,-180,5578.9
-139,-180,5495.98
-138,-180,5411.39
-137,-180,5325.14
-136,-180,5237.28
-135,-180,5147.82
-134,-180,5056.79
-133,-180,4964.22
-132,-180,4870.14
-131,-180,4774.58
-130,-180,4677.56
-129,-180,4579.12
-128,-180,4479.28
-127,-180,4378.08
-126,-180,4275.54
-125,-180,4171.71
-124,-180,4066.6
-123,-180,3960.25
-122,-180,3852.7
-121,-180,3743.97
-120,-180,3634.1
-119,-180,3523.13
-118,-180,3411.08
-117,-180,3297.99
-116,-180,3183.9
-115,-180,3068.84
-114,-180,2952.84
-113,-180,2835.95
-112,-180,2718.19
-111,-180,2599.6
-110,-180,2480.22
-109,-180,2360.08
-108,-180,2239.23
-107,-180,2117.69
-106,-180,1995.51
-105,-180,1872.72
-104,-180,1749.36
-103,-180,1625.47
-102,-180,1501.09
-101,-180,1376.24
-100,-180,1250.98
-99,-180,1125.33
-98,-180,999.344
-97,-180,873.052
-96,-180,746.494
-95,-180,619.709
-94,-180,492.734
-93,-180,365.61
-92,-180,238.374
-91,-180,111.066
-90,-180,-16.276
-89,-180,-143.613
-88,-180,-270.907
-87,-180,-398.117
-86,-180,-525.207
-85,-180,-652.137
-84,-180,-778.868
-83,-180,-905.361
-82,-180,-1031.58
-81,-180,-1157.48
-80,-180,-1283.03
-79,-180,-1408.19
-78,-180,-1532.93
-77,-180,-1657.19
-76,-180,-1780.95
-75,-180,-1904.17
-74,-180,-2026.8
-73,-180,-2148.82
-72,-180,-2270.19
-71,-180,-2390.86
-70,-180,-2510.81
-69,-180,-2629.99
-68,-180,-2748.37
-67,-180,-2865.91
-66,-180,-2982.58
-65,-180,-3098.34
-64,-180,-3213.16
-63,-180,-3327
-62,-180,-3439.82
-61,-180,-3551.6
-60,-180,-3662.29
-59,-180,-3771.87
-58,-180,-3880.3
-57,-180,-3987.55
-56,-180,-4093.58
-55,-180,-4198.37
-54,-180,-4301.88
-53,-180,-4404.08
-52,-180,-4504.93
-51,-180,-4604.42
-50,-180,-4702.5
-49,-180,-4799.15
-48,-180,-4894.34
-47,-180,-4988.03
-46,-180,-5080.21
-45,-180,-5170.84
-44,-180,-5259.89
-43,-180,-5347.34
-42,-180,-5433.17
-41,-180,-5517.34
-40,-180,-5599.82
-39,-180,-5680.61
-38,-180,-5759.66
-37,-180,-5836.95
-36,-180,-5912.47
-35,-180,-5986.19
-34,-180,-6058.09
-33,-180,-6128.13
-32,-180,-6196.32
-31,-180,-6262.61
-30,-180,-6327
-29,-180,-6389.46
-28,-180,-6449.97
-27,-180,-6508.52
-26,-180,-6565.09
-25,-180,-6619.66
-24,-180,-6672.21
-23,-180,-6722.72
-22,-180,-6771.19
-21,-180,-6817.6
-20,-180,-6861.93
-19,-180,-6904.17
-18,-180,-6944.31
-17,-180,-6982.33
-16,-180,-7018.23
-15,-180,-7051.99
-14,-180,-7083.6
-13,-180,-7113.05
-12,-180,-7140.33
-11,-180,-7165.44
-10,-180,-7188.37
-9,-180,-7209.11
-8,-180,-7227.65
-7,-180,-7243.99
-6,-180,-7258.12
-5,-180,-7270.05
-4,-180,-7279.75
-3,-180,-7287.25
-2,-180,-7292.52
-1,-180,-7295.57
0,-180,-7296.39
1,-180,-7295
2,-180,-7291.38
3,-180,-7285.54
4,-180,-7277.48
5,-180,-7267.21
6,-180,-7254.72
7,-180,-7240.02
8,-180,-7223.12
9,-180,-7204.02
10,-180,-7182.72
11,-180,-7159.23
12,-180,-7133.57
13,-180,-7105.73
14,-180,-7075.72
15,-180,-7043.56
16,-180,-7009.26
17,-180,-6972.82
18,-180,-6934.25
19,-180,-6893.58
20,-180,-6850.8
21,-180,-6805.94
22,-180,-6759
23,-180,-6710.01
24,-180,-6658.97
25,-180,-6605.9
26,-180,-6550.82
27,-180,-6493.74
28,-180,-6434.69
29,-180,-6373.68
30,-180,-6310.72
31,-180,-6245.85
32,-180,-6179.07
33,-180,-6110.41
34,-180,-6039.88
35,-180,-5967.52
36,-180,-5893.34
37,-180,-5817.36
38,-180,-5739.62
39,-180,-5660.12
40,-180,-5578.9
41,-180,-5495.98
42,-180,-5411.39
43,-180,-5325.14
44,-180,-5237.28
45,-180,-5147.82
46,-180,-5056.79
47,-180,-4964.22
48,-180,-4870.14
49,-180,-4774.58
50,-180,-4677.56
51,-180,-4579.12
52,-180,-4479.28
53,-180,-4378.08
54,-180,-4275.54
55,-180,-4171.71
56,-180,-4066.6
57,-180,-3960.25
58,-180,-3852.7
59,-180,-3743.97
60,-180,-3634.1
61,-180,-3523.13
62,-180,-3411.08
63,-180,-3297.99
64,-180,-3183.9
65,-180,-3068.84
66,-180,-2952.84
67,-180,-2835.95
68,-180,-2718.19
69,-180,-2599.6
70,-180,-2480.22
71,-180,-2360.08
72,-180,-2239.23
73,-180,-2117.69
74,-180,-1995.51
75,-180,-1872.72
76,-180,-1749.36
77,-180,-1625.47
78,-180,-1501.09
79,-180,-1376.24
80,-180,-1250.98
81,-180,-1125.33
82,-180,-999.344
83,-180,-873.052
84,-180,-746.494
85,-180,-619.709
86,-180,-492.734
87,-180,-365.61
88,-180,-238.374
89,-180,-111.066
90,-180,16.276
91,-180,143.613
92,-180,270.907
93,-180,398.117
94,-180,525.207
95,-180,652.137
96,-180,778.868
97,-180,905.361
98,-180,1031.58
99,-180,1157.48
100,-180,1283.03
101,-180,1408.19
102,-180,1532.93
103,-180,1657.19
104,-180,1780.95
105,-180,1904.17
106,-180,2026.8
107,-180,2148.82
108,-180,2270.19
109,-180,2390.86
110,-180,2510.81
111,-180,2629.99
112,-180,2748.37
113,-180,2865.91
114,-180,2982.58
115,-180,3098.34
116,-180,3213.16
117,-180,3327
118,-180,3439.82
119,-180,3551.6
120,-180,3662.29
121,-180,3771.87
122,-180,3880.3
123,-180,3987.55
124,-180,4093.58
125,-180,4198.37
126,-180,4301.88
127,-180,4404.08
128,-180,4504.93
129,-180,4604.42
130,-180,4702.5
131,-180,4799.15
132,-180,4894.34
133,-180,4988.03
134,-180,5080.21
135,-180,5170.84
136,-180,5259.89
137,-180,5347.34
138,-180,5433.17
139,-180,5517.34
140,-180,5599.82
141,-180,5680.61
142,-180,5759.66
143,-180,5836.95
144,-180,5912.47
145,-180,5986.19
146,-180,6058.09
147,-180,6128.13
148,-180,6196.32
149,-180,6262.61
150,-180,6327
151,-180,6389.46
152,-180,6449.97
153,-180,6508.52
154,-180,6565.09
155,-180,6619.66
156,-180,6672.21
157,-180,6722.72
158,-180,6771.19
159,-180,6817.6
160,-180,6861.93
161,-180,6904.17
162,-180,6944.31
163,-180,6982.33
164,-180,7018.23
165,-180,7051.99
166,-180,7083.6
167,-180,7113.05
168,-180,7140.33
169,-180,7165.44
170,-180,7188.37
171,-180,7209.11
172,-180,7227.65
173,-180,7243.99
174,-180,7258.12
175,-180,7270.05
176,-180,7279.75
177,-180,7287.25
178,-180,7292.52
179,-180,7295.57
180,-180,7296.39
-180,-179,7291.15
-179,-179,7291.26
-178,-179,7289.14
-177,-179,7284.8
-176,-179,7278.24
-175,-179,7269.46
-174,-179,7258.46
-173,-179,7245.23
-172,-179,7229.79
-171,-179,7212.14
-170,-179,7192.28
-169,-179,7170.21
-168,-179,7145.94
-167,-179,7119.48
-166,-179,7090.84
-165,-179,7060.01
-164,-179,7027.02
-163,-179,6991.86
-162,-179,6954.55
-161,-179,6915.1
-160,-179,6873.51
-159,-179,6829.81
-158,-179,6784
-157,-179,6736.09
-156,-179,6686.1
-155,-179,6634.05
-154,-179,6579.94
-153,-179,6523.79
-152,-179,6465.63
-151,-179,6405.46
-150,-179,6343.31
-149,-179,6279.18
-148,-179,6213.11
-147,-179,6145.11
-146,-179,6075.2
-145,-179,6003.4
-144,-179,5929.73
-143,-179,5854.22
-142,-179,5776.88
-141,-179,5697.74
-140,-179,5616.82
-139,-179,5534.16
-138,-179,5449.76
-137,-179,5363.67
-136,-179,5275.9
-135,-179,5186.48
-134,-179,5095.43
-133,-179,5002.79
-132,-179,4908.59
-131,-179,4812.85
-130,-179,4715.6
-129,-179,4616.88
-128,-179,4516.7
-127,-179,4415.11
-126,-179,4312.13
-125,-179,4207.8
-124,-179,4102.15
-123,-179,3995.2
-122,-179,3887
-121,-179,3777.58
-120,-179,3666.97
-119,-179,3555.21
-118,-179,3442.33
-117,-179,3328.36
-116,-179,3213.35
-115,-179,3097.32
-114,-179,2980.31
-113,-179,2862.37
-112,-179,2743.52
-111,-179,2623.81
-110,-179,2503.27
-109,-179,2381.94
-108,-179,2259.85
-107,-179,2137.05
-106,-179,2013.58
-105,-179,1889.47
-104,-179,1764.77
-103,-179,1639.5
-102,-179,1513.72
-101,-179,1387.46
-100,-179,1260.76
-99,-179,1133.66
-98,-179,1006.2
-97,-179,878.425
-96,-179,750.37
-95,-179,622.077
-94,-179,493.587
-93,-179,364.94
-92,-179,236.177
-91,-179,107.339
-90,-179,-21.5333
-89,-179,-150.4
-88,-179,-279.219
-87,-179,-407.951
-86,-179,-536.554
-85,-179,-664.988
-84,-179,-793.213
-83,-179,-921.187
-82,-179,-1048.87
-81,-179,-1176.22
-80,-179,-1303.21
-79,-179,-1429.78
-78,-179,-1555.9
-77,-179,-1681.53
-76,-179,-1806.63
-75,-179,-1931.16
-74,-179,-2055.08
-73,-179,-2178.35
-72,-179,-2300.93
-71,-179,-2422.79
-70,-179,-2543.89
-69,-179,-2664.19
-68,-179,-2783.64
-67,-179,-2902.22
-66,-179,-3019.89
-65,-179,-3136.6
-64,-179,-3252.33
-63,-179,-3367.04
-62,-179,-3480.68
-61,-179,-3593.23
-60,-179,-3704.66
-59,-179,-3814.92
-58,-179,-3923.98
-57,-179,-4031.81
-56,-179,-4138.37
-55,-179,-4243.64
-54,-179,-4347.57
-53,-179,-4450.15
-52,-179,-4551.32
-51,-179,-4651.08
-50,-179,-4749.37
-49,-179,-4846.19
-48,-179,-4941.48
-47,-179,-5035.23
-46,-179,-5127.41
-45,-179,-5217.98
-44,-179,-5306.93
-43,-179,-5394.22
-42,-179,-5479.83
-41,-179,-5563.73
-40,-179,-5645.9
-39,-179,-5726.31
-38,-179,-5804.93
-37,-179,-5881.76
-36,-179,-5956.75
-35,-179,-6029.89
-34,-179,-6101.16
-33,-179,-6170.53
-32,-179,-6238
-31,-179,-6303.52
-30,-179,-6367.1
-29,-179,-6428.7
-28,-179,-6488.32
-27,-179,-6545.92
-26,-179,-6601.5
-25,-179,-6655.05
-24,-179,-6706.54
-23,-179,-6755.96
-22,-179,-6803.29
-21,-179,-6848.53
-20,-179,-6891.66
-19,-179,-6932.67
-18,-179,-6971.54
-17,-179,-7008.28
-16,-179,-7042.85
-15,-179,-7075.27
-14,-179,-7105.51
-13,-179,-7133.58
-12,-179,-7159.46
-11,-179,-7183.15
-10,-179,-7204.63
-9,-179,-7223.92
-8,-179,-7240.99
-7,-179,-7255.85
-6,-179,-7268.5
-5,-179,-7278.93
-4,-179,-7287.14
-3,-179,-7293.12
-2,-179,-7296.89
-1,-179,-7298.43
0,-179,-7297.76
1,-179,-7294.86
2,-179,-7289.75
3,-179,-7282.43
4,-179,-7272.89
5,-179,-7261.15
6,-179,-7247.21
7,-179,-7231.08
8,-179,-7212.75
9,-179,-7192.24
10,-179,-7169.56
11,-179,-7144.71
12,-179,-7117.7
13,-179,-7088.55
14,-179,-7057.25
15,-179,-7023.83
16,-179,-6988.29
17,-179,-6950.65
18,-179,-6910.91
19,-179,-6869.1
20,-179,-6825.22
21,-179,-6779.29
22,-179,-6731.32
23,-179,-6681.34
24,-179,-6629.35
25,-179,-6575.37
26,-179,-6519.42
27,-179,-6461.52
28,-179,-6401.68
29,-179,-6339.93
30,-179,-6276.28
31,-179,-6210.75
32,-179,-6143.37
33,-179,-6074.16
34,-179,-6003.13
35,-179,-5930.31
36,-179,-5855.72
37,-179,-5779.39
38,-179,-5701.34
39,-179,-5621.58
40,-179,-5540.16
41,-179,-5457.08
42,-179,-5372.38
43,-179,-5286.09
44,-179,-5198.22
45,-179,-5108.81
46,-179,-5017.88
47,-179,-4925.46
48,-179,-4831.59
49,-179,-4736.27
50,-179,-4639.56
51,-179,-4541.47
52,-179,-4442.03
53,-179,-4341.28
54,-179,-4239.24
55,-179,-4135.95
56,-179,-4031.43
57,-179,-3925.72
58,-179,-3818.85
59,-179,-3710.85
60,-179,-3601.76
61,-179,-3491.6
62,-179,-3380.4
63,-179,-3268.21
64,-179,-3155.06
65,-179,-3040.97
66,-179,-2925.99
67,-179,-2810.15
68,-179,-2693.47
69,-179,-2576
70,-179,-2457.77
71,-179,-2338.82
72,-179,-2219.18
73,-179,-2098.88
74,-179,-1977.97
75,-179,-1856.47
76,-179,-1734.43
77,-179,-1611.87
78,-179,-1488.85
79,-179,-1365.38
80,-179,-1241.51
81,-179,-1117.28
82,-179,-992.717
83,-179,-867.863
84,-179,-742.755
85,-179,-617.428
86,-179,-491.921
87,-179,-366.269
88,-179,-240.51
89,-179,-114.68
90,-179,11.1824
91,-179,137.041
92,-179,262.859
93,-179,388.598
94,-179,514.223
95,-179,639.695
96,-179,764.979
97,-179,890.036
98,-179,1014.83
99,-179,1139.33
100,-179,1263.48
101,-179,1387.27
102,-179,1510.65
103,-179,1633.58
104,-179,1756.02
105,-179,1877.95
106,-179,1999.33
107,-179,2120.11
108,-179,2240.27
109,-179,2359.77
110,-179,2478.57
111,-179,2596.64
112,-179,2713.94
113,-179,2830.44
114,-179,2946.1
115,-179,3060.9
116,-179,3174.78
117,-179,3287.73
118,-179,3399.71
119,-179,3510.68
120,-179,3620.61
121,-179,3729.47
122,-179,3837.23
123,-179,3943.85
124,-179,4049.3
125,-179,4153.55
126,-179,4256.57
127,-179,4358.33
128,-179,4458.79
129,-179,4557.94
130,-179,4655.73
131,-179,4752.13
132,-179,4847.13
133,-179,4940.69
134,-179,5032.77
135,-179,5123.36
136,-179,5212.43
137,-179,5299.95
138,-179,5385.88
139,-179,5470.22
140,-179,5552.92
141,-179,5633.97
142,-179,5713.34
143,-179,5791.01
144,-179,5866.94
145,-179,5941.13
146,-179,6013.54
147,-179,6084.15
148,-179,6152.94
149,-179,6219.89
150,-179,6284.98
151,-179,6348.19
152,-179,6409.5
153,-179,6468.88
154,-179,6526.33
155,-179,6581.82
156,-179,6635.33
157,-179,6686.85
158,-179,6736.35
159,-179,6783.84
160,-179,6829.28
161,-179,6872.66
162,-179,6913.98
163,-179,6953.21
164,-179,6990.34
165,-179,7025.37
166,-179,7058.27
167,-179,7089.05
168,-179,7117.68
169,-179,7144.15
170,-179,7168.47
171,-179,7190.61
172,-179,7210.58
173,-179,7228.36
174,-179,7243.95
175,-179,7257.34
176,-179,7268.53
177,-179,7277.5
178,-179,7284.27
179,-179,7288.82
180,-179,7291.15
-180,-178,7282
-179,-178,7283.61
-178,-178,7283
-177,-178,7280.17
-176,-178,7275.13
-175,-178,7267.85
-174,-178,7258.36
-173,-178,7246.64
-172,-178,7232.7
-171,-178,7216.54
-170,-178,7198.15
-169,-178,7177.56
-168,-178,7154.74
-167,-178,7129.73
-166,-178,7102.5
-165,-178,7073.08
-164,-178,7041.47
-163,-178,7007.67
-162,-178,6971.7
-161,-178,6933.55
-160,-178,6893.25
-159,-178,6850.8
-158,-178,6806.2
-157,-178,6759.48
-156,-178,6710.65
-155,-178,6659.71
-154,-178,6606.68
-153,-178,6551.57
-152,-178,6494.41
-151,-178,6435.19
-150,-178,6373.95
-149,-178,6310.69
-148,-178,6245.44
-147,-178,6178.21
-146,-178,6109.03
-145,-178,6037.9
-144,-178,5964.86
-143,-178,5889.92
-142,-178,5813.1
-141,-178,5734.43
-140,-178,5653.92
-139,-178,5571.62
-138,-178,5487.53
-137,-178,5401.68
-136,-178,5314.1
-135,-178,5224.81
-134,-178,5133.84
-133,-178,5041.23
-132,-178,4946.99
-131,-178,4851.15
-130,-178,4753.75
-129,-178,4654.81
-128,-178,4554.37
-127,-178,4452.46
-126,-178,4349.1
-125,-178,4244.33
-124,-178,4138.19
-123,-178,4030.7
-122,-178,3921.9
-121,-178,3811.83
-120,-178,3700.51
-119,-178,3587.99
-118,-178,3474.3
-117,-178,3359.47
-116,-178,3243.55
-115,-178,3126.56
-114,-178,3008.56
-113,-178,2889.57
-112,-178,2769.63
-111,-178,2648.78
-110,-178,2527.07
-109,-178,2404.52
-108,-178,2281.19
-107,-178,2157.11
-106,-178,2032.32
-105,-178,1906.86
-104,-178,1780.77
-103,-178,1654.1
-102,-178,1526.88
-101,-178,1399.16
-100,-178,1270.97
-99,-178,1142.37
-98,-178,1013.39
-97,-178,884.077
-96,-178,754.471
-95,-178,624.615
-94,-178,494.552
-93,-178,364.325
-92,-178,233.978
-91,-178,103.551
-90,-178,-26.9099
-89,-178,-157.364
-88,-178,-287.767
-87,-178,-418.076
-86,-178,-548.249
-85,-178,-678.243
-84,-178,-808.014
-83,-178,-937.521
-82,-178,-1066.72
-81,-178,-1195.57
-80,-178,-1324.03
-79,-178,-1452.05
-78,-178,-1579.6
-77,-178,-1706.63
-76,-178,-1833.1
-75,-178,-1958.97
-74,-178,-2084.2
-73,-178,-2208.75
-72,-178,-2332.57
-71,-178,-2455.63
-70,-178,-2577.89
-69,-178,-2699.3
-68,-178,-2819.83
-67,-178,-2939.45
-66,-178,-3058.1
-65,-178,-3175.75
-64,-178,-3292.38
-63,-178,-3407.92
-62,-178,-3522.36
-61,-178,-3635.66
-60,-178,-3747.77
-59,-178,-3858.67
-58,-178,-3968.31
-57,-178,-4076.67
-56,-178,-4183.71
-55,-178,-4289.39
-54,-178,-4393.69
-53,-178,-4496.57
-52,-178,-4597.99
-51,-178,-4697.94
-50,-178,-4796.37
-49,-178,-4893.26
-48,-178,-4988.57
-47,-178,-5082.28
-46,-178,-5174.37
-45,-178,-5264.79
-44,-178,-5353.53
-43,-178,-5440.55
-42,-178,-5525.84
-41,-178,-5609.37
-40,-178,-5691.1
-39,-178,-5771.03
-38,-178,-5849.12
-37,-178,-5925.35
-36,-178,-5999.71
-35,-178,-6072.16
-34,-178,-6142.69
-33,-178,-6211.27
-32,-178,-6277.9
-31,-178,-6342.55
-30,-178,-6405.2
-29,-178,-6465.83
-28,-178,-6524.43
-27,-178,-6580.99
-26,-178,-6635.48
-25,-178,-6687.9
-24,-178,-6738.22
-23,-178,-6786.45
-22,-178,-6832.55
-21,-178,-6876.53
-20,-178,-6918.37
-19,-178,-6958.06
-18,-178,-6995.59
-17,-178,-7030.95
-16,-178,-7064.14
-15,-178,-7095.14
-14,-178,-7123.96
-13,-178,-7150.58
-12,-178,-7174.99
-11,-178,-7197.21
-10,-178,-7217.21
-9,-178,-7234.99
-8,-178,-7250.57
-7,-178,-7263.92
-6,-178,-7275.05
-5,-178,-7283.97
-4,-178,-7290.66
-3,-178,-7295.14
-2,-178,-7297.39
-1,-178,-7297.43
0,-178,-7295.26
1,-178,-7290.88
2,-178,-7284.29
3,-178,-7275.5
4,-178,-7264.52
5,-178,-7251.35
6,-178,-7235.99
7,-178,-7218.46
8,-178,-7198.75
9,-178,-7176.89
10,-178,-7152.88
11,-178,-7126.73
12,-178,-7098.44
13,-178,-7068.04
14,-178,-7035.53
15,-178,-7000.92
16,-178,-6964.22
17,-178,-6925.46
18,-178,-6884.63
19,-178,-6841.77
20,-178,-6796.87
21,-178,-6749.97
22,-178,-6701.07
23,-178,-6650.18
24,-178,-6597.34
25,-178,-6542.54
26,-178,-6485.82
27,-178,-6427.19
28,-178,-6366.67
29,-178,-6304.28
30,-178,-6240.04
31,-178,-6173.97
32,-178,-6106.09
33,-178,-6036.42
34,-178,-5964.99
35,-178,-5891.81
36,-178,-5816.91
37,-178,-5740.32
38,-178,-5662.05
39,-178,-5582.13
40,-178,-5500.59
41,-178,-5417.45
42,-178,-5332.73
43,-178,-5246.47
44,-178,-5158.68
45,-178,-5069.4
46,-178,-4978.65
47,-178,-4886.45
48,-178,-4792.85
49,-178,-4697.85
50,-178,-4601.5
51,-178,-4503.82
52,-178,-4404.84
53,-178,-4304.59
54,-178,-4203.1
55,-178,-4100.4
56,-178,-3996.51
57,-178,-3891.48
58,-178,-3785.33
59,-178,-3678.09
60,-178,-3569.79
61,-178,-3460.47
62,-178,-3350.15
63,-178,-3238.87
64,-178,-3126.67
65,-178,-3013.56
66,-178,-2899.6
67,-178,-2784.8
68,-178,-2669.21
69,-178,-2552.85
70,-178,-2435.77
71,-178,-2317.98
72,-178,-2199.54
73,-178,-2080.46
74,-178,-1960.79
75,-178,-1840.57
76,-178,-1719.81
77,-178,-1598.57
78,-178,-1476.87
79,-178,-1354.75
80,-178,-1232.24
81,-178,-1109.39
82,-178,-986.213
83,-178,-862.759
84,-178,-739.061
85,-178,-615.152
86,-178,-491.069
87,-178,-366.848
88,-178,-242.522
89,-178,-118.129
90,-178,6.29618
91,-178,130.719
92,-178,255.102
93,-178,379.412
94,-178,503.612
95,-178,627.666
96,-178,751.54
97,-178,875.198
98,-178,998.604
99,-178,1121.72
100,-178,1244.52
101,-178,1366.96
102,-178,1489.01
103,-178,1610.63
104,-178,1731.79
105,-178,1852.45
106,-178,1972.58
107,-178,2092.15
108,-178,2211.11
109,-178,2329.44
110,-178,2447.1
111,-178,2564.06
112,-178,2680.28
113,-178,2795.73
114,-178,2910.38
115,-178,3024.19
116,-178,3137.13
117,-178,3249.17
118,-178,3360.27
119,-178,3470.41
120,-178,3579.54
121,-178,3687.65
122,-178,3794.69
123,-178,3900.63
124,-178,4005.45
125,-178,4109.12
126,-178,4211.59
127,-178,4312.85
128,-178,4412.86
129,-178,4511.6
130,-178,4609.02
131,-178,4705.12
132,-178,4799.84
133,-178,4893.18
134,-178,4985.09
135,-178,5075.56
136,-178,5164.55
137,-178,5252.04
138,-178,5338
139,-178,5422.41
140,-178,5505.23
141,-178,5586.45
142,-178,5666.03
143,-178,5743.96
144,-178,5820.21
145,-178,5894.76
146,-178,5967.58
147,-178,6038.64
148,-178,6107.94
149,-178,6175.44
150,-178,6241.13
151,-178,6304.98
152,-178,6366.98
153,-178,6427.09
154,-178,6485.31
155,-178,6541.62
156,-178,6595.99
157,-178,6648.4
158,-178,6698.85
159,-178,6747.31
160,-178,6793.77
161,-178,6838.21
162,-178,6880.62
163,-178,6920.97
164,-178,6959.27
165,-178,6995.48
166,-178,7029.61
167,-178,7061.63
168,-178,7091.54
169,-178,7119.32
170,-178,7144.97
171,-178,7168.47
172,-178,7189.81
173,-178,7208.99
174,-178,7226
175,-178,7240.82
176,-178,7253.46
177,-178,7263.9
178,-178,7272.14
179,-178,7278.17
180,-178,7282
-180,-177,7268.92
-179,-177,7272.02
-178,-177,7272.92
-177,-177,7271.6
-176,-177,7268.07
-175,-177,7262.33
-174,-177,7254.36
-173,-177,7244.17
-172,-177,7231.76
-171,-177,7217.12
-170,-177,7200.26
-169,-177,7181.18
-168,-177,7159.88
-167,-177,7136.35
-166,-177,7110.62
-165,-177,7082.67
-164,-177,7052.51
-163,-177,7020.15
-162,-177,6985.59
-161,-177,6948.84
-160,-177,6909.91
-159,-177,6868.8
-158,-177,6825.52
-157,-177,6780.09
-156,-177,6732.51
-155,-177,6682.79
-154,-177,6630.94
-153,-177,6576.99
-152,-177,6520.93
-151,-177,6462.79
-150,-177,6402.57
-149,-177,6340.3
-148,-177,6275.99
-147,-177,6209.65
-146,-177,6141.31
-145,-177,6070.98
-144,-177,5998.68
-143,-177,5924.43
-142,-177,5848.25
-141,-177,5770.16
-140,-177,5690.18
-139,-177,5608.35
-138,-177,5524.67
-137,-177,5439.18
-136,-177,5351.9
-135,-177,5262.85
-134,-177,5172.06
-133,-177,5079.56
-132,-177,4985.38
-131,-177,4889.54
-130,-177,4792.07
-129,-177,4693.01
-128,-177,4592.38
-127,-177,4490.22
-126,-177,4386.55
-125,-177,4281.41
-124,-177,4174.83
-123,-177,4066.85
-122,-177,3957.5
-121,-177,3846.82
-120,-177,3734.83
-119,-177,3621.59
-118,-177,3507.11
-117,-177,3391.45
-116,-177,3274.64
-115,-177,3156.71
-114,-177,3037.71
-113,-177,2917.67
-112,-177,2796.64
-111,-177,2674.66
-110,-177,2551.76
-109,-177,2427.99
-108,-177,2303.38
-107,-177,2177.99
-106,-177,2051.85
-105,-177,1925
-104,-177,1797.5
-103,-177,1669.37
-102,-177,1540.67
-101,-177,1411.44
-100,-177,1281.72
-99,-177,1151.56
-98,-177,1021.01
-97,-177,890.099
-96,-177,758.881
-95,-177,627.401
-94,-177,495.703
-93,-177,363.832
-92,-177,231.834
-91,-177,99.7551
-90,-177,-32.3603
-89,-177,-164.466
-88,-177,-296.517
-87,-177,-428.468
-86,-177,-560.274
-85,-177,-691.888
-84,-177,-823.266
-83,-177,-954.362
-82,-177,-1085.13
-81,-177,-1215.53
-80,-177,-1345.52
-79,-177,-1475.04
-78,-177,-1604.06
-77,-177,-1732.53
-76,-177,-1860.41
-75,-177,-1987.65
-74,-177,-2114.22
-73,-177,-2240.06
-72,-177,-2365.14
-71,-177,-2489.42
-70,-177,-2612.85
-69,-177,-2735.39
-68,-177,-2857
-67,-177,-2977.64
-66,-177,-3097.27
-65,-177,-3215.85
-64,-177,-3333.35
-63,-177,-3449.72
-62,-177,-3564.92
-61,-177,-3678.92
-60,-177,-3791.68
-59,-177,-3903.17
-58,-177,-4013.35
-57,-177,-4122.18
-56,-177,-4229.63
-55,-177,-4335.67
-54,-177,-4440.26
-53,-177,-4543.36
-52,-177,-4644.96
-51,-177,-4745.01
-50,-177,-4843.49
-49,-177,-4940.36
-48,-177,-5035.6
-47,-177,-5129.18
-46,-177,-5221.06
-45,-177,-5311.23
-44,-177,-5399.65
-43,-177,-5486.31
-42,-177,-5571.16
-41,-177,-5654.2
-40,-177,-5735.39
-39,-177,-5814.72
-38,-177,-5892.16
-37,-177,-5967.68
-36,-177,-6041.28
-35,-177,-6112.92
-34,-177,-6182.59
-33,-177,-6250.27
-32,-177,-6315.95
-31,-177,-6379.6
-30,-177,-6441.2
-29,-177,-6500.76
-28,-177,-6558.24
-27,-177,-6613.63
-26,-177,-6666.93
-25,-177,-6718.11
-24,-177,-6767.17
-23,-177,-6814.1
-22,-177,-6858.88
-21,-177,-6901.5
-20,-177,-6941.96
-19,-177,-6980.25
-18,-177,-7016.36
-17,-177,-7050.28
-16,-177,-7082
-15,-177,-7111.53
-14,-177,-7138.86
-13,-177,-7163.97
-12,-177,-7186.88
-11,-177,-7207.57
-10,-177,-7226.04
-9,-177,-7242.3
-8,-177,-7256.33
-7,-177,-7268.15
-6,-177,-7277.76
-5,-177,-7285.14
-4,-177,-7290.31
-3,-177,-7293.27
-2,-177,-7294.02
-1,-177,-7292.57
0,-177,-7288.92
1,-177,-7283.06
2,-177,-7275.02
3,-177,-7264.8
4,-177,-7252.4
5,-177,-7237.83
6,-177,-7221.1
7,-177,-7202.22
8,-177,-7181.19
9,-177,-7158.03
10,-177,-7132.75
11,-177,-7105.36
