Phi[deg],Theta[deg],re(rEPhi)[mV]
77,-180,4.62808
78,-180,4.52963
79,-180,4.4298
80,-180,4.32862
81,-180,4.22612
82,-180,4.12233
83,-180,4.01729
84,-180,3.91102
85,-180,3.80357
86,-180,3.69495
87,-180,3.58521
88,-180,3.47438
89,-180,3.36248
90,-180,3.24957
91,-180,3.13566
92,-180,3.0208
93,-180,2.90502
94,-180,2.78835
95,-180,2.67084
96,-180,2.55251
97,-180,2.4334
98,-180,2.31355
99,-180,2.193
100,-180,2.07178
101,-180,1.94993
102,-180,1.82749
103,-180,1.70448
104,-180,1.58096
105,-180,1.45696
106,-180,1.33251
107,-180,1.20766
108,-180,1.08244
109,-180,0.956888
110,-180,0.831047
111,-180,0.704952
112,-180,0.578642
113,-180,0.452156
114,-180,0.325533
115,-180,0.19881
116,-180,0.0720267
117,-180,-0.0547785
118,-180,-0.181567
119,-180,-0.3083
120,-180,-0.43494
121,-180,-0.561446
122,-180,-0.687782
123,-180,-0.813909
124,-180,-0.939787
125,-180,-1.06538
126,-180,-1.19065
127,-180,-1.31555
128,-180,-1.44006
129,-180,-1.56412
130,-180,-1.68771
131,-180,-1.81079
132,-180,-1.93331
133,-180,-2.05524
134,-180,-2.17655
135,-180,-2.2972
136,-180,-2.41714
137,-180,-2.53635
138,-180,-2.65479
139,-180,-2.77242
140,-180,-2.8892
141,-180,-3.0051
142,-180,-3.12009
143,-180,-3.23413
144,-180,-3.34718
145,-180,-3.45922
146,-180,-3.5702
147,-180,-3.68009
148,-180,-3.78886
149,-180,-3.89648
150,-180,-4.0029
151,-180,-4.10812
152,-180,-4.21207
153,-180,-4.31475
154,-180,-4.41611
155,-180,-4.51613
156,-180,-4.61477
157,-180,-4.71201
158,-180,-4.8078
159,-180,-4.90214
160,-180,-4.99498
161,-180,-5.0863
162,-180,-5.17607
163,-180,-5.26427
164,-180,-5.35086
165,-180,-5.43582
166,-180,-5.51913
167,-180,-5.60075
168,-180,-5.68067
169,-180,-5.75886
170,-180,-5.83529
171,-180,-5.90995
172,-180,-5.9828
173,-180,-6.05384
174,-180,-6.12302
175,-180,-6.19035
176,-180,-6.25579
177,-180,-6.31932
178,-180,-6.38093
179,-180,-6.44059
180,-180,-6.4983
-180,-179,-12.202
-179,-179,-14.9351
-178,-179,-17.6584
-177,-179,-20.3686
-176,-179,-23.0625
-175,-179,-25.7369
-174,-179,-28.3885
-173,-179,-31.0142
-172,-179,-33.6109
-171,-179,-36.1754
-170,-179,-38.7047
-169,-179,-41.1959
-168,-179,-43.6458
-167,-179,-46.0515
-166,-179,-48.4103
-165,-179,-50.7193
-164,-179,-52.9757
-163,-179,-55.1769
-162,-179,-57.3202
-161,-179,-59.403
-160,-179,-61.423
-159,-179,-63.3776
-158,-179,-65.2646
-157,-179,-67.0817
-156,-179,-68.8268
-155,-179,-70.4977
-154,-179,-72.0925
-153,-179,-73.6093
-152,-179,-75.0463
-151,-179,-76.4018
-150,-179,-77.6741
-149,-179,-78.8618
-148,-179,-79.9634
-147,-179,-80.9777
-146,-179,-81.9034
-145,-179,-82.7394
-144,-179,-83.4848
-143,-179,-84.1386
-142,-179,-84.7001
-141,-179,-85.1686
-140,-179,-85.5435
-139,-179,-85.8245
-138,-179,-86.0111
-137,-179,-86.1032
-136,-179,-86.1007
-135,-179,-86.0035
-134,-179,-85.8117
-133,-179,-85.5257
-132,-179,-85.1456
-131,-179,-84.6721
-130,-179,-84.1056
-129,-179,-83.4467
-128,-179,-82.6964
-127,-179,-81.8554
-126,-179,-80.9248
-125,-179,-79.9057
-124,-179,-78.7992
-123,-179,-77.6067
-122,-179,-76.3296
-121,-179,-74.9694
-120,-179,-73.5276
-119,-179,-72.0061
-118,-179,-70.4066
-117,-179,-68.7309
-116,-179,-66.9811
-115,-179,-65.1592
-114,-179,-63.2674
-113,-179,-61.3078
-112,-179,-59.2829
-111,-179,-57.195
-110,-179,-55.0466
-109,-179,-52.8401
-108,-179,-50.5783
-107,-179,-48.2636
-106,-179,-45.899
-105,-179,-43.4872
-104,-179,-41.031
-103,-179,-38.5332
-102,-179,-35.9969
-101,-179,-33.4251
-100,-179,-30.8207
-99,-179,-28.1868
-98,-179,-25.5266
-97,-179,-22.8431
-96,-179,-20.1395
-95,-179,-17.419
-94,-179,-14.6848
-93,-179,-11.9402
-92,-179,-9.18821
-91,-179,-6.43222
-90,-179,-3.67544
-89,-179,-0.9211
-88,-179,1.82756
-87,-179,4.56731
-86,-179,7.29494
-85,-179,10.0072
-84,-179,12.701
-83,-179,15.3732
-82,-179,18.0205
-81,-179,20.6399
-80,-179,23.2283
-79,-179,25.7828
-78,-179,28.3002
-77,-179,30.7777
-76,-179,33.2123
-75,-179,35.6013
-74,-179,37.9417
-73,-179,40.231
-72,-179,42.4663
-71,-179,44.6451
-70,-179,46.7649
-69,-179,48.8232
-68,-179,50.8176
-67,-179,52.7457
-66,-179,54.6054
-65,-179,56.3944
-64,-179,58.1107
-63,-179,59.7524
-62,-179,61.3174
-61,-179,62.804
-60,-179,64.2105
-59,-179,65.5353
-58,-179,66.7769
-57,-179,67.9338
-56,-179,69.0047
-55,-179,69.9884
-54,-179,70.8837
-53,-179,71.6898
-52,-179,72.4056
-51,-179,73.0305
-50,-179,73.5636
-49,-179,74.0045
-48,-179,74.3527
-47,-179,74.6078
-46,-179,74.7696
-45,-179,74.838
-44,-179,74.8129
-43,-179,74.6945
-42,-179,74.4829
-41,-179,74.1785
-40,-179,73.7817
-39,-179,73.2931
-38,-179,72.7133
-37,-179,72.0431
-36,-179,71.2834
-35,-179,70.435
-34,-179,69.4992
-33,-179,68.4771
-32,-179,67.3701
-31,-179,66.1794
-30,-179,64.9066
-29,-179,63.5534
-28,-179,62.1214
-27,-179,60.6123
-26,-179,59.0282
-25,-179,57.3709
-24,-179,55.6426
-23,-179,53.8453
-22,-179,51.9814
-21,-179,50.053
-20,-179,48.0627
-19,-179,46.0129
-18,-179,43.9061
-17,-179,41.745
-16,-179,39.5322
-15,-179,37.2704
-14,-179,34.9625
-13,-179,32.6113
-12,-179,30.2198
-11,-179,27.7908
-10,-179,25.3274
-9,-179,22.8326
-8,-179,20.3096
-7,-179,17.7614
-6,-179,15.1912
-5,-179,12.6022
-4,-179,9.99751
-3,-179,7.38045
-2,-179,4.75422
-1,-179,2.12207
0,-179,-0.512735
1,-179,-3.14694
2,-179,-5.77729
3,-179,-8.40052
4,-179,-11.0134
5,-179,-13.6126
6,-179,-16.1951
7,-179,-18.7575
8,-179,-21.2967
9,-179,-23.8095
10,-179,-26.2929
11,-179,-28.7438
12,-179,-31.159
13,-179,-33.5357
14,-179,-35.8708
15,-179,-38.1615
16,-179,-40.4049
17,-179,-42.5982
18,-179,-44.7387
19,-179,-46.8238
20,-179,-48.8508
21,-179,-50.8172
22,-179,-52.7205
23,-179,-54.5585
24,-179,-56.3288
25,-179,-58.0291
26,-179,-59.6575
27,-179,-61.2117
28,-179,-62.69
29,-179,-64.0904
30,-179,-65.4112
31,-179,-66.6508
32,-179,-67.8076
33,-179,-68.8801
34,-179,-69.867
35,-179,-70.7671
36,-179,-71.5792
37,-179,-72.3024
38,-179,-72.9356
39,-179,-73.4782
40,-179,-73.9294
41,-179,-74.2886
42,-179,-74.5555
43,-179,-74.7297
44,-179,-74.8108
45,-179,-74.7989
46,-179,-74.694
47,-179,-74.4962
48,-179,-74.2056
49,-179,-73.8228
50,-179,-73.348
51,-179,-72.7821
52,-179,-72.1256
53,-179,-71.3793
54,-179,-70.5443
55,-179,-69.6215
56,-179,-68.6122
57,-179,-67.5175
58,-179,-66.3388
59,-179,-65.0777
60,-179,-63.7357
61,-179,-62.3144
62,-179,-60.8158
63,-179,-59.2416
64,-179,-57.5939
65,-179,-55.8747
66,-179,-54.0862
67,-179,-52.2306
68,-179,-50.3103
69,-179,-48.3276
70,-179,-46.2852
71,-179,-44.1855
72,-179,-42.0313
73,-179,-39.8252
74,-179,-37.57
75,-179,-35.2685
76,-179,-32.9238
77,-179,-30.5387
78,-179,-28.1162
79,-179,-25.6594
80,-179,-23.1714
81,-179,-20.6554
82,-179,-18.1146
83,-179,-15.5521
84,-179,-12.9711
85,-179,-10.3751
86,-179,-7.76717
87,-179,-5.1507
88,-179,-2.529
89,-179,0.0946121
90,-179,2.71682
91,-179,5.3343
92,-179,7.94374
93,-179,10.5418
94,-179,13.1252
95,-179,15.6907
96,-179,18.2351
97,-179,20.755
98,-179,23.2473
99,-179,25.7088
100,-179,28.1364
101,-179,30.527
102,-179,32.8776
103,-179,35.1852
104,-179,37.4469
105,-179,39.6597
106,-179,41.8208
107,-179,43.9276
108,-179,45.9773
109,-179,47.9673
110,-179,49.895
111,-179,51.758
112,-179,53.554
113,-179,55.2806
114,-179,56.9356
115,-179,58.5169
116,-179,60.0224
117,-179,61.4502
118,-179,62.7986
119,-179,64.0657
120,-179,65.2499
121,-179,66.3496
122,-179,67.3635
123,-179,68.2903
124,-179,69.1286
125,-179,69.8774
126,-179,70.5357
127,-179,71.1027
128,-179,71.5775
129,-179,71.9595
130,-179,72.2482
131,-179,72.4431
132,-179,72.544
133,-179,72.5506
134,-179,72.4629
135,-179,72.2809
136,-179,72.0049
137,-179,71.6349
138,-179,71.1715
139,-179,70.6152
140,-179,69.9666
141,-179,69.2263
142,-179,68.3954
143,-179,67.4747
144,-179,66.4653
145,-179,65.3683
146,-179,64.1852
147,-179,62.9172
148,-179,61.5659
149,-179,60.1328
150,-179,58.6197
151,-179,57.0284
152,-179,55.3607
153,-179,53.6187
154,-179,51.8044
155,-179,49.92
156,-179,47.9677
157,-179,45.9499
158,-179,43.869
159,-179,41.7274
160,-179,39.5278
161,-179,37.2728
162,-179,34.9651
163,-179,32.6074
164,-179,30.2025
165,-179,27.7535
166,-179,25.2631
167,-179,22.7343
168,-179,20.1703
169,-179,17.574
170,-179,14.9487
171,-179,12.2973
172,-179,9.62319
173,-179,6.92947
174,-179,4.21939
175,-179,1.4962
176,-179,-1.23685
177,-179,-3.97647
178,-179,-6.71938
179,-179,-9.46231
180,-179,-12.202
-180,-178,-16.5646
-179,-178,-21.9541
-178,-178,-27.324
-177,-178,-32.668
-176,-178,-37.9797
-175,-178,-43.2526
-174,-178,-48.4806
-173,-178,-53.6573
-172,-178,-58.7767
-171,-178,-63.8325
-170,-178,-68.8189
-169,-178,-73.7298
-168,-178,-78.5596
-167,-178,-83.3023
-166,-178,-87.9526
-165,-178,-92.5047
-164,-178,-96.9535
-163,-178,-101.294
-162,-178,-105.52
-161,-178,-109.627
-160,-178,-113.611
-159,-178,-117.467
-158,-178,-121.19
-157,-178,-124.776
-156,-178,-128.221
-155,-178,-131.52
-154,-178,-134.67
-153,-178,-137.668
-152,-178,-140.509
-151,-178,-143.19
-150,-178,-145.709
-149,-178,-148.062
-148,-178,-150.247
-147,-178,-152.261
-146,-178,-154.102
-145,-178,-155.767
-144,-178,-157.256
-143,-178,-158.566
-142,-178,-159.695
-141,-178,-160.643
-140,-178,-161.409
-139,-178,-161.991
-138,-178,-162.389
-137,-178,-162.603
-136,-178,-162.632
-135,-178,-162.477
-134,-178,-162.138
-133,-178,-161.614
-132,-178,-160.908
-131,-178,-160.02
-130,-178,-158.95
-129,-178,-157.701
-128,-178,-156.274
-127,-178,-154.67
-126,-178,-152.892
-125,-178,-150.942
-124,-178,-148.822
-123,-178,-146.535
-122,-178,-144.083
-121,-178,-141.469
-120,-178,-138.698
-119,-178,-135.771
-118,-178,-132.692
-117,-178,-129.466
-116,-178,-126.096
-115,-178,-122.586
-114,-178,-118.94
-113,-178,-115.163
-112,-178,-111.259
-111,-178,-107.232
-110,-178,-103.089
-109,-178,-98.8329
-108,-178,-94.4695
-107,-178,-90.0041
-106,-178,-85.4418
-105,-178,-80.7881
-104,-178,-76.0487
-103,-178,-71.229
-102,-178,-66.335
-101,-178,-61.3723
-100,-178,-56.3469
-99,-178,-51.2649
-98,-178,-46.1321
-97,-178,-40.9548
-96,-178,-35.7392
-95,-178,-30.4913
-94,-178,-25.2175
-93,-178,-19.924
-92,-178,-14.6172
-91,-178,-9.30326
-90,-178,-3.98863
-89,-178,1.32042
-88,-178,6.61757
-87,-178,11.8965
-86,-178,17.151
-85,-178,22.3747
-84,-178,27.5614
-83,-178,32.7051
-82,-178,37.7995
-81,-178,42.8386
-80,-178,47.8163
-79,-178,52.7269
-78,-178,57.5643
-77,-178,62.323
-76,-178,66.9971
-75,-178,71.5811
-74,-178,76.0696
-73,-178,80.4573
-72,-178,84.7388
-71,-178,88.9091
-70,-178,92.9631
-69,-178,96.8962
-68,-178,100.704
-67,-178,104.381
-66,-178,107.923
-65,-178,111.326
-64,-178,114.587
-63,-178,117.701
-62,-178,120.664
-61,-178,123.473
-60,-178,126.124
-59,-178,128.615
-58,-178,130.942
-57,-178,133.102
-56,-178,135.094
-55,-178,136.914
-54,-178,138.56
-53,-178,140.031
-52,-178,141.324
-51,-178,142.438
-50,-178,143.372
-49,-178,144.124
-48,-178,144.694
-47,-178,145.081
-46,-178,145.284
-45,-178,145.303
-44,-178,145.138
-43,-178,144.789
-42,-178,144.256
-41,-178,143.541
-40,-178,142.644
-39,-178,141.565
-38,-178,140.307
-37,-178,138.871
-36,-178,137.258
-35,-178,135.47
-34,-178,133.51
-33,-178,131.379
-32,-178,129.08
-31,-178,126.617
-30,-178,123.991
-29,-178,121.206
-28,-178,118.265
-27,-178,115.172
-26,-178,111.93
-25,-178,108.544
-24,-178,105.017
-23,-178,101.353
-22,-178,97.5573
-21,-178,93.6339
-20,-178,89.5877
-19,-178,85.4234
-18,-178,81.1461
-17,-178,76.7608
-16,-178,72.2729
-15,-178,67.6877
-14,-178,63.0107
-13,-178,58.2477
-12,-178,53.4043
-11,-178,48.4864
-10,-178,43.5
-9,-178,38.451
-8,-178,33.3456
-7,-178,28.1899
-6,-178,22.9903
-5,-178,17.7531
-4,-178,12.4846
-3,-178,7.19121
-2,-178,1.87944
-1,-178,-3.44425
0,-178,-8.77335
1,-178,-14.1013
2,-178,-19.4217
3,-178,-24.7278
4,-178,-30.0133
5,-178,-35.2716
6,-178,-40.4963
7,-178,-45.6808
8,-178,-50.8188
9,-178,-55.904
10,-178,-60.93
11,-178,-65.8906
12,-178,-70.7797
13,-178,-75.5912
14,-178,-80.319
15,-178,-84.9573
16,-178,-89.5003
17,-178,-93.9423
18,-178,-98.2777
19,-178,-102.501
20,-178,-106.607
21,-178,-110.591
22,-178,-114.447
23,-178,-118.17
24,-178,-121.757
25,-178,-125.202
26,-178,-128.501
27,-178,-131.649
28,-178,-134.643
29,-178,-137.479
30,-178,-140.153
31,-178,-142.662
32,-178,-145.002
33,-178,-147.171
34,-178,-149.165
35,-178,-150.983
36,-178,-152.62
37,-178,-154.076
38,-178,-155.349
39,-178,-156.436
40,-178,-157.337
41,-178,-158.049
42,-178,-158.572
43,-178,-158.905
44,-178,-159.048
45,-178,-159
46,-178,-158.761
47,-178,-158.331
48,-178,-157.711
49,-178,-156.902
50,-178,-155.903
51,-178,-154.717
52,-178,-153.344
53,-178,-151.787
54,-178,-150.047
55,-178,-148.125
56,-178,-146.026
57,-178,-143.75
58,-178,-141.301
59,-178,-138.682
60,-178,-135.895
61,-178,-132.945
62,-178,-129.835
63,-178,-126.568
64,-178,-123.149
65,-178,-119.583
66,-178,-115.872
67,-178,-112.022
68,-178,-108.039
69,-178,-103.925
70,-178,-99.6879
71,-178,-95.3315
72,-178,-90.8617
73,-178,-86.2839
74,-178,-81.6039
75,-178,-76.8276
76,-178,-71.9609
77,-178,-67.0099
78,-178,-61.9809
79,-178,-56.88
80,-178,-51.7139
81,-178,-46.4888
82,-178,-41.2115
83,-178,-35.8884
84,-178,-30.5264
85,-178,-25.1321
86,-178,-19.7124
87,-178,-14.274
88,-178,-8.82386
89,-178,-3.36874
90,-178,2.08445
91,-178,7.52885
92,-178,12.9576
93,-178,18.3639
94,-178,23.7409
95,-178,29.0819
96,-178,34.3802
97,-178,39.629
98,-178,44.8218
99,-178,49.9521
100,-178,55.0134
101,-178,59.9994
102,-178,64.9038
103,-178,69.7204
104,-178,74.4433
105,-178,79.0664
106,-178,83.5841
107,-178,87.9907
108,-178,92.2806
109,-178,96.4486
110,-178,100.489
111,-178,104.398
112,-178,108.169
113,-178,111.799
114,-178,115.282
115,-178,118.615
116,-178,121.793
117,-178,124.813
118,-178,127.67
119,-178,130.361
120,-178,132.883
121,-178,135.233
122,-178,137.407
123,-178,139.404
124,-178,141.221
125,-178,142.855
126,-178,144.305
127,-178,145.569
128,-178,146.645
129,-178,147.532
130,-178,148.23
131,-178,148.737
132,-178,149.053
133,-178,149.177
134,-178,149.11
135,-178,148.851
136,-178,148.402
137,-178,147.762
138,-178,146.933
139,-178,145.916
140,-178,144.712
141,-178,143.322
142,-178,141.75
143,-178,139.995
144,-178,138.062
145,-178,135.951
146,-178,133.667
147,-178,131.212
148,-178,128.589
149,-178,125.801
150,-178,122.852
151,-178,119.745
152,-178,116.485
153,-178,113.076
154,-178,109.521
155,-178,105.826
156,-178,101.994
157,-178,98.0312
158,-178,93.9418
159,-178,89.7311
160,-178,85.4041
161,-178,80.9663
162,-178,76.4232
163,-178,71.7802
164,-178,67.0431
165,-178,62.2178
166,-178,57.3101
167,-178,52.326
168,-178,47.2717
169,-178,42.1532
170,-178,36.9768
171,-178,31.7489
172,-178,26.4757
173,-178,21.1637
174,-178,15.8193
175,-178,10.4489
176,-178,5.05907
177,-178,-0.343695
178,-178,-5.7529
179,-178,-11.162
180,-178,-16.5646
-180,-177,-19.5768
-179,-177,-27.5934
-178,-177,-35.5789
-177,-177,-43.5239
-176,-177,-51.4188
-175,-177,-59.2543
-174,-177,-67.0212
-173,-177,-74.7102
-172,-177,-82.3124
-171,-177,-89.8187
-170,-177,-97.2203
-169,-177,-104.509
-168,-177,-111.675
-167,-177,-118.711
-166,-177,-125.609
-165,-177,-132.36
-164,-177,-138.957
-163,-177,-145.392
-162,-177,-151.658
-161,-177,-157.747
-160,-177,-163.652
-159,-177,-169.367
-158,-177,-174.885
-157,-177,-180.2
-156,-177,-185.305
-155,-177,-190.195
-154,-177,-194.864
-153,-177,-199.307
-152,-177,-203.519
-151,-177,-207.495
-150,-177,-211.23
-149,-177,-214.721
-148,-177,-217.964
-147,-177,-220.954
-146,-177,-223.689
-145,-177,-226.165
-144,-177,-228.381
-143,-177,-230.333
-142,-177,-232.019
-141,-177,-233.437
-140,-177,-234.587
-139,-177,-235.467
-138,-177,-236.076
-137,-177,-236.413
-136,-177,-236.479
-135,-177,-236.273
-134,-177,-235.796
-133,-177,-235.048
-132,-177,-234.032
-131,-177,-232.747
-130,-177,-231.196
-129,-177,-229.381
-128,-177,-227.303
-127,-177,-224.967
-126,-177,-222.373
-125,-177,-219.527
-124,-177,-216.431
-123,-177,-213.088
-122,-177,-209.504
-121,-177,-205.683
-120,-177,-201.628
-119,-177,-197.345
-118,-177,-192.84
-117,-177,-188.117
-116,-177,-183.182
-115,-177,-178.042
-114,-177,-172.702
-113,-177,-167.169
-112,-177,-161.449
-111,-177,-155.55
-110,-177,-149.478
-109,-177,-143.241
-108,-177,-136.846
-107,-177,-130.301
-106,-177,-123.613
-105,-177,-116.791
-104,-177,-109.843
-103,-177,-102.777
-102,-177,-95.6017
-101,-177,-88.3255
-100,-177,-80.9572
-99,-177,-73.5055
-98,-177,-65.9795
-97,-177,-58.3879
-96,-177,-50.7401
-95,-177,-43.045
-94,-177,-35.3119
-93,-177,-27.5501
-92,-177,-19.7688
-91,-177,-11.9773
-90,-177,-4.18495
-89,-177,3.59894
-88,-177,11.3651
-87,-177,19.1041
-86,-177,26.8069
-85,-177,34.4641
-84,-177,42.0665
-83,-177,49.6052
-82,-177,57.0711
-81,-177,64.4552
-80,-177,71.7486
-79,-177,78.9427
-78,-177,86.0288
-77,-177,92.9984
-76,-177,99.8431
-75,-177,106.555
-74,-177,113.125
-73,-177,119.547
-72,-177,125.812
-71,-177,131.912
-70,-177,137.841
-69,-177,143.591
-68,-177,149.156
-67,-177,154.528
-66,-177,159.701
-65,-177,164.669
-64,-177,169.426
-63,-177,173.966
-62,-177,178.283
-61,-177,182.373
-60,-177,186.23
-59,-177,189.85
-58,-177,193.228
-57,-177,196.36
-56,-177,199.243
-55,-177,201.872
-54,-177,204.244
-53,-177,206.356
-52,-177,208.207
-51,-177,209.793
-50,-177,211.112
-49,-177,212.163
-48,-177,212.944
-47,-177,213.454
-46,-177,213.692
-45,-177,213.658
-44,-177,213.352
-43,-177,212.774
-42,-177,211.925
-41,-177,210.804
-40,-177,209.414
-39,-177,207.756
-38,-177,205.832
-37,-177,203.643
-36,-177,201.192
-35,-177,198.482
-34,-177,195.516
-33,-177,192.298
-32,-177,188.83
-31,-177,185.117
-30,-177,181.163
-29,-177,176.972
-28,-177,172.55
-27,-177,167.901
-26,-177,163.031
-25,-177,157.945
-24,-177,152.649
-23,-177,147.15
-22,-177,141.454
-21,-177,135.567
-20,-177,129.496
-19,-177,123.249
-18,-177,116.832
-17,-177,110.253
-16,-177,103.521
-15,-177,96.6417
-14,-177,89.6248
-13,-177,82.4781
-12,-177,75.2101
-11,-177,67.8294
-10,-177,60.3448
-9,-177,52.7652
-8,-177,45.0995
-7,-177,37.3571
-6,-177,29.547
-5,-177,21.6788
-4,-177,13.7618
-3,-177,5.80553
-2,-177,-2.18033
-1,-177,-10.1862
0,-177,-18.2023
1,-177,-26.219
2,-177,-34.2265
3,-177,-42.215
4,-177,-50.1748
5,-177,-58.0962
6,-177,-65.9694
7,-177,-73.7848
8,-177,-81.5326
9,-177,-89.2035
10,-177,-96.7877
11,-177,-104.276
12,-177,-111.659
13,-177,-118.927
14,-177,-126.072
15,-177,-133.085
16,-177,-139.955
17,-177,-146.676
18,-177,-153.239
19,-177,-159.634
20,-177,-165.854
21,-177,-171.891
22,-177,-177.738
23,-177,-183.386
24,-177,-188.829
25,-177,-194.059
26,-177,-199.07
27,-177,-203.854
28,-177,-208.407
29,-177,-212.721
30,-177,-216.791
