Phi[deg],Theta[deg],im(rETheta)[mV]
-180,-180,-25.5849
-179,-180,-109.346
-178,-180,-193.075
-177,-180,-276.744
-176,-180,-360.329
-175,-180,-443.805
-174,-180,-527.145
-173,-180,-610.325
-172,-180,-693.318
-171,-180,-776.101
-170,-180,-858.647
-169,-180,-940.932
-168,-180,-1022.93
-167,-180,-1104.62
-166,-180,-1185.97
-165,-180,-1266.95
-164,-180,-1347.56
-163,-180,-1427.75
-162,-180,-1507.51
-161,-180,-1586.8
-160,-180,-1665.62
-159,-180,-1743.93
-158,-180,-1821.7
-157,-180,-1898.92
-156,-180,-1975.57
-155,-180,-2051.61
-154,-180,-2127.02
-153,-180,-2201.79
-152,-180,-2275.89
-151,-180,-2349.29
-150,-180,-2421.98
-149,-180,-2493.93
-148,-180,-2565.13
-147,-180,-2635.54
-146,-180,-2705.14
-145,-180,-2773.93
-144,-180,-2841.86
-143,-180,-2908.94
-142,-180,-2975.12
-141,-180,-3040.4
-140,-180,-3104.76
-139,-180,-3168.16
-138,-180,-3230.61
-137,-180,-3292.07
-136,-180,-3352.52
-135,-180,-3411.96
-134,-180,-3470.35
-133,-180,-3527.69
-132,-180,-3583.96
-131,-180,-3639.13
-130,-180,-3693.19
-129,-180,-3746.13
-128,-180,-3797.93
-127,-180,-3848.57
-126,-180,-3898.04
-125,-180,-3946.32
-124,-180,-3993.4
-123,-180,-4039.26
-122,-180,-4083.89
-121,-180,-4127.28
-120,-180,-4169.41
-119,-180,-4210.27
-118,-180,-4249.85
-117,-180,-4288.14
-116,-180,-4325.11
-115,-180,-4360.77
-114,-180,-4395.11
-113,-180,-4428.1
-112,-180,-4459.74
-111,-180,-4490.03
-110,-180,-4518.95
-109,-180,-4546.49
-108,-180,-4572.65
-107,-180,-4597.41
-106,-180,-4620.77
-105,-180,-4642.73
-104,-180,-4663.27
-103,-180,-4682.39
-102,-180,-4700.09
-101,-180,-4716.35
-100,-180,-4731.18
-99,-180,-4744.56
-98,-180,-4756.5
-97,-180,-4766.99
-96,-180,-4776.03
-95,-180,-4783.62
-94,-180,-4789.75
-93,-180,-4794.41
-92,-180,-4797.62
-91,-180,-4799.37
-90,-180,-4799.65
-89,-180,-4798.47
-88,-180,-4795.84
-87,-180,-4791.74
-86,-180,-4786.18
-85,-180,-4779.16
-84,-180,-4770.69
-83,-180,-4760.76
-82,-180,-4749.38
-81,-180,-4736.56
-80,-180,-4722.29
-79,-180,-4706.59
-78,-180,-4689.45
-77,-180,-4670.88
-76,-180,-4650.89
-75,-180,-4629.49
-74,-180,-4606.67
-73,-180,-4582.45
-72,-180,-4556.83
-71,-180,-4529.83
-70,-180,-4501.45
-69,-180,-4471.69
-68,-180,-4440.58
-67,-180,-4408.11
-66,-180,-4374.29
-65,-180,-4339.15
-64,-180,-4302.68
-63,-180,-4264.91
-62,-180,-4225.83
-61,-180,-4185.47
-60,-180,-4143.83
-59,-180,-4100.93
-58,-180,-4056.78
-57,-180,-4011.39
-56,-180,-3964.79
-55,-180,-3916.97
-54,-180,-3867.96
-53,-180,-3817.78
-52,-180,-3766.43
-51,-180,-3713.93
-50,-180,-3660.3
-49,-180,-3605.56
-48,-180,-3549.72
-47,-180,-3492.79
-46,-180,-3434.81
-45,-180,-3375.78
-44,-180,-3315.71
-43,-180,-3254.64
-42,-180,-3192.58
-41,-180,-3129.55
-40,-180,-3065.56
-39,-180,-3000.64
-38,-180,-2934.8
-37,-180,-2868.07
-36,-180,-2800.47
-35,-180,-2732.01
-34,-180,-2662.72
-33,-180,-2592.62
-32,-180,-2521.73
-31,-180,-2450.07
-30,-180,-2377.67
-29,-180,-2304.54
-28,-180,-2230.71
-27,-180,-2156.2
-26,-180,-2081.03
-25,-180,-2005.23
-24,-180,-1928.82
-23,-180,-1851.82
-22,-180,-1774.26
-21,-180,-1696.16
-20,-180,-1617.54
-19,-180,-1538.42
-18,-180,-1458.84
-17,-180,-1378.82
-16,-180,-1298.37
-15,-180,-1217.53
-14,-180,-1136.32
-13,-180,-1054.76
-12,-180,-972.878
-11,-180,-890.702
-10,-180,-808.255
-9,-180,-725.561
-8,-180,-642.647
-7,-180,-559.536
-6,-180,-476.256
-5,-180,-392.83
-4,-180,-309.284
-3,-180,-225.645
-2,-180,-141.936
-1,-180,-58.1845
0,-180,25.5849
1,-180,109.346
2,-180,193.075
3,-180,276.744
4,-180,360.329
5,-180,443.805
6,-180,527.145
7,-180,610.325
8,-180,693.318
9,-180,776.101
10,-180,858.647
11,-180,940.932
12,-180,1022.93
13,-180,1104.62
14,-180,1185.97
15,-180,1266.95
16,-180,1347.56
17,-180,1427.75
18,-180,1507.51
19,-180,1586.8
20,-180,1665.62
21,-180,1743.93
22,-180,1821.7
23,-180,1898.92
24,-180,1975.57
25,-180,2051.61
26,-180,2127.02
27,-180,2201.79
28,-180,2275.89
29,-180,2349.29
30,-180,2421.98
31,-180,2493.93
32,-180,2565.13
33,-180,2635.54
34,-180,2705.14
35,-180,2773.93
36,-180,2841.86
37,-180,2908.94
38,-180,2975.12
39,-180,3040.4
40,-180,3104.76
41,-180,3168.16
42,-180,3230.61
43,-180,3292.07
44,-180,3352.52
45,-180,3411.96
46,-180,3470.35
47,-180,3527.69
48,-180,3583.96
49,-180,3639.13
50,-180,3693.19
51,-180,3746.13
52,-180,3797.93
53,-180,3848.57
54,-180,3898.04
55,-180,3946.32
56,-180,3993.4
57,-180,4039.26
58,-180,4083.89
59,-180,4127.28
60,-180,4169.41
61,-180,4210.27
62,-180,4249.85
63,-180,4288.14
64,-180,4325.11
65,-180,4360.77
66,-180,4395.11
67,-180,4428.1
68,-180,4459.74
69,-180,4490.03
70,-180,4518.95
71,-180,4546.49
72,-180,4572.65
73,-180,4597.41
74,-180,4620.77
75,-180,4642.73
76,-180,4663.27
77,-180,4682.39
78,-180,4700.09
79,-180,4716.35
80,-180,4731.18
81,-180,4744.56
82,-180,4756.5
83,-180,4766.99
84,-180,4776.03
85,-180,4783.62
86,-180,4789.75
87,-180,4794.41
88,-180,4797.62
89,-180,4799.37
90,-180,4799.65
91,-180,4798.47
92,-180,4795.84
93,-180,4791.74
94,-180,4786.18
95,-180,4779.16
96,-180,4770.69
97,-180,4760.76
98,-180,4749.38
99,-180,4736.56
100,-180,4722.29
101,-180,4706.59
102,-180,4689.45
103,-180,4670.88
104,-180,4650.89
105,-180,4629.49
106,-180,4606.67
107,-180,4582.45
108,-180,4556.83
109,-180,4529.83
110,-180,4501.45
111,-180,4471.69
112,-180,4440.58
113,-180,4408.11
114,-180,4374.29
115,-180,4339.15
116,-180,4302.68
117,-180,4264.91
118,-180,4225.83
119,-180,4185.47
120,-180,4143.83
121,-180,4100.93
122,-180,4056.78
123,-180,4011.39
124,-180,3964.79
125,-180,3916.97
126,-180,3867.96
127,-180,3817.78
128,-180,3766.43
129,-180,3713.93
130,-180,3660.3
131,-180,3605.56
132,-180,3549.72
133,-180,3492.79
134,-180,3434.81
135,-180,3375.78
136,-180,3315.71
137,-180,3254.64
138,-180,3192.58
139,-180,3129.55
140,-180,3065.56
141,-180,3000.64
142,-180,2934.8
143,-180,2868.07
144,-180,2800.47
145,-180,2732.01
146,-180,2662.72
147,-180,2592.62
148,-180,2521.73
149,-180,2450.07
150,-180,2377.67
151,-180,2304.54
152,-180,2230.71
153,-180,2156.2
154,-180,2081.03
155,-180,2005.23
156,-180,1928.82
157,-180,1851.82
158,-180,1774.26
159,-180,1696.16
160,-180,1617.54
161,-180,1538.42
162,-180,1458.84
163,-180,1378.82
164,-180,1298.37
165,-180,1217.53
166,-180,1136.32
167,-180,1054.76
168,-180,972.878
169,-180,890.702
170,-180,808.255
171,-180,725.561
172,-180,642.647
173,-180,559.536
174,-180,476.256
175,-180,392.83
176,-180,309.284
177,-180,225.645
178,-180,141.936
179,-180,58.1845
180,-180,-25.5849
-180,-179,-49.7168
-179,-179,-133.616
-178,-179,-217.662
-177,-179,-301.827
-176,-179,-386.087
-175,-179,-470.413
-174,-179,-554.781
-173,-179,-639.163
-172,-179,-723.531
-171,-179,-807.859
-170,-179,-892.12
-169,-179,-976.286
-168,-179,-1060.33
-167,-179,-1144.22
-166,-179,-1227.94
-165,-179,-1311.45
-164,-179,-1394.73
-163,-179,-1477.75
-162,-179,-1560.47
-161,-179,-1642.88
-160,-179,-1724.95
-159,-179,-1806.64
-158,-179,-1887.93
-157,-179,-1968.79
-156,-179,-2049.19
-155,-179,-2129.11
-154,-179,-2208.51
-153,-179,-2287.37
-152,-179,-2365.66
-151,-179,-2443.36
-150,-179,-2520.43
-149,-179,-2596.85
-148,-179,-2672.59
-147,-179,-2747.62
-146,-179,-2821.92
-145,-179,-2895.45
-144,-179,-2968.2
-143,-179,-3040.14
-142,-179,-3111.23
-141,-179,-3181.46
-140,-179,-3250.8
-139,-179,-3319.21
-138,-179,-3386.69
-137,-179,-3453.19
-136,-179,-3518.7
-135,-179,-3583.2
-134,-179,-3646.65
-133,-179,-3709.03
-132,-179,-3770.33
-131,-179,-3830.51
-130,-179,-3889.56
-129,-179,-3947.44
-128,-179,-4004.15
-127,-179,-4059.66
-126,-179,-4113.94
-125,-179,-4166.98
-124,-179,-4218.76
-123,-179,-4269.25
-122,-179,-4318.44
-121,-179,-4366.3
-120,-179,-4412.82
-119,-179,-4457.98
-118,-179,-4501.77
-117,-179,-4544.16
-116,-179,-4585.14
-115,-179,-4624.7
-114,-179,-4662.81
-113,-179,-4699.47
-112,-179,-4734.65
-111,-179,-4768.35
-110,-179,-4800.55
-109,-179,-4831.24
-108,-179,-4860.4
-107,-179,-4888.03
-106,-179,-4914.11
-105,-179,-4938.64
-104,-179,-4961.6
-103,-179,-4982.99
-102,-179,-5002.79
-101,-179,-5021
-100,-179,-5037.62
-99,-179,-5052.62
-98,-179,-5066.02
-97,-179,-5077.8
-96,-179,-5087.95
-95,-179,-5096.48
-94,-179,-5103.39
-93,-179,-5108.66
-92,-179,-5112.29
-91,-179,-5114.3
-90,-179,-5114.66
-89,-179,-5113.39
-88,-179,-5110.48
-87,-179,-5105.94
-86,-179,-5099.77
-85,-179,-5091.96
-84,-179,-5082.53
-83,-179,-5071.47
-82,-179,-5058.79
-81,-179,-5044.5
-80,-179,-5028.6
-79,-179,-5011.1
-78,-179,-4992
-77,-179,-4971.32
-76,-179,-4949.05
-75,-179,-4925.21
-74,-179,-4899.82
-73,-179,-4872.86
-72,-179,-4844.37
-71,-179,-4814.35
-70,-179,-4782.81
-69,-179,-4749.77
-68,-179,-4715.23
-67,-179,-4679.21
-66,-179,-4641.73
-65,-179,-4602.8
-64,-179,-4562.43
-63,-179,-4520.64
-62,-179,-4477.45
-61,-179,-4432.87
-60,-179,-4386.93
-59,-179,-4339.63
-58,-179,-4291
-57,-179,-4241.06
-56,-179,-4189.82
-55,-179,-4137.3
-54,-179,-4083.53
-53,-179,-4028.53
-52,-179,-3972.31
-51,-179,-3914.9
-50,-179,-3856.33
-49,-179,-3796.6
-48,-179,-3735.75
-47,-179,-3673.8
-46,-179,-3610.76
-45,-179,-3546.68
-44,-179,-3481.56
-43,-179,-3415.43
-42,-179,-3348.33
-41,-179,-3280.27
-40,-179,-3211.27
-39,-179,-3141.37
-38,-179,-3070.59
-37,-179,-2998.96
-36,-179,-2926.5
-35,-179,-2853.24
-34,-179,-2779.2
-33,-179,-2704.42
-32,-179,-2628.91
-31,-179,-2552.71
-30,-179,-2475.85
-29,-179,-2398.34
-28,-179,-2320.23
-27,-179,-2241.53
-26,-179,-2162.28
-25,-179,-2082.5
-24,-179,-2002.22
-23,-179,-1921.48
-22,-179,-1840.28
-21,-179,-1758.68
-20,-179,-1676.68
-19,-179,-1594.33
-18,-179,-1511.64
-17,-179,-1428.66
-16,-179,-1345.4
-15,-179,-1261.89
-14,-179,-1178.17
-13,-179,-1094.25
-12,-179,-1010.18
-11,-179,-925.965
-10,-179,-841.647
-9,-179,-757.249
-8,-179,-672.799
-7,-179,-588.324
-6,-179,-503.852
-5,-179,-419.409
-4,-179,-335.022
-3,-179,-250.718
-2,-179,-166.524
-1,-179,-82.4647
0,-179,1.4327
1,-179,85.1426
2,-179,168.639
3,-179,251.898
4,-179,334.893
5,-179,417.599
6,-179,499.992
7,-179,582.047
8,-179,663.741
9,-179,745.049
10,-179,825.948
11,-179,906.415
12,-179,986.426
13,-179,1065.96
14,-179,1144.99
15,-179,1223.5
16,-179,1301.47
17,-179,1378.87
18,-179,1455.68
19,-179,1531.88
20,-179,1607.46
21,-179,1682.39
22,-179,1756.65
23,-179,1830.22
24,-179,1903.08
25,-179,1975.22
26,-179,2046.62
27,-179,2117.25
28,-179,2187.1
29,-179,2256.16
30,-179,2324.4
31,-179,2391.8
32,-179,2458.36
33,-179,2524.06
34,-179,2588.88
35,-179,2652.8
36,-179,2715.81
37,-179,2777.89
38,-179,2839.04
39,-179,2899.24
40,-179,2958.46
41,-179,3016.71
42,-179,3073.96
43,-179,3130.21
44,-179,3185.44
45,-179,3239.64
46,-179,3292.8
47,-179,3344.9
48,-179,3395.94
49,-179,3445.91
50,-179,3494.79
51,-179,3542.57
52,-179,3589.25
53,-179,3634.82
54,-179,3679.26
55,-179,3722.57
56,-179,3764.74
57,-179,3805.76
58,-179,3845.62
59,-179,3884.32
60,-179,3921.84
61,-179,3958.19
62,-179,3993.35
63,-179,4027.31
64,-179,4060.08
65,-179,4091.64
66,-179,4121.99
67,-179,4151.12
68,-179,4179.04
69,-179,4205.72
70,-179,4231.18
71,-179,4255.4
72,-179,4278.37
73,-179,4300.11
74,-179,4320.59
75,-179,4339.83
76,-179,4357.81
77,-179,4374.53
78,-179,4389.99
79,-179,4404.19
80,-179,4417.13
81,-179,4428.79
82,-179,4439.19
83,-179,4448.31
84,-179,4456.16
85,-179,4462.74
86,-179,4468.04
87,-179,4472.07
88,-179,4474.82
89,-179,4476.29
90,-179,4476.48
91,-179,4475.4
92,-179,4473.04
93,-179,4469.41
94,-179,4464.5
95,-179,4458.31
96,-179,4450.85
97,-179,4442.12
98,-179,4432.11
99,-179,4420.84
100,-179,4408.3
101,-179,4394.5
102,-179,4379.43
103,-179,4363.1
104,-179,4345.52
105,-179,4326.68
106,-179,4306.59
107,-179,4285.25
108,-179,4262.67
109,-179,4238.85
110,-179,4213.8
111,-179,4187.51
112,-179,4160
113,-179,4131.27
114,-179,4101.32
115,-179,4070.16
116,-179,4037.8
117,-179,4004.24
118,-179,3969.48
119,-179,3933.55
120,-179,3896.43
121,-179,3858.14
122,-179,3818.68
123,-179,3778.07
124,-179,3736.31
125,-179,3693.41
126,-179,3649.38
127,-179,3604.22
128,-179,3557.95
129,-179,3510.58
130,-179,3462.1
131,-179,3412.55
132,-179,3361.91
133,-179,3310.22
134,-179,3257.47
135,-179,3203.67
136,-179,3148.85
137,-179,3093.01
138,-179,3036.16
139,-179,2978.31
140,-179,2919.48
141,-179,2859.69
142,-179,2798.94
143,-179,2737.25
144,-179,2674.63
145,-179,2611.1
146,-179,2546.67
147,-179,2481.36
148,-179,2415.18
149,-179,2348.16
150,-179,2280.29
151,-179,2211.61
152,-179,2142.13
153,-179,2071.86
154,-179,2000.83
155,-179,1929.04
156,-179,1856.53
157,-179,1783.31
158,-179,1709.39
159,-179,1634.8
160,-179,1559.55
161,-179,1483.67
162,-179,1407.18
163,-179,1330.09
164,-179,1252.43
165,-179,1174.22
166,-179,1095.48
167,-179,1016.23
168,-179,936.498
169,-179,856.301
170,-179,775.664
171,-179,694.61
172,-179,613.162
173,-179,531.343
174,-179,449.178
175,-179,366.69
176,-179,283.905
177,-179,200.847
178,-179,117.54
179,-179,34.0105
180,-179,-49.7168
-180,-178,-73.8429
-179,-178,-157.967
-178,-178,-242.416
-177,-178,-327.163
-176,-178,-412.18
-175,-178,-497.44
-174,-178,-582.915
-173,-178,-668.575
-172,-178,-754.393
-171,-178,-840.337
-170,-178,-926.379
-169,-178,-1012.49
-168,-178,-1098.64
-167,-178,-1184.79
-166,-178,-1270.92
-165,-178,-1356.99
-164,-178,-1442.98
-163,-178,-1528.85
-162,-178,-1614.57
-161,-178,-1700.1
-160,-178,-1785.42
-159,-178,-1870.5
-158,-178,-1955.29
-157,-178,-2039.77
-156,-178,-2123.91
-155,-178,-2207.67
-154,-178,-2291.02
-153,-178,-2373.92
-152,-178,-2456.35
-151,-178,-2538.27
-150,-178,-2619.65
-149,-178,-2700.45
-148,-178,-2780.64
-147,-178,-2860.19
-146,-178,-2939.07
-145,-178,-3017.24
-144,-178,-3094.67
-143,-178,-3171.34
-142,-178,-3247.2
-141,-178,-3322.22
-140,-178,-3396.38
-139,-178,-3469.64
-138,-178,-3541.97
-137,-178,-3613.34
-136,-178,-3683.72
-135,-178,-3753.08
-134,-178,-3821.39
-133,-178,-3888.61
-132,-178,-3954.73
-131,-178,-4019.71
-130,-178,-4083.52
-129,-178,-4146.14
-128,-178,-4207.53
-127,-178,-4267.68
-126,-178,-4326.54
-125,-178,-4384.11
-124,-178,-4440.35
-123,-178,-4495.23
-122,-178,-4548.74
-121,-178,-4600.85
-120,-178,-4651.53
-119,-178,-4700.76
-118,-178,-4748.52
-117,-178,-4794.79
-116,-178,-4839.55
-115,-178,-4882.78
-114,-178,-4924.45
-113,-178,-4964.56
-112,-178,-5003.07
-111,-178,-5039.98
-110,-178,-5075.26
-109,-178,-5108.9
-108,-178,-5140.89
-107,-178,-5171.21
-106,-178,-5199.84
-105,-178,-5226.78
-104,-178,-5252
-103,-178,-5275.51
-102,-178,-5297.28
-101,-178,-5317.31
-100,-178,-5335.59
-99,-178,-5352.11
-98,-178,-5366.87
-97,-178,-5379.85
-96,-178,-5391.04
-95,-178,-5400.46
-94,-178,-5408.08
-93,-178,-5413.91
-92,-178,-5417.94
-91,-178,-5420.18
-90,-178,-5420.61
-89,-178,-5419.25
-88,-178,-5416.09
-87,-178,-5411.13
-86,-178,-5404.37
-85,-178,-5395.83
-84,-178,-5385.49
-83,-178,-5373.37
-82,-178,-5359.48
-81,-178,-5343.81
-80,-178,-5326.37
-79,-178,-5307.18
-78,-178,-5286.25
-77,-178,-5263.57
-76,-178,-5239.17
-75,-178,-5213.05
-74,-178,-5185.22
-73,-178,-5155.71
-72,-178,-5124.51
-71,-178,-5091.65
-70,-178,-5057.14
-69,-178,-5021
-68,-178,-4983.24
-67,-178,-4943.88
-66,-178,-4902.94
-65,-178,-4860.43
-64,-178,-4816.38
-63,-178,-4770.81
-62,-178,-4723.73
-61,-178,-4675.17
-60,-178,-4625.14
-59,-178,-4573.68
-58,-178,-4520.8
-57,-178,-4466.53
-56,-178,-4410.9
-55,-178,-4353.91
-54,-178,-4295.62
-53,-178,-4236.03
-52,-178,-4175.17
-51,-178,-4113.07
-50,-178,-4049.77
-49,-178,-3985.28
-48,-178,-3919.63
-47,-178,-3852.86
-46,-178,-3784.99
-45,-178,-3716.05
-44,-178,-3646.07
-43,-178,-3575.09
-42,-178,-3503.12
-41,-178,-3430.21
-40,-178,-3356.38
-39,-178,-3281.67
-38,-178,-3206.1
-37,-178,-3129.71
-36,-178,-3052.53
-35,-178,-2974.6
-34,-178,-2895.94
-33,-178,-2816.58
-32,-178,-2736.57
-31,-178,-2655.93
-30,-178,-2574.7
-29,-178,-2492.9
-28,-178,-2410.58
-27,-178,-2327.76
-26,-178,-2244.48
-25,-178,-2160.77
-24,-178,-2076.66
-23,-178,-1992.19
-22,-178,-1907.39
-21,-178,-1822.29
-20,-178,-1736.93
-19,-178,-1651.34
-18,-178,-1565.55
-17,-178,-1479.58
-16,-178,-1393.49
-15,-178,-1307.29
-14,-178,-1221.01
-13,-178,-1134.7
-12,-178,-1048.38
-11,-178,-962.081
-10,-178,-875.834
-9,-178,-789.669
-8,-178,-703.617
-7,-178,-617.708
-6,-178,-531.97
-5,-178,-446.433
-4,-178,-361.126
-3,-178,-276.077
-2,-178,-191.314
-1,-178,-106.863
0,-178,-22.7529
1,-178,60.9906
2,-178,144.341
3,-178,227.273
4,-178,309.761
5,-178,391.78
6,-178,473.306
7,-178,554.316
8,-178,634.785
9,-178,714.691
10,-178,794.012
11,-178,872.725
12,-178,950.81
13,-178,1028.25
14,-178,1105.01
15,-178,1181.09
16,-178,1256.46
17,-178,1331.1
18,-178,1405
19,-178,1478.13
20,-178,1550.48
21,-178,1622.04
22,-178,1692.79
23,-178,1762.7
24,-178,1831.78
25,-178,1899.99
26,-178,1967.34
27,-178,2033.8
28,-178,2099.36
29,-178,2164.02
30,-178,2227.75
31,-178,2290.55
32,-178,2352.4
33,-178,2413.3
34,-178,2473.24
35,-178,2532.2
36,-178,2590.18
37,-178,2647.17
38,-178,2703.16
39,-178,2758.14
40,-178,2812.11
41,-178,2865.06
42,-178,2916.98
43,-178,2967.86
44,-178,3017.71
45,-178,3066.52
46,-178,3114.27
47,-178,3160.97
48,-178,3206.61
49,-178,3251.19
50,-178,3294.71
51,-178,3337.15
52,-178,3378.52
53,-178,3418.82
54,-178,3458.05
55,-178,3496.19
56,-178,3533.25
57,-178,3569.23
58,-178,3604.12
59,-178,3637.93
60,-178,3670.66
61,-178,3702.29
62,-178,3732.83
63,-178,3762.29
64,-178,3790.66
65,-178,3817.93
66,-178,3844.12
67,-178,3869.22
68,-178,3893.22
69,-178,3916.14
70,-178,3937.96
71,-178,3958.7
72,-178,3978.34
73,-178,3996.9
74,-178,4014.36
75,-178,4030.74
76,-178,4046.03
77,-178,4060.23
78,-178,4073.35
79,-178,4085.38
80,-178,4096.32
81,-178,4106.17
82,-178,4114.94
83,-178,4122.63
84,-178,4129.23
85,-178,4134.74
86,-178,4139.18
87,-178,4142.52
88,-178,4144.79
89,-178,4145.97
90,-178,4146.07
91,-178,4145.09
92,-178,4143.02
93,-178,4139.87
94,-178,4135.64
95,-178,4130.32
96,-178,4123.93
97,-178,4116.45
98,-178,4107.88
99,-178,4098.24
100,-178,4087.51
101,-178,4075.7
102,-178,4062.8
103,-178,4048.82
104,-178,4033.76
105,-178,4017.62
106,-178,4000.39
107,-178,3982.07
108,-178,3962.67
109,-178,3942.19
110,-178,3920.62
111,-178,3897.97
112,-178,3874.23
113,-178,3849.41
114,-178,3823.5
115,-178,3796.51
116,-178,3768.44
117,-178,3739.28
118,-178,3709.04
119,-178,3677.72
120,-178,3645.31
121,-178,3611.83
122,-178,3577.27
123,-178,3541.63
124,-178,3504.92
125,-178,3467.13
126,-178,3428.26
127,-178,3388.33
128,-178,3347.33
129,-178,3305.27
130,-178,3262.14
131,-178,3217.95
132,-178,3172.71
133,-178,3126.42
134,-178,3079.08
135,-178,3030.69
136,-178,2981.27
137,-178,2930.81
138,-178,2879.33
139,-178,2826.82
140,-178,2773.3
141,-178,2718.77
142,-178,2663.23
143,-178,2606.7
144,-178,2549.19
145,-178,2490.69
146,-178,2431.22
147,-178,2370.8
148,-178,2309.42
149,-178,2247.1
150,-178,2183.84
151,-178,2119.67
152,-178,2054.59
153,-178,1988.61
154,-178,1921.75
155,-178,1854.02
156,-178,1785.43
157,-178,1715.99
158,-178,1645.73
159,-178,1574.65
160,-178,1502.77
161,-178,1430.11
162,-178,1356.69
163,-178,1282.51
164,-178,1207.61
165,-178,1131.99
166,-178,1055.68
167,-178,978.689
168,-178,901.047
169,-178,822.77
170,-178,743.88
171,-178,664.396
172,-178,584.342
173,-178,503.74
174,-178,422.613
175,-178,340.983
176,-178,258.875
177,-178,176.314
178,-178,93.3234
179,-178,9.92924
180,-178,-73.8429
-180,-177,-97.9783
-179,-177,-182.414
-178,-177,-267.353
-177,-177,-352.766
-176,-177,-438.626
-175,-177,-524.901
-174,-177,-611.562
-173,-177,-698.577
-172,-177,-785.916
-171,-177,-873.545
-170,-177,-961.433
-169,-177,-1049.55
-168,-177,-1137.85
-167,-177,-1226.31
-166,-177,-1314.9
-165,-177,-1403.58
-164,-177,-1492.3
-163,-177,-1581.05
-162,-177,-1669.77
-161,-177,-1758.45
-160,-177,-1847.03
-159,-177,-1935.48
-158,-177,-2023.76
-157,-177,-2111.84
-156,-177,-2199.68
-155,-177,-2287.25
-154,-177,-2374.49
-153,-177,-2461.38
-152,-177,-2547.88
-151,-177,-2633.95
-150,-177,-2719.54
-149,-177,-2804.63
-148,-177,-2889.18
-147,-177,-2973.14
-146,-177,-3056.47
-145,-177,-3139.15
-144,-177,-3221.13
-143,-177,-3302.37
-142,-177,-3382.84
-141,-177,-3462.49
-140,-177,-3541.3
-139,-177,-3619.22
-138,-177,-3696.22
-137,-177,-3772.27
-136,-177,-3847.31
-135,-177,-3921.33
-134,-177,-3994.28
-133,-177,-4066.13
-132,-177,-4136.84
-131,-177,-4206.39
-130,-177,-4274.73
-129,-177,-4341.83
-128,-177,-4407.67
-127,-177,-4472.21
-126,-177,-4535.41
-125,-177,-4597.26
-124,-177,-4657.71
-123,-177,-4716.73
-122,-177,-4774.31
-121,-177,-4830.4
-120,-177,-4884.99
-119,-177,-4938.04
-118,-177,-4989.54
-117,-177,-5039.44
-116,-177,-5087.74
-115,-177,-5134.4
-114,-177,-5179.4
-113,-177,-5222.72
-112,-177,-5264.33
-111,-177,-5304.23
-110,-177,-5342.38
-109,-177,-5378.77
-108,-177,-5413.38
-107,-177,-5446.2
-106,-177,-5477.19
-105,-177,-5506.36
-104,-177,-5533.69
-103,-177,-5559.16
-102,-177,-5582.75
-101,-177,-5604.47
-100,-177,-5624.29
-99,-177,-5642.2
-98,-177,-5658.21
-97,-177,-5672.29
-96,-177,-5684.45
-95,-177,-5694.67
-94,-177,-5702.96
-93,-177,-5709.3
-92,-177,-5713.69
-91,-177,-5716.14
-90,-177,-5716.63
-89,-177,-5715.18
-88,-177,-5711.77
-87,-177,-5706.42
-86,-177,-5699.12
-85,-177,-5689.89
-84,-177,-5678.71
-83,-177,-5665.6
-82,-177,-5650.57
-81,-177,-5633.62
-80,-177,-5614.76
-79,-177,-5594
-78,-177,-5571.35
-77,-177,-5546.83
-76,-177,-5520.44
-75,-177,-5492.19
-74,-177,-5462.11
-73,-177,-5430.2
-72,-177,-5396.49
-71,-177,-5360.99
-70,-177,-5323.71
-69,-177,-5284.67
-68,-177,-5243.91
-67,-177,-5201.42
-66,-177,-5157.25
-65,-177,-5111.4
-64,-177,-5063.9
-63,-177,-5014.77
-62,-177,-4964.05
-61,-177,-4911.75
-60,-177,-4857.89
-59,-177,-4802.51
-58,-177,-4745.64
-57,-177,-4687.29
-56,-177,-4627.51
-55,-177,-4566.31
-54,-177,-4503.73
-53,-177,-4439.8
-52,-177,-4374.55
-51,-177,-4308.02
-50,-177,-4240.22
-49,-177,-4171.2
-48,-177,-4100.99
-47,-177,-4029.63
-46,-177,-3957.14
-45,-177,-3883.57
-44,-177,-3808.94
-43,-177,-3733.3
-42,-177,-3656.67
-41,-177,-3579.1
-40,-177,-3500.62
-39,-177,-3421.27
-38,-177,-3341.09
-37,-177,-3260.11
-36,-177,-3178.36
-35,-177,-3095.9
-34,-177,-3012.75
-33,-177,-2928.96
-32,-177,-2844.55
-31,-177,-2759.58
-30,-177,-2674.08
-29,-177,-2588.08
-28,-177,-2501.63
-27,-177,-2414.76
-26,-177,-2327.52
-25,-177,-2239.93
-24,-177,-2152.05
-23,-177,-2063.89
-22,-177,-1975.52
-21,-177,-1886.95
-20,-177,-1798.23
-19,-177,-1709.4
-18,-177,-1620.5
-17,-177,-1531.55
-16,-177,-1442.6
-15,-177,-1353.68
-14,-177,-1264.83
-13,-177,-1176.08
-12,-177,-1087.47
-11,-177,-999.035
-10,-177,-910.804
-9,-177,-822.814
-8,-177,-735.097
-7,-177,-647.685
-6,-177,-560.611
-5,-177,-473.907
-4,-177,-387.603
-3,-177,-301.729
-2,-177,-216.315
-1,-177,-131.391
0,-177,-46.9842
1,-177,36.8769
2,-177,120.165
3,-177,202.854
4,-177,284.918
5,-177,366.332
6,-177,447.072
