Phi[deg],Theta[deg],re(rETheta)[mV]
-180,-180,7.50222
-179,-180,-70.1304
-178,-180,-147.742
-177,-180,-225.308
-176,-180,-302.806
-175,-180,-380.211
-174,-180,-457.501
-173,-180,-534.651
-172,-180,-611.638
-171,-180,-688.439
-170,-180,-765.031
-169,-180,-841.389
-168,-180,-917.491
-167,-180,-993.313
-166,-180,-1068.83
-165,-180,-1144.03
-164,-180,-1218.87
-163,-180,-1293.35
-162,-180,-1367.43
-161,-180,-1441.09
-160,-180,-1514.32
-159,-180,-1587.08
-158,-180,-1659.36
-157,-180,-1731.14
-156,-180,-1802.39
-155,-180,-1873.08
-154,-180,-1943.21
-153,-180,-2012.75
-152,-180,-2081.67
-151,-180,-2149.96
-150,-180,-2217.59
-149,-180,-2284.55
-148,-180,-2350.82
-147,-180,-2416.36
-146,-180,-2481.17
-145,-180,-2545.23
-144,-180,-2608.51
-143,-180,-2670.99
-142,-180,-2732.66
-141,-180,-2793.5
-140,-180,-2853.49
-139,-180,-2912.61
-138,-180,-2970.84
-137,-180,-3028.17
-136,-180,-3084.57
-135,-180,-3140.03
-134,-180,-3194.54
-133,-180,-3248.08
-132,-180,-3300.62
-131,-180,-3352.16
-130,-180,-3402.68
-129,-180,-3452.17
-128,-180,-3500.6
-127,-180,-3547.96
-126,-180,-3594.25
-125,-180,-3639.43
-124,-180,-3683.52
-123,-180,-3726.47
-122,-180,-3768.3
-121,-180,-3808.97
-120,-180,-3848.49
-119,-180,-3886.83
-118,-180,-3923.99
-117,-180,-3959.95
-116,-180,-3994.71
-115,-180,-4028.25
-114,-180,-4060.57
-113,-180,-4091.64
-112,-180,-4121.47
-111,-180,-4150.05
-110,-180,-4177.36
-109,-180,-4203.4
-108,-180,-4228.15
-107,-180,-4251.62
-106,-180,-4273.8
-105,-180,-4294.67
-104,-180,-4314.24
-103,-180,-4332.49
-102,-180,-4349.42
-101,-180,-4365.03
-100,-180,-4379.3
-99,-180,-4392.24
-98,-180,-4403.85
-97,-180,-4414.11
-96,-180,-4423.03
-95,-180,-4430.6
-94,-180,-4436.82
-93,-180,-4441.69
-92,-180,-4445.21
-91,-180,-4447.37
-90,-180,-4448.18
-89,-180,-4447.64
-88,-180,-4445.73
-87,-180,-4442.48
-86,-180,-4437.87
-85,-180,-4431.91
-84,-180,-4424.6
-83,-180,-4415.94
-82,-180,-4405.94
-81,-180,-4394.59
-80,-180,-4381.91
-79,-180,-4367.89
-78,-180,-4352.54
-77,-180,-4335.86
-76,-180,-4317.87
-75,-180,-4298.56
-74,-180,-4277.94
-73,-180,-4256.01
-72,-180,-4232.79
-71,-180,-4208.28
-70,-180,-4182.49
-69,-180,-4155.42
-68,-180,-4127.09
-67,-180,-4097.5
-66,-180,-4066.67
-65,-180,-4034.59
-64,-180,-4001.29
-63,-180,-3966.77
-62,-180,-3931.03
-61,-180,-3894.11
-60,-180,-3855.99
-59,-180,-3816.7
-58,-180,-3776.25
-57,-180,-3734.65
-56,-180,-3691.91
-55,-180,-3648.04
-54,-180,-3603.06
-53,-180,-3556.99
-52,-180,-3509.83
-51,-180,-3461.61
-50,-180,-3412.33
-49,-180,-3362.01
-48,-180,-3310.66
-47,-180,-3258.31
-46,-180,-3204.97
-45,-180,-3150.64
-44,-180,-3095.36
-43,-180,-3039.14
-42,-180,-2981.99
-41,-180,-2923.93
-40,-180,-2864.98
-39,-180,-2805.16
-38,-180,-2744.49
-37,-180,-2682.97
-36,-180,-2620.65
-35,-180,-2557.52
-34,-180,-2493.61
-33,-180,-2428.95
-32,-180,-2363.54
-31,-180,-2297.41
-30,-180,-2230.59
-29,-180,-2163.08
-28,-180,-2094.92
-27,-180,-2026.12
-26,-180,-1956.7
-25,-180,-1886.68
-24,-180,-1816.09
-23,-180,-1744.95
-22,-180,-1673.27
-21,-180,-1601.09
-20,-180,-1528.42
-19,-180,-1455.28
-18,-180,-1381.7
-17,-180,-1307.7
-16,-180,-1233.3
-15,-180,-1158.52
-14,-180,-1083.39
-13,-180,-1007.93
-12,-180,-932.167
-11,-180,-856.118
-10,-180,-779.807
-9,-180,-703.259
-8,-180,-626.497
-7,-180,-549.543
-6,-180,-472.423
-5,-180,-395.158
-4,-180,-317.773
-3,-180,-240.292
-2,-180,-162.737
-1,-180,-85.1326
0,-180,-7.50222
1,-180,70.1304
2,-180,147.742
3,-180,225.308
4,-180,302.806
5,-180,380.211
6,-180,457.501
7,-180,534.651
8,-180,611.638
9,-180,688.439
10,-180,765.031
11,-180,841.389
12,-180,917.491
13,-180,993.313
14,-180,1068.83
15,-180,1144.03
16,-180,1218.87
17,-180,1293.35
18,-180,1367.43
19,-180,1441.09
20,-180,1514.32
21,-180,1587.08
22,-180,1659.36
23,-180,1731.14
24,-180,1802.39
25,-180,1873.08
26,-180,1943.21
27,-180,2012.75
28,-180,2081.67
29,-180,2149.96
30,-180,2217.59
31,-180,2284.55
32,-180,2350.82
33,-180,2416.36
34,-180,2481.17
35,-180,2545.23
36,-180,2608.51
37,-180,2670.99
38,-180,2732.66
39,-180,2793.5
40,-180,2853.49
41,-180,2912.61
42,-180,2970.84
43,-180,3028.17
44,-180,3084.57
45,-180,3140.03
46,-180,3194.54
47,-180,3248.08
48,-180,3300.62
49,-180,3352.16
50,-180,3402.68
51,-180,3452.17
52,-180,3500.6
53,-180,3547.96
54,-180,3594.25
55,-180,3639.43
56,-180,3683.52
57,-180,3726.47
58,-180,3768.3
59,-180,3808.97
60,-180,3848.49
61,-180,3886.83
62,-180,3923.99
63,-180,3959.95
64,-180,3994.71
65,-180,4028.25
66,-180,4060.57
67,-180,4091.64
68,-180,4121.47
69,-180,4150.05
70,-180,4177.36
71,-180,4203.4
72,-180,4228.15
73,-180,4251.62
74,-180,4273.8
75,-180,4294.67
76,-180,4314.24
77,-180,4332.49
78,-180,4349.42
79,-180,4365.03
80,-180,4379.3
81,-180,4392.24
82,-180,4403.85
83,-180,4414.11
84,-180,4423.03
85,-180,4430.6
86,-180,4436.82
87,-180,4441.69
88,-180,4445.21
89,-180,4447.37
90,-180,4448.18
91,-180,4447.64
92,-180,4445.73
93,-180,4442.48
94,-180,4437.87
95,-180,4431.91
96,-180,4424.6
97,-180,4415.94
98,-180,4405.94
99,-180,4394.59
100,-180,4381.91
101,-180,4367.89
102,-180,4352.54
103,-180,4335.86
104,-180,4317.87
105,-180,4298.56
106,-180,4277.94
107,-180,4256.01
108,-180,4232.79
109,-180,4208.28
110,-180,4182.49
111,-180,4155.42
112,-180,4127.09
113,-180,4097.5
114,-180,4066.67
115,-180,4034.59
116,-180,4001.29
117,-180,3966.77
118,-180,3931.03
119,-180,3894.11
120,-180,3855.99
121,-180,3816.7
122,-180,3776.25
123,-180,3734.65
124,-180,3691.91
125,-180,3648.04
126,-180,3603.06
127,-180,3556.99
128,-180,3509.83
129,-180,3461.61
130,-180,3412.33
131,-180,3362.01
132,-180,3310.66
133,-180,3258.31
134,-180,3204.97
135,-180,3150.64
136,-180,3095.36
137,-180,3039.14
138,-180,2981.99
139,-180,2923.93
140,-180,2864.98
141,-180,2805.16
142,-180,2744.49
143,-180,2682.97
144,-180,2620.65
145,-180,2557.52
146,-180,2493.61
147,-180,2428.95
148,-180,2363.54
149,-180,2297.41
150,-180,2230.59
151,-180,2163.08
152,-180,2094.92
153,-180,2026.12
154,-180,1956.7
155,-180,1886.68
156,-180,1816.09
157,-180,1744.95
158,-180,1673.27
159,-180,1601.09
160,-180,1528.42
161,-180,1455.28
162,-180,1381.7
163,-180,1307.7
164,-180,1233.3
165,-180,1158.52
166,-180,1083.39
167,-180,1007.93
168,-180,932.167
169,-180,856.118
170,-180,779.807
171,-180,703.259
172,-180,626.497
173,-180,549.543
174,-180,472.423
175,-180,395.158
176,-180,317.773
177,-180,240.292
178,-180,162.737
179,-180,85.1326
180,-180,7.50222
-180,-179,-52.6642
-179,-179,-130.175
-178,-179,-207.519
-177,-179,-284.673
-176,-179,-361.615
-175,-179,-438.32
-174,-179,-514.766
-173,-179,-590.931
-172,-179,-666.791
-171,-179,-742.324
-170,-179,-817.509
-169,-179,-892.323
-168,-179,-966.745
-167,-179,-1040.75
-166,-179,-1114.33
-165,-179,-1187.45
-164,-179,-1260.09
-163,-179,-1332.24
-162,-179,-1403.87
-161,-179,-1474.96
-160,-179,-1545.5
-159,-179,-1615.46
-158,-179,-1684.83
-157,-179,-1753.59
-156,-179,-1821.72
-155,-179,-1889.2
-154,-179,-1956.01
-153,-179,-2022.14
-152,-179,-2087.57
-151,-179,-2152.28
-150,-179,-2216.25
-149,-179,-2279.48
-148,-179,-2341.94
-147,-179,-2403.61
-146,-179,-2464.49
-145,-179,-2524.56
-144,-179,-2583.8
-143,-179,-2642.2
-142,-179,-2699.74
-141,-179,-2756.41
-140,-179,-2812.2
-139,-179,-2867.09
-138,-179,-2921.08
-137,-179,-2974.14
-136,-179,-3026.27
-135,-179,-3077.45
-134,-179,-3127.67
-133,-179,-3176.93
-132,-179,-3225.21
-131,-179,-3272.49
-130,-179,-3318.77
-129,-179,-3364.05
-128,-179,-3408.3
-127,-179,-3451.51
-126,-179,-3493.69
-125,-179,-3534.82
-124,-179,-3574.89
-123,-179,-3613.9
-122,-179,-3651.83
-121,-179,-3688.67
-120,-179,-3724.43
-119,-179,-3759.09
-118,-179,-3792.64
-117,-179,-3825.08
-116,-179,-3856.4
-115,-179,-3886.6
-114,-179,-3915.66
-113,-179,-3943.59
-112,-179,-3970.38
-111,-179,-3996.02
-110,-179,-4020.5
-109,-179,-4043.83
-108,-179,-4066
-107,-179,-4087
-106,-179,-4106.83
-105,-179,-4125.49
-104,-179,-4142.96
-103,-179,-4159.26
-102,-179,-4174.37
-101,-179,-4188.3
-100,-179,-4201.03
-99,-179,-4212.57
-98,-179,-4222.92
-97,-179,-4232.07
-96,-179,-4240.03
-95,-179,-4246.78
-94,-179,-4252.33
-93,-179,-4256.68
-92,-179,-4259.83
-91,-179,-4261.77
-90,-179,-4262.51
-89,-179,-4262.05
-88,-179,-4260.38
-87,-179,-4257.51
-86,-179,-4253.43
-85,-179,-4248.16
-84,-179,-4241.68
-83,-179,-4234
-82,-179,-4225.12
-81,-179,-4215.04
-80,-179,-4203.77
-79,-179,-4191.31
-78,-179,-4177.66
-77,-179,-4162.81
-76,-179,-4146.79
-75,-179,-4129.58
-74,-179,-4111.19
-73,-179,-4091.62
-72,-179,-4070.88
-71,-179,-4048.98
-70,-179,-4025.91
-69,-179,-4001.68
-68,-179,-3976.3
-67,-179,-3949.77
-66,-179,-3922.09
-65,-179,-3893.28
-64,-179,-3863.33
-63,-179,-3832.26
-62,-179,-3800.06
-61,-179,-3766.75
-60,-179,-3732.33
-59,-179,-3696.82
-58,-179,-3660.21
-57,-179,-3622.51
-56,-179,-3583.73
-55,-179,-3543.89
-54,-179,-3502.99
-53,-179,-3461.03
-52,-179,-3418.03
-51,-179,-3373.99
-50,-179,-3328.93
-49,-179,-3282.86
-48,-179,-3235.78
-47,-179,-3187.7
-46,-179,-3138.64
-45,-179,-3088.61
-44,-179,-3037.62
-43,-179,-2985.68
-42,-179,-2932.8
-41,-179,-2878.99
-40,-179,-2824.27
-39,-179,-2768.65
-38,-179,-2712.14
-37,-179,-2654.76
-36,-179,-2596.52
-35,-179,-2537.43
-34,-179,-2477.51
-33,-179,-2416.78
-32,-179,-2355.24
-31,-179,-2292.91
-30,-179,-2229.82
-29,-179,-2165.97
-28,-179,-2101.37
-27,-179,-2036.06
-26,-179,-1970.04
-25,-179,-1903.33
-24,-179,-1835.95
-23,-179,-1767.91
-22,-179,-1699.24
-21,-179,-1629.96
-20,-179,-1560.07
-19,-179,-1489.6
-18,-179,-1418.58
-17,-179,-1347.01
-16,-179,-1274.92
-15,-179,-1202.32
-14,-179,-1129.25
-13,-179,-1055.72
-12,-179,-981.741
-11,-179,-907.347
-10,-179,-832.557
-9,-179,-757.39
-8,-179,-681.869
-7,-179,-606.015
-6,-179,-529.852
-5,-179,-453.402
-4,-179,-376.687
-3,-179,-299.731
-2,-179,-222.556
-1,-179,-145.187
0,-179,-67.6457
1,-179,10.043
2,-179,87.8554
3,-179,165.768
4,-179,243.755
5,-179,321.793
6,-179,399.858
7,-179,477.924
8,-179,555.968
9,-179,633.963
10,-179,711.885
11,-179,789.708
12,-179,867.408
13,-179,944.959
14,-179,1022.34
15,-179,1099.51
16,-179,1176.46
17,-179,1253.17
18,-179,1329.59
19,-179,1405.71
20,-179,1481.51
21,-179,1556.95
22,-179,1632.01
23,-179,1706.67
24,-179,1780.9
25,-179,1854.67
26,-179,1927.96
27,-179,2000.75
28,-179,2073
29,-179,2144.7
30,-179,2215.82
31,-179,2286.32
32,-179,2356.2
33,-179,2425.42
34,-179,2493.97
35,-179,2561.8
36,-179,2628.91
37,-179,2695.26
38,-179,2760.84
39,-179,2825.61
40,-179,2889.57
41,-179,2952.67
42,-179,3014.91
43,-179,3076.25
44,-179,3136.68
45,-179,3196.17
46,-179,3254.7
47,-179,3312.25
48,-179,3368.8
49,-179,3424.32
50,-179,3478.81
51,-179,3532.23
52,-179,3584.57
53,-179,3635.8
54,-179,3685.91
55,-179,3734.89
56,-179,3782.7
57,-179,3829.34
58,-179,3874.78
59,-179,3919.02
60,-179,3962.02
61,-179,4003.78
62,-179,4044.28
63,-179,4083.51
64,-179,4121.45
65,-179,4158.08
66,-179,4193.39
67,-179,4227.37
68,-179,4260.01
69,-179,4291.29
70,-179,4321.2
71,-179,4349.73
72,-179,4376.87
73,-179,4402.61
74,-179,4426.94
75,-179,4449.84
76,-179,4471.32
77,-179,4491.35
78,-179,4509.95
79,-179,4527.09
80,-179,4542.77
81,-179,4556.98
82,-179,4569.73
83,-179,4580.99
84,-179,4590.78
85,-179,4599.09
86,-179,4605.91
87,-179,4611.24
88,-179,4615.08
89,-179,4617.42
90,-179,4618.27
91,-179,4617.63
92,-179,4615.5
93,-179,4611.87
94,-179,4606.75
95,-179,4600.14
96,-179,4592.04
97,-179,4582.46
98,-179,4571.4
99,-179,4558.87
100,-179,4544.86
101,-179,4529.39
102,-179,4512.46
103,-179,4494.08
104,-179,4474.25
105,-179,4452.98
106,-179,4430.29
107,-179,4406.17
108,-179,4380.64
109,-179,4353.71
110,-179,4325.39
111,-179,4295.69
112,-179,4264.61
113,-179,4232.19
114,-179,4198.41
115,-179,4163.31
116,-179,4126.88
117,-179,4089.15
118,-179,4050.13
119,-179,4009.84
120,-179,3968.28
121,-179,3925.49
122,-179,3881.46
123,-179,3836.22
124,-179,3789.78
125,-179,3742.17
126,-179,3693.4
127,-179,3643.49
128,-179,3592.45
129,-179,3540.32
130,-179,3487.09
131,-179,3432.81
132,-179,3377.48
133,-179,3321.12
134,-179,3263.76
135,-179,3205.43
136,-179,3146.13
137,-179,3085.89
138,-179,3024.73
139,-179,2962.68
140,-179,2899.76
141,-179,2835.99
142,-179,2771.4
143,-179,2706
144,-179,2639.82
145,-179,2572.89
146,-179,2505.22
147,-179,2436.85
148,-179,2367.79
149,-179,2298.08
150,-179,2227.73
151,-179,2156.77
152,-179,2085.23
153,-179,2013.13
154,-179,1940.49
155,-179,1867.34
156,-179,1793.71
157,-179,1719.62
158,-179,1645.1
159,-179,1570.17
160,-179,1494.85
161,-179,1419.18
162,-179,1343.18
163,-179,1266.87
164,-179,1190.28
165,-179,1113.44
166,-179,1036.36
167,-179,959.086
168,-179,881.629
169,-179,804.019
170,-179,726.28
171,-179,648.439
172,-179,570.52
173,-179,492.548
174,-179,414.548
175,-179,336.544
176,-179,258.562
177,-179,180.626
178,-179,102.76
179,-179,24.9886
180,-179,-52.6642
-180,-178,-112.81
-179,-178,-190.132
-178,-178,-267.144
-177,-178,-343.821
-176,-178,-420.14
-175,-178,-496.077
-174,-178,-571.612
-173,-178,-646.72
-172,-178,-721.381
-171,-178,-795.572
-170,-178,-869.273
-169,-178,-942.463
-168,-178,-1015.12
-167,-178,-1087.23
-166,-178,-1158.77
-165,-178,-1229.72
-164,-178,-1300.06
-163,-178,-1369.77
-162,-178,-1438.85
-161,-178,-1507.26
-160,-178,-1574.99
-159,-178,-1642.03
-158,-178,-1708.37
-157,-178,-1773.97
-156,-178,-1838.84
-155,-178,-1902.96
-154,-178,-1966.3
-153,-178,-2028.87
-152,-178,-2090.64
-151,-178,-2151.6
-150,-178,-2211.74
-149,-178,-2271.05
-148,-178,-2329.52
-147,-178,-2387.14
-146,-178,-2443.89
-145,-178,-2499.76
-144,-178,-2554.75
-143,-178,-2608.84
-142,-178,-2662.04
-141,-178,-2714.32
-140,-178,-2765.68
-139,-178,-2816.11
-138,-178,-2865.61
-137,-178,-2914.16
-136,-178,-2961.76
-135,-178,-3008.41
-134,-178,-3054.1
-133,-178,-3098.82
-132,-178,-3142.57
-131,-178,-3185.33
-130,-178,-3227.12
-129,-178,-3267.91
-128,-178,-3307.71
-127,-178,-3346.52
-126,-178,-3384.32
-125,-178,-3421.12
-124,-178,-3456.92
-123,-178,-3491.7
-122,-178,-3525.47
-121,-178,-3558.22
-120,-178,-3589.96
-119,-178,-3620.67
-118,-178,-3650.36
-117,-178,-3679.02
-116,-178,-3706.66
-115,-178,-3733.27
-114,-178,-3758.85
-113,-178,-3783.4
-112,-178,-3806.91
-111,-178,-3829.39
-110,-178,-3850.84
-109,-178,-3871.25
-108,-178,-3890.62
-107,-178,-3908.95
-106,-178,-3926.25
-105,-178,-3942.51
-104,-178,-3957.73
-103,-178,-3971.91
-102,-178,-3985.05
-101,-178,-3997.15
-100,-178,-4008.21
-99,-178,-4018.23
-98,-178,-4027.21
-97,-178,-4035.14
-96,-178,-4042.04
-95,-178,-4047.89
-94,-178,-4052.7
-93,-178,-4056.48
-92,-178,-4059.2
-91,-178,-4060.89
-90,-178,-4061.54
-89,-178,-4061.14
-88,-178,-4059.7
-87,-178,-4057.23
-86,-178,-4053.7
-85,-178,-4049.14
-84,-178,-4043.54
-83,-178,-4036.89
-82,-178,-4029.21
-81,-178,-4020.48
-80,-178,-4010.71
-79,-178,-3999.9
-78,-178,-3988.05
-77,-178,-3975.16
-76,-178,-3961.23
-75,-178,-3946.26
-74,-178,-3930.25
-73,-178,-3913.2
-72,-178,-3895.12
-71,-178,-3875.99
-70,-178,-3855.83
-69,-178,-3834.63
-68,-178,-3812.4
-67,-178,-3789.14
-66,-178,-3764.84
-65,-178,-3739.51
-64,-178,-3713.14
-63,-178,-3685.75
-62,-178,-3657.33
-61,-178,-3627.89
-60,-178,-3597.42
-59,-178,-3565.92
-58,-178,-3533.41
-57,-178,-3499.88
-56,-178,-3465.34
-55,-178,-3429.78
-54,-178,-3393.21
-53,-178,-3355.64
-52,-178,-3317.07
-51,-178,-3277.49
-50,-178,-3236.92
-49,-178,-3195.37
-48,-178,-3152.82
-47,-178,-3109.29
-46,-178,-3064.79
-45,-178,-3019.32
-44,-178,-2972.88
-43,-178,-2925.48
-42,-178,-2877.13
-41,-178,-2827.83
-40,-178,-2777.59
-39,-178,-2726.43
-38,-178,-2674.33
-37,-178,-2621.32
-36,-178,-2567.41
-35,-178,-2512.59
-34,-178,-2456.89
-33,-178,-2400.3
-32,-178,-2342.84
-31,-178,-2284.53
-30,-178,-2225.37
-29,-178,-2165.37
-28,-178,-2104.54
-27,-178,-2042.9
-26,-178,-1980.46
-25,-178,-1917.23
-24,-178,-1853.23
-23,-178,-1788.46
-22,-178,-1722.95
-21,-178,-1656.71
-20,-178,-1589.76
-19,-178,-1522.1
-18,-178,-1453.76
-17,-178,-1384.75
-16,-178,-1315.09
-15,-178,-1244.8
-14,-178,-1173.89
-13,-178,-1102.38
-12,-178,-1030.3
-11,-178,-957.663
-10,-178,-884.484
-9,-178,-810.787
-8,-178,-736.592
-7,-178,-661.92
-6,-178,-586.793
-5,-178,-511.233
-4,-178,-435.261
-3,-178,-358.901
-2,-178,-282.176
-1,-178,-205.109
0,-178,-127.723
1,-178,-50.0444
2,-178,27.9039
3,-178,106.096
4,-178,184.508
5,-178,263.113
6,-178,341.885
7,-178,420.799
8,-178,499.828
9,-178,578.944
10,-178,658.122
11,-178,737.333
12,-178,816.549
13,-178,895.745
14,-178,974.89
15,-178,1053.96
16,-178,1132.92
17,-178,1211.74
18,-178,1290.41
19,-178,1368.88
20,-178,1447.12
21,-178,1525.12
22,-178,1602.84
23,-178,1680.25
24,-178,1757.31
25,-178,1834.02
26,-178,1910.32
27,-178,1986.2
28,-178,2061.62
29,-178,2136.55
30,-178,2210.98
31,-178,2284.85
32,-178,2358.15
33,-178,2430.85
34,-178,2502.92
35,-178,2574.33
36,-178,2645.05
37,-178,2715.05
38,-178,2784.31
39,-178,2852.79
40,-178,2920.46
41,-178,2987.31
42,-178,3053.3
43,-178,3118.41
44,-178,3182.6
45,-178,3245.85
46,-178,3308.14
47,-178,3369.44
48,-178,3429.72
49,-178,3488.96
50,-178,3547.13
51,-178,3604.21
52,-178,3660.17
53,-178,3715
54,-178,3768.66
55,-178,3821.13
56,-178,3872.4
57,-178,3922.43
58,-178,3971.21
59,-178,4018.72
60,-178,4064.94
61,-178,4109.85
62,-178,4153.42
63,-178,4195.64
64,-178,4236.49
65,-178,4275.95
66,-178,4314.01
67,-178,4350.64
68,-178,4385.84
69,-178,4419.59
70,-178,4451.87
71,-178,4482.67
72,-178,4511.97
73,-178,4539.77
74,-178,4566.05
75,-178,4590.79
76,-178,4614
77,-178,4635.65
78,-178,4655.74
79,-178,4674.26
80,-178,4691.2
81,-178,4706.56
82,-178,4720.33
83,-178,4732.49
84,-178,4743.06
85,-178,4752.01
86,-178,4759.35
87,-178,4765.08
88,-178,4769.19
89,-178,4771.68
90,-178,4772.55
91,-178,4771.8
92,-178,4769.43
93,-178,4765.44
94,-178,4759.83
95,-178,4752.61
96,-178,4743.78
97,-178,4733.34
98,-178,4721.3
99,-178,4707.66
100,-178,4692.43
101,-178,4675.61
102,-178,4657.22
103,-178,4637.26
104,-178,4615.74
105,-178,4592.67
106,-178,4568.06
107,-178,4541.93
108,-178,4514.27
109,-178,4485.11
110,-178,4454.46
111,-178,4422.33
112,-178,4388.74
113,-178,4353.69
114,-178,4317.21
115,-178,4279.31
116,-178,4240.01
117,-178,4199.33
118,-178,4157.28
119,-178,4113.88
120,-178,4069.15
121,-178,4023.11
122,-178,3975.78
123,-178,3927.18
124,-178,3877.33
125,-178,3826.25
126,-178,3773.97
127,-178,3720.5
128,-178,3665.87
129,-178,3610.11
130,-178,3553.23
131,-178,3495.26
132,-178,3436.23
133,-178,3376.15
134,-178,3315.06
135,-178,3252.98
136,-178,3189.94
137,-178,3125.96
138,-178,3061.07
139,-178,2995.29
140,-178,2928.66
141,-178,2861.19
142,-178,2792.93
143,-178,2723.89
144,-178,2654.11
145,-178,2583.6
146,-178,2512.41
147,-178,2440.55
148,-178,2368.07
149,-178,2294.98
150,-178,2221.31
151,-178,2147.1
152,-178,2072.37
153,-178,1997.15
154,-178,1921.48
155,-178,1845.38
156,-178,1768.87
157,-178,1692
158,-178,1614.78
159,-178,1537.25
160,-178,1459.44
161,-178,1381.37
162,-178,1303.08
163,-178,1224.59
164,-178,1145.93
165,-178,1067.13
166,-178,988.219
167,-178,909.226
168,-178,830.178
169,-178,751.102
170,-178,672.027
171,-178,592.98
172,-178,513.987
173,-178,435.076
174,-178,356.273
175,-178,277.605
176,-178,199.098
177,-178,120.778
178,-178,42.6696
179,-178,-35.2013
180,-178,-112.81
-180,-177,-172.892
-179,-177,-249.961
-178,-177,-326.574
-177,-177,-402.707
-176,-177,-478.338
-175,-177,-553.441
-174,-177,-627.995
-173,-177,-701.977
-172,-177,-775.366
-171,-177,-848.141
-170,-177,-920.281
-169,-177,-991.768
-168,-177,-1062.58
-167,-177,-1132.7
-166,-177,-1202.11
-165,-177,-1270.8
-164,-177,-1338.74
-163,-177,-1405.92
-162,-177,-1472.33
-161,-177,-1537.94
-160,-177,-1602.76
-159,-177,-1666.75
-158,-177,-1729.92
-157,-177,-1792.24
-156,-177,-1853.71
-155,-177,-1914.32
-154,-177,-1974.05
-153,-177,-2032.89
-152,-177,-2090.84
-151,-177,-2147.89
-150,-177,-2204.02
-149,-177,-2259.24
-148,-177,-2313.53
-147,-177,-2366.89
-146,-177,-2419.32
-145,-177,-2470.8
-144,-177,-2521.33
-143,-177,-2570.91
-142,-177,-2619.53
-141,-177,-2667.2
-140,-177,-2713.91
-139,-177,-2759.65
-138,-177,-2804.42
-137,-177,-2848.23
-136,-177,-2891.07
-135,-177,-2932.94
-134,-177,-2973.84
-133,-177,-3013.77
-132,-177,-3052.73
-131,-177,-3090.73
-130,-177,-3127.75
-129,-177,-3163.82
-128,-177,-3198.91
-127,-177,-3233.04
-126,-177,-3266.22
-125,-177,-3298.43
-124,-177,-3329.69
-123,-177,-3359.99
-122,-177,-3389.34
-121,-177,-3417.75
-120,-177,-3445.21
-119,-177,-3471.73
-118,-177,-3497.31
-117,-177,-3521.95
-116,-177,-3545.66
-115,-177,-3568.45
-114,-177,-3590.31
-113,-177,-3611.25
-112,-177,-3631.27
-111,-177,-3650.38
-110,-177,-3668.58
-109,-177,-3685.86
-108,-177,-3702.25
-107,-177,-3717.73
-106,-177,-3732.32
-105,-177,-3746.01
-104,-177,-3758.81
-103,-177,-3770.71
-102,-177,-3781.74
-101,-177,-3791.87
-100,-177,-3801.13
-99,-177,-3809.51
-98,-177,-3817
-97,-177,-3823.63
-96,-177,-3829.38
-95,-177,-3834.25
-94,-177,-3838.26
-93,-177,-3841.39
-92,-177,-3843.65
-91,-177,-3845.05
-90,-177,-3845.58
-89,-177,-3845.23
-88,-177,-3844.02
-87,-177,-3841.94
-86,-177,-3838.99
-85,-177,-3835.18
-84,-177,-3830.49
-83,-177,-3824.93
-82,-177,-3818.49
-81,-177,-3811.18
-80,-177,-3803
-79,-177,-3793.94
-78,-177,-3784
-77,-177,-3773.17
-76,-177,-3761.46
-75,-177,-3748.86
-74,-177,-3735.38
-73,-177,-3721
-72,-177,-3705.72
-71,-177,-3689.55
-70,-177,-3672.47
-69,-177,-3654.49
-68,-177,-3635.6
-67,-177,-3615.8
-66,-177,-3595.08
-65,-177,-3573.45
-64,-177,-3550.89
-63,-177,-3527.41
-62,-177,-3502.99
-61,-177,-3477.65
-60,-177,-3451.36
-59,-177,-3424.14
-58,-177,-3395.98
-57,-177,-3366.87
-56,-177,-3336.81
-55,-177,-3305.79
-54,-177,-3273.83
-53,-177,-3240.9
-52,-177,-3207.02
-51,-177,-3172.17
-50,-177,-3136.36
-49,-177,-3099.58
-48,-177,-3061.83
-47,-177,-3023.12
-46,-177,-2983.44
-45,-177,-2942.78
-44,-177,-2901.15
-43,-177,-2858.56
-42,-177,-2814.99
-41,-177,-2770.45
-40,-177,-2724.95
-39,-177,-2678.48
-38,-177,-2631.04
-37,-177,-2582.64
-36,-177,-2533.28
-35,-177,-2482.96
-34,-177,-2431.7
-33,-177,-2379.48
-32,-177,-2326.32
-31,-177,-2272.23
-30,-177,-2217.2
-29,-177,-2161.25
-28,-177,-2104.38
-27,-177,-2046.6
-26,-177,-1987.92
-25,-177,-1928.34
-24,-177,-1867.89
-23,-177,-1806.56
-22,-177,-1744.36
-21,-177,-1681.32
-20,-177,-1617.44
-19,-177,-1552.73
-18,-177,-1487.21
-17,-177,-1420.88
-16,-177,-1353.78
-15,-177,-1285.9
-14,-177,-1217.27
-13,-177,-1147.9
-12,-177,-1077.81
-11,-177,-1007.02
-10,-177,-935.551
-9,-177,-863.412
-8,-177,-790.628
-7,-177,-717.219
-6,-177,-643.206
-5,-177,-568.611
-4,-177,-493.455
-3,-177,-417.762
-2,-177,-341.554
-1,-177,-264.856
0,-177,-187.693
1,-177,-110.088
2,-177,-32.0689
3,-177,46.3397
4,-177,125.111
5,-177,204.217
6,-177,283.631
7,-177,363.325
8,-177,443.269
