Phi[deg],Theta[deg],re(rEPhi)[mV]
-180,-180,4448.18
-179,-180,4447.64
-178,-180,4445.73
-177,-180,4442.48
-176,-180,4437.87
-175,-180,4431.91
-174,-180,4424.6
-173,-180,4415.94
-172,-180,4405.94
-171,-180,4394.59
-170,-180,4381.91
-169,-180,4367.89
-168,-180,4352.54
-167,-180,4335.86
-166,-180,4317.87
-165,-180,4298.56
-164,-180,4277.94
-163,-180,4256.01
-162,-180,4232.79
-161,-180,4208.28
-160,-180,4182.49
-159,-180,4155.42
-158,-180,4127.09
-157,-180,4097.5
-156,-180,4066.67
-155,-180,4034.59
-154,-180,4001.29
-153,-180,3966.77
-152,-180,3931.03
-151,-180,3894.11
-150,-180,3855.99
-149,-180,3816.7
-148,-180,3776.25
-147,-180,3734.65
-146,-180,3691.91
-145,-180,3648.04
-144,-180,3603.06
-143,-180,3556.99
-142,-180,3509.83
-141,-180,3461.61
-140,-180,3412.33
-139,-180,3362.01
-138,-180,3310.66
-137,-180,3258.31
-136,-180,3204.97
-135,-180,3150.64
-134,-180,3095.36
-133,-180,3039.14
-132,-180,2981.99
-131,-180,2923.93
-130,-180,2864.98
-129,-180,2805.16
-128,-180,2744.49
-127,-180,2682.97
-126,-180,2620.65
-125,-180,2557.52
-124,-180,2493.61
-123,-180,2428.95
-122,-180,2363.54
-121,-180,2297.41
-120,-180,2230.59
-119,-180,2163.08
-118,-180,2094.92
-117,-180,2026.12
-116,-180,1956.7
-115,-180,1886.68
-114,-180,1816.09
-113,-180,1744.95
-112,-180,1673.27
-111,-180,1601.09
-110,-180,1528.42
-109,-180,1455.28
-108,-180,1381.7
-107,-180,1307.7
-106,-180,1233.3
-105,-180,1158.52
-104,-180,1083.39
-103,-180,1007.93
-102,-180,932.167
-101,-180,856.118
-100,-180,779.807
-99,-180,703.259
-98,-180,626.497
-97,-180,549.543
-96,-180,472.423
-95,-180,395.158
-94,-180,317.773
-93,-180,240.292
-92,-180,162.737
-91,-180,85.1326
-90,-180,7.50222
-89,-180,-70.1304
-88,-180,-147.742
-87,-180,-225.308
-86,-180,-302.806
-85,-180,-380.211
-84,-180,-457.501
-83,-180,-534.651
-82,-180,-611.638
-81,-180,-688.439
-80,-180,-765.031
-79,-180,-841.389
-78,-180,-917.491
-77,-180,-993.313
-76,-180,-1068.83
-75,-180,-1144.03
-74,-180,-1218.87
-73,-180,-1293.35
-72,-180,-1367.43
-71,-180,-1441.09
-70,-180,-1514.32
-69,-180,-1587.08
-68,-180,-1659.36
-67,-180,-1731.14
-66,-180,-1802.39
-65,-180,-1873.08
-64,-180,-1943.21
-63,-180,-2012.75
-62,-180,-2081.67
-61,-180,-2149.96
-60,-180,-2217.59
-59,-180,-2284.55
-58,-180,-2350.82
-57,-180,-2416.36
-56,-180,-2481.17
-55,-180,-2545.23
-54,-180,-2608.51
-53,-180,-2670.99
-52,-180,-2732.66
-51,-180,-2793.5
-50,-180,-2853.49
-49,-180,-2912.61
-48,-180,-2970.84
-47,-180,-3028.17
-46,-180,-3084.57
-45,-180,-3140.03
-44,-180,-3194.54
-43,-180,-3248.08
-42,-180,-3300.62
-41,-180,-3352.16
-40,-180,-3402.68
-39,-180,-3452.17
-38,-180,-3500.6
-37,-180,-3547.96
-36,-180,-3594.25
-35,-180,-3639.43
-34,-180,-3683.52
-33,-180,-3726.47
-32,-180,-3768.3
-31,-180,-3808.97
-30,-180,-3848.49
-29,-180,-3886.83
-28,-180,-3923.99
-27,-180,-3959.95
-26,-180,-3994.71
-25,-180,-4028.25
-24,-180,-4060.57
-23,-180,-4091.64
-22,-180,-4121.47
-21,-180,-4150.05
-20,-180,-4177.36
-19,-180,-4203.4
-18,-180,-4228.15
-17,-180,-4251.62
-16,-180,-4273.8
-15,-180,-4294.67
-14,-180,-4314.24
-13,-180,-4332.49
-12,-180,-4349.42
-11,-180,-4365.03
-10,-180,-4379.3
-9,-180,-4392.24
-8,-180,-4403.85
-7,-180,-4414.11
-6,-180,-4423.03
-5,-180,-4430.6
-4,-180,-4436.82
-3,-180,-4441.69
-2,-180,-4445.21
-1,-180,-4447.37
0,-180,-4448.18
1,-180,-4447.64
2,-180,-4445.73
3,-180,-4442.48
4,-180,-4437.87
5,-180,-4431.91
6,-180,-4424.6
7,-180,-4415.94
8,-180,-4405.94
9,-180,-4394.59
10,-180,-4381.91
11,-180,-4367.89
12,-180,-4352.54
13,-180,-4335.86
14,-180,-4317.87
15,-180,-4298.56
16,-180,-4277.94
17,-180,-4256.01
18,-180,-4232.79
19,-180,-4208.28
20,-180,-4182.49
21,-180,-4155.42
22,-180,-4127.09
23,-180,-4097.5
24,-180,-4066.67
25,-180,-4034.59
26,-180,-4001.29
27,-180,-3966.77
28,-180,-3931.03
29,-180,-3894.11
30,-180,-3855.99
31,-180,-3816.7
32,-180,-3776.25
33,-180,-3734.65
34,-180,-3691.91
35,-180,-3648.04
36,-180,-3603.06
37,-180,-3556.99
38,-180,-3509.83
39,-180,-3461.61
40,-180,-3412.33
41,-180,-3362.01
42,-180,-3310.66
43,-180,-3258.31
44,-180,-3204.97
45,-180,-3150.64
46,-180,-3095.36
47,-180,-3039.14
48,-180,-2981.99
49,-180,-2923.93
50,-180,-2864.98
51,-180,-2805.16
52,-180,-2744.49
53,-180,-2682.97
54,-180,-2620.65
55,-180,-2557.52
56,-180,-2493.61
57,-180,-2428.95
58,-180,-2363.54
59,-180,-2297.41
60,-180,-2230.59
61,-180,-2163.08
62,-180,-2094.92
63,-180,-2026.12
64,-180,-1956.7
65,-180,-1886.68
66,-180,-1816.09
67,-180,-1744.95
68,-180,-1673.27
69,-180,-1601.09
70,-180,-1528.42
71,-180,-1455.28
72,-180,-1381.7
73,-180,-1307.7
74,-180,-1233.3
75,-180,-1158.52
76,-180,-1083.39
77,-180,-1007.93
78,-180,-932.167
79,-180,-856.118
80,-180,-779.807
81,-180,-703.259
82,-180,-626.497
83,-180,-549.543
84,-180,-472.423
85,-180,-395.158
86,-180,-317.773
87,-180,-240.292
88,-180,-162.737
89,-180,-85.1326
90,-180,-7.50222
91,-180,70.1304
92,-180,147.742
93,-180,225.308
94,-180,302.806
95,-180,380.211
96,-180,457.501
97,-180,534.651
98,-180,611.638
99,-180,688.439
100,-180,765.031
101,-180,841.389
102,-180,917.491
103,-180,993.313
104,-180,1068.83
105,-180,1144.03
106,-180,1218.87
107,-180,1293.35
108,-180,1367.43
109,-180,1441.09
110,-180,1514.32
111,-180,1587.08
112,-180,1659.36
113,-180,1731.14
114,-180,1802.39
115,-180,1873.08
116,-180,1943.21
117,-180,2012.75
118,-180,2081.67
119,-180,2149.96
120,-180,2217.59
121,-180,2284.55
122,-180,2350.82
123,-180,2416.36
124,-180,2481.17
125,-180,2545.23
126,-180,2608.51
127,-180,2670.99
128,-180,2732.66
129,-180,2793.5
130,-180,2853.49
131,-180,2912.61
132,-180,2970.84
133,-180,3028.17
134,-180,3084.57
135,-180,3140.03
136,-180,3194.54
137,-180,3248.08
138,-180,3300.62
139,-180,3352.16
140,-180,3402.68
141,-180,3452.17
142,-180,3500.6
143,-180,3547.96
144,-180,3594.25
145,-180,3639.43
146,-180,3683.52
147,-180,3726.47
148,-180,3768.3
149,-180,3808.97
150,-180,3848.49
151,-180,3886.83
152,-180,3923.99
153,-180,3959.95
154,-180,3994.71
155,-180,4028.25
156,-180,4060.57
157,-180,4091.64
158,-180,4121.47
159,-180,4150.05
160,-180,4177.36
161,-180,4203.4
162,-180,4228.15
163,-180,4251.62
164,-180,4273.8
165,-180,4294.67
166,-180,4314.24
167,-180,4332.49
168,-180,4349.42
169,-180,4365.03
170,-180,4379.3
171,-180,4392.24
172,-180,4403.85
173,-180,4414.11
174,-180,4423.03
175,-180,4430.6
176,-180,4436.82
177,-180,4441.69
178,-180,4445.21
179,-180,4447.37
180,-180,4448.18
-180,-179,4448.56
-179,-179,4443.87
-178,-179,4437.83
-177,-179,4430.44
-176,-179,4421.71
-175,-179,4411.64
-174,-179,4400.25
-173,-179,4387.54
-172,-179,4373.51
-171,-179,4358.19
-170,-179,4341.56
-169,-179,4323.65
-168,-179,4304.46
-167,-179,4284
-166,-179,4262.28
-165,-179,4239.31
-164,-179,4215.11
-163,-179,4189.67
-162,-179,4163.02
-161,-179,4135.17
-160,-179,4106.12
-159,-179,4075.89
-158,-179,4044.49
-157,-179,4011.93
-156,-179,3978.22
-155,-179,3943.39
-154,-179,3907.44
-153,-179,3870.38
-152,-179,3832.23
-151,-179,3793.01
-150,-179,3752.72
-149,-179,3711.39
-148,-179,3669.02
-147,-179,3625.63
-146,-179,3581.24
-145,-179,3535.86
-144,-179,3489.5
-143,-179,3442.19
-142,-179,3393.94
-141,-179,3344.76
-140,-179,3294.67
-139,-179,3243.68
-138,-179,3191.82
-137,-179,3139.1
-136,-179,3085.53
-135,-179,3031.13
-134,-179,2975.92
-133,-179,2919.92
-132,-179,2863.14
-131,-179,2805.59
-130,-179,2747.31
-129,-179,2688.3
-128,-179,2628.58
-127,-179,2568.17
-126,-179,2507.08
-125,-179,2445.34
-124,-179,2382.96
-123,-179,2319.95
-122,-179,2256.35
-121,-179,2192.16
-120,-179,2127.4
-119,-179,2062.09
-118,-179,1996.25
-117,-179,1929.9
-116,-179,1863.05
-115,-179,1795.72
-114,-179,1727.93
-113,-179,1659.7
-112,-179,1591.05
-111,-179,1521.99
-110,-179,1452.55
-109,-179,1382.73
-108,-179,1312.57
-107,-179,1242.07
-106,-179,1171.26
-105,-179,1100.15
-104,-179,1028.77
-103,-179,957.122
-102,-179,885.236
-101,-179,813.128
-100,-179,740.816
-99,-179,668.317
-98,-179,595.65
-97,-179,522.834
-96,-179,449.887
-95,-179,376.828
-94,-179,303.674
-93,-179,230.444
-92,-179,157.156
-91,-179,83.8293
-90,-179,10.4815
-89,-179,-62.8689
-88,-179,-136.203
-87,-179,-209.504
-86,-179,-282.752
-85,-179,-355.929
-84,-179,-429.016
-83,-179,-501.996
-82,-179,-574.85
-81,-179,-647.56
-80,-179,-720.107
-79,-179,-792.473
-78,-179,-864.64
-77,-179,-936.588
-76,-179,-1008.3
-75,-179,-1079.76
-74,-179,-1150.95
-73,-179,-1221.84
-72,-179,-1292.43
-71,-179,-1362.68
-70,-179,-1432.6
-69,-179,-1502.15
-68,-179,-1571.31
-67,-179,-1640.08
-66,-179,-1708.42
-65,-179,-1776.33
-64,-179,-1843.79
-63,-179,-1910.77
-62,-179,-1977.26
-61,-179,-2043.24
-60,-179,-2108.7
-59,-179,-2173.61
-58,-179,-2237.96
-57,-179,-2301.72
-56,-179,-2364.89
-55,-179,-2427.44
-54,-179,-2489.35
-53,-179,-2550.62
-52,-179,-2611.21
-51,-179,-2671.12
-50,-179,-2730.32
-49,-179,-2788.8
-48,-179,-2846.54
-47,-179,-2903.53
-46,-179,-2959.74
-45,-179,-3015.16
-44,-179,-3069.77
-43,-179,-3123.56
-42,-179,-3176.5
-41,-179,-3228.59
-40,-179,-3279.81
-39,-179,-3330.13
-38,-179,-3379.55
-37,-179,-3428.04
-36,-179,-3475.59
-35,-179,-3522.19
-34,-179,-3567.82
-33,-179,-3612.47
-32,-179,-3656.11
-31,-179,-3698.74
-30,-179,-3740.33
-29,-179,-3780.88
-28,-179,-3820.37
-27,-179,-3858.79
-26,-179,-3896.11
-25,-179,-3932.34
-24,-179,-3967.44
-23,-179,-4001.42
-22,-179,-4034.26
-21,-179,-4065.94
-20,-179,-4096.45
-19,-179,-4125.78
-18,-179,-4153.92
-17,-179,-4180.85
-16,-179,-4206.57
-15,-179,-4231.06
-14,-179,-4254.31
-13,-179,-4276.32
-12,-179,-4297.07
-11,-179,-4316.54
-10,-179,-4334.74
-9,-179,-4351.66
-8,-179,-4367.27
-7,-179,-4381.59
-6,-179,-4394.58
-5,-179,-4406.26
-4,-179,-4416.61
-3,-179,-4425.63
-2,-179,-4433.3
-1,-179,-4439.63
0,-179,-4444.61
1,-179,-4448.22
2,-179,-4450.47
3,-179,-4451.36
4,-179,-4450.87
5,-179,-4449
6,-179,-4445.76
7,-179,-4441.13
8,-179,-4435.13
9,-179,-4427.73
10,-179,-4418.95
11,-179,-4408.78
12,-179,-4397.23
13,-179,-4384.28
14,-179,-4369.95
15,-179,-4354.23
16,-179,-4337.13
17,-179,-4318.64
18,-179,-4298.78
19,-179,-4277.54
20,-179,-4254.92
21,-179,-4230.94
22,-179,-4205.59
23,-179,-4178.88
24,-179,-4150.82
25,-179,-4121.41
26,-179,-4090.66
27,-179,-4058.57
28,-179,-4025.16
29,-179,-3990.43
30,-179,-3954.39
31,-179,-3917.05
32,-179,-3878.43
33,-179,-3838.52
34,-179,-3797.34
35,-179,-3754.9
36,-179,-3711.22
37,-179,-3666.3
38,-179,-3620.17
39,-179,-3572.82
40,-179,-3524.28
41,-179,-3474.56
42,-179,-3423.68
43,-179,-3371.64
44,-179,-3318.47
45,-179,-3264.19
46,-179,-3208.8
47,-179,-3152.33
48,-179,-3094.79
49,-179,-3036.2
50,-179,-2976.58
51,-179,-2915.95
52,-179,-2854.33
53,-179,-2791.73
54,-179,-2728.18
55,-179,-2663.71
56,-179,-2598.32
57,-179,-2532.04
58,-179,-2464.89
59,-179,-2396.9
60,-179,-2328.08
61,-179,-2258.47
62,-179,-2188.08
63,-179,-2116.93
64,-179,-2045.05
65,-179,-1972.47
66,-179,-1899.21
67,-179,-1825.29
68,-179,-1750.74
69,-179,-1675.59
70,-179,-1599.85
71,-179,-1523.56
72,-179,-1446.74
73,-179,-1369.42
74,-179,-1291.63
75,-179,-1213.39
76,-179,-1134.72
77,-179,-1055.66
78,-179,-976.234
79,-179,-896.468
80,-179,-816.39
81,-179,-736.028
82,-179,-655.41
83,-179,-574.563
84,-179,-493.517
85,-179,-412.299
86,-179,-330.937
87,-179,-249.46
88,-179,-167.896
89,-179,-86.274
90,-179,-4.62206
91,-179,77.0313
92,-179,158.658
93,-179,240.228
94,-179,321.715
95,-179,403.089
96,-179,484.323
97,-179,565.388
98,-179,646.255
99,-179,726.897
100,-179,807.286
101,-179,887.394
102,-179,967.192
103,-179,1046.65
104,-179,1125.75
105,-179,1204.46
106,-179,1282.75
107,-179,1360.59
108,-179,1437.96
109,-179,1514.83
110,-179,1591.18
111,-179,1666.97
112,-179,1742.19
113,-179,1816.81
114,-179,1890.79
115,-179,1964.13
116,-179,2036.79
117,-179,2108.74
118,-179,2179.97
119,-179,2250.45
120,-179,2320.15
121,-179,2389.06
122,-179,2457.15
123,-179,2524.4
124,-179,2590.78
125,-179,2656.28
126,-179,2720.87
127,-179,2784.53
128,-179,2847.24
129,-179,2908.99
130,-179,2969.74
131,-179,3029.49
132,-179,3088.21
133,-179,3145.89
134,-179,3202.5
135,-179,3258.03
136,-179,3312.47
137,-179,3365.79
138,-179,3417.98
139,-179,3469.03
140,-179,3518.91
141,-179,3567.62
142,-179,3615.13
143,-179,3661.45
144,-179,3706.54
145,-179,3750.41
146,-179,3793.03
147,-179,3834.4
148,-179,3874.5
149,-179,3913.33
150,-179,3950.87
151,-179,3987.11
152,-179,4022.05
153,-179,4055.67
154,-179,4087.97
155,-179,4118.94
156,-179,4148.58
157,-179,4176.87
158,-179,4203.8
159,-179,4229.39
160,-179,4253.61
161,-179,4276.46
162,-179,4297.95
163,-179,4318.06
164,-179,4336.79
165,-179,4354.14
166,-179,4370.12
167,-179,4384.7
168,-179,4397.91
169,-179,4409.73
170,-179,4420.16
171,-179,4429.21
172,-179,4436.87
173,-179,4443.15
174,-179,4448.04
175,-179,4451.56
176,-179,4453.7
177,-179,4454.47
178,-179,4453.86
179,-179,4451.89
180,-179,4448.56
-180,-178,4445.72
-179,-178,4436.91
-178,-178,4426.74
-177,-178,4415.23
-176,-178,4402.39
-175,-178,4388.22
-174,-178,4372.75
-173,-178,4355.97
-172,-178,4337.91
-171,-178,4318.57
-170,-178,4297.98
-169,-178,4276.14
-168,-178,4253.07
-167,-178,4228.78
-166,-178,4203.29
-165,-178,4176.62
-164,-178,4148.77
-163,-178,4119.76
-162,-178,4089.61
-161,-178,4058.34
-160,-178,4025.96
-159,-178,3992.49
-158,-178,3957.94
-157,-178,3922.33
-156,-178,3885.68
-155,-178,3848
-154,-178,3809.32
-153,-178,3769.64
-152,-178,3728.99
-151,-178,3687.38
-150,-178,3644.84
-149,-178,3601.37
-148,-178,3557
-147,-178,3511.74
-146,-178,3465.62
-145,-178,3418.64
-144,-178,3370.83
-143,-178,3322.21
-142,-178,3272.79
-141,-178,3222.59
-140,-178,3171.62
-139,-178,3119.92
-138,-178,3067.48
-137,-178,3014.34
-136,-178,2960.5
-135,-178,2905.99
-134,-178,2850.82
-133,-178,2795.01
-132,-178,2738.58
-131,-178,2681.54
-130,-178,2623.92
-129,-178,2565.72
-128,-178,2506.96
-127,-178,2447.67
-126,-178,2387.85
-125,-178,2327.53
-124,-178,2266.71
-123,-178,2205.42
-122,-178,2143.67
-121,-178,2081.48
-120,-178,2018.86
-119,-178,1955.83
-118,-178,1892.41
-117,-178,1828.6
-116,-178,1764.42
-115,-178,1699.9
-114,-178,1635.04
-113,-178,1569.85
-112,-178,1504.36
-111,-178,1438.57
-110,-178,1372.51
-109,-178,1306.18
-108,-178,1239.6
-107,-178,1172.78
-106,-178,1105.74
-105,-178,1038.49
-104,-178,971.038
-103,-178,903.408
-102,-178,835.608
-101,-178,767.651
-100,-178,699.552
-99,-178,631.322
-98,-178,562.976
-97,-178,494.525
-96,-178,425.983
-95,-178,357.362
-94,-178,288.676
-93,-178,219.937
-92,-178,151.158
-91,-178,82.3515
-90,-178,13.53
-89,-178,-55.2936
-88,-178,-124.107
-87,-178,-192.897
-86,-178,-261.651
-85,-178,-330.356
-84,-178,-399.001
-83,-178,-467.571
-82,-178,-536.054
-81,-178,-604.438
-80,-178,-672.709
-79,-178,-740.855
-78,-178,-808.862
-77,-178,-876.717
-76,-178,-944.408
-75,-178,-1011.92
-74,-178,-1079.24
-73,-178,-1146.36
-72,-178,-1213.25
-71,-178,-1279.92
-70,-178,-1346.34
-69,-178,-1412.5
-68,-178,-1478.38
-67,-178,-1543.98
-66,-178,-1609.27
-65,-178,-1674.25
-64,-178,-1738.89
-63,-178,-1803.19
-62,-178,-1867.13
-61,-178,-1930.69
-60,-178,-1993.86
-59,-178,-2056.63
-58,-178,-2118.97
-57,-178,-2180.88
-56,-178,-2242.33
-55,-178,-2303.32
-54,-178,-2363.82
-53,-178,-2423.81
-52,-178,-2483.3
-51,-178,-2542.24
-50,-178,-2600.64
-49,-178,-2658.47
-48,-178,-2715.72
-47,-178,-2772.37
-46,-178,-2828.4
-45,-178,-2883.79
-44,-178,-2938.53
-43,-178,-2992.61
-42,-178,-3046
-41,-178,-3098.68
-40,-178,-3150.64
-39,-178,-3201.87
-38,-178,-3252.33
-37,-178,-3302.03
-36,-178,-3350.93
-35,-178,-3399.02
-34,-178,-3446.28
-33,-178,-3492.69
-32,-178,-3538.25
-31,-178,-3582.92
-30,-178,-3626.69
-29,-178,-3669.55
-28,-178,-3711.47
-27,-178,-3752.43
-26,-178,-3792.43
-25,-178,-3831.44
-24,-178,-3869.45
-23,-178,-3906.43
-22,-178,-3942.38
-21,-178,-3977.26
-20,-178,-4011.08
-19,-178,-4043.8
-18,-178,-4075.42
-17,-178,-4105.91
-16,-178,-4135.27
-15,-178,-4163.47
-14,-178,-4190.5
-13,-178,-4216.34
-12,-178,-4240.98
-11,-178,-4264.41
-10,-178,-4286.6
-9,-178,-4307.55
-8,-178,-4327.24
-7,-178,-4345.66
-6,-178,-4362.79
-5,-178,-4378.62
-4,-178,-4393.14
-3,-178,-4406.34
-2,-178,-4418.2
-1,-178,-4428.71
0,-178,-4437.86
1,-178,-4445.65
2,-178,-4452.06
3,-178,-4457.07
4,-178,-4460.7
5,-178,-4462.91
6,-178,-4463.72
7,-178,-4463.1
8,-178,-4461.05
9,-178,-4457.57
10,-178,-4452.64
11,-178,-4446.27
12,-178,-4438.45
13,-178,-4429.18
14,-178,-4418.44
15,-178,-4406.25
16,-178,-4392.59
17,-178,-4377.46
18,-178,-4360.87
19,-178,-4342.8
20,-178,-4323.27
21,-178,-4302.28
22,-178,-4279.81
23,-178,-4255.88
24,-178,-4230.5
25,-178,-4203.65
26,-178,-4175.35
27,-178,-4145.6
28,-178,-4114.4
29,-178,-4081.77
30,-178,-4047.7
31,-178,-4012.21
32,-178,-3975.31
33,-178,-3936.99
34,-178,-3897.28
35,-178,-3856.18
36,-178,-3813.7
37,-178,-3769.85
38,-178,-3724.65
39,-178,-3678.11
40,-178,-3630.23
41,-178,-3581.04
42,-178,-3530.55
43,-178,-3478.78
44,-178,-3425.73
45,-178,-3371.43
46,-178,-3315.9
47,-178,-3259.14
48,-178,-3201.19
49,-178,-3142.06
50,-178,-3081.76
51,-178,-3020.32
52,-178,-2957.76
53,-178,-2894.1
54,-178,-2829.36
55,-178,-2763.56
56,-178,-2696.73
57,-178,-2628.89
58,-178,-2560.07
59,-178,-2490.28
60,-178,-2419.56
61,-178,-2347.92
62,-178,-2275.4
63,-178,-2202.02
64,-178,-2127.81
65,-178,-2052.79
66,-178,-1977
67,-178,-1900.45
68,-178,-1823.18
69,-178,-1745.22
70,-178,-1666.6
71,-178,-1587.34
72,-178,-1507.47
73,-178,-1427.03
74,-178,-1346.05
75,-178,-1264.55
76,-178,-1182.57
77,-178,-1100.14
78,-178,-1017.28
79,-178,-934.039
80,-178,-850.438
81,-178,-766.512
82,-178,-682.293
83,-178,-597.812
84,-178,-513.103
85,-178,-428.197
86,-178,-343.128
87,-178,-257.928
88,-178,-172.629
89,-178,-87.2652
90,-178,-1.86837
91,-178,83.5284
92,-178,168.892
93,-178,254.19
94,-178,339.39
95,-178,424.458
96,-178,509.363
97,-178,594.071
98,-178,678.551
99,-178,762.77
100,-178,846.695
101,-178,930.295
102,-178,1013.54
103,-178,1096.39
104,-178,1178.83
105,-178,1260.81
106,-178,1342.31
107,-178,1423.3
108,-178,1503.74
109,-178,1583.61
110,-178,1662.88
111,-178,1741.51
112,-178,1819.48
113,-178,1896.76
114,-178,1973.32
115,-178,2049.13
116,-178,2124.17
117,-178,2198.4
118,-178,2271.8
119,-178,2344.35
120,-178,2416.01
121,-178,2486.77
122,-178,2556.59
123,-178,2625.45
124,-178,2693.34
125,-178,2760.21
126,-178,2826.06
127,-178,2890.85
128,-178,2954.57
129,-178,3017.2
130,-178,3078.7
131,-178,3139.07
132,-178,3198.29
133,-178,3256.33
134,-178,3313.17
135,-178,3368.8
136,-178,3423.2
137,-178,3476.35
138,-178,3528.23
139,-178,3578.84
140,-178,3628.15
141,-178,3676.16
142,-178,3722.84
143,-178,3768.18
144,-178,3812.17
145,-178,3854.81
146,-178,3896.07
147,-178,3935.95
148,-178,3974.44
149,-178,4011.53
150,-178,4047.21
151,-178,4081.47
152,-178,4114.3
153,-178,4145.7
154,-178,4175.67
155,-178,4204.19
156,-178,4231.26
157,-178,4256.89
158,-178,4281.05
159,-178,4303.76
160,-178,4325.01
161,-178,4344.8
162,-178,4363.13
163,-178,4379.99
164,-178,4395.39
165,-178,4409.33
166,-178,4421.82
167,-178,4432.84
168,-178,4442.42
169,-178,4450.54
170,-178,4457.22
171,-178,4462.45
172,-178,4466.25
173,-178,4468.61
174,-178,4469.56
175,-178,4469.08
176,-178,4467.2
177,-178,4463.91
178,-178,4459.23
179,-178,4453.16
180,-178,4445.72
-180,-177,4439.66
-179,-177,4426.77
-178,-177,4412.51
-177,-177,4396.9
-176,-177,4379.95
-175,-177,4361.69
-174,-177,4342.13
-173,-177,4321.29
-172,-177,4299.18
-171,-177,4275.83
-170,-177,4251.24
-169,-177,4225.45
-168,-177,4198.47
-167,-177,4170.32
-166,-177,4141.02
-165,-177,4110.59
-164,-177,4079.04
-163,-177,4046.41
-162,-177,4012.71
-161,-177,3977.96
-160,-177,3942.19
-159,-177,3905.4
-158,-177,3867.64
-157,-177,3828.9
-156,-177,3789.23
-155,-177,3748.63
-154,-177,3707.14
-153,-177,3664.77
-152,-177,3621.53
-151,-177,3577.47
-150,-177,3532.58
-149,-177,3486.91
-148,-177,3440.46
-147,-177,3393.26
-146,-177,3345.33
-145,-177,3296.69
-144,-177,3247.35
-143,-177,3197.35
-142,-177,3146.7
-141,-177,3095.42
-140,-177,3043.53
-139,-177,2991.05
-138,-177,2937.99
-137,-177,2884.38
-136,-177,2830.24
-135,-177,2775.59
-134,-177,2720.43
-133,-177,2664.8
-132,-177,2608.7
-131,-177,2552.16
-130,-177,2495.19
-129,-177,2437.8
-128,-177,2380.02
-127,-177,2321.86
-126,-177,2263.34
-125,-177,2204.46
-124,-177,2145.25
-123,-177,2085.72
-122,-177,2025.89
-121,-177,1965.76
-120,-177,1905.35
-119,-177,1844.67
-118,-177,1783.74
-117,-177,1722.57
-116,-177,1661.17
-115,-177,1599.56
-114,-177,1537.73
-113,-177,1475.71
-112,-177,1413.51
-111,-177,1351.13
-110,-177,1288.59
-109,-177,1225.89
-108,-177,1163.05
-107,-177,1100.07
-106,-177,1036.97
-105,-177,973.747
-104,-177,910.416
-103,-177,846.984
-102,-177,783.459
-101,-177,719.849
-100,-177,656.161
-99,-177,592.404
-98,-177,528.584
-97,-177,464.709
-96,-177,400.786
-95,-177,336.821
-94,-177,272.822
-93,-177,208.795
-92,-177,144.748
-91,-177,80.6858
-90,-177,16.6162
-89,-177,-47.4546
-88,-177,-111.52
-87,-177,-175.573
-86,-177,-239.608
-85,-177,-303.617
-84,-177,-367.594
-83,-177,-431.532
-82,-177,-495.425
-81,-177,-559.265
-80,-177,-623.045
-79,-177,-686.758
-78,-177,-750.397
-77,-177,-813.954
-76,-177,-877.421
-75,-177,-940.791
-74,-177,-1004.05
-73,-177,-1067.2
-72,-177,-1130.23
-71,-177,-1193.13
-70,-177,-1255.88
-69,-177,-1318.49
-68,-177,-1380.93
-67,-177,-1443.21
-66,-177,-1505.31
-65,-177,-1567.22
-64,-177,-1628.92
-63,-177,-1690.42
-62,-177,-1751.69
-61,-177,-1812.72
-60,-177,-1873.51
-59,-177,-1934.04
-58,-177,-1994.3
-57,-177,-2054.27
-56,-177,-2113.94
-55,-177,-2173.3
-54,-177,-2232.33
-53,-177,-2291.02
-52,-177,-2349.35
-51,-177,-2407.31
-50,-177,-2464.88
-49,-177,-2522.05
-48,-177,-2578.8
-47,-177,-2635.11
-46,-177,-2690.97
-45,-177,-2746.35
-44,-177,-2801.25
-43,-177,-2855.64
-42,-177,-2909.51
-41,-177,-2962.83
-40,-177,-3015.58
-39,-177,-3067.76
-38,-177,-3119.34
-37,-177,-3170.29
-36,-177,-3220.6
-35,-177,-3270.25
-34,-177,-3319.22
-33,-177,-3367.49
-32,-177,-3415.04
-31,-177,-3461.84
-30,-177,-3507.88
-29,-177,-3553.13
-28,-177,-3597.57
-27,-177,-3641.19
-26,-177,-3683.95
-25,-177,-3725.84
-24,-177,-3766.84
-23,-177,-3806.93
-22,-177,-3846.08
-21,-177,-3884.27
-20,-177,-3921.48
-19,-177,-3957.69
-18,-177,-3992.87
-17,-177,-4027.01
-16,-177,-4060.09
-15,-177,-4092.08
-14,-177,-4122.97
-13,-177,-4152.72
-12,-177,-4181.33
-11,-177,-4208.77
-10,-177,-4235.02
-9,-177,-4260.06
-8,-177,-4283.88
-7,-177,-4306.45
-6,-177,-4327.75
-5,-177,-4347.77
-4,-177,-4366.49
-3,-177,-4383.89
-2,-177,-4399.95
-1,-177,-4414.66
0,-177,-4428
1,-177,-4439.96
2,-177,-4450.52
3,-177,-4459.66
4,-177,-4467.37
5,-177,-4473.65
6,-177,-4478.46
7,-177,-4481.81
8,-177,-4483.68
9,-177,-4484.06
10,-177,-4482.94
11,-177,-4480.31
12,-177,-4476.16
13,-177,-4470.49
14,-177,-4463.27
15,-177,-4454.52
