Phi[deg],Theta[deg],im(rETheta)[mV]
-180,-180,-2508.06
-179,-180,-2532.02
-178,-180,-2555.22
-177,-180,-2577.63
-176,-180,-2599.27
-175,-180,-2620.1
-174,-180,-2640.15
-173,-180,-2659.38
-172,-180,-2677.81
-171,-180,-2695.42
-170,-180,-2712.21
-169,-180,-2728.17
-168,-180,-2743.31
-167,-180,-2757.6
-166,-180,-2771.06
-165,-180,-2783.67
-164,-180,-2795.44
-163,-180,-2806.35
-162,-180,-2816.41
-161,-180,-2825.61
-160,-180,-2833.95
-159,-180,-2841.43
-158,-180,-2848.04
-157,-180,-2853.79
-156,-180,-2858.66
-155,-180,-2862.66
-154,-180,-2865.8
-153,-180,-2868.05
-152,-180,-2869.44
-151,-180,-2869.95
-150,-180,-2869.59
-149,-180,-2868.35
-148,-180,-2866.24
-147,-180,-2863.26
-146,-180,-2859.4
-145,-180,-2854.67
-144,-180,-2849.08
-143,-180,-2842.61
-142,-180,-2835.28
-141,-180,-2827.09
-140,-180,-2818.03
-139,-180,-2808.12
-138,-180,-2797.35
-137,-180,-2785.73
-136,-180,-2773.26
-135,-180,-2759.94
-134,-180,-2745.79
-133,-180,-2730.8
-132,-180,-2714.97
-131,-180,-2698.32
-130,-180,-2680.85
-129,-180,-2662.56
-128,-180,-2643.46
-127,-180,-2623.56
-126,-180,-2602.85
-125,-180,-2581.35
-124,-180,-2559.07
-123,-180,-2536.01
-122,-180,-2512.17
-121,-180,-2487.57
-120,-180,-2462.21
-119,-180,-2436.1
-118,-180,-2409.25
-117,-180,-2381.67
-116,-180,-2353.36
-115,-180,-2324.33
-114,-180,-2294.6
-113,-180,-2264.16
-112,-180,-2233.04
-111,-180,-2201.24
-110,-180,-2168.76
-109,-180,-2135.63
-108,-180,-2101.84
-107,-180,-2067.42
-106,-180,-2032.36
-105,-180,-1996.69
-104,-180,-1960.4
-103,-180,-1923.52
-102,-180,-1886.06
-101,-180,-1848.02
-100,-180,-1809.42
-99,-180,-1770.26
-98,-180,-1730.57
-97,-180,-1690.35
-96,-180,-1649.61
-95,-180,-1608.37
-94,-180,-1566.65
-93,-180,-1524.44
-92,-180,-1481.77
-91,-180,-1438.65
-90,-180,-1395.09
-89,-180,-1351.11
-88,-180,-1306.71
-87,-180,-1261.92
-86,-180,-1216.74
-85,-180,-1171.19
-84,-180,-1125.28
-83,-180,-1079.04
-82,-180,-1032.46
-81,-180,-985.567
-80,-180,-938.376
-79,-180,-890.898
-78,-180,-843.149
-77,-180,-795.144
-76,-180,-746.896
-75,-180,-698.42
-74,-180,-649.732
-73,-180,-600.846
-72,-180,-551.777
-71,-180,-502.54
-70,-180,-453.149
-69,-180,-403.621
-68,-180,-353.97
-67,-180,-304.211
-66,-180,-254.359
-65,-180,-204.43
-64,-180,-154.438
-63,-180,-104.4
-62,-180,-54.3293
-61,-180,-4.24235
-60,-180,45.8458
-59,-180,95.9201
-58,-180,145.965
-57,-180,195.966
-56,-180,245.906
-55,-180,295.772
-54,-180,345.548
-53,-180,395.219
-52,-180,444.769
-51,-180,494.184
-50,-180,543.448
-49,-180,592.547
-48,-180,641.465
-47,-180,690.188
-46,-180,738.7
-45,-180,786.988
-44,-180,835.035
-43,-180,882.829
-42,-180,930.353
-41,-180,977.594
-40,-180,1024.54
-39,-180,1071.17
-38,-180,1117.47
-37,-180,1163.44
-36,-180,1209.05
-35,-180,1254.29
-34,-180,1299.15
-33,-180,1343.61
-32,-180,1387.67
-31,-180,1431.3
-30,-180,1474.5
-29,-180,1517.24
-28,-180,1559.53
-27,-180,1601.34
-26,-180,1642.66
-25,-180,1683.48
-24,-180,1723.79
-23,-180,1763.58
-22,-180,1802.82
-21,-180,1841.52
-20,-180,1879.66
-19,-180,1917.22
-18,-180,1954.2
-17,-180,1990.58
-16,-180,2026.36
-15,-180,2061.52
-14,-180,2096.06
-13,-180,2129.95
-12,-180,2163.2
-11,-180,2195.78
-10,-180,2227.7
-9,-180,2258.94
-8,-180,2289.49
-7,-180,2319.35
-6,-180,2348.49
-5,-180,2376.92
-4,-180,2404.63
-3,-180,2431.61
-2,-180,2457.84
-1,-180,2483.33
0,-180,2508.06
1,-180,2532.02
2,-180,2555.22
3,-180,2577.63
4,-180,2599.27
5,-180,2620.1
6,-180,2640.15
7,-180,2659.38
8,-180,2677.81
9,-180,2695.42
10,-180,2712.21
11,-180,2728.17
12,-180,2743.31
13,-180,2757.6
14,-180,2771.06
15,-180,2783.67
16,-180,2795.44
17,-180,2806.35
18,-180,2816.41
19,-180,2825.61
20,-180,2833.95
21,-180,2841.43
22,-180,2848.04
23,-180,2853.79
24,-180,2858.66
25,-180,2862.66
26,-180,2865.8
27,-180,2868.05
28,-180,2869.44
29,-180,2869.95
30,-180,2869.59
31,-180,2868.35
32,-180,2866.24
33,-180,2863.26
34,-180,2859.4
35,-180,2854.67
36,-180,2849.08
37,-180,2842.61
38,-180,2835.28
39,-180,2827.09
40,-180,2818.03
41,-180,2808.12
42,-180,2797.35
43,-180,2785.73
44,-180,2773.26
45,-180,2759.94
46,-180,2745.79
47,-180,2730.8
48,-180,2714.97
49,-180,2698.32
50,-180,2680.85
51,-180,2662.56
52,-180,2643.46
53,-180,2623.56
54,-180,2602.85
55,-180,2581.35
56,-180,2559.07
57,-180,2536.01
58,-180,2512.17
59,-180,2487.57
60,-180,2462.21
61,-180,2436.1
62,-180,2409.25
63,-180,2381.67
64,-180,2353.36
65,-180,2324.33
66,-180,2294.6
67,-180,2264.16
68,-180,2233.04
69,-180,2201.24
70,-180,2168.76
71,-180,2135.63
72,-180,2101.84
73,-180,2067.42
74,-180,2032.36
75,-180,1996.69
76,-180,1960.4
77,-180,1923.52
78,-180,1886.06
79,-180,1848.02
80,-180,1809.42
81,-180,1770.26
82,-180,1730.57
83,-180,1690.35
84,-180,1649.61
85,-180,1608.37
86,-180,1566.65
87,-180,1524.44
88,-180,1481.77
89,-180,1438.65
90,-180,1395.09
91,-180,1351.11
92,-180,1306.71
93,-180,1261.92
94,-180,1216.74
95,-180,1171.19
96,-180,1125.28
97,-180,1079.04
98,-180,1032.46
99,-180,985.567
100,-180,938.376
101,-180,890.898
102,-180,843.149
103,-180,795.144
104,-180,746.896
105,-180,698.42
106,-180,649.732
107,-180,600.846
108,-180,551.777
109,-180,502.54
110,-180,453.149
111,-180,403.621
112,-180,353.97
113,-180,304.211
114,-180,254.359
115,-180,204.43
116,-180,154.438
117,-180,104.4
118,-180,54.3293
119,-180,4.24235
120,-180,-45.8458
121,-180,-95.9201
122,-180,-145.965
123,-180,-195.966
124,-180,-245.906
125,-180,-295.772
126,-180,-345.548
127,-180,-395.219
128,-180,-444.769
129,-180,-494.184
130,-180,-543.448
131,-180,-592.547
132,-180,-641.465
133,-180,-690.188
134,-180,-738.7
135,-180,-786.988
136,-180,-835.035
137,-180,-882.829
138,-180,-930.353
139,-180,-977.594
140,-180,-1024.54
141,-180,-1071.17
142,-180,-1117.47
143,-180,-1163.44
144,-180,-1209.05
145,-180,-1254.29
146,-180,-1299.15
147,-180,-1343.61
148,-180,-1387.67
149,-180,-1431.3
150,-180,-1474.5
151,-180,-1517.24
152,-180,-1559.53
153,-180,-1601.34
154,-180,-1642.66
155,-180,-1683.48
156,-180,-1723.79
157,-180,-1763.58
158,-180,-1802.82
159,-180,-1841.52
160,-180,-1879.66
161,-180,-1917.22
162,-180,-1954.2
163,-180,-1990.58
164,-180,-2026.36
165,-180,-2061.52
166,-180,-2096.06
167,-180,-2129.95
168,-180,-2163.2
169,-180,-2195.78
170,-180,-2227.7
171,-180,-2258.94
172,-180,-2289.49
173,-180,-2319.35
174,-180,-2348.49
175,-180,-2376.92
176,-180,-2404.63
177,-180,-2431.61
178,-180,-2457.84
179,-180,-2483.33
180,-180,-2508.06
-180,-179,-2497.55
-179,-179,-2522.58
-178,-179,-2546.99
-177,-179,-2570.77
-176,-179,-2593.9
-175,-179,-2616.39
-174,-179,-2638.22
-173,-179,-2659.39
-172,-179,-2679.88
-171,-179,-2699.69
-170,-179,-2718.81
-169,-179,-2737.23
-168,-179,-2754.94
-167,-179,-2771.95
-166,-179,-2788.23
-165,-179,-2803.78
-164,-179,-2818.59
-163,-179,-2832.67
-162,-179,-2845.99
-161,-179,-2858.55
-160,-179,-2870.35
-159,-179,-2881.38
-158,-179,-2891.63
-157,-179,-2901.1
-156,-179,-2909.78
-155,-179,-2917.66
-154,-179,-2924.73
-153,-179,-2931
-152,-179,-2936.46
-151,-179,-2941.1
-150,-179,-2944.91
-149,-179,-2947.89
-148,-179,-2950.04
-147,-179,-2951.36
-146,-179,-2951.83
-145,-179,-2951.45
-144,-179,-2950.23
-143,-179,-2948.15
-142,-179,-2945.21
-141,-179,-2941.41
-140,-179,-2936.75
-139,-179,-2931.23
-138,-179,-2924.84
-137,-179,-2917.57
-136,-179,-2909.44
-135,-179,-2900.44
-134,-179,-2890.56
-133,-179,-2879.8
-132,-179,-2868.17
-131,-179,-2855.67
-130,-179,-2842.29
-129,-179,-2828.04
-128,-179,-2812.91
-127,-179,-2796.91
-126,-179,-2780.04
-125,-179,-2762.3
-124,-179,-2743.69
-123,-179,-2724.21
-122,-179,-2703.88
-121,-179,-2682.68
-120,-179,-2660.63
-119,-179,-2637.72
-118,-179,-2613.97
-117,-179,-2589.37
-116,-179,-2563.94
-115,-179,-2537.67
-114,-179,-2510.57
-113,-179,-2482.65
-112,-179,-2453.91
-111,-179,-2424.36
-110,-179,-2394.01
-109,-179,-2362.87
-108,-179,-2330.94
-107,-179,-2298.23
-106,-179,-2264.75
-105,-179,-2230.5
-104,-179,-2195.5
-103,-179,-2159.76
-102,-179,-2123.29
-101,-179,-2086.09
-100,-179,-2048.18
-99,-179,-2009.56
-98,-179,-1970.26
-97,-179,-1930.27
-96,-179,-1889.62
-95,-179,-1848.31
-94,-179,-1806.36
-93,-179,-1763.79
-92,-179,-1720.59
-91,-179,-1676.79
-90,-179,-1632.41
-89,-179,-1587.44
-88,-179,-1541.92
-87,-179,-1495.86
-86,-179,-1449.26
-85,-179,-1402.15
-84,-179,-1354.54
-83,-179,-1306.45
-82,-179,-1257.89
-81,-179,-1208.88
-80,-179,-1159.44
-79,-179,-1109.58
-78,-179,-1059.32
-77,-179,-1008.69
-76,-179,-957.684
-75,-179,-906.336
-74,-179,-854.662
-73,-179,-802.678
-72,-179,-750.404
-71,-179,-697.859
-70,-179,-645.061
-69,-179,-592.029
-68,-179,-538.784
-67,-179,-485.343
-66,-179,-431.728
-65,-179,-377.957
-64,-179,-324.051
-63,-179,-270.029
-62,-179,-215.912
-61,-179,-161.719
-60,-179,-107.472
-59,-179,-53.1888
-58,-179,1.10835
-57,-179,55.3997
-56,-179,109.665
-55,-179,163.883
-54,-179,218.034
-53,-179,272.097
-52,-179,326.052
-51,-179,379.878
-50,-179,433.556
-49,-179,487.064
-48,-179,540.382
-47,-179,593.49
-46,-179,646.367
-45,-179,698.995
-44,-179,751.352
-43,-179,803.418
-42,-179,855.175
-41,-179,906.602
-40,-179,957.68
-39,-179,1008.39
-38,-179,1058.71
-37,-179,1108.62
-36,-179,1158.11
-35,-179,1207.16
-34,-179,1255.74
-33,-179,1303.84
-32,-179,1351.44
-31,-179,1398.52
-30,-179,1445.07
-29,-179,1491.07
-28,-179,1536.5
-27,-179,1581.34
-26,-179,1625.58
-25,-179,1669.21
-24,-179,1712.19
-23,-179,1754.53
-22,-179,1796.21
-21,-179,1837.2
-20,-179,1877.5
-19,-179,1917.09
-18,-179,1955.95
-17,-179,1994.08
-16,-179,2031.46
-15,-179,2068.08
-14,-179,2103.92
-13,-179,2138.97
-12,-179,2173.22
-11,-179,2206.67
-10,-179,2239.29
-9,-179,2271.07
-8,-179,2302.02
-7,-179,2332.11
-6,-179,2361.34
-5,-179,2389.7
-4,-179,2417.18
-3,-179,2443.77
-2,-179,2469.47
-1,-179,2494.26
0,-179,2518.14
1,-179,2541.1
2,-179,2563.15
3,-179,2584.26
4,-179,2604.44
5,-179,2623.68
6,-179,2641.98
7,-179,2659.33
8,-179,2675.74
9,-179,2691.18
10,-179,2705.67
11,-179,2719.21
12,-179,2731.78
13,-179,2743.39
14,-179,2754.04
15,-179,2763.72
16,-179,2772.44
17,-179,2780.19
18,-179,2786.98
19,-179,2792.81
20,-179,2797.68
21,-179,2801.59
22,-179,2804.54
23,-179,2806.54
24,-179,2807.58
25,-179,2807.68
26,-179,2806.83
27,-179,2805.04
28,-179,2802.31
29,-179,2798.65
30,-179,2794.07
31,-179,2788.56
32,-179,2782.14
33,-179,2774.8
34,-179,2766.57
35,-179,2757.43
36,-179,2747.41
37,-179,2736.5
38,-179,2724.72
39,-179,2712.06
40,-179,2698.55
41,-179,2684.19
42,-179,2668.98
43,-179,2652.94
44,-179,2636.08
45,-179,2618.39
46,-179,2599.9
47,-179,2580.62
48,-179,2560.54
49,-179,2539.69
50,-179,2518.08
51,-179,2495.71
52,-179,2472.59
53,-179,2448.73
54,-179,2424.16
55,-179,2398.86
56,-179,2372.87
57,-179,2346.19
58,-179,2318.83
59,-179,2290.8
60,-179,2262.12
61,-179,2232.79
62,-179,2202.83
63,-179,2172.25
64,-179,2141.07
65,-179,2109.29
66,-179,2076.92
67,-179,2043.99
68,-179,2010.49
69,-179,1976.45
70,-179,1941.88
71,-179,1906.79
72,-179,1871.18
73,-179,1835.08
74,-179,1798.5
75,-179,1761.45
76,-179,1723.94
77,-179,1685.98
78,-179,1647.59
79,-179,1608.77
80,-179,1569.55
81,-179,1529.94
82,-179,1489.94
83,-179,1449.56
84,-179,1408.83
85,-179,1367.76
86,-179,1326.35
87,-179,1284.62
88,-179,1242.58
89,-179,1200.24
90,-179,1157.62
91,-179,1114.72
92,-179,1071.57
93,-179,1028.16
94,-179,984.518
95,-179,940.651
96,-179,896.571
97,-179,852.289
98,-179,807.816
99,-179,763.166
100,-179,718.348
101,-179,673.375
102,-179,628.258
103,-179,583.008
104,-179,537.637
105,-179,492.154
106,-179,446.573
107,-179,400.903
108,-179,355.155
109,-179,309.341
110,-179,263.471
111,-179,217.555
112,-179,171.606
113,-179,125.632
114,-179,79.6443
115,-179,33.6538
116,-179,-12.3293
117,-179,-58.2948
118,-179,-104.233
119,-179,-150.132
120,-179,-195.984
121,-179,-241.777
122,-179,-287.502
123,-179,-333.149
124,-179,-378.707
125,-179,-424.168
126,-179,-469.521
127,-179,-514.757
128,-179,-559.865
129,-179,-604.836
130,-179,-649.661
131,-179,-694.33
132,-179,-738.833
133,-179,-783.16
134,-179,-827.303
135,-179,-871.252
136,-179,-914.997
137,-179,-958.53
138,-179,-1001.84
139,-179,-1044.92
140,-179,-1087.75
141,-179,-1130.34
142,-179,-1172.67
143,-179,-1214.72
144,-179,-1256.5
145,-179,-1297.99
146,-179,-1339.19
147,-179,-1380.08
148,-179,-1420.65
149,-179,-1460.9
150,-179,-1500.81
151,-179,-1540.39
152,-179,-1579.61
153,-179,-1618.46
154,-179,-1656.95
155,-179,-1695.06
156,-179,-1732.78
157,-179,-1770.1
158,-179,-1807.01
159,-179,-1843.51
160,-179,-1879.58
161,-179,-1915.21
162,-179,-1950.4
163,-179,-1985.14
164,-179,-2019.42
165,-179,-2053.22
166,-179,-2086.55
167,-179,-2119.38
168,-179,-2151.72
169,-179,-2183.54
170,-179,-2214.85
171,-179,-2245.64
172,-179,-2275.89
173,-179,-2305.59
174,-179,-2334.74
175,-179,-2363.33
176,-179,-2391.35
177,-179,-2418.79
178,-179,-2445.64
179,-179,-2471.9
180,-179,-2497.55
-180,-178,-2486.58
-179,-178,-2512.75
-178,-178,-2538.44
-177,-178,-2563.64
-176,-178,-2588.33
-175,-178,-2612.52
-174,-178,-2636.19
-173,-178,-2659.33
-172,-178,-2681.92
-171,-178,-2703.97
-170,-178,-2725.45
-169,-178,-2746.35
-168,-178,-2766.67
-167,-178,-2786.39
-166,-178,-2805.51
-165,-178,-2824.01
-164,-178,-2841.88
-163,-178,-2859.11
-162,-178,-2875.69
-161,-178,-2891.61
-160,-178,-2906.85
-159,-178,-2921.42
-158,-178,-2935.28
-157,-178,-2948.45
-156,-178,-2960.89
-155,-178,-2972.62
-154,-178,-2983.6
-153,-178,-2993.84
-152,-178,-3003.32
-151,-178,-3012.04
-150,-178,-3019.97
-149,-178,-3027.12
-148,-178,-3033.48
-147,-178,-3039.03
-146,-178,-3043.76
-145,-178,-3047.68
-144,-178,-3050.76
-143,-178,-3052.99
-142,-178,-3054.38
-141,-178,-3054.91
-140,-178,-3054.58
-139,-178,-3053.37
-138,-178,-3051.29
-137,-178,-3048.32
-136,-178,-3044.45
-135,-178,-3039.68
-134,-178,-3034.01
-133,-178,-3027.43
-132,-178,-3019.93
-131,-178,-3011.51
-130,-178,-3002.16
-129,-178,-2991.88
-128,-178,-2980.66
-127,-178,-2968.51
-126,-178,-2955.42
-125,-178,-2941.39
-124,-178,-2926.4
-123,-178,-2910.48
-122,-178,-2893.6
-121,-178,-2875.77
-120,-178,-2856.99
-119,-178,-2837.26
-118,-178,-2816.58
-117,-178,-2794.96
-116,-178,-2772.38
-115,-178,-2748.86
-114,-178,-2724.39
-113,-178,-2698.99
-112,-178,-2672.64
-111,-178,-2645.37
-110,-178,-2617.16
-109,-178,-2588.03
-108,-178,-2557.98
-107,-178,-2527.02
-106,-178,-2495.15
-105,-178,-2462.38
-104,-178,-2428.72
-103,-178,-2394.17
-102,-178,-2358.75
-101,-178,-2322.45
-100,-178,-2285.3
-99,-178,-2247.31
-98,-178,-2208.47
-97,-178,-2168.81
-96,-178,-2128.33
-95,-178,-2087.05
-94,-178,-2044.98
-93,-178,-2002.13
-92,-178,-1958.52
-91,-178,-1914.15
-90,-178,-1869.05
-89,-178,-1823.23
-88,-178,-1776.71
-87,-178,-1729.49
-86,-178,-1681.6
-85,-178,-1633.06
-84,-178,-1583.88
-83,-178,-1534.07
-82,-178,-1483.66
-81,-178,-1432.67
-80,-178,-1381.11
-79,-178,-1329.01
-78,-178,-1276.38
-77,-178,-1223.24
-76,-178,-1169.62
-75,-178,-1115.54
-74,-178,-1061.01
-73,-178,-1006.06
-72,-178,-950.711
-71,-178,-894.985
-70,-178,-838.905
-69,-178,-782.494
-68,-178,-725.775
-67,-178,-668.771
-66,-178,-611.506
-65,-178,-554.005
-64,-178,-496.291
-63,-178,-438.389
-62,-178,-380.323
-61,-178,-322.119
-60,-178,-263.801
-59,-178,-205.395
-58,-178,-146.925
-57,-178,-88.4173
-56,-178,-29.8974
-55,-178,28.6094
-54,-178,87.0773
-53,-178,145.481
-52,-178,203.794
-51,-178,261.991
-50,-178,320.047
-49,-178,377.935
-48,-178,435.63
-47,-178,493.106
-46,-178,550.338
-45,-178,607.3
-44,-178,663.967
-43,-178,720.314
-42,-178,776.315
-41,-178,831.946
-40,-178,887.182
-39,-178,941.998
-38,-178,996.37
-37,-178,1050.27
-36,-178,1103.69
-35,-178,1156.58
-34,-178,1208.94
-33,-178,1260.74
-32,-178,1311.95
-31,-178,1362.55
-30,-178,1412.52
-29,-178,1461.85
-28,-178,1510.5
-27,-178,1558.46
-26,-178,1605.7
-25,-178,1652.22
-24,-178,1697.97
-23,-178,1742.96
-22,-178,1787.15
-21,-178,1830.54
-20,-178,1873.1
-19,-178,1914.81
-18,-178,1955.66
-17,-178,1995.63
-16,-178,2034.71
-15,-178,2072.88
-14,-178,2110.13
-13,-178,2146.44
-12,-178,2181.8
-11,-178,2216.2
-10,-178,2249.62
-9,-178,2282.05
-8,-178,2313.48
-7,-178,2343.9
-6,-178,2373.3
-5,-178,2401.67
-4,-178,2429.01
-3,-178,2455.29
-2,-178,2480.53
-1,-178,2504.7
0,-178,2527.8
1,-178,2549.84
2,-178,2570.79
3,-178,2590.66
4,-178,2609.45
5,-178,2627.14
6,-178,2643.75
7,-178,2659.26
8,-178,2673.67
9,-178,2686.99
10,-178,2699.21
11,-178,2710.34
12,-178,2720.38
13,-178,2729.32
14,-178,2737.16
15,-178,2743.93
16,-178,2749.6
17,-178,2754.2
18,-178,2757.72
19,-178,2760.17
20,-178,2761.56
21,-178,2761.88
22,-178,2761.16
23,-178,2759.38
24,-178,2756.57
25,-178,2752.73
26,-178,2747.87
27,-178,2742
28,-178,2735.13
29,-178,2727.26
30,-178,2718.41
31,-178,2708.59
32,-178,2697.81
33,-178,2686.08
34,-178,2673.42
35,-178,2659.82
36,-178,2645.32
37,-178,2629.92
38,-178,2613.63
39,-178,2596.47
40,-178,2578.45
41,-178,2559.59
42,-178,2539.89
43,-178,2519.38
44,-178,2498.07
45,-178,2475.97
46,-178,2453.1
47,-178,2429.48
48,-178,2405.11
49,-178,2380.02
50,-178,2354.22
51,-178,2327.73
52,-178,2300.56
53,-178,2272.73
54,-178,2244.25
55,-178,2215.14
56,-178,2185.42
57,-178,2155.1
58,-178,2124.2
59,-178,2092.73
60,-178,2060.72
61,-178,2028.17
62,-178,1995.1
63,-178,1961.54
64,-178,1927.48
65,-178,1892.96
66,-178,1857.98
67,-178,1822.57
68,-178,1786.73
69,-178,1750.49
70,-178,1713.85
71,-178,1676.84
72,-178,1639.46
73,-178,1601.73
74,-178,1563.68
75,-178,1525.3
76,-178,1486.62
77,-178,1447.64
78,-178,1408.39
79,-178,1368.88
80,-178,1329.12
81,-178,1289.12
82,-178,1248.89
83,-178,1208.46
84,-178,1167.82
85,-178,1127
86,-178,1086
87,-178,1044.84
88,-178,1003.53
89,-178,962.08
90,-178,920.498
91,-178,878.797
92,-178,836.988
93,-178,795.081
94,-178,753.085
95,-178,711.01
96,-178,668.867
97,-178,626.663
98,-178,584.408
99,-178,542.112
100,-178,499.781
101,-178,457.425
102,-178,415.051
103,-178,372.668
104,-178,330.282
105,-178,287.902
106,-178,245.534
107,-178,203.185
108,-178,160.863
109,-178,118.572
110,-178,76.3211
111,-178,34.1148
112,-178,-8.04036
113,-178,-50.1387
114,-178,-92.1746
115,-178,-134.142
116,-178,-176.037
117,-178,-217.853
118,-178,-259.585
119,-178,-301.229
120,-178,-342.779
121,-178,-384.231
122,-178,-425.58
123,-178,-466.822
124,-178,-507.951
125,-178,-548.965
126,-178,-589.858
127,-178,-630.625
128,-178,-671.264
129,-178,-711.769
130,-178,-752.137
131,-178,-792.363
132,-178,-832.443
133,-178,-872.373
134,-178,-912.149
135,-178,-951.767
136,-178,-991.222
137,-178,-1030.51
138,-178,-1069.63
139,-178,-1108.57
140,-178,-1147.33
141,-178,-1185.91
142,-178,-1224.3
143,-178,-1262.49
144,-178,-1300.49
145,-178,-1338.28
146,-178,-1375.87
147,-178,-1413.25
148,-178,-1450.4
149,-178,-1487.34
150,-178,-1524.04
151,-178,-1560.51
152,-178,-1596.74
153,-178,-1632.73
154,-178,-1668.47
155,-178,-1703.95
156,-178,-1739.16
157,-178,-1774.11
158,-178,-1808.78
159,-178,-1843.17
160,-178,-1877.27
161,-178,-1911.07
162,-178,-1944.57
163,-178,-1977.76
164,-178,-2010.63
165,-178,-2043.17
166,-178,-2075.38
167,-178,-2107.25
168,-178,-2138.77
169,-178,-2169.94
170,-178,-2200.73
171,-178,-2231.15
172,-178,-2261.19
173,-178,-2290.84
174,-178,-2320.08
175,-178,-2348.91
176,-178,-2377.33
177,-178,-2405.31
178,-178,-2432.85
179,-178,-2459.95
180,-178,-2486.58
-180,-177,-2475.15
-179,-177,-2502.52
-178,-177,-2529.55
-177,-177,-2556.22
-176,-177,-2582.54
-175,-177,-2608.48
-174,-177,-2634.04
-173,-177,-2659.19
-172,-177,-2683.93
-171,-177,-2708.24
-170,-177,-2732.11
-169,-177,-2755.52
-168,-177,-2778.47
-167,-177,-2800.93
-166,-177,-2822.89
-165,-177,-2844.35
-164,-177,-2865.27
-163,-177,-2885.66
-162,-177,-2905.49
-161,-177,-2924.75
-160,-177,-2943.43
-159,-177,-2961.5
-158,-177,-2978.96
-157,-177,-2995.79
-156,-177,-3011.98
-155,-177,-3027.5
-154,-177,-3042.35
-153,-177,-3056.51
-152,-177,-3069.97
-151,-177,-3082.71
-150,-177,-3094.72
-149,-177,-3105.97
-148,-177,-3116.47
-147,-177,-3126.19
-146,-177,-3135.12
-145,-177,-3143.25
-144,-177,-3150.56
-143,-177,-3157.05
-142,-177,-3162.68
-141,-177,-3167.47
-140,-177,-3171.38
-139,-177,-3174.41
-138,-177,-3176.55
-137,-177,-3177.79
-136,-177,-3178.1
-135,-177,-3177.5
-134,-177,-3175.95
-133,-177,-3173.46
-132,-177,-3170.01
-131,-177,-3165.59
-130,-177,-3160.2
-129,-177,-3153.82
-128,-177,-3146.45
-127,-177,-3138.08
-126,-177,-3128.7
-125,-177,-3118.31
-124,-177,-3106.9
-123,-177,-3094.46
-122,-177,-3080.99
-121,-177,-3066.48
-120,-177,-3050.93
-119,-177,-3034.34
-118,-177,-3016.7
-117,-177,-2998.02
-116,-177,-2978.28
-115,-177,-2957.48
-114,-177,-2935.64
-113,-177,-2912.74
-112,-177,-2888.79
-111,-177,-2863.78
-110,-177,-2837.73
-109,-177,-2810.63
-108,-177,-2782.48
-107,-177,-2753.3
-106,-177,-2723.07
-105,-177,-2691.82
-104,-177,-2659.53
-103,-177,-2626.23
-102,-177,-2591.92
-101,-177,-2556.59
-100,-177,-2520.28
-99,-177,-2482.97
-98,-177,-2444.68
-97,-177,-2405.43
-96,-177,-2365.22
-95,-177,-2324.06
-94,-177,-2281.97
-93,-177,-2238.95
-92,-177,-2195.03
-91,-177,-2150.22
-90,-177,-2104.52
-89,-177,-2057.97
-88,-177,-2010.56
-87,-177,-1962.33
-86,-177,-1913.28
-85,-177,-1863.44
-84,-177,-1812.82
-83,-177,-1761.44
-82,-177,-1709.33
-81,-177,-1656.5
-80,-177,-1602.97
-79,-177,-1548.77
-78,-177,-1493.91
-77,-177,-1438.42
-76,-177,-1382.33
-75,-177,-1325.65
-74,-177,-1268.42
-73,-177,-1210.65
-72,-177,-1152.37
-71,-177,-1093.6
-70,-177,-1034.38
-69,-177,-974.725
-68,-177,-914.666
-67,-177,-854.23
-66,-177,-793.443
-65,-177,-732.335
-64,-177,-670.934
-63,-177,-609.267
-62,-177,-547.365
-61,-177,-485.256
-60,-177,-422.97
-59,-177,-360.536
-58,-177,-297.986
-57,-177,-235.348
-56,-177,-172.653
-55,-177,-109.932
-54,-177,-47.216
-53,-177,15.4652
-52,-177,78.0803
-51,-177,140.598
-50,-177,202.989
-49,-177,265.22
-48,-177,327.261
-47,-177,389.081
-46,-177,450.649
-45,-177,511.935
-44,-177,572.907
-43,-177,633.535
-42,-177,693.788
-41,-177,753.637
-40,-177,813.051
-39,-177,872
-38,-177,930.455
-37,-177,988.385
-36,-177,1045.76
-35,-177,1102.56
-34,-177,1158.75
-33,-177,1214.3
-32,-177,1269.18
-31,-177,1323.37
-30,-177,1376.84
-29,-177,1429.57
-28,-177,1481.52
-27,-177,1532.68
-26,-177,1583.01
-25,-177,1632.5
-24,-177,1681.12
-23,-177,1728.85
-22,-177,1775.66
-21,-177,1821.53
-20,-177,1866.45
-19,-177,1910.39
-18,-177,1953.32
-17,-177,1995.24
-16,-177,2036.13
-15,-177,2075.95
-14,-177,2114.71
-13,-177,2152.38
-12,-177,2188.94
-11,-177,2224.39
-10,-177,2258.7
-9,-177,2291.87
-8,-177,2323.89
-7,-177,2354.73
-6,-177,2384.39
-5,-177,2412.86
-4,-177,2440.13
-3,-177,2466.19
-2,-177,2491.04
-1,-177,2514.67
0,-177,2537.07
1,-177,2558.23
2,-177,2578.16
3,-177,2596.85
4,-177,2614.3
5,-177,2630.5
6,-177,2645.46
7,-177,2659.17
8,-177,2671.64
9,-177,2682.86
10,-177,2692.85
11,-177,2701.59
12,-177,2709.11
13,-177,2715.4
14,-177,2720.46
15,-177,2724.32
16,-177,2726.96
17,-177,2728.4
18,-177,2728.65
