Phi[deg],Theta[deg],re(rETheta)[mV]
-78,-180,-3809.82
-77,-180,-3784.77
-76,-180,-3758.58
-75,-180,-3731.24
-74,-180,-3702.77
-73,-180,-3673.17
-72,-180,-3642.44
-71,-180,-3610.61
-70,-180,-3577.68
-69,-180,-3543.66
-68,-180,-3508.56
-67,-180,-3472.39
-66,-180,-3435.17
-65,-180,-3396.89
-64,-180,-3357.58
-63,-180,-3317.25
-62,-180,-3275.91
-61,-180,-3233.57
-60,-180,-3190.25
-59,-180,-3145.95
-58,-180,-3100.7
-57,-180,-3054.5
-56,-180,-3007.37
-55,-180,-2959.33
-54,-180,-2910.38
-53,-180,-2860.55
-52,-180,-2809.85
-51,-180,-2758.28
-50,-180,-2705.88
-49,-180,-2652.66
-48,-180,-2598.63
-47,-180,-2543.8
-46,-180,-2488.2
-45,-180,-2431.85
-44,-180,-2374.75
-43,-180,-2316.93
-42,-180,-2258.4
-41,-180,-2199.19
-40,-180,-2139.3
-39,-180,-2078.77
-38,-180,-2017.6
-37,-180,-1955.81
-36,-180,-1893.43
-35,-180,-1830.48
-34,-180,-1766.96
-33,-180,-1702.91
-32,-180,-1638.34
-31,-180,-1573.27
-30,-180,-1507.72
-29,-180,-1441.71
-28,-180,-1375.26
-27,-180,-1308.39
-26,-180,-1241.13
-25,-180,-1173.49
-24,-180,-1105.48
-23,-180,-1037.15
-22,-180,-968.493
-21,-180,-899.545
-20,-180,-830.322
-19,-180,-760.847
-18,-180,-691.139
-17,-180,-621.222
-16,-180,-551.115
-15,-180,-480.84
-14,-180,-410.418
-13,-180,-339.872
-12,-180,-269.222
-11,-180,-198.49
-10,-180,-127.698
-9,-180,-56.8666
-8,-180,13.982
-7,-180,84.8264
-6,-180,155.645
-5,-180,226.416
-4,-180,297.118
-3,-180,367.73
-2,-180,438.229
-1,-180,508.595
0,-180,578.807
1,-180,648.841
2,-180,718.679
3,-180,788.297
4,-180,857.675
5,-180,926.792
6,-180,995.627
7,-180,1064.16
8,-180,1132.37
9,-180,1200.23
10,-180,1267.72
11,-180,1334.83
12,-180,1401.54
13,-180,1467.82
14,-180,1533.65
15,-180,1599.01
16,-180,1663.88
17,-180,1728.25
18,-180,1792.09
19,-180,1855.39
20,-180,1918.12
21,-180,1980.27
22,-180,2041.81
23,-180,2102.74
24,-180,2163.02
25,-180,2222.64
26,-180,2281.58
27,-180,2339.84
28,-180,2397.37
29,-180,2454.18
30,-180,2510.24
31,-180,2565.54
32,-180,2620.05
33,-180,2673.76
34,-180,2726.67
35,-180,2778.74
36,-180,2829.96
37,-180,2880.32
38,-180,2929.81
39,-180,2978.4
40,-180,3026.09
41,-180,3072.85
42,-180,3118.68
43,-180,3163.55
44,-180,3207.47
45,-180,3250.4
46,-180,3292.35
47,-180,3333.29
48,-180,3373.22
49,-180,3412.12
50,-180,3449.98
51,-180,3486.79
52,-180,3522.54
53,-180,3557.22
54,-180,3590.81
55,-180,3623.31
56,-180,3654.7
57,-180,3684.98
58,-180,3714.14
59,-180,3742.17
60,-180,3769.06
61,-180,3794.8
62,-180,3819.38
63,-180,3842.8
64,-180,3865.05
65,-180,3886.12
66,-180,3906.01
67,-180,3924.71
68,-180,3942.21
69,-180,3958.51
70,-180,3973.61
71,-180,3987.49
72,-180,4000.17
73,-180,4011.62
74,-180,4021.85
75,-180,4030.86
76,-180,4038.63
77,-180,4045.18
78,-180,4050.5
79,-180,4054.58
80,-180,4057.42
81,-180,4059.04
82,-180,4059.41
83,-180,4058.55
84,-180,4056.45
85,-180,4053.11
86,-180,4048.55
87,-180,4042.74
88,-180,4035.71
89,-180,4027.45
90,-180,4017.96
91,-180,4007.24
92,-180,3995.31
93,-180,3982.16
94,-180,3967.79
95,-180,3952.22
96,-180,3935.45
97,-180,3917.47
98,-180,3898.3
99,-180,3877.94
100,-180,3856.41
101,-180,3833.7
102,-180,3809.82
103,-180,3784.77
104,-180,3758.58
105,-180,3731.24
106,-180,3702.77
107,-180,3673.17
108,-180,3642.44
109,-180,3610.61
110,-180,3577.68
111,-180,3543.66
112,-180,3508.56
113,-180,3472.39
114,-180,3435.17
115,-180,3396.89
116,-180,3357.58
117,-180,3317.25
118,-180,3275.91
119,-180,3233.57
120,-180,3190.25
121,-180,3145.95
122,-180,3100.7
123,-180,3054.5
124,-180,3007.37
125,-180,2959.33
126,-180,2910.38
127,-180,2860.55
128,-180,2809.85
129,-180,2758.28
130,-180,2705.88
131,-180,2652.66
132,-180,2598.63
133,-180,2543.8
134,-180,2488.2
135,-180,2431.85
136,-180,2374.75
137,-180,2316.93
138,-180,2258.4
139,-180,2199.19
140,-180,2139.3
141,-180,2078.77
142,-180,2017.6
143,-180,1955.81
144,-180,1893.43
145,-180,1830.48
146,-180,1766.96
147,-180,1702.91
148,-180,1638.34
149,-180,1573.27
150,-180,1507.72
151,-180,1441.71
152,-180,1375.26
153,-180,1308.39
154,-180,1241.13
155,-180,1173.49
156,-180,1105.48
157,-180,1037.15
158,-180,968.493
159,-180,899.545
160,-180,830.322
161,-180,760.847
162,-180,691.139
163,-180,621.222
164,-180,551.115
165,-180,480.84
166,-180,410.418
167,-180,339.872
168,-180,269.222
169,-180,198.49
170,-180,127.698
171,-180,56.8666
172,-180,-13.982
173,-180,-84.8264
174,-180,-155.645
175,-180,-226.416
176,-180,-297.118
177,-180,-367.73
178,-180,-438.229
179,-180,-508.595
180,-180,-578.807
-180,-179,-621.965
-179,-179,-689.896
-178,-179,-757.603
-177,-179,-825.068
-176,-179,-892.273
-175,-179,-959.198
-174,-179,-1025.82
-173,-179,-1092.13
-172,-179,-1158.11
-171,-179,-1223.73
-170,-179,-1288.98
-169,-179,-1353.84
-168,-179,-1418.3
-167,-179,-1482.33
-166,-179,-1545.92
-165,-179,-1609.04
-164,-179,-1671.69
-163,-179,-1733.85
-162,-179,-1795.49
-161,-179,-1856.61
-160,-179,-1917.18
-159,-179,-1977.19
-158,-179,-2036.62
-157,-179,-2095.46
-156,-179,-2153.69
-155,-179,-2211.29
-154,-179,-2268.25
-153,-179,-2324.55
-152,-179,-2380.18
-151,-179,-2435.12
-150,-179,-2489.35
-149,-179,-2542.87
-148,-179,-2595.66
-147,-179,-2647.7
-146,-179,-2698.98
-145,-179,-2749.48
-144,-179,-2799.19
-143,-179,-2848.1
-142,-179,-2896.19
-141,-179,-2943.45
-140,-179,-2989.87
-139,-179,-3035.43
-138,-179,-3080.13
-137,-179,-3123.94
-136,-179,-3166.85
-135,-179,-3208.87
-134,-179,-3249.96
-133,-179,-3290.12
-132,-179,-3329.35
-131,-179,-3367.62
-130,-179,-3404.93
-129,-179,-3441.26
-128,-179,-3476.61
-127,-179,-3510.97
-126,-179,-3544.32
-125,-179,-3576.66
-124,-179,-3607.97
-123,-179,-3638.25
-122,-179,-3667.48
-121,-179,-3695.67
-120,-179,-3722.79
-119,-179,-3748.85
-118,-179,-3773.83
-117,-179,-3797.72
-116,-179,-3820.53
-115,-179,-3842.23
-114,-179,-3862.83
-113,-179,-3882.31
-112,-179,-3900.67
-111,-179,-3917.91
-110,-179,-3934.02
-109,-179,-3948.99
-108,-179,-3962.81
-107,-179,-3975.49
-106,-179,-3987.01
-105,-179,-3997.37
-104,-179,-4006.57
-103,-179,-4014.61
-102,-179,-4021.47
-101,-179,-4027.16
-100,-179,-4031.68
-99,-179,-4035.01
-98,-179,-4037.16
-97,-179,-4038.13
-96,-179,-4037.91
-95,-179,-4036.5
-94,-179,-4033.91
-93,-179,-4030.12
-92,-179,-4025.14
-91,-179,-4018.97
-90,-179,-4011.61
-89,-179,-4003.05
-88,-179,-3993.31
-87,-179,-3982.37
-86,-179,-3970.25
-85,-179,-3956.94
-84,-179,-3942.45
-83,-179,-3926.77
-82,-179,-3909.91
-81,-179,-3891.87
-80,-179,-3872.66
-79,-179,-3852.28
-78,-179,-3830.74
-77,-179,-3808.03
-76,-179,-3784.16
-75,-179,-3759.14
-74,-179,-3732.98
-73,-179,-3705.67
-72,-179,-3677.23
-71,-179,-3647.66
-70,-179,-3616.97
-69,-179,-3585.16
-68,-179,-3552.25
-67,-179,-3518.24
-66,-179,-3483.13
-65,-179,-3446.95
-64,-179,-3409.69
-63,-179,-3371.37
-62,-179,-3331.99
-61,-179,-3291.57
-60,-179,-3250.12
-59,-179,-3207.64
-58,-179,-3164.15
-57,-179,-3119.67
-56,-179,-3074.19
-55,-179,-3027.74
-54,-179,-2980.33
-53,-179,-2931.96
-52,-179,-2882.66
-51,-179,-2832.43
-50,-179,-2781.3
-49,-179,-2729.27
-48,-179,-2676.36
-47,-179,-2622.59
-46,-179,-2567.97
-45,-179,-2512.51
-44,-179,-2456.24
-43,-179,-2399.16
-42,-179,-2341.3
-41,-179,-2282.67
-40,-179,-2223.29
-39,-179,-2163.18
-38,-179,-2102.35
-37,-179,-2040.83
-36,-179,-1978.63
-35,-179,-1915.77
-34,-179,-1852.27
-33,-179,-1788.14
-32,-179,-1723.42
-31,-179,-1658.12
-30,-179,-1592.25
-29,-179,-1525.85
-28,-179,-1458.92
-27,-179,-1391.5
-26,-179,-1323.6
-25,-179,-1255.24
-24,-179,-1186.45
-23,-179,-1117.25
-22,-179,-1047.65
-21,-179,-977.687
-20,-179,-907.377
-19,-179,-836.744
-18,-179,-765.809
-17,-179,-694.596
-16,-179,-623.129
-15,-179,-551.429
-14,-179,-479.522
-13,-179,-407.429
-12,-179,-335.175
-11,-179,-262.783
-10,-179,-190.278
-9,-179,-117.682
-8,-179,-45.0203
-7,-179,27.6837
-6,-179,100.406
-5,-179,173.122
-4,-179,245.808
-3,-179,318.44
-2,-179,390.993
-1,-179,463.444
0,-179,535.768
1,-179,607.94
2,-179,679.938
3,-179,751.737
4,-179,823.312
5,-179,894.64
6,-179,965.697
7,-179,1036.46
8,-179,1106.9
9,-179,1177
10,-179,1246.74
11,-179,1316.08
12,-179,1385.01
13,-179,1453.51
14,-179,1521.55
15,-179,1589.1
16,-179,1656.15
17,-179,1722.68
18,-179,1788.65
19,-179,1854.05
20,-179,1918.86
21,-179,1983.05
22,-179,2046.61
23,-179,2109.51
24,-179,2171.73
25,-179,2233.25
26,-179,2294.05
27,-179,2354.1
28,-179,2413.4
29,-179,2471.92
30,-179,2529.63
31,-179,2586.53
32,-179,2642.59
33,-179,2697.8
34,-179,2752.13
35,-179,2805.56
36,-179,2858.09
37,-179,2909.69
38,-179,2960.35
39,-179,3010.05
40,-179,3058.77
41,-179,3106.5
42,-179,3153.22
43,-179,3198.92
44,-179,3243.58
45,-179,3287.19
46,-179,3329.74
47,-179,3371.2
48,-179,3411.58
49,-179,3450.85
50,-179,3489.01
51,-179,3526.04
52,-179,3561.92
53,-179,3596.66
54,-179,3630.24
55,-179,3662.65
56,-179,3693.87
57,-179,3723.91
58,-179,3752.74
59,-179,3780.37
60,-179,3806.79
61,-179,3831.98
62,-179,3855.95
63,-179,3878.67
64,-179,3900.16
65,-179,3920.39
66,-179,3939.37
67,-179,3957.1
68,-179,3973.56
69,-179,3988.75
70,-179,4002.68
71,-179,4015.33
72,-179,4026.71
73,-179,4036.8
74,-179,4045.62
75,-179,4053.16
76,-179,4059.41
77,-179,4064.38
78,-179,4068.07
79,-179,4070.48
80,-179,4071.6
81,-179,4071.44
82,-179,4070.01
83,-179,4067.3
84,-179,4063.32
85,-179,4058.06
86,-179,4051.54
87,-179,4043.75
88,-179,4034.71
89,-179,4024.41
90,-179,4012.85
91,-179,4000.06
92,-179,3986.02
93,-179,3970.76
94,-179,3954.26
95,-179,3936.55
96,-179,3917.62
97,-179,3897.5
98,-179,3876.17
99,-179,3853.66
100,-179,3829.96
101,-179,3805.1
102,-179,3779.08
103,-179,3751.9
104,-179,3723.59
105,-179,3694.14
106,-179,3663.58
107,-179,3631.9
108,-179,3599.13
109,-179,3565.28
110,-179,3530.35
111,-179,3494.36
112,-179,3457.32
113,-179,3419.25
114,-179,3380.16
115,-179,3340.05
116,-179,3298.96
117,-179,3256.88
118,-179,3213.83
119,-179,3169.84
120,-179,3124.91
121,-179,3079.05
122,-179,3032.29
123,-179,2984.64
124,-179,2936.11
125,-179,2886.72
126,-179,2836.49
127,-179,2785.44
128,-179,2733.57
129,-179,2680.91
130,-179,2627.47
131,-179,2573.28
132,-179,2518.34
133,-179,2462.68
134,-179,2406.31
135,-179,2349.26
136,-179,2291.53
137,-179,2233.15
138,-179,2174.14
139,-179,2114.51
140,-179,2054.28
141,-179,1993.47
142,-179,1932.11
143,-179,1870.2
144,-179,1807.77
145,-179,1744.84
146,-179,1681.42
147,-179,1617.55
148,-179,1553.22
149,-179,1488.47
150,-179,1423.32
151,-179,1357.77
152,-179,1291.87
153,-179,1225.61
154,-179,1159.03
155,-179,1092.14
156,-179,1024.96
157,-179,957.514
158,-179,889.821
159,-179,821.899
160,-179,753.769
161,-179,685.451
162,-179,616.965
163,-179,548.33
164,-179,479.567
165,-179,410.696
166,-179,341.735
167,-179,272.706
168,-179,203.628
169,-179,134.521
170,-179,65.4046
171,-179,-3.70167
172,-179,-72.7779
173,-179,-141.804
174,-179,-210.762
175,-179,-279.631
176,-179,-348.391
177,-179,-417.024
178,-179,-485.51
179,-179,-553.83
180,-179,-621.965
-180,-178,-665.243
-179,-178,-731.105
-178,-178,-796.715
-177,-178,-862.057
-176,-178,-927.112
-175,-178,-991.866
-174,-178,-1056.3
-173,-178,-1120.4
-172,-178,-1184.15
-171,-178,-1247.53
-170,-178,-1310.53
-169,-178,-1373.13
-168,-178,-1435.31
-167,-178,-1497.06
-166,-178,-1558.37
-165,-178,-1619.22
-164,-178,-1679.6
-163,-178,-1739.48
-162,-178,-1798.86
-161,-178,-1857.72
-160,-178,-1916.05
-159,-178,-1973.83
-158,-178,-2031.05
-157,-178,-2087.7
-156,-178,-2143.76
-155,-178,-2199.21
-154,-178,-2254.05
-153,-178,-2308.26
-152,-178,-2361.83
-151,-178,-2414.74
-150,-178,-2466.99
-149,-178,-2518.56
-148,-178,-2569.44
-147,-178,-2619.61
-146,-178,-2669.07
-145,-178,-2717.8
-144,-178,-2765.79
-143,-178,-2813.03
-142,-178,-2859.5
-141,-178,-2905.21
-140,-178,-2950.13
-139,-178,-2994.25
-138,-178,-3037.57
-137,-178,-3080.07
-136,-178,-3121.74
-135,-178,-3162.57
-134,-178,-3202.56
-133,-178,-3241.69
-132,-178,-3279.95
-131,-178,-3317.33
-130,-178,-3353.83
-129,-178,-3389.43
-128,-178,-3424.12
-127,-178,-3457.9
-126,-178,-3490.75
-125,-178,-3522.67
-124,-178,-3553.65
-123,-178,-3583.68
-122,-178,-3612.75
-121,-178,-3640.85
-120,-178,-3667.97
-119,-178,-3694.11
-118,-178,-3719.26
-117,-178,-3743.41
-116,-178,-3766.56
-115,-178,-3788.69
-114,-178,-3809.79
-113,-178,-3829.87
-112,-178,-3848.92
-111,-178,-3866.92
-110,-178,-3883.87
-109,-178,-3899.76
-108,-178,-3914.59
-107,-178,-3928.36
-106,-178,-3941.04
-105,-178,-3952.65
-104,-178,-3963.17
-103,-178,-3972.6
-102,-178,-3980.94
-101,-178,-3988.17
-100,-178,-3994.29
-99,-178,-3999.31
-98,-178,-4003.2
-97,-178,-4005.98
-96,-178,-4007.63
-95,-178,-4008.15
-94,-178,-4007.54
-93,-178,-4005.79
-92,-178,-4002.91
-91,-178,-3998.88
-90,-178,-3993.71
-89,-178,-3987.39
-88,-178,-3979.92
-87,-178,-3971.3
-86,-178,-3961.52
-85,-178,-3950.59
-84,-178,-3938.51
-83,-178,-3925.27
-82,-178,-3910.87
-81,-178,-3895.31
-80,-178,-3878.6
-79,-178,-3860.73
-78,-178,-3841.7
-77,-178,-3821.52
-76,-178,-3800.18
-75,-178,-3777.69
-74,-178,-3754.05
-73,-178,-3729.27
-72,-178,-3703.33
-71,-178,-3676.26
-70,-178,-3648.05
-69,-178,-3618.7
-68,-178,-3588.22
-67,-178,-3556.61
-66,-178,-3523.89
-65,-178,-3490.05
-64,-178,-3455.1
-63,-178,-3419.04
-62,-178,-3381.89
-61,-178,-3343.65
-60,-178,-3304.33
-59,-178,-3263.93
-58,-178,-3222.47
-57,-178,-3179.95
-56,-178,-3136.38
-55,-178,-3091.78
-54,-178,-3046.14
-53,-178,-2999.49
-52,-178,-2951.84
-51,-178,-2903.19
-50,-178,-2853.55
-49,-178,-2802.95
-48,-178,-2751.38
-47,-178,-2698.87
-46,-178,-2645.44
-45,-178,-2591.08
-44,-178,-2535.83
-43,-178,-2479.68
-42,-178,-2422.67
-41,-178,-2364.8
-40,-178,-2306.09
-39,-178,-2246.56
-38,-178,-2186.23
-37,-178,-2125.11
-36,-178,-2063.22
-35,-178,-2000.58
-34,-178,-1937.21
-33,-178,-1873.13
-32,-178,-1808.35
-31,-178,-1742.91
-30,-178,-1676.81
-29,-178,-1610.09
-28,-178,-1542.75
-27,-178,-1474.83
-26,-178,-1406.35
-25,-178,-1337.32
-24,-178,-1267.78
-23,-178,-1197.73
-22,-178,-1127.22
-21,-178,-1056.26
-20,-178,-984.868
-19,-178,-913.08
-18,-178,-840.916
-17,-178,-768.401
-16,-178,-695.56
-15,-178,-622.42
-14,-178,-549.005
-13,-178,-475.341
-12,-178,-401.454
-11,-178,-327.372
-10,-178,-253.119
-9,-178,-178.723
-8,-178,-104.211
-7,-178,-29.6083
-6,-178,45.0568
-5,-178,119.758
-4,-178,194.467
-3,-178,269.158
-2,-178,343.802
-1,-178,418.373
0,-178,492.844
1,-178,567.186
2,-178,641.373
3,-178,715.377
4,-178,789.171
5,-178,862.728
6,-178,936.02
7,-178,1009.02
8,-178,1081.7
9,-178,1154.04
10,-178,1226
11,-178,1297.56
12,-178,1368.7
13,-178,1439.39
14,-178,1509.6
15,-178,1579.3
16,-178,1648.48
17,-178,1717.1
18,-178,1785.14
19,-178,1852.57
20,-178,1919.37
21,-178,1985.52
22,-178,2050.99
23,-178,2115.76
24,-178,2179.8
25,-178,2243.09
26,-178,2305.61
27,-178,2367.34
28,-178,2428.25
29,-178,2488.32
30,-178,2547.53
31,-178,2605.85
32,-178,2663.28
33,-178,2719.79
34,-178,2775.35
35,-178,2829.96
36,-178,2883.58
37,-178,2936.21
38,-178,2987.82
39,-178,3038.39
40,-178,3087.92
41,-178,3136.38
42,-178,3183.76
43,-178,3230.04
44,-178,3275.2
45,-178,3319.24
46,-178,3362.13
47,-178,3403.87
48,-178,3444.44
49,-178,3483.83
50,-178,3522.02
51,-178,3559.01
52,-178,3594.78
53,-178,3629.33
54,-178,3662.64
55,-178,3694.7
56,-178,3725.51
57,-178,3755.05
58,-178,3783.33
59,-178,3810.32
60,-178,3836.03
61,-178,3860.45
62,-178,3883.57
63,-178,3905.39
64,-178,3925.9
65,-178,3945.1
66,-178,3962.98
67,-178,3979.54
68,-178,3994.78
69,-178,4008.7
70,-178,4021.29
71,-178,4032.56
72,-178,4042.5
73,-178,4051.11
74,-178,4058.39
75,-178,4064.35
76,-178,4068.98
77,-178,4072.29
78,-178,4074.28
79,-178,4074.94
80,-178,4074.29
81,-178,4072.33
82,-178,4069.06
83,-178,4064.49
84,-178,4058.62
85,-178,4051.45
86,-178,4042.99
87,-178,4033.25
88,-178,4022.24
89,-178,4009.96
90,-178,3996.41
91,-178,3981.62
92,-178,3965.57
93,-178,3948.29
94,-178,3929.78
95,-178,3910.06
96,-178,3889.12
97,-178,3866.98
98,-178,3843.65
99,-178,3819.15
100,-178,3793.47
101,-178,3766.64
102,-178,3738.67
103,-178,3709.56
104,-178,3679.33
105,-178,3647.99
106,-178,3615.56
107,-178,3582.04
108,-178,3547.46
109,-178,3511.82
110,-178,3475.13
111,-178,3437.42
112,-178,3398.7
113,-178,3358.98
114,-178,3318.28
115,-178,3276.6
116,-178,3233.98
117,-178,3190.41
118,-178,3145.93
119,-178,3100.54
120,-178,3054.26
121,-178,3007.1
122,-178,2959.09
123,-178,2910.24
124,-178,2860.57
125,-178,2810.09
126,-178,2758.83
127,-178,2706.79
128,-178,2654
129,-178,2600.48
130,-178,2546.24
131,-178,2491.29
132,-178,2435.67
133,-178,2379.38
134,-178,2322.45
135,-178,2264.89
136,-178,2206.73
137,-178,2147.97
138,-178,2088.65
139,-178,2028.77
140,-178,1968.36
141,-178,1907.44
142,-178,1846.02
143,-178,1784.12
144,-178,1721.77
145,-178,1658.98
146,-178,1595.78
147,-178,1532.17
148,-178,1468.19
149,-178,1403.84
150,-178,1339.16
151,-178,1274.15
152,-178,1208.84
153,-178,1143.25
154,-178,1077.39
155,-178,1011.29
156,-178,944.96
157,-178,878.427
158,-178,811.708
159,-178,744.82
160,-178,677.784
161,-178,610.619
162,-178,543.343
163,-178,475.976
164,-178,408.537
165,-178,341.043
166,-178,273.515
167,-178,205.971
168,-178,138.429
169,-178,70.9079
170,-178,3.42629
171,-178,-63.9976
172,-178,-131.346
173,-178,-198.6
174,-178,-265.741
175,-178,-332.753
176,-178,-399.617
177,-178,-466.316
178,-178,-532.831
179,-178,-599.146
180,-178,-665.243
-180,-177,-708.636
-179,-177,-772.468
-178,-177,-836.015
-177,-177,-899.263
-176,-177,-962.197
-175,-177,-1024.8
-174,-177,-1087.06
-173,-177,-1148.96
-172,-177,-1210.49
-171,-177,-1271.63
-170,-177,-1332.37
-169,-177,-1392.69
-168,-177,-1452.59
-167,-177,-1512.04
-166,-177,-1571.04
-165,-177,-1629.57
-164,-177,-1687.61
-163,-177,-1745.17
-162,-177,-1802.22
-161,-177,-1858.75
-160,-177,-1914.75
-159,-177,-1970.21
-158,-177,-2025.12
-157,-177,-2079.47
-156,-177,-2133.23
-155,-177,-2186.42
-154,-177,-2239
-153,-177,-2290.98
-152,-177,-2342.34
-151,-177,-2393.07
-150,-177,-2443.16
-149,-177,-2492.6
-148,-177,-2541.39
-147,-177,-2589.51
-146,-177,-2636.95
-145,-177,-2683.7
-144,-177,-2729.76
-143,-177,-2775.11
-142,-177,-2819.75
-141,-177,-2863.67
-140,-177,-2906.86
-139,-177,-2949.31
-138,-177,-2991.01
-137,-177,-3031.95
-136,-177,-3072.13
-135,-177,-3111.53
-134,-177,-3150.16
-133,-177,-3187.99
-132,-177,-3225.03
-131,-177,-3261.27
-130,-177,-3296.69
-129,-177,-3331.3
-128,-177,-3365.07
-127,-177,-3398.01
-126,-177,-3430.11
-125,-177,-3461.36
-124,-177,-3491.75
-123,-177,-3521.28
-122,-177,-3549.93
-121,-177,-3577.71
-120,-177,-3604.6
-119,-177,-3630.59
-118,-177,-3655.69
-117,-177,-3679.87
-116,-177,-3703.14
-115,-177,-3725.49
-114,-177,-3746.91
-113,-177,-3767.39
-112,-177,-3786.92
-111,-177,-3805.51
-110,-177,-3823.14
-109,-177,-3839.8
-108,-177,-3855.5
-107,-177,-3870.21
-106,-177,-3883.94
-105,-177,-3896.67
-104,-177,-3908.41
-103,-177,-3919.14
-102,-177,-3928.86
-101,-177,-3937.56
-100,-177,-3945.23
-99,-177,-3951.88
-98,-177,-3957.48
-97,-177,-3962.04
-96,-177,-3965.54
-95,-177,-3967.99
-94,-177,-3969.38
-93,-177,-3969.7
-92,-177,-3968.94
-91,-177,-3967.1
-90,-177,-3964.18
-89,-177,-3960.16
-88,-177,-3955.05
-87,-177,-3948.83
-86,-177,-3941.51
-85,-177,-3933.08
-84,-177,-3923.53
-83,-177,-3912.86
-82,-177,-3901.07
-81,-177,-3888.15
-80,-177,-3874.09
-79,-177,-3858.91
-78,-177,-3842.58
-77,-177,-3825.11
-76,-177,-3806.51
-75,-177,-3786.75
-74,-177,-3765.85
-73,-177,-3743.8
-72,-177,-3720.6
-71,-177,-3696.25
-70,-177,-3670.75
-69,-177,-3644.11
-68,-177,-3616.31
-67,-177,-3587.36
-66,-177,-3557.26
-65,-177,-3526.02
-64,-177,-3493.63
-63,-177,-3460.1
-62,-177,-3425.44
-61,-177,-3389.63
-60,-177,-3352.7
-59,-177,-3314.64
-58,-177,-3275.46
-57,-177,-3235.17
-56,-177,-3193.76
-55,-177,-3151.26
-54,-177,-3107.65
-53,-177,-3062.96
-52,-177,-3017.19
-51,-177,-2970.35
-50,-177,-2922.45
-49,-177,-2873.5
-48,-177,-2823.5
-47,-177,-2772.48
-46,-177,-2720.44
-45,-177,-2667.39
-44,-177,-2613.35
-43,-177,-2558.33
-42,-177,-2502.35
-41,-177,-2445.42
-40,-177,-2387.55
-39,-177,-2328.77
-38,-177,-2269.08
-37,-177,-2208.51
-36,-177,-2147.07
-35,-177,-2084.78
-34,-177,-2021.66
-33,-177,-1957.73
-32,-177,-1893.01
-31,-177,-1827.52
-30,-177,-1761.28
-29,-177,-1694.32
-28,-177,-1626.65
-27,-177,-1558.29
-26,-177,-1489.28
-25,-177,-1419.63
-24,-177,-1349.37
-23,-177,-1278.53
-22,-177,-1207.12
-21,-177,-1135.18
-20,-177,-1062.73
-19,-177,-989.793
-18,-177,-916.403
-17,-177,-842.583
-16,-177,-768.362
-15,-177,-693.767
-14,-177,-618.828
-13,-177,-543.573
-12,-177,-468.03
-11,-177,-392.229
-10,-177,-316.199
-9,-177,-239.971
-8,-177,-163.574
-7,-177,-87.0381
-6,-177,-10.3941
-5,-177,66.3278
-4,-177,143.097
-3,-177,219.882
-2,-177,296.653
-1,-177,373.378
0,-177,450.027
1,-177,526.568
2,-177,602.971
3,-177,679.204
4,-177,755.236
5,-177,831.037
6,-177,906.576
