Phi[deg],Theta[deg],im(rEPhi)[mV]
28,-71,-1693.65
29,-71,-1552.51
30,-71,-1411.18
31,-71,-1270.25
32,-71,-1130.32
33,-71,-991.998
34,-71,-855.868
35,-71,-722.516
36,-71,-592.517
37,-71,-466.424
38,-71,-344.772
39,-71,-228.071
40,-71,-116.805
41,-71,-11.4226
42,-71,87.6592
43,-71,180.063
44,-71,265.452
45,-71,343.532
46,-71,414.057
47,-71,476.825
48,-71,531.688
49,-71,578.543
50,-71,617.343
51,-71,648.089
52,-71,670.836
53,-71,685.688
54,-71,692.8
55,-71,692.375
56,-71,684.666
57,-71,669.967
58,-71,648.618
59,-71,620.999
60,-71,587.527
61,-71,548.653
62,-71,504.859
63,-71,456.657
64,-71,404.58
65,-71,349.183
66,-71,291.037
67,-71,230.727
68,-71,168.845
69,-71,105.989
70,-71,42.7582
71,-71,-20.2502
72,-71,-82.4459
73,-71,-143.248
74,-71,-202.089
75,-71,-258.416
76,-71,-311.7
77,-71,-361.429
