"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","Phi [deg]","phip1 [deg]","rprobe [mm]","Rteflon [mm]","thetap1 [deg]","Theta [deg]","dB(AxialRatioValue) []"
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,32,1.42213519624612
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,33,1.36177642240016
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,34,1.30759949124307
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,35,1.25944294512055
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,36,1.21709543337099
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,37,1.18029583038491
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,38,1.14873535546546
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,39,1.12206192648247
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,40,1.09988670387043
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,41,1.08179248685862
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,42,1.06734337687743
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,43,1.05609497885541
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,44,1.04760439440815
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,45,1.04143936078772
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,46,1.03718606766367
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,47,1.03445539135117
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,48,1.03288747951795
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,49,1.03215477061102
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,50,1.03196363056759
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,51,1.03205483785155
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,52,1.03220315732161
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,53,1.03221622708972
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,54,1.03193295232511
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,55,1.03122156492699
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,56,1.02997747395801
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,57,1.02812100183414
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,58,1.02559507671171
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,59,1.02236293231583
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,60,1.01840585200443
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,61,1.01372098331239
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,62,1.00831924170191
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,63,1.00222331699097
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,64,0.995465792305844
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,65,0.988087382911155
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,66,0.980135300535115
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,67,0.971661747549023
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,68,0.962722544373957
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,69,0.95337589262621
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,70,0.94368127567158
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,71,0.933698497366096
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,72,0.923486858774763
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,73,0.913104471560524
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,74,0.902607705524623
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,75,0.892050766475766
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,76,0.88148539924265
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,77,0.870960709266903
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,78,0.860523094871058
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,79,0.850216281040163
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,80,0.840081444431163
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,81,0.83015741836742
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,82,0.820480965807461
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,83,0.811087107700876
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,84,0.802009493745196
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,85,0.793280802303498
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,86,0.784933156086532
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,87,0.776998540091844
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,88,0.769509208170594
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,89,0.762498064415518
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,90,0.755999005305173
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,91,0.750047208204722
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,92,0.744679351456445
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,93,0.739933750985135
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,94,0.735850398235725
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,95,0.732470884541422
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,96,0.729838197913343
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,97,0.727996379986668
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,98,0.726990033672857
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,99,0.726863676115696
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,100,0.727660936887385
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,101,0.729423607896671
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,102,0.73219055894172
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,103,0.73599654076448
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,104,0.740870905231552
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,105,0.746836279167549
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,106,0.753907233703287
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,107,0.762088994211204
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,108,0.771376236677152
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,109,0.781752014733761
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,110,0.793186857949692
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,111,0.80563807704281
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,112,0.819049306377393
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,113,0.833350309381291
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,114,0.848457069230124
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,115,0.864272185897967
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,116,0.880685601738833
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,117,0.897575681054851
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,118,0.914810674208511
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,119,0.932250603063441
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,120,0.949749611016666
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,121,0.967158826619057
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,122,0.984329793700469
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,123,1.00111852189444
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,124,1.01739020828552
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,125,1.03302467222766
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,126,1.04792252959765
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,127,1.06201210783681
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,128,1.0752570664842
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,129,1.08766463612236
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,130,1.09929431749538
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,131,1.11026678714711
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,132,1.12077263163508
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,133,1.13108037681441
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,134,1.14154309538654
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,135,1.15260268001489
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,136,1.1647906947501
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,137,1.17872462320641
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,138,1.19509840179226
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,139,1.21466645503947
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,140,1.23822110788569
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,141,1.26656422768676
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,142,1.30047510523036
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,143,1.34067763282911
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,144,1.38781041645417
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,145,1.44240327884513
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,146,1.50486261795499
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,147,1.57546652953919
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,148,1.6543689460396
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,149,1.74161075410201
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,150,1.83713520924814
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,151,1.94080498463444
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,152,2.05241868607154
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,153,2.17172537813577
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,154,2.29843637382742
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,155,2.43223410965491
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,156,2.57277831378497
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,157,2.71970989037933
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,158,2.8726530287883
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,159,3.03121604651193
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,160,3.19499142709442
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,161,3.3635554450142
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,162,3.53646769606119
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,163,3.71327078333883
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,164,3.89349035091526
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,165,4.07663561160577
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,166,4.26220048330573
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,167,4.44966542991222
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,168,4.63850009797245
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,169,4.82816684823144
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,170,5.01812530122524
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,171,5.20783804635719
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,172,5.39677770200532
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,173,5.58443555647859
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,174,5.77033206090276
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,175,5.95402947830391
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,176,6.13514700887166
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,177,6.31337869747435
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,178,6.48851437078479
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,179,6.66046372967876
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,180,6.82928351741464
