"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","Phi [deg]","phip1 [deg]","rprobe [mm]","Rteflon [mm]","thetap1 [deg]","Theta [deg]","dB(AxialRatioValue) []"
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-124,11.9713706414309
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-123,12.3911766359168
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-122,13.1952983352561
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-121,14.5197672774648
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-120,16.605310551634
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-119,20.0076100312632
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-118,26.7366141247784
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-117,38.5285053177816
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-116,22.8573490702705
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-115,17.5351494703349
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-114,14.2797565641576
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-113,11.9634120346183
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-112,10.191721539591
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-111,8.77793758858465
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-110,7.61792600600905
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-109,6.64729814039079
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-108,5.82331146811098
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-107,5.11609397711515
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-106,4.50394394656581
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-105,3.97061606617468
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-104,3.50366006455123
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-103,3.09335536452837
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-102,2.73200216872047
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-101,2.41343572823318
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-100,2.13268605037543
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-99,1.88573574933032
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-98,1.66934600828581
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-97,1.48093038340252
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-96,1.31846116517732
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-95,1.18039454369049
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-94,1.06559992625358
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-93,0.973277481374634
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-92,0.902850845228331
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-91,0.853835403261273
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-90,0.825708690481359
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-89,0.817834613695595
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-88,0.829489160507
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-87,0.859989521734563
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-86,0.908872933065294
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-85,0.976054153500763
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-84,1.06191981223855
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-83,1.16736061873368
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-82,1.29376801661141
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-81,1.44302561835957
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-80,1.61751818504759
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-79,1.82017217566933
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-78,2.05453673323356
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-77,2.32491333228583
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-76,2.63654585289693
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-75,2.99589057524628
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-74,3.41099875102744
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-73,3.89206640234302
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-72,4.45224418841269
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-71,5.1088701590857
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-70,5.88542444109267
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-69,6.8147890355948
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-68,7.94503952462179
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-67,9.35061197362939
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-66,11.1563351284249
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-65,13.5979269747258
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-64,17.2168734949261
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-63,23.8725177977676
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-62,39.2466247645526
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-61,21.4074719817644
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-60,16.1594575670269
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-59,13.1874131074268
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-58,11.3199308391007
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-57,10.1737033959296
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-56,9.56417643453105
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-55,9.36689984733166
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-54,9.47815706675512
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-53,9.80895037120523
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-52,10.2871759443169
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-51,10.8579445956321
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-50,11.4810086082077
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-49,12.127105980364
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-48,12.7746100457499
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-47,13.4069760086454
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-46,14.010981867258
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-45,14.5756051053277
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-44,15.0913692148839
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-43,15.5500270797957
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-42,15.9444799603121
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-41,16.2688512130428
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-40,16.5186446869522
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-39,16.690924251444
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-38,16.7844585697133
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-37,16.7997876957201
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-36,16.7391860876104
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-35,16.6065178505181
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-34,16.4070000961536
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-33,16.146904806282
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-32,15.8332358494985
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-31,15.4734157920238
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-30,15.0750090688167
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-29,14.6454971832638
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-28,14.1921108919968
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-27,13.7217157986333
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-26,13.2407422362491
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-25,12.7551476596891
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-24,12.270399402563
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-23,11.7914668660983
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-22,11.3228143864973
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-21,10.868388745049
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-20,10.4315982730524
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-19,10.0152835794063
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-18,9.62168290588451
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-17,9.25239773001779
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-16,8.90836612240665
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-15,8.58985210321935
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-14,8.29645848009566
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-13,8.02716827619706
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-12,7.78041614759279
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-11,7.55418682943999
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-10,7.3461335894864
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-9,7.15370682909017
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-8,6.97428194767601
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-7,6.80527645438433
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-6,6.64424865918219
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-5,6.48897340145156
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-4,6.33749344141412
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-3,6.18814778718912
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-2,6.03958006268901
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-1,5.89073099433928
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,0,5.74081933516313
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,1,5.58931526075361
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,2,5.43590967812358
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,3,5.28048216493499
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,4,5.12306953100773
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,5,4.96383634380705
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,6,4.80304822200044
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,7,4.64104828529991
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,8,4.47823684677583
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,9,4.31505422914691
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,10,4.15196645980342
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,11,3.98945353161355
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,12,3.82799989128906
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,13,3.66808682061084
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,14,3.51018639750212
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,15,3.35475675583089
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,16,3.20223839918612
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,17,3.05305136069927
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,18,2.90759303555371
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,19,2.76623654333289
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,20,2.62932950262265
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,21,2.49719311955207
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,22,2.37012150481112
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,23,2.24838114003218
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,24,2.13221041461549
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,25,2.02181914911732
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,26,1.91738801316908
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,27,1.81906773783264
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,28,1.72697801919831
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,29,1.64120601839354
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,30,1.56180439057644
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,31,1.48878882919838
