Phi[deg],Theta[deg],dB(GainLHCP),dB(GainRHCP)
-180,-180,-4.2988,-12.8402
-179,-180,-4.2988,-12.8402
-178,-180,-4.2988,-12.8402
-177,-180,-4.2988,-12.8402
-176,-180,-4.2988,-12.8402
-175,-180,-4.2988,-12.8402
-174,-180,-4.2988,-12.8402
-173,-180,-4.2988,-12.8402
-172,-180,-4.2988,-12.8402
-171,-180,-4.2988,-12.8402
-170,-180,-4.2988,-12.8402
-169,-180,-4.2988,-12.8402
-168,-180,-4.2988,-12.8402
-167,-180,-4.2988,-12.8402
-166,-180,-4.2988,-12.8402
-165,-180,-4.2988,-12.8402
-164,-180,-4.2988,-12.8402
-163,-180,-4.2988,-12.8402
-162,-180,-4.2988,-12.8402
-161,-180,-4.2988,-12.8402
-160,-180,-4.2988,-12.8402
-159,-180,-4.2988,-12.8402
-158,-180,-4.2988,-12.8402
-157,-180,-4.2988,-12.8402
-156,-180,-4.2988,-12.8402
-155,-180,-4.2988,-12.8402
-154,-180,-4.2988,-12.8402
-153,-180,-4.2988,-12.8402
-152,-180,-4.2988,-12.8402
-151,-180,-4.2988,-12.8402
-150,-180,-4.2988,-12.8402
-149,-180,-4.2988,-12.8402
-148,-180,-4.2988,-12.8402
-147,-180,-4.2988,-12.8402
-146,-180,-4.2988,-12.8402
-145,-180,-4.2988,-12.8402
-144,-180,-4.2988,-12.8402
-143,-180,-4.2988,-12.8402
-142,-180,-4.2988,-12.8402
-141,-180,-4.2988,-12.8402
-140,-180,-4.2988,-12.8402
-139,-180,-4.2988,-12.8402
-138,-180,-4.2988,-12.8402
-137,-180,-4.2988,-12.8402
-136,-180,-4.2988,-12.8402
-135,-180,-4.2988,-12.8402
-134,-180,-4.2988,-12.8402
-133,-180,-4.2988,-12.8402
-132,-180,-4.2988,-12.8402
-131,-180,-4.2988,-12.8402
-130,-180,-4.2988,-12.8402
-129,-180,-4.2988,-12.8402
-128,-180,-4.2988,-12.8402
-127,-180,-4.2988,-12.8402
-126,-180,-4.2988,-12.8402
-125,-180,-4.2988,-12.8402
-124,-180,-4.2988,-12.8402
-123,-180,-4.2988,-12.8402
-122,-180,-4.2988,-12.8402
-121,-180,-4.2988,-12.8402
-120,-180,-4.2988,-12.8402
-119,-180,-4.2988,-12.8402
-118,-180,-4.2988,-12.8402
-117,-180,-4.2988,-12.8402
-116,-180,-4.2988,-12.8402
-115,-180,-4.2988,-12.8402
-114,-180,-4.2988,-12.8402
-113,-180,-4.2988,-12.8402
-112,-180,-4.2988,-12.8402
-111,-180,-4.2988,-12.8402
-110,-180,-4.2988,-12.8402
-109,-180,-4.2988,-12.8402
-108,-180,-4.2988,-12.8402
-107,-180,-4.2988,-12.8402
-106,-180,-4.2988,-12.8402
-105,-180,-4.2988,-12.8402
-104,-180,-4.2988,-12.8402
-103,-180,-4.2988,-12.8402
-102,-180,-4.2988,-12.8402
-101,-180,-4.2988,-12.8402
-100,-180,-4.2988,-12.8402
-99,-180,-4.2988,-12.8402
-98,-180,-4.2988,-12.8402
-97,-180,-4.2988,-12.8402
-96,-180,-4.2988,-12.8402
-95,-180,-4.2988,-12.8402
-94,-180,-4.2988,-12.8402
-93,-180,-4.2988,-12.8402
-92,-180,-4.2988,-12.8402
-91,-180,-4.2988,-12.8402
-90,-180,-4.2988,-12.8402
-89,-180,-4.2988,-12.8402
-88,-180,-4.2988,-12.8402
-87,-180,-4.2988,-12.8402
-86,-180,-4.2988,-12.8402
-85,-180,-4.2988,-12.8402
-84,-180,-4.2988,-12.8402
-83,-180,-4.2988,-12.8402
-82,-180,-4.2988,-12.8402
-81,-180,-4.2988,-12.8402
-80,-180,-4.2988,-12.8402
-79,-180,-4.2988,-12.8402
-78,-180,-4.2988,-12.8402
-77,-180,-4.2988,-12.8402
-76,-180,-4.2988,-12.8402
-75,-180,-4.2988,-12.8402
-74,-180,-4.2988,-12.8402
-73,-180,-4.2988,-12.8402
-72,-180,-4.2988,-12.8402
-71,-180,-4.2988,-12.8402
-70,-180,-4.2988,-12.8402
-69,-180,-4.2988,-12.8402
-68,-180,-4.2988,-12.8402
-67,-180,-4.2988,-12.8402
-66,-180,-4.2988,-12.8402
-65,-180,-4.2988,-12.8402
-64,-180,-4.2988,-12.8402
-63,-180,-4.2988,-12.8402
-62,-180,-4.2988,-12.8402
-61,-180,-4.2988,-12.8402
-60,-180,-4.2988,-12.8402
-59,-180,-4.2988,-12.8402
-58,-180,-4.2988,-12.8402
-57,-180,-4.2988,-12.8402
-56,-180,-4.2988,-12.8402
-55,-180,-4.2988,-12.8402
-54,-180,-4.2988,-12.8402
-53,-180,-4.2988,-12.8402
-52,-180,-4.2988,-12.8402
-51,-180,-4.2988,-12.8402
-50,-180,-4.2988,-12.8402
-49,-180,-4.2988,-12.8402
-48,-180,-4.2988,-12.8402
-47,-180,-4.2988,-12.8402
-46,-180,-4.2988,-12.8402
-45,-180,-4.2988,-12.8402
-44,-180,-4.2988,-12.8402
-43,-180,-4.2988,-12.8402
-42,-180,-4.2988,-12.8402
-41,-180,-4.2988,-12.8402
-40,-180,-4.2988,-12.8402
-39,-180,-4.2988,-12.8402
-38,-180,-4.2988,-12.8402
-37,-180,-4.2988,-12.8402
-36,-180,-4.2988,-12.8402
-35,-180,-4.2988,-12.8402
-34,-180,-4.2988,-12.8402
-33,-180,-4.2988,-12.8402
-32,-180,-4.2988,-12.8402
-31,-180,-4.2988,-12.8402
-30,-180,-4.2988,-12.8402
-29,-180,-4.2988,-12.8402
-28,-180,-4.2988,-12.8402
-27,-180,-4.2988,-12.8402
-26,-180,-4.2988,-12.8402
-25,-180,-4.2988,-12.8402
-24,-180,-4.2988,-12.8402
-23,-180,-4.2988,-12.8402
-22,-180,-4.2988,-12.8402
-21,-180,-4.2988,-12.8402
-20,-180,-4.2988,-12.8402
-19,-180,-4.2988,-12.8402
-18,-180,-4.2988,-12.8402
-17,-180,-4.2988,-12.8402
-16,-180,-4.2988,-12.8402
-15,-180,-4.2988,-12.8402
-14,-180,-4.2988,-12.8402
-13,-180,-4.2988,-12.8402
-12,-180,-4.2988,-12.8402
-11,-180,-4.2988,-12.8402
-10,-180,-4.2988,-12.8402
-9,-180,-4.2988,-12.8402
-8,-180,-4.2988,-12.8402
-7,-180,-4.2988,-12.8402
-6,-180,-4.2988,-12.8402
-5,-180,-4.2988,-12.8402
-4,-180,-4.2988,-12.8402
-3,-180,-4.2988,-12.8402
-2,-180,-4.2988,-12.8402
-1,-180,-4.2988,-12.8402
0,-180,-4.2988,-12.8402
1,-180,-4.2988,-12.8402
2,-180,-4.2988,-12.8402
3,-180,-4.2988,-12.8402
4,-180,-4.2988,-12.8402
5,-180,-4.2988,-12.8402
6,-180,-4.2988,-12.8402
7,-180,-4.2988,-12.8402
8,-180,-4.2988,-12.8402
9,-180,-4.2988,-12.8402
10,-180,-4.2988,-12.8402
11,-180,-4.2988,-12.8402
12,-180,-4.2988,-12.8402
13,-180,-4.2988,-12.8402
14,-180,-4.2988,-12.8402
15,-180,-4.2988,-12.8402
16,-180,-4.2988,-12.8402
17,-180,-4.2988,-12.8402
18,-180,-4.2988,-12.8402
19,-180,-4.2988,-12.8402
20,-180,-4.2988,-12.8402
21,-180,-4.2988,-12.8402
22,-180,-4.2988,-12.8402
23,-180,-4.2988,-12.8402
24,-180,-4.2988,-12.8402
25,-180,-4.2988,-12.8402
26,-180,-4.2988,-12.8402
27,-180,-4.2988,-12.8402
28,-180,-4.2988,-12.8402
29,-180,-4.2988,-12.8402
30,-180,-4.2988,-12.8402
31,-180,-4.2988,-12.8402
32,-180,-4.2988,-12.8402
33,-180,-4.2988,-12.8402
34,-180,-4.2988,-12.8402
35,-180,-4.2988,-12.8402
36,-180,-4.2988,-12.8402
37,-180,-4.2988,-12.8402
38,-180,-4.2988,-12.8402
39,-180,-4.2988,-12.8402
40,-180,-4.2988,-12.8402
41,-180,-4.2988,-12.8402
42,-180,-4.2988,-12.8402
43,-180,-4.2988,-12.8402
44,-180,-4.2988,-12.8402
45,-180,-4.2988,-12.8402
46,-180,-4.2988,-12.8402
47,-180,-4.2988,-12.8402
48,-180,-4.2988,-12.8402
49,-180,-4.2988,-12.8402
50,-180,-4.2988,-12.8402
51,-180,-4.2988,-12.8402
52,-180,-4.2988,-12.8402
53,-180,-4.2988,-12.8402
54,-180,-4.2988,-12.8402
55,-180,-4.2988,-12.8402
56,-180,-4.2988,-12.8402
57,-180,-4.2988,-12.8402
58,-180,-4.2988,-12.8402
59,-180,-4.2988,-12.8402
60,-180,-4.2988,-12.8402
61,-180,-4.2988,-12.8402
62,-180,-4.2988,-12.8402
63,-180,-4.2988,-12.8402
64,-180,-4.2988,-12.8402
65,-180,-4.2988,-12.8402
66,-180,-4.2988,-12.8402
67,-180,-4.2988,-12.8402
68,-180,-4.2988,-12.8402
69,-180,-4.2988,-12.8402
70,-180,-4.2988,-12.8402
71,-180,-4.2988,-12.8402
72,-180,-4.2988,-12.8402
73,-180,-4.2988,-12.8402
74,-180,-4.2988,-12.8402
75,-180,-4.2988,-12.8402
76,-180,-4.2988,-12.8402
77,-180,-4.2988,-12.8402
78,-180,-4.2988,-12.8402
79,-180,-4.2988,-12.8402
80,-180,-4.2988,-12.8402
81,-180,-4.2988,-12.8402
82,-180,-4.2988,-12.8402
83,-180,-4.2988,-12.8402
84,-180,-4.2988,-12.8402
85,-180,-4.2988,-12.8402
86,-180,-4.2988,-12.8402
87,-180,-4.2988,-12.8402
88,-180,-4.2988,-12.8402
89,-180,-4.2988,-12.8402
90,-180,-4.2988,-12.8402
91,-180,-4.2988,-12.8402
92,-180,-4.2988,-12.8402
93,-180,-4.2988,-12.8402
94,-180,-4.2988,-12.8402
95,-180,-4.2988,-12.8402
96,-180,-4.2988,-12.8402
97,-180,-4.2988,-12.8402
98,-180,-4.2988,-12.8402
99,-180,-4.2988,-12.8402
100,-180,-4.2988,-12.8402
101,-180,-4.2988,-12.8402
102,-180,-4.2988,-12.8402
103,-180,-4.2988,-12.8402
104,-180,-4.2988,-12.8402
105,-180,-4.2988,-12.8402
106,-180,-4.2988,-12.8402
107,-180,-4.2988,-12.8402
108,-180,-4.2988,-12.8402
109,-180,-4.2988,-12.8402
110,-180,-4.2988,-12.8402
111,-180,-4.2988,-12.8402
112,-180,-4.2988,-12.8402
113,-180,-4.2988,-12.8402
114,-180,-4.2988,-12.8402
115,-180,-4.2988,-12.8402
116,-180,-4.2988,-12.8402
117,-180,-4.2988,-12.8402
118,-180,-4.2988,-12.8402
119,-180,-4.2988,-12.8402
120,-180,-4.2988,-12.8402
121,-180,-4.2988,-12.8402
122,-180,-4.2988,-12.8402
123,-180,-4.2988,-12.8402
124,-180,-4.2988,-12.8402
125,-180,-4.2988,-12.8402
126,-180,-4.2988,-12.8402
127,-180,-4.2988,-12.8402
128,-180,-4.2988,-12.8402
129,-180,-4.2988,-12.8402
130,-180,-4.2988,-12.8402
131,-180,-4.2988,-12.8402
132,-180,-4.2988,-12.8402
133,-180,-4.2988,-12.8402
134,-180,-4.2988,-12.8402
135,-180,-4.2988,-12.8402
136,-180,-4.2988,-12.8402
137,-180,-4.2988,-12.8402
138,-180,-4.2988,-12.8402
139,-180,-4.2988,-12.8402
140,-180,-4.2988,-12.8402
141,-180,-4.2988,-12.8402
142,-180,-4.2988,-12.8402
143,-180,-4.2988,-12.8402
144,-180,-4.2988,-12.8402
145,-180,-4.2988,-12.8402
146,-180,-4.2988,-12.8402
147,-180,-4.2988,-12.8402
148,-180,-4.2988,-12.8402
149,-180,-4.2988,-12.8402
150,-180,-4.2988,-12.8402
151,-180,-4.2988,-12.8402
152,-180,-4.2988,-12.8402
153,-180,-4.2988,-12.8402
154,-180,-4.2988,-12.8402
155,-180,-4.2988,-12.8402
156,-180,-4.2988,-12.8402
157,-180,-4.2988,-12.8402
158,-180,-4.2988,-12.8402
159,-180,-4.2988,-12.8402
160,-180,-4.2988,-12.8402
161,-180,-4.2988,-12.8402
162,-180,-4.2988,-12.8402
163,-180,-4.2988,-12.8402
164,-180,-4.2988,-12.8402
165,-180,-4.2988,-12.8402
166,-180,-4.2988,-12.8402
167,-180,-4.2988,-12.8402
168,-180,-4.2988,-12.8402
169,-180,-4.2988,-12.8402
170,-180,-4.2988,-12.8402
171,-180,-4.2988,-12.8402
172,-180,-4.2988,-12.8402
173,-180,-4.2988,-12.8402
174,-180,-4.2988,-12.8402
175,-180,-4.2988,-12.8402
176,-180,-4.2988,-12.8402
177,-180,-4.2988,-12.8402
178,-180,-4.2988,-12.8402
179,-180,-4.2988,-12.8402
180,-180,-4.2988,-12.8402
-180,-179,-4.30519,-12.8565
-179,-179,-4.30151,-12.8561
-178,-179,-4.29782,-12.8558
-177,-179,-4.29414,-12.8555
-176,-179,-4.29046,-12.8551
-175,-179,-4.28678,-12.8548
-174,-179,-4.2831,-12.8545
-173,-179,-4.27944,-12.8541
-172,-179,-4.27577,-12.8538
-171,-179,-4.27212,-12.8534
-170,-179,-4.26847,-12.8531
-169,-179,-4.26483,-12.8528
-168,-179,-4.26121,-12.8524
-167,-179,-4.25759,-12.8521
-166,-179,-4.25399,-12.8517
-165,-179,-4.2504,-12.8514
-164,-179,-4.24683,-12.851
-163,-179,-4.24328,-12.8507
-162,-179,-4.23974,-12.8503
-161,-179,-4.23622,-12.85
-160,-179,-4.23272,-12.8496
-159,-179,-4.22924,-12.8493
-158,-179,-4.22578,-12.849
-157,-179,-4.22235,-12.8486
-156,-179,-4.21894,-12.8483
-155,-179,-4.21555,-12.8479
-154,-179,-4.21219,-12.8476
-153,-179,-4.20886,-12.8472
-152,-179,-4.20555,-12.8469
-151,-179,-4.20228,-12.8465
-150,-179,-4.19903,-12.8462
-149,-179,-4.19582,-12.8458
-148,-179,-4.19263,-12.8455
-147,-179,-4.18948,-12.8451
-146,-179,-4.18636,-12.8448
-145,-179,-4.18328,-12.8444
-144,-179,-4.18024,-12.8441
-143,-179,-4.17723,-12.8438
-142,-179,-4.17425,-12.8434
-141,-179,-4.17132,-12.8431
-140,-179,-4.16842,-12.8427
-139,-179,-4.16557,-12.8424
-138,-179,-4.16276,-12.8421
-137,-179,-4.15998,-12.8417
-136,-179,-4.15725,-12.8414
-135,-179,-4.15457,-12.8411
-134,-179,-4.15193,-12.8407
-133,-179,-4.14933,-12.8404
-132,-179,-4.14678,-12.8401
-131,-179,-4.14428,-12.8397
-130,-179,-4.14182,-12.8394
-129,-179,-4.13941,-12.8391
-128,-179,-4.13705,-12.8387
-127,-179,-4.13474,-12.8384
-126,-179,-4.13248,-12.8381
-125,-179,-4.13027,-12.8378
-124,-179,-4.12811,-12.8374
-123,-179,-4.12601,-12.8371
-122,-179,-4.12396,-12.8368
-121,-179,-4.12196,-12.8365
-120,-179,-4.12001,-12.8362
-119,-179,-4.11812,-12.8358
-118,-179,-4.11629,-12.8355
-117,-179,-4.11451,-12.8352
-116,-179,-4.11279,-12.8349
-115,-179,-4.11112,-12.8346
-114,-179,-4.10951,-12.8343
-113,-179,-4.10796,-12.834
-112,-179,-4.10647,-12.8337
-111,-179,-4.10503,-12.8334
-110,-179,-4.10366,-12.8331
-109,-179,-4.10234,-12.8328
-108,-179,-4.10108,-12.8325
-107,-179,-4.09989,-12.8322
-106,-179,-4.09875,-12.8319
-105,-179,-4.09768,-12.8316
-104,-179,-4.09666,-12.8313
-103,-179,-4.09571,-12.831
-102,-179,-4.09482,-12.8307
-101,-179,-4.094,-12.8304
-100,-179,-4.09323,-12.8301
-99,-179,-4.09253,-12.8299
-98,-179,-4.09189,-12.8296
-97,-179,-4.09131,-12.8293
-96,-179,-4.0908,-12.829
-95,-179,-4.09034,-12.8288
-94,-179,-4.08996,-12.8285
-93,-179,-4.08963,-12.8282
-92,-179,-4.08937,-12.828
-91,-179,-4.08918,-12.8277
-90,-179,-4.08904,-12.8274
-89,-179,-4.08897,-12.8272
-88,-179,-4.08897,-12.8269
-87,-179,-4.08902,-12.8267
-86,-179,-4.08915,-12.8264
-85,-179,-4.08933,-12.8262
-84,-179,-4.08958,-12.8259
-83,-179,-4.08989,-12.8257
-82,-179,-4.09027,-12.8254
-81,-179,-4.09071,-12.8252
-80,-179,-4.09121,-12.825
-79,-179,-4.09178,-12.8248
-78,-179,-4.09241,-12.8245
-77,-179,-4.0931,-12.8243
-76,-179,-4.09385,-12.8241
-75,-179,-4.09467,-12.8239
-74,-179,-4.09554,-12.8237
-73,-179,-4.09648,-12.8235
-72,-179,-4.09749,-12.8233
-71,-179,-4.09855,-12.8231
-70,-179,-4.09967,-12.8229
-69,-179,-4.10085,-12.8227
-68,-179,-4.1021,-12.8225
-67,-179,-4.1034,-12.8223
-66,-179,-4.10476,-12.8222
-65,-179,-4.10619,-12.822
-64,-179,-4.10767,-12.8218
-63,-179,-4.1092,-12.8217
-62,-179,-4.1108,-12.8215
-61,-179,-4.11245,-12.8214
-60,-179,-4.11416,-12.8212
-59,-179,-4.11593,-12.8211
-58,-179,-4.11775,-12.821
-57,-179,-4.11963,-12.8209
-56,-179,-4.12156,-12.8207
-55,-179,-4.12354,-12.8206
-54,-179,-4.12558,-12.8205
-53,-179,-4.12767,-12.8204
-52,-179,-4.12981,-12.8203
-51,-179,-4.13201,-12.8202
-50,-179,-4.13425,-12.8201
-49,-179,-4.13655,-12.8201
-48,-179,-4.13889,-12.82
-47,-179,-4.14129,-12.8199
-46,-179,-4.14373,-12.8199
-45,-179,-4.14622,-12.8198
-44,-179,-4.14875,-12.8198
-43,-179,-4.15134,-12.8198
-42,-179,-4.15396,-12.8197
-41,-179,-4.15663,-12.8197
-40,-179,-4.15935,-12.8197
-39,-179,-4.1621,-12.8197
-38,-179,-4.1649,-12.8197
-37,-179,-4.16774,-12.8197
-36,-179,-4.17062,-12.8197
-35,-179,-4.17354,-12.8198
-34,-179,-4.1765,-12.8198
-33,-179,-4.17949,-12.8198
-32,-179,-4.18252,-12.8199
-31,-179,-4.18559,-12.8199
-30,-179,-4.18869,-12.82
-29,-179,-4.19183,-12.8201
-28,-179,-4.19499,-12.8202
-27,-179,-4.19819,-12.8203
-26,-179,-4.20142,-12.8204
-25,-179,-4.20469,-12.8205
-24,-179,-4.20798,-12.8206
-23,-179,-4.21129,-12.8207
-22,-179,-4.21464,-12.8208
-21,-179,-4.21801,-12.821
-20,-179,-4.22141,-12.8211
-19,-179,-4.22483,-12.8213
-18,-179,-4.22827,-12.8214
-17,-179,-4.23173,-12.8216
-16,-179,-4.23522,-12.8218
-15,-179,-4.23873,-12.822
-14,-179,-4.24225,-12.8222
-13,-179,-4.24579,-12.8224
-12,-179,-4.24935,-12.8226
-11,-179,-4.25292,-12.8228
-10,-179,-4.25651,-12.8231
-9,-179,-4.26011,-12.8233
-8,-179,-4.26373,-12.8235
-7,-179,-4.26735,-12.8238
-6,-179,-4.27099,-12.8241
-5,-179,-4.27463,-12.8243
-4,-179,-4.27829,-12.8246
-3,-179,-4.28195,-12.8249
-2,-179,-4.28561,-12.8252
-1,-179,-4.28928,-12.8255
0,-179,-4.29295,-12.8258
1,-179,-4.29663,-12.8261
2,-179,-4.3003,-12.8264
3,-179,-4.30398,-12.8268
4,-179,-4.30766,-12.8271
5,-179,-4.31133,-12.8275
6,-179,-4.315,-12.8278
7,-179,-4.31866,-12.8282
8,-179,-4.32232,-12.8285
9,-179,-4.32598,-12.8289
10,-179,-4.32962,-12.8293
11,-179,-4.33326,-12.8297
12,-179,-4.33689,-12.8301
13,-179,-4.3405,-12.8305
14,-179,-4.34411,-12.8309
15,-179,-4.3477,-12.8313
16,-179,-4.35127,-12.8317
17,-179,-4.35483,-12.8321
18,-179,-4.35838,-12.8325
19,-179,-4.3619,-12.833
20,-179,-4.36541,-12.8334
21,-179,-4.3689,-12.8339
22,-179,-4.37237,-12.8343
23,-179,-4.37581,-12.8347
24,-179,-4.37923,-12.8352
25,-179,-4.38263,-12.8357
26,-179,-4.386,-12.8361
27,-179,-4.38935,-12.8366
28,-179,-4.39267,-12.837
29,-179,-4.39596,-12.8375
30,-179,-4.39923,-12.838
31,-179,-4.40246,-12.8385
32,-179,-4.40566,-12.8389
33,-179,-4.40883,-12.8394
34,-179,-4.41196,-12.8399
35,-179,-4.41507,-12.8404
36,-179,-4.41813,-12.8409
37,-179,-4.42116,-12.8414
38,-179,-4.42416,-12.8419
39,-179,-4.42711,-12.8424
40,-179,-4.43003,-12.8428
41,-179,-4.43291,-12.8433
42,-179,-4.43575,-12.8438
43,-179,-4.43854,-12.8443
44,-179,-4.4413,-12.8448
45,-179,-4.44401,-12.8453
46,-179,-4.44667,-12.8458
47,-179,-4.44929,-12.8463
48,-179,-4.45187,-12.8468
49,-179,-4.4544,-12.8473
50,-179,-4.45688,-12.8478
51,-179,-4.45932,-12.8482
52,-179,-4.4617,-12.8487
53,-179,-4.46404,-12.8492
54,-179,-4.46633,-12.8497
55,-179,-4.46856,-12.8502
56,-179,-4.47075,-12.8506
57,-179,-4.47288,-12.8511
58,-179,-4.47496,-12.8516
59,-179,-4.47698,-12.8521
60,-179,-4.47895,-12.8525
61,-179,-4.48087,-12.853
62,-179,-4.48273,-12.8534
63,-179,-4.48454,-12.8539
64,-179,-4.48629,-12.8543
65,-179,-4.48798,-12.8548
66,-179,-4.48961,-12.8552
67,-179,-4.49119,-12.8556
68,-179,-4.49271,-12.8561
69,-179,-4.49416,-12.8565
70,-179,-4.49556,-12.8569
71,-179,-4.4969,-12.8573
72,-179,-4.49818,-12.8577
73,-179,-4.4994,-12.8581
74,-179,-4.50056,-12.8585
75,-179,-4.50165,-12.8589
76,-179,-4.50269,-12.8593
77,-179,-4.50366,-12.8597
78,-179,-4.50457,-12.86
79,-179,-4.50541,-12.8604
80,-179,-4.5062,-12.8607
81,-179,-4.50692,-12.8611
82,-179,-4.50757,-12.8614
83,-179,-4.50817,-12.8618
84,-179,-4.5087,-12.8621
85,-179,-4.50916,-12.8624
86,-179,-4.50956,-12.8627
87,-179,-4.5099,-12.863
88,-179,-4.51017,-12.8633
89,-179,-4.51038,-12.8636
90,-179,-4.51052,-12.8639
91,-179,-4.5106,-12.8641
92,-179,-4.51062,-12.8644
93,-179,-4.51057,-12.8647
94,-179,-4.51045,-12.8649
95,-179,-4.51027,-12.8651
96,-179,-4.51003,-12.8654
97,-179,-4.50972,-12.8656
98,-179,-4.50935,-12.8658
99,-179,-4.50891,-12.866
100,-179,-4.50841,-12.8662
101,-179,-4.50784,-12.8664
102,-179,-4.50721,-12.8666
103,-179,-4.50652,-12.8667
104,-179,-4.50576,-12.8669
105,-179,-4.50495,-12.867
106,-179,-4.50406,-12.8672
107,-179,-4.50312,-12.8673
108,-179,-4.50211,-12.8674
109,-179,-4.50104,-12.8675
110,-179,-4.49991,-12.8676
111,-179,-4.49872,-12.8677
112,-179,-4.49747,-12.8678
113,-179,-4.49615,-12.8679
114,-179,-4.49478,-12.868
115,-179,-4.49334,-12.868
116,-179,-4.49185,-12.8681
117,-179,-4.4903,-12.8681
118,-179,-4.48869,-12.8681
119,-179,-4.48702,-12.8682
120,-179,-4.48529,-12.8682
121,-179,-4.48351,-12.8682
122,-179,-4.48167,-12.8682
123,-179,-4.47978,-12.8682
124,-179,-4.47783,-12.8681
125,-179,-4.47582,-12.8681
126,-179,-4.47377,-12.8681
127,-179,-4.47165,-12.868
128,-179,-4.46949,-12.868
129,-179,-4.46727,-12.8679
130,-179,-4.46501,-12.8678
131,-179,-4.46269,-12.8678
132,-179,-4.46032,-12.8677
133,-179,-4.4579,-12.8676
134,-179,-4.45544,-12.8675
135,-179,-4.45292,-12.8674
136,-179,-4.45036,-12.8673
137,-179,-4.44775,-12.8671
138,-179,-4.4451,-12.867
139,-179,-4.44241,-12.8669
140,-179,-4.43967,-12.8667
141,-179,-4.43688,-12.8666
142,-179,-4.43406,-12.8664
143,-179,-4.43119,-12.8662
144,-179,-4.42829,-12.8661
145,-179,-4.42534,-12.8659
146,-179,-4.42236,-12.8657
147,-179,-4.41934,-12.8655
148,-179,-4.41628,-12.8653
149,-179,-4.41319,-12.8651
150,-179,-4.41006,-12.8649
151,-179,-4.4069,-12.8647
152,-179,-4.4037,-12.8645
153,-179,-4.40048,-12.8642
154,-179,-4.39722,-12.864
155,-179,-4.39393,-12.8638
156,-179,-4.39062,-12.8635
157,-179,-4.38727,-12.8633
158,-179,-4.3839,-12.863
159,-179,-4.38051,-12.8628
160,-179,-4.37709,-12.8625
161,-179,-4.37365,-12.8622
162,-179,-4.37018,-12.8619
163,-179,-4.36669,-12.8617
164,-179,-4.36319,-12.8614
165,-179,-4.35966,-12.8611
166,-179,-4.35611,-12.8608
167,-179,-4.35255,-12.8605
168,-179,-4.34897,-12.8602
169,-179,-4.34538,-12.8599
170,-179,-4.34177,-12.8596
171,-179,-4.33815,-12.8593
172,-179,-4.33452,-12.859
173,-179,-4.33088,-12.8587
174,-179,-4.32723,-12.8584
175,-179,-4.32357,-12.8581
176,-179,-4.31991,-12.8578
177,-179,-4.31623,-12.8574
178,-179,-4.31256,-12.8571
179,-179,-4.30888,-12.8568
180,-179,-4.30519,-12.8565
-180,-178,-4.31211,-12.8749
-179,-178,-4.30473,-12.8742
-178,-178,-4.29735,-12.8735
-177,-178,-4.28998,-12.8729
-176,-178,-4.28261,-12.8722
-175,-178,-4.27525,-12.8715
-174,-178,-4.26789,-12.8709
-173,-178,-4.26055,-12.8702
-172,-178,-4.25322,-12.8696
-171,-178,-4.24591,-12.8689
-170,-178,-4.23862,-12.8683
-169,-178,-4.23134,-12.8677
-168,-178,-4.22409,-12.867
-167,-178,-4.21686,-12.8664
-166,-178,-4.20967,-12.8658
-165,-178,-4.2025,-12.8651
-164,-178,-4.19536,-12.8645
-163,-178,-4.18825,-12.8639
-162,-178,-4.18119,-12.8633
-161,-178,-4.17416,-12.8627
-160,-178,-4.16717,-12.8621
-159,-178,-4.16022,-12.8615
-158,-178,-4.15332,-12.8609
-157,-178,-4.14646,-12.8603
-156,-178,-4.13965,-12.8597
-155,-178,-4.13289,-12.8591
-154,-178,-4.12619,-12.8586
-153,-178,-4.11954,-12.858
-152,-178,-4.11295,-12.8574
-151,-178,-4.10641,-12.8569
-150,-178,-4.09994,-12.8563
-149,-178,-4.09353,-12.8558
-148,-178,-4.08718,-12.8552
-147,-178,-4.0809,-12.8547
-146,-178,-4.07469,-12.8541
-145,-178,-4.06855,-12.8536
-144,-178,-4.06248,-12.8531
-143,-178,-4.05648,-12.8526
-142,-178,-4.05056,-12.852
-141,-178,-4.04472,-12.8515
-140,-178,-4.03896,-12.851
-139,-178,-4.03328,-12.8505
-138,-178,-4.02768,-12.85
-137,-178,-4.02216,-12.8495
-136,-178,-4.01673,-12.849
-135,-178,-4.01139,-12.8485
-134,-178,-4.00614,-12.848
-133,-178,-4.00098,-12.8475
-132,-178,-3.99591,-12.847
-131,-178,-3.99093,-12.8465
-130,-178,-3.98605,-12.846
-129,-178,-3.98127,-12.8456
-128,-178,-3.97658,-12.8451
-127,-178,-3.97199,-12.8446
-126,-178,-3.96751,-12.8441
-125,-178,-3.96312,-12.8437
-124,-178,-3.95884,-12.8432
-123,-178,-3.95466,-12.8427
-122,-178,-3.95059,-12.8422
-121,-178,-3.94663,-12.8418
-120,-178,-3.94277,-12.8413
-119,-178,-3.93903,-12.8408
-118,-178,-3.93539,-12.8404
-117,-178,-3.93186,-12.8399
-116,-178,-3.92845,-12.8394
-115,-178,-3.92515,-12.8389
-114,-178,-3.92197,-12.8385
-113,-178,-3.9189,-12.838
-112,-178,-3.91594,-12.8375
-111,-178,-3.9131,-12.8371
-110,-178,-3.91038,-12.8366
-109,-178,-3.90778,-12.8361
-108,-178,-3.9053,-12.8356
-107,-178,-3.90294,-12.8352
-106,-178,-3.9007,-12.8347
-105,-178,-3.89857,-12.8342
