Phi[deg],Theta[deg],re(rETheta)[mV]
-180,-180,-739.585
-179,-180,-810.259
-178,-180,-880.685
-177,-180,-950.844
-176,-180,-1020.71
-175,-180,-1090.27
-174,-180,-1159.5
-173,-180,-1228.37
-172,-180,-1296.87
-171,-180,-1364.97
-170,-180,-1432.66
-169,-180,-1499.91
-168,-180,-1566.71
-167,-180,-1633.02
-166,-180,-1698.84
-165,-180,-1764.14
-164,-180,-1828.91
-163,-180,-1893.12
-162,-180,-1956.75
-161,-180,-2019.78
-160,-180,-2082.2
-159,-180,-2143.99
-158,-180,-2205.12
-157,-180,-2265.58
-156,-180,-2325.35
-155,-180,-2384.42
-154,-180,-2442.75
-153,-180,-2500.34
-152,-180,-2557.17
-151,-180,-2613.22
-150,-180,-2668.48
-149,-180,-2722.92
-148,-180,-2776.54
-147,-180,-2829.3
-146,-180,-2881.21
-145,-180,-2932.24
-144,-180,-2982.37
-143,-180,-3031.6
-142,-180,-3079.9
-141,-180,-3127.26
-140,-180,-3173.68
-139,-180,-3219.12
-138,-180,-3263.59
-137,-180,-3307.06
-136,-180,-3349.52
-135,-180,-3390.96
-134,-180,-3431.37
-133,-180,-3470.74
-132,-180,-3509.05
-131,-180,-3546.28
-130,-180,-3582.44
-129,-180,-3617.51
-128,-180,-3651.48
-127,-180,-3684.33
-126,-180,-3716.06
-125,-180,-3746.66
-124,-180,-3776.12
-123,-180,-3804.42
-122,-180,-3831.57
-121,-180,-3857.55
-120,-180,-3882.36
-119,-180,-3905.98
-118,-180,-3928.42
-117,-180,-3949.65
-116,-180,-3969.69
-115,-180,-3988.51
-114,-180,-4006.12
-113,-180,-4022.51
-112,-180,-4037.68
-111,-180,-4051.61
-110,-180,-4064.31
-109,-180,-4075.77
-108,-180,-4085.99
-107,-180,-4094.97
-106,-180,-4102.7
-105,-180,-4109.18
-104,-180,-4114.4
-103,-180,-4118.38
-102,-180,-4121.1
-101,-180,-4122.56
-100,-180,-4122.77
-99,-180,-4121.72
-98,-180,-4119.42
-97,-180,-4115.86
-96,-180,-4111.05
-95,-180,-4104.99
-94,-180,-4097.67
-93,-180,-4089.11
-92,-180,-4079.3
-91,-180,-4068.25
-90,-180,-4055.96
-89,-180,-4042.44
-88,-180,-4027.68
-87,-180,-4011.7
-86,-180,-3994.49
-85,-180,-3976.07
-84,-180,-3956.44
-83,-180,-3935.6
-82,-180,-3913.56
-81,-180,-3890.33
-80,-180,-3865.92
-79,-180,-3840.32
-78,-180,-3813.56
-77,-180,-3785.64
-76,-180,-3756.56
-75,-180,-3726.34
-74,-180,-3694.98
-73,-180,-3662.5
-72,-180,-3628.9
-71,-180,-3594.2
-70,-180,-3558.4
-69,-180,-3521.52
-68,-180,-3483.57
-67,-180,-3444.55
-66,-180,-3404.49
-65,-180,-3363.39
-64,-180,-3321.26
-63,-180,-3278.12
-62,-180,-3233.99
-61,-180,-3188.87
-60,-180,-3142.77
-59,-180,-3095.72
-58,-180,-3047.73
-57,-180,-2998.81
-56,-180,-2948.97
-55,-180,-2898.24
-54,-180,-2846.62
-53,-180,-2794.14
-52,-180,-2740.81
-51,-180,-2686.64
-50,-180,-2631.65
-49,-180,-2575.86
-48,-180,-2519.29
-47,-180,-2461.95
-46,-180,-2403.86
-45,-180,-2345.03
-44,-180,-2285.49
-43,-180,-2225.26
-42,-180,-2164.35
-41,-180,-2102.78
-40,-180,-2040.57
-39,-180,-1977.73
-38,-180,-1914.3
-37,-180,-1850.28
-36,-180,-1785.7
-35,-180,-1720.57
-34,-180,-1654.92
-33,-180,-1588.77
-32,-180,-1522.13
-31,-180,-1455.03
-30,-180,-1387.48
-29,-180,-1319.51
-28,-180,-1251.14
-27,-180,-1182.39
-26,-180,-1113.28
-25,-180,-1043.83
-24,-180,-974.064
-23,-180,-903.999
-22,-180,-833.659
-21,-180,-763.065
-20,-180,-692.238
-19,-180,-621.201
-18,-180,-549.974
-17,-180,-478.58
-16,-180,-407.04
-15,-180,-335.376
-14,-180,-263.61
-13,-180,-191.764
-12,-180,-119.859
-11,-180,-47.9174
-10,-180,24.0386
-9,-180,95.9872
-8,-180,167.907
-7,-180,239.775
-6,-180,311.57
-5,-180,383.27
-4,-180,454.854
-3,-180,526.299
-2,-180,597.583
-1,-180,668.686
0,-180,739.585
1,-180,810.259
2,-180,880.685
3,-180,950.844
4,-180,1020.71
5,-180,1090.27
6,-180,1159.5
7,-180,1228.37
8,-180,1296.87
9,-180,1364.97
10,-180,1432.66
11,-180,1499.91
12,-180,1566.71
13,-180,1633.02
14,-180,1698.84
15,-180,1764.14
16,-180,1828.91
17,-180,1893.12
18,-180,1956.75
19,-180,2019.78
20,-180,2082.2
21,-180,2143.99
22,-180,2205.12
23,-180,2265.58
24,-180,2325.35
25,-180,2384.42
26,-180,2442.75
27,-180,2500.34
28,-180,2557.17
29,-180,2613.22
30,-180,2668.48
31,-180,2722.92
32,-180,2776.54
33,-180,2829.3
34,-180,2881.21
35,-180,2932.24
36,-180,2982.37
37,-180,3031.6
38,-180,3079.9
39,-180,3127.26
40,-180,3173.68
41,-180,3219.12
42,-180,3263.59
43,-180,3307.06
44,-180,3349.52
45,-180,3390.96
46,-180,3431.37
47,-180,3470.74
48,-180,3509.05
49,-180,3546.28
50,-180,3582.44
51,-180,3617.51
52,-180,3651.48
53,-180,3684.33
54,-180,3716.06
55,-180,3746.66
56,-180,3776.12
57,-180,3804.42
58,-180,3831.57
59,-180,3857.55
60,-180,3882.36
61,-180,3905.98
62,-180,3928.42
63,-180,3949.65
64,-180,3969.69
65,-180,3988.51
66,-180,4006.12
67,-180,4022.51
68,-180,4037.68
69,-180,4051.61
70,-180,4064.31
71,-180,4075.77
72,-180,4085.99
73,-180,4094.97
74,-180,4102.7
75,-180,4109.18
76,-180,4114.4
77,-180,4118.38
78,-180,4121.1
79,-180,4122.56
80,-180,4122.77
81,-180,4121.72
82,-180,4119.42
83,-180,4115.86
84,-180,4111.05
85,-180,4104.99
86,-180,4097.67
87,-180,4089.11
88,-180,4079.3
89,-180,4068.25
90,-180,4055.96
91,-180,4042.44
92,-180,4027.68
93,-180,4011.7
94,-180,3994.49
95,-180,3976.07
96,-180,3956.44
97,-180,3935.6
98,-180,3913.56
99,-180,3890.33
100,-180,3865.92
101,-180,3840.32
102,-180,3813.56
103,-180,3785.64
104,-180,3756.56
105,-180,3726.34
106,-180,3694.98
107,-180,3662.5
108,-180,3628.9
109,-180,3594.2
110,-180,3558.4
111,-180,3521.52
112,-180,3483.57
113,-180,3444.55
114,-180,3404.49
115,-180,3363.39
116,-180,3321.26
117,-180,3278.12
118,-180,3233.99
119,-180,3188.87
120,-180,3142.77
121,-180,3095.72
122,-180,3047.73
123,-180,2998.81
124,-180,2948.97
125,-180,2898.24
126,-180,2846.62
127,-180,2794.14
128,-180,2740.81
129,-180,2686.64
130,-180,2631.65
131,-180,2575.86
132,-180,2519.29
133,-180,2461.95
134,-180,2403.86
135,-180,2345.03
136,-180,2285.49
137,-180,2225.26
138,-180,2164.35
139,-180,2102.78
140,-180,2040.57
141,-180,1977.73
142,-180,1914.3
143,-180,1850.28
144,-180,1785.7
145,-180,1720.57
146,-180,1654.92
147,-180,1588.77
148,-180,1522.13
149,-180,1455.03
150,-180,1387.48
151,-180,1319.51
152,-180,1251.14
153,-180,1182.39
154,-180,1113.28
155,-180,1043.83
156,-180,974.064
157,-180,903.999
158,-180,833.659
159,-180,763.065
160,-180,692.238
161,-180,621.201
162,-180,549.974
163,-180,478.58
164,-180,407.04
165,-180,335.376
166,-180,263.61
167,-180,191.764
168,-180,119.859
169,-180,47.9174
170,-180,-24.0386
171,-180,-95.9872
172,-180,-167.907
173,-180,-239.775
174,-180,-311.57
175,-180,-383.27
176,-180,-454.854
177,-180,-526.299
178,-180,-597.583
179,-180,-668.686
180,-180,-739.585
-180,-179,-784.707
-179,-179,-853.263
-178,-179,-921.548
-177,-179,-989.544
-176,-179,-1057.23
-175,-179,-1124.59
-174,-179,-1191.6
-173,-179,-1258.25
-172,-179,-1324.51
-171,-179,-1390.37
-170,-179,-1455.81
-169,-179,-1520.82
-168,-179,-1585.36
-167,-179,-1649.44
-166,-179,-1713.02
-165,-179,-1776.09
-164,-179,-1838.64
-163,-179,-1900.65
-162,-179,-1962.09
-161,-179,-2022.96
-160,-179,-2083.23
-159,-179,-2142.9
-158,-179,-2201.93
-157,-179,-2260.33
-156,-179,-2318.07
-155,-179,-2375.13
-154,-179,-2431.5
-153,-179,-2487.17
-152,-179,-2542.11
-151,-179,-2596.32
-150,-179,-2649.78
-149,-179,-2702.48
-148,-179,-2754.39
-147,-179,-2805.51
-146,-179,-2855.83
-145,-179,-2905.32
-144,-179,-2953.98
-143,-179,-3001.78
-142,-179,-3048.73
-141,-179,-3094.8
-140,-179,-3139.98
-139,-179,-3184.26
-138,-179,-3227.63
-137,-179,-3270.07
-136,-179,-3311.58
-135,-179,-3352.14
-134,-179,-3391.74
-133,-179,-3430.36
-132,-179,-3468.01
-131,-179,-3504.66
-130,-179,-3540.3
-129,-179,-3574.94
-128,-179,-3608.55
-127,-179,-3641.12
-126,-179,-3672.65
-125,-179,-3703.13
-124,-179,-3732.55
-123,-179,-3760.9
-122,-179,-3788.16
-121,-179,-3814.34
-120,-179,-3839.43
-119,-179,-3863.41
-118,-179,-3886.28
-117,-179,-3908.03
-116,-179,-3928.66
-115,-179,-3948.15
-114,-179,-3966.51
-113,-179,-3983.72
-112,-179,-3999.78
-111,-179,-4014.69
-110,-179,-4028.43
-109,-179,-4041.01
-108,-179,-4052.41
-107,-179,-4062.64
-106,-179,-4071.69
-105,-179,-4079.56
-104,-179,-4086.24
-103,-179,-4091.72
-102,-179,-4096.02
-101,-179,-4099.11
-100,-179,-4101.01
-99,-179,-4101.71
-98,-179,-4101.2
-97,-179,-4099.5
-96,-179,-4096.58
-95,-179,-4092.46
-94,-179,-4087.13
-93,-179,-4080.59
-92,-179,-4072.85
-91,-179,-4063.9
-90,-179,-4053.75
-89,-179,-4042.39
-88,-179,-4029.83
-87,-179,-4016.06
-86,-179,-4001.1
-85,-179,-3984.94
-84,-179,-3967.59
-83,-179,-3949.04
-82,-179,-3929.31
-81,-179,-3908.39
-80,-179,-3886.3
-79,-179,-3863.03
-78,-179,-3838.59
-77,-179,-3812.99
-76,-179,-3786.22
-75,-179,-3758.31
-74,-179,-3729.24
-73,-179,-3699.04
-72,-179,-3667.7
-71,-179,-3635.24
-70,-179,-3601.66
-69,-179,-3566.97
-68,-179,-3531.18
-67,-179,-3494.29
-66,-179,-3456.32
-65,-179,-3417.28
-64,-179,-3377.18
-63,-179,-3336.02
-62,-179,-3293.81
-61,-179,-3250.58
-60,-179,-3206.32
-59,-179,-3161.06
-58,-179,-3114.8
-57,-179,-3067.55
-56,-179,-3019.33
-55,-179,-2970.16
-54,-179,-2920.03
-53,-179,-2868.98
-52,-179,-2817.01
-51,-179,-2764.14
-50,-179,-2710.38
-49,-179,-2655.75
-48,-179,-2600.26
-47,-179,-2543.93
-46,-179,-2486.77
-45,-179,-2428.81
-44,-179,-2370.05
-43,-179,-2310.52
-42,-179,-2250.23
-41,-179,-2189.21
-40,-179,-2127.46
-39,-179,-2065.01
-38,-179,-2001.88
-37,-179,-1938.09
-36,-179,-1873.64
-35,-179,-1808.57
-34,-179,-1742.9
-33,-179,-1676.64
-32,-179,-1609.81
-31,-179,-1542.44
-30,-179,-1474.55
-29,-179,-1406.15
-28,-179,-1337.27
-27,-179,-1267.93
-26,-179,-1198.15
-25,-179,-1127.95
-24,-179,-1057.36
-23,-179,-986.403
-22,-179,-915.092
-21,-179,-843.456
-20,-179,-771.515
-19,-179,-699.295
-18,-179,-626.817
-17,-179,-554.105
-16,-179,-481.183
-15,-179,-408.075
-14,-179,-334.804
-13,-179,-261.393
-12,-179,-187.868
-11,-179,-114.252
-10,-179,-40.5691
-9,-179,33.1563
-8,-179,106.9
-7,-179,180.637
-6,-179,254.345
-5,-179,327.997
-4,-179,401.57
-3,-179,475.039
-2,-179,548.38
-1,-179,621.568
0,-179,694.58
1,-179,767.39
2,-179,839.975
3,-179,912.31
4,-179,984.37
5,-179,1056.13
6,-179,1127.57
7,-179,1198.67
8,-179,1269.39
9,-179,1339.72
10,-179,1409.63
11,-179,1479.1
12,-179,1548.11
13,-179,1616.63
14,-179,1684.64
15,-179,1752.11
16,-179,1819.03
17,-179,1885.37
18,-179,1951.11
19,-179,2016.23
20,-179,2080.7
21,-179,2144.51
22,-179,2207.63
23,-179,2270.04
24,-179,2331.72
25,-179,2392.65
26,-179,2452.81
27,-179,2512.18
28,-179,2570.74
29,-179,2628.47
30,-179,2685.35
31,-179,2741.36
32,-179,2796.48
33,-179,2850.71
34,-179,2904.01
35,-179,2956.36
36,-179,3007.77
37,-179,3058.2
38,-179,3107.64
39,-179,3156.07
40,-179,3203.48
41,-179,3249.85
42,-179,3295.17
43,-179,3339.43
44,-179,3382.6
45,-179,3424.68
46,-179,3465.66
47,-179,3505.51
48,-179,3544.23
49,-179,3581.8
50,-179,3618.21
51,-179,3653.46
52,-179,3687.53
53,-179,3720.41
54,-179,3752.09
55,-179,3782.56
56,-179,3811.82
57,-179,3839.84
58,-179,3866.63
59,-179,3892.18
60,-179,3916.48
61,-179,3939.53
62,-179,3961.31
63,-179,3981.82
64,-179,4001.06
65,-179,4019.02
66,-179,4035.69
67,-179,4051.08
68,-179,4065.17
69,-179,4077.97
70,-179,4089.47
71,-179,4099.68
72,-179,4108.57
73,-179,4116.17
74,-179,4122.46
75,-179,4127.45
76,-179,4131.13
77,-179,4133.51
78,-179,4134.58
79,-179,4134.35
80,-179,4132.82
81,-179,4129.99
82,-179,4125.86
83,-179,4120.44
84,-179,4113.73
85,-179,4105.74
86,-179,4096.46
87,-179,4085.9
88,-179,4074.07
89,-179,4060.98
90,-179,4046.62
91,-179,4031.01
92,-179,4014.14
93,-179,3996.04
94,-179,3976.7
95,-179,3956.14
96,-179,3934.36
97,-179,3911.37
98,-179,3887.18
99,-179,3861.79
100,-179,3835.23
101,-179,3807.49
102,-179,3778.6
103,-179,3748.55
104,-179,3717.36
105,-179,3685.04
106,-179,3651.61
107,-179,3617.07
108,-179,3581.44
109,-179,3544.72
110,-179,3506.95
111,-179,3468.11
112,-179,3428.24
113,-179,3387.34
114,-179,3345.43
115,-179,3302.52
116,-179,3258.63
117,-179,3213.77
118,-179,3167.95
119,-179,3121.2
120,-179,3073.52
121,-179,3024.94
122,-179,2975.47
123,-179,2925.12
124,-179,2873.92
125,-179,2821.88
126,-179,2769.01
127,-179,2715.33
128,-179,2660.87
129,-179,2605.64
130,-179,2549.65
131,-179,2492.92
132,-179,2435.48
133,-179,2377.34
134,-179,2318.51
135,-179,2259.03
136,-179,2198.9
137,-179,2138.14
138,-179,2076.78
139,-179,2014.83
140,-179,1952.32
141,-179,1889.25
142,-179,1825.66
143,-179,1761.56
144,-179,1696.97
145,-179,1631.9
146,-179,1566.39
147,-179,1500.45
148,-179,1434.1
149,-179,1367.36
150,-179,1300.24
151,-179,1232.78
152,-179,1164.99
153,-179,1096.89
154,-179,1028.5
155,-179,959.838
156,-179,890.93
157,-179,821.793
158,-179,752.449
159,-179,682.917
160,-179,613.217
161,-179,543.371
162,-179,473.399
163,-179,403.321
164,-179,333.156
165,-179,262.927
166,-179,192.652
167,-179,122.352
168,-179,52.0474
169,-179,-18.2419
170,-179,-88.4957
171,-179,-158.694
172,-179,-228.817
173,-179,-298.844
174,-179,-368.756
175,-179,-438.533
176,-179,-508.156
177,-179,-577.604
178,-179,-646.858
179,-179,-715.899
180,-179,-784.707
-180,-178,-829.913
-179,-178,-896.373
-178,-178,-962.533
-177,-178,-1028.38
-176,-178,-1093.89
-175,-178,-1159.06
-174,-178,-1223.85
-173,-178,-1288.27
-172,-178,-1352.29
-171,-178,-1415.89
-170,-178,-1479.07
-169,-178,-1541.79
-168,-178,-1604.06
-167,-178,-1665.85
-166,-178,-1727.15
-165,-178,-1787.94
-164,-178,-1848.2
-163,-178,-1907.94
-162,-178,-1967.12
-161,-178,-2025.73
-160,-178,-2083.76
-159,-178,-2141.21
-158,-178,-2198.04
-157,-178,-2254.25
-156,-178,-2309.83
-155,-178,-2364.75
-154,-178,-2419.02
-153,-178,-2472.61
-152,-178,-2525.52
-151,-178,-2577.72
-150,-178,-2629.21
-149,-178,-2679.98
-148,-178,-2730.01
-147,-178,-2779.3
-146,-178,-2827.82
-145,-178,-2875.57
-144,-178,-2922.53
-143,-178,-2968.7
-142,-178,-3014.07
-141,-178,-3058.62
-140,-178,-3102.34
-139,-178,-3145.22
-138,-178,-3187.25
-137,-178,-3228.43
-136,-178,-3268.73
-135,-178,-3308.15
-134,-178,-3346.69
-133,-178,-3384.32
-132,-178,-3421.05
-131,-178,-3456.86
-130,-178,-3491.74
-129,-178,-3525.69
-128,-178,-3558.69
-127,-178,-3590.73
-126,-178,-3621.82
-125,-178,-3651.93
-124,-178,-3681.06
-123,-178,-3709.2
-122,-178,-3736.35
-121,-178,-3762.5
-120,-178,-3787.63
-119,-178,-3811.75
-118,-178,-3834.83
-117,-178,-3856.89
-116,-178,-3877.9
-115,-178,-3897.87
-114,-178,-3916.78
-113,-178,-3934.63
-112,-178,-3951.42
-111,-178,-3967.13
-110,-178,-3981.76
-109,-178,-3995.3
-108,-178,-4007.76
-107,-178,-4019.11
-106,-178,-4029.37
-105,-178,-4038.51
-104,-178,-4046.55
-103,-178,-4053.46
-102,-178,-4059.26
-101,-178,-4063.93
-100,-178,-4067.46
-99,-178,-4069.87
-98,-178,-4071.13
-97,-178,-4071.25
-96,-178,-4070.23
-95,-178,-4068.05
-94,-178,-4064.73
-93,-178,-4060.25
-92,-178,-4054.62
-91,-178,-4047.82
-90,-178,-4039.87
-89,-178,-4030.75
-88,-178,-4020.47
-87,-178,-4009.02
-86,-178,-3996.41
-85,-178,-3982.63
-84,-178,-3967.69
-83,-178,-3951.58
-82,-178,-3934.3
-81,-178,-3915.85
-80,-178,-3896.25
-79,-178,-3875.47
-78,-178,-3853.54
-77,-178,-3830.45
-76,-178,-3806.2
-75,-178,-3780.79
-74,-178,-3754.23
-73,-178,-3726.52
-72,-178,-3697.67
-71,-178,-3667.68
-70,-178,-3636.55
-69,-178,-3604.29
-68,-178,-3570.9
-67,-178,-3536.39
-66,-178,-3500.77
-65,-178,-3464.04
-64,-178,-3426.2
-63,-178,-3387.27
-62,-178,-3347.26
-61,-178,-3306.16
-60,-178,-3264
-59,-178,-3220.77
-58,-178,-3176.49
-57,-178,-3131.17
-56,-178,-3084.82
-55,-178,-3037.45
-54,-178,-2989.06
-53,-178,-2939.68
-52,-178,-2889.31
-51,-178,-2837.97
-50,-178,-2785.66
-49,-178,-2732.4
-48,-178,-2678.22
-47,-178,-2623.11
-46,-178,-2567.09
-45,-178,-2510.19
-44,-178,-2452.4
-43,-178,-2393.76
-42,-178,-2334.28
-41,-178,-2273.97
-40,-178,-2212.86
-39,-178,-2150.95
-38,-178,-2088.27
-37,-178,-2024.83
-36,-178,-1960.66
-35,-178,-1895.78
-34,-178,-1830.2
-33,-178,-1763.94
-32,-178,-1697.03
-31,-178,-1629.48
-30,-178,-1561.32
-29,-178,-1492.57
-28,-178,-1423.25
-27,-178,-1353.39
-26,-178,-1283
-25,-178,-1212.11
-24,-178,-1140.74
-23,-178,-1068.92
-22,-178,-996.665
-21,-178,-924.009
-20,-178,-850.972
-19,-178,-777.58
-18,-178,-703.858
-17,-178,-629.83
-16,-178,-555.523
-15,-178,-480.963
-14,-178,-406.176
-13,-178,-331.187
-12,-178,-256.024
-11,-178,-180.713
-10,-178,-105.281
-9,-178,-29.7553
-8,-178,45.838
-7,-178,121.471
-6,-178,197.117
-5,-178,272.748
-4,-178,348.337
-3,-178,423.856
-2,-178,499.278
-1,-178,574.575
0,-178,649.72
1,-178,724.685
2,-178,799.442
3,-178,873.965
4,-178,948.226
5,-178,1022.2
6,-178,1095.85
7,-178,1169.16
8,-178,1242.1
9,-178,1314.64
10,-178,1386.75
11,-178,1458.42
12,-178,1529.6
13,-178,1600.28
14,-178,1670.43
15,-178,1740.03
16,-178,1809.04
17,-178,1877.45
18,-178,1945.22
19,-178,2012.33
20,-178,2078.77
21,-178,2144.49
22,-178,2209.49
23,-178,2273.74
24,-178,2337.2
25,-178,2399.87
26,-178,2461.71
27,-178,2522.71
28,-178,2582.84
29,-178,2642.09
30,-178,2700.42
31,-178,2757.83
32,-178,2814.29
33,-178,2869.77
34,-178,2924.27
35,-178,2977.76
36,-178,3030.22
37,-178,3081.63
38,-178,3131.99
39,-178,3181.26
40,-178,3229.44
41,-178,3276.51
42,-178,3322.45
43,-178,3367.25
44,-178,3410.89
45,-178,3453.36
46,-178,3494.65
47,-178,3534.74
48,-178,3573.61
49,-178,3611.27
50,-178,3647.69
51,-178,3682.87
52,-178,3716.79
53,-178,3749.44
54,-178,3780.83
55,-178,3810.92
56,-178,3839.73
57,-178,3867.24
58,-178,3893.44
59,-178,3918.33
60,-178,3941.89
61,-178,3964.14
62,-178,3985.05
63,-178,4004.63
64,-178,4022.87
65,-178,4039.76
66,-178,4055.31
67,-178,4069.52
68,-178,4082.37
69,-178,4093.87
70,-178,4104.02
71,-178,4112.82
72,-178,4120.26
73,-178,4126.35
74,-178,4131.09
75,-178,4134.48
76,-178,4136.53
77,-178,4137.23
78,-178,4136.58
79,-178,4134.6
80,-178,4131.28
81,-178,4126.63
82,-178,4120.66
83,-178,4113.36
84,-178,4104.75
85,-178,4094.83
86,-178,4083.61
87,-178,4071.1
88,-178,4057.29
89,-178,4042.21
90,-178,4025.85
91,-178,4008.23
92,-178,3989.36
93,-178,3969.24
94,-178,3947.88
95,-178,3925.3
96,-178,3901.51
97,-178,3876.51
98,-178,3850.32
99,-178,3822.94
100,-178,3794.4
101,-178,3764.7
102,-178,3733.85
103,-178,3701.87
104,-178,3668.77
105,-178,3634.57
106,-178,3599.28
107,-178,3562.9
108,-178,3525.46
109,-178,3486.98
110,-178,3447.45
111,-178,3406.91
112,-178,3365.37
113,-178,3322.83
114,-178,3279.32
115,-178,3234.86
116,-178,3189.45
117,-178,3143.12
118,-178,3095.88
119,-178,3047.76
120,-178,2998.75
121,-178,2948.89
122,-178,2898.19
123,-178,2846.67
124,-178,2794.35
125,-178,2741.24
126,-178,2687.36
127,-178,2632.73
128,-178,2577.37
129,-178,2521.3
130,-178,2464.53
131,-178,2407.09
132,-178,2348.99
133,-178,2290.26
134,-178,2230.9
135,-178,2170.95
136,-178,2110.41
137,-178,2049.32
138,-178,1987.68
139,-178,1925.52
140,-178,1862.86
141,-178,1799.72
142,-178,1736.11
143,-178,1672.06
144,-178,1607.58
145,-178,1542.71
146,-178,1477.44
147,-178,1411.82
148,-178,1345.85
149,-178,1279.55
150,-178,1212.95
151,-178,1146.06
152,-178,1078.91
153,-178,1011.52
154,-178,943.897
155,-178,876.069
156,-178,808.056
157,-178,739.876
158,-178,671.55
159,-178,603.096
160,-178,534.535
161,-178,465.885
162,-178,397.167
163,-178,328.4
164,-178,259.602
165,-178,190.793
166,-178,121.992
167,-178,53.2189
168,-178,-15.5086
169,-178,-84.1712
170,-178,-152.75
171,-178,-221.227
172,-178,-289.584
173,-178,-357.801
174,-178,-425.861
175,-178,-493.746
176,-178,-561.437
177,-178,-628.917
178,-178,-696.168
179,-178,-763.173
180,-178,-829.913
-180,-177,-875.166
-179,-177,-939.55
-178,-177,-1003.6
-177,-177,-1067.31
-176,-177,-1130.67
-175,-177,-1193.64
-174,-177,-1256.23
-173,-177,-1318.41
-172,-177,-1380.17
-171,-177,-1441.5
-170,-177,-1502.39
-169,-177,-1562.81
-168,-177,-1622.76
-167,-177,-1682.23
-166,-177,-1741.19
-165,-177,-1799.64
-164,-177,-1857.57
-163,-177,-1914.95
-162,-177,-1971.79
-161,-177,-2028.06
-160,-177,-2083.76
-159,-177,-2138.88
-158,-177,-2193.4
-157,-177,-2247.31
-156,-177,-2300.6
-155,-177,-2353.26
-154,-177,-2405.28
-153,-177,-2456.64
-152,-177,-2507.35
-151,-177,-2557.38
-150,-177,-2606.74
-149,-177,-2655.4
-148,-177,-2703.36
-147,-177,-2750.61
-146,-177,-2797.14
-145,-177,-2842.94
-144,-177,-2888.01
-143,-177,-2932.32
-142,-177,-2975.89
-141,-177,-3018.69
-140,-177,-3060.71
-139,-177,-3101.96
-138,-177,-3142.41
-137,-177,-3182.07
-136,-177,-3220.93
-135,-177,-3258.97
-134,-177,-3296.19
-133,-177,-3332.58
-132,-177,-3368.14
-131,-177,-3402.85
-130,-177,-3436.72
-129,-177,-3469.72
-128,-177,-3501.86
-127,-177,-3533.12
-126,-177,-3563.51
-125,-177,-3593.01
-124,-177,-3621.61
-123,-177,-3649.31
-122,-177,-3676.1
-121,-177,-3701.98
-120,-177,-3726.93
-119,-177,-3750.96
-118,-177,-3774.05
-117,-177,-3796.2
-116,-177,-3817.39
-115,-177,-3837.63
-114,-177,-3856.91
-113,-177,-3875.22
-112,-177,-3892.55
-111,-177,-3908.9
-110,-177,-3924.26
-109,-177,-3938.63
-108,-177,-3951.99
-107,-177,-3964.35
-106,-177,-3975.69
-105,-177,-3986
-104,-177,-3995.3
-103,-177,-4003.55
-102,-177,-4010.77
-101,-177,-4016.95
-100,-177,-4022.07
-99,-177,-4026.13
-98,-177,-4029.14
-97,-177,-4031.07
-96,-177,-4031.93
-95,-177,-4031.71
-94,-177,-4030.4
-93,-177,-4028.01
-92,-177,-4024.52
-91,-177,-4019.93
-90,-177,-4014.24
-89,-177,-4007.43
-88,-177,-3999.52
-87,-177,-3990.48
-86,-177,-3980.33
-85,-177,-3969.04
-84,-177,-3956.63
-83,-177,-3943.09
-82,-177,-3928.41
-81,-177,-3912.59
-80,-177,-3895.63
-79,-177,-3877.53
-78,-177,-3858.28
-77,-177,-3837.89
-76,-177,-3816.34
-75,-177,-3793.65
-74,-177,-3769.81
-73,-177,-3744.81
-72,-177,-3718.66
-71,-177,-3691.37
-70,-177,-3662.92
-69,-177,-3633.32
-68,-177,-3602.58
-67,-177,-3570.69
-66,-177,-3537.65
-65,-177,-3503.48
-64,-177,-3468.17
-63,-177,-3431.72
-62,-177,-3394.14
-61,-177,-3355.44
-60,-177,-3315.62
-59,-177,-3274.69
-58,-177,-3232.65
-57,-177,-3189.5
-56,-177,-3145.26
-55,-177,-3099.94
-54,-177,-3053.53
-53,-177,-3006.06
-52,-177,-2957.53
-51,-177,-2907.94
-50,-177,-2857.32
-49,-177,-2805.67
-48,-177,-2752.99
-47,-177,-2699.32
-46,-177,-2644.65
-45,-177,-2589.01
-44,-177,-2532.39
-43,-177,-2474.83
-42,-177,-2416.33
-41,-177,-2356.92
-40,-177,-2296.6
-39,-177,-2235.39
-38,-177,-2173.31
-37,-177,-2110.39
-36,-177,-2046.63
-35,-177,-1982.05
-34,-177,-1916.69
-33,-177,-1850.55
-32,-177,-1783.66
-31,-177,-1716.03
-30,-177,-1647.7
-29,-177,-1578.68
-28,-177,-1509
-27,-177,-1438.67
-26,-177,-1367.73
-25,-177,-1296.2
-24,-177,-1224.1
-23,-177,-1151.45
-22,-177,-1078.3
-21,-177,-1004.65
-20,-177,-930.536
-19,-177,-855.988
-18,-177,-781.031
-17,-177,-705.693
-16,-177,-630.002
-15,-177,-553.986
-14,-177,-477.675
-13,-177,-401.097
-12,-177,-324.282
-11,-177,-247.259
-10,-177,-170.058
-9,-177,-92.71
-8,-177,-15.2442
-7,-177,62.3085
-6,-177,139.918
-5,-177,217.552
-4,-177,295.182
-3,-177,372.775
-2,-177,450.3
-1,-177,527.728
0,-177,605.025
1,-177,682.162
2,-177,759.107
3,-177,835.829
4,-177,912.297
5,-177,988.48
6,-177,1064.35
7,-177,1139.87
8,-177,1215.01
