Phi[deg],Theta[deg],dB(GainTotal)
-180,-180,-6.40401
-179,-180,-6.40401
-178,-180,-6.40401
-177,-180,-6.40401
-176,-180,-6.40401
-175,-180,-6.40401
-174,-180,-6.40401
-173,-180,-6.40401
-172,-180,-6.40401
-171,-180,-6.40401
-170,-180,-6.40401
-169,-180,-6.40401
-168,-180,-6.40401
-167,-180,-6.40401
-166,-180,-6.40401
-165,-180,-6.40401
-164,-180,-6.40401
-163,-180,-6.40401
-162,-180,-6.40401
-161,-180,-6.40401
-160,-180,-6.40401
-159,-180,-6.40401
-158,-180,-6.40401
-157,-180,-6.40401
-156,-180,-6.40401
-155,-180,-6.40401
-154,-180,-6.40401
-153,-180,-6.40401
-152,-180,-6.40401
-151,-180,-6.40401
-150,-180,-6.40401
-149,-180,-6.40401
-148,-180,-6.40401
-147,-180,-6.40401
-146,-180,-6.40401
-145,-180,-6.40401
-144,-180,-6.40401
-143,-180,-6.40401
-142,-180,-6.40401
-141,-180,-6.40401
-140,-180,-6.40401
-139,-180,-6.40401
-138,-180,-6.40401
-137,-180,-6.40401
-136,-180,-6.40401
-135,-180,-6.40401
-134,-180,-6.40401
-133,-180,-6.40401
-132,-180,-6.40401
-131,-180,-6.40401
-130,-180,-6.40401
-129,-180,-6.40401
-128,-180,-6.40401
-127,-180,-6.40401
-126,-180,-6.40401
-125,-180,-6.40401
-124,-180,-6.40401
-123,-180,-6.40401
-122,-180,-6.40401
-121,-180,-6.40401
-120,-180,-6.40401
-119,-180,-6.40401
-118,-180,-6.40401
-117,-180,-6.40401
-116,-180,-6.40401
-115,-180,-6.40401
-114,-180,-6.40401
-113,-180,-6.40401
-112,-180,-6.40401
-111,-180,-6.40401
-110,-180,-6.40401
-109,-180,-6.40401
-108,-180,-6.40401
-107,-180,-6.40401
-106,-180,-6.40401
-105,-180,-6.40401
-104,-180,-6.40401
-103,-180,-6.40401
-102,-180,-6.40401
-101,-180,-6.40401
-100,-180,-6.40401
-99,-180,-6.40401
-98,-180,-6.40401
-97,-180,-6.40401
-96,-180,-6.40401
-95,-180,-6.40401
-94,-180,-6.40401
-93,-180,-6.40401
-92,-180,-6.40401
-91,-180,-6.40401
-90,-180,-6.40401
-89,-180,-6.40401
-88,-180,-6.40401
-87,-180,-6.40401
-86,-180,-6.40401
-85,-180,-6.40401
-84,-180,-6.40401
-83,-180,-6.40401
-82,-180,-6.40401
-81,-180,-6.40401
-80,-180,-6.40401
-79,-180,-6.40401
-78,-180,-6.40401
-77,-180,-6.40401
-76,-180,-6.40401
-75,-180,-6.40401
-74,-180,-6.40401
-73,-180,-6.40401
-72,-180,-6.40401
-71,-180,-6.40401
-70,-180,-6.40401
-69,-180,-6.40401
-68,-180,-6.40401
-67,-180,-6.40401
-66,-180,-6.40401
-65,-180,-6.40401
-64,-180,-6.40401
-63,-180,-6.40401
-62,-180,-6.40401
-61,-180,-6.40401
-60,-180,-6.40401
-59,-180,-6.40401
-58,-180,-6.40401
-57,-180,-6.40401
-56,-180,-6.40401
-55,-180,-6.40401
-54,-180,-6.40401
-53,-180,-6.40401
-52,-180,-6.40401
-51,-180,-6.40401
-50,-180,-6.40401
-49,-180,-6.40401
-48,-180,-6.40401
-47,-180,-6.40401
-46,-180,-6.40401
-45,-180,-6.40401
-44,-180,-6.40401
-43,-180,-6.40401
-42,-180,-6.40401
-41,-180,-6.40401
-40,-180,-6.40401
-39,-180,-6.40401
-38,-180,-6.40401
-37,-180,-6.40401
-36,-180,-6.40401
-35,-180,-6.40401
-34,-180,-6.40401
-33,-180,-6.40401
-32,-180,-6.40401
-31,-180,-6.40401
-30,-180,-6.40401
-29,-180,-6.40401
-28,-180,-6.40401
-27,-180,-6.40401
-26,-180,-6.40401
-25,-180,-6.40401
-24,-180,-6.40401
-23,-180,-6.40401
-22,-180,-6.40401
-21,-180,-6.40401
-20,-180,-6.40401
-19,-180,-6.40401
-18,-180,-6.40401
-17,-180,-6.40401
-16,-180,-6.40401
-15,-180,-6.40401
-14,-180,-6.40401
-13,-180,-6.40401
-12,-180,-6.40401
-11,-180,-6.40401
-10,-180,-6.40401
-9,-180,-6.40401
-8,-180,-6.40401
-7,-180,-6.40401
-6,-180,-6.40401
-5,-180,-6.40401
-4,-180,-6.40401
-3,-180,-6.40401
-2,-180,-6.40401
-1,-180,-6.40401
0,-180,-6.40401
1,-180,-6.40401
2,-180,-6.40401
3,-180,-6.40401
4,-180,-6.40401
5,-180,-6.40401
6,-180,-6.40401
7,-180,-6.40401
8,-180,-6.40401
9,-180,-6.40401
10,-180,-6.40401
11,-180,-6.40401
12,-180,-6.40401
13,-180,-6.40401
14,-180,-6.40401
15,-180,-6.40401
16,-180,-6.40401
17,-180,-6.40401
18,-180,-6.40401
19,-180,-6.40401
20,-180,-6.40401
21,-180,-6.40401
22,-180,-6.40401
23,-180,-6.40401
24,-180,-6.40401
25,-180,-6.40401
26,-180,-6.40401
27,-180,-6.40401
28,-180,-6.40401
29,-180,-6.40401
30,-180,-6.40401
31,-180,-6.40401
32,-180,-6.40401
33,-180,-6.40401
34,-180,-6.40401
35,-180,-6.40401
36,-180,-6.40401
37,-180,-6.40401
38,-180,-6.40401
39,-180,-6.40401
40,-180,-6.40401
41,-180,-6.40401
42,-180,-6.40401
43,-180,-6.40401
44,-180,-6.40401
45,-180,-6.40401
46,-180,-6.40401
47,-180,-6.40401
48,-180,-6.40401
49,-180,-6.40401
50,-180,-6.40401
51,-180,-6.40401
52,-180,-6.40401
53,-180,-6.40401
54,-180,-6.40401
55,-180,-6.40401
56,-180,-6.40401
57,-180,-6.40401
58,-180,-6.40401
59,-180,-6.40401
60,-180,-6.40401
61,-180,-6.40401
62,-180,-6.40401
63,-180,-6.40401
64,-180,-6.40401
65,-180,-6.40401
66,-180,-6.40401
67,-180,-6.40401
68,-180,-6.40401
69,-180,-6.40401
70,-180,-6.40401
71,-180,-6.40401
72,-180,-6.40401
73,-180,-6.40401
74,-180,-6.40401
75,-180,-6.40401
76,-180,-6.40401
77,-180,-6.40401
78,-180,-6.40401
79,-180,-6.40401
80,-180,-6.40401
81,-180,-6.40401
82,-180,-6.40401
83,-180,-6.40401
84,-180,-6.40401
85,-180,-6.40401
86,-180,-6.40401
87,-180,-6.40401
88,-180,-6.40401
89,-180,-6.40401
90,-180,-6.40401
91,-180,-6.40401
92,-180,-6.40401
93,-180,-6.40401
94,-180,-6.40401
95,-180,-6.40401
96,-180,-6.40401
97,-180,-6.40401
98,-180,-6.40401
99,-180,-6.40401
100,-180,-6.40401
101,-180,-6.40401
102,-180,-6.40401
103,-180,-6.40401
104,-180,-6.40401
105,-180,-6.40401
106,-180,-6.40401
107,-180,-6.40401
108,-180,-6.40401
109,-180,-6.40401
110,-180,-6.40401
111,-180,-6.40401
112,-180,-6.40401
113,-180,-6.40401
114,-180,-6.40401
115,-180,-6.40401
116,-180,-6.40401
117,-180,-6.40401
118,-180,-6.40401
119,-180,-6.40401
120,-180,-6.40401
121,-180,-6.40401
122,-180,-6.40401
123,-180,-6.40401
124,-180,-6.40401
125,-180,-6.40401
126,-180,-6.40401
127,-180,-6.40401
128,-180,-6.40401
129,-180,-6.40401
130,-180,-6.40401
131,-180,-6.40401
132,-180,-6.40401
133,-180,-6.40401
134,-180,-6.40401
135,-180,-6.40401
136,-180,-6.40401
137,-180,-6.40401
138,-180,-6.40401
139,-180,-6.40401
140,-180,-6.40401
141,-180,-6.40401
142,-180,-6.40401
143,-180,-6.40401
144,-180,-6.40401
145,-180,-6.40401
146,-180,-6.40401
147,-180,-6.40401
148,-180,-6.40401
149,-180,-6.40401
150,-180,-6.40401
151,-180,-6.40401
152,-180,-6.40401
153,-180,-6.40401
154,-180,-6.40401
155,-180,-6.40401
156,-180,-6.40401
157,-180,-6.40401
158,-180,-6.40401
159,-180,-6.40401
160,-180,-6.40401
161,-180,-6.40401
162,-180,-6.40401
163,-180,-6.40401
164,-180,-6.40401
165,-180,-6.40401
166,-180,-6.40401
167,-180,-6.40401
168,-180,-6.40401
169,-180,-6.40401
170,-180,-6.40401
171,-180,-6.40401
172,-180,-6.40401
173,-180,-6.40401
174,-180,-6.40401
175,-180,-6.40401
176,-180,-6.40401
177,-180,-6.40401
178,-180,-6.40401
179,-180,-6.40401
180,-180,-6.40401
-180,-179,-6.40783
-179,-179,-6.4034
-178,-179,-6.39896
-177,-179,-6.39453
-176,-179,-6.39011
-175,-179,-6.38568
-174,-179,-6.38126
-173,-179,-6.37685
-172,-179,-6.37244
-171,-179,-6.36805
-170,-179,-6.36366
-169,-179,-6.35929
-168,-179,-6.35493
-167,-179,-6.35058
-166,-179,-6.34626
-165,-179,-6.34194
-164,-179,-6.33765
-163,-179,-6.33338
-162,-179,-6.32912
-161,-179,-6.32489
-160,-179,-6.32069
-159,-179,-6.31651
-158,-179,-6.31235
-157,-179,-6.30823
-156,-179,-6.30413
-155,-179,-6.30006
-154,-179,-6.29603
-153,-179,-6.29203
-152,-179,-6.28806
-151,-179,-6.28412
-150,-179,-6.28023
-149,-179,-6.27637
-148,-179,-6.27255
-147,-179,-6.26877
-146,-179,-6.26503
-145,-179,-6.26133
-144,-179,-6.25768
-143,-179,-6.25407
-142,-179,-6.25051
-141,-179,-6.24699
-140,-179,-6.24352
-139,-179,-6.2401
-138,-179,-6.23673
-137,-179,-6.23342
-136,-179,-6.23015
-135,-179,-6.22694
-134,-179,-6.22378
-133,-179,-6.22068
-132,-179,-6.21763
-131,-179,-6.21464
-130,-179,-6.21171
-129,-179,-6.20883
-128,-179,-6.20602
-127,-179,-6.20327
-126,-179,-6.20058
-125,-179,-6.19795
-124,-179,-6.19538
-123,-179,-6.19288
-122,-179,-6.19044
-121,-179,-6.18807
-120,-179,-6.18576
-119,-179,-6.18352
-118,-179,-6.18135
-117,-179,-6.17925
-116,-179,-6.17721
-115,-179,-6.17525
-114,-179,-6.17335
-113,-179,-6.17153
-112,-179,-6.16978
-111,-179,-6.1681
-110,-179,-6.16649
-109,-179,-6.16495
-108,-179,-6.16349
-107,-179,-6.1621
-106,-179,-6.16078
-105,-179,-6.15954
-104,-179,-6.15838
-103,-179,-6.15729
-102,-179,-6.15627
-101,-179,-6.15533
-100,-179,-6.15447
-99,-179,-6.15368
-98,-179,-6.15297
-97,-179,-6.15234
-96,-179,-6.15178
-95,-179,-6.15131
-94,-179,-6.1509
-93,-179,-6.15058
-92,-179,-6.15033
-91,-179,-6.15017
-90,-179,-6.15007
-89,-179,-6.15006
-88,-179,-6.15013
-87,-179,-6.15027
-86,-179,-6.15049
-85,-179,-6.15078
-84,-179,-6.15116
-83,-179,-6.15161
-82,-179,-6.15214
-81,-179,-6.15274
-80,-179,-6.15343
-79,-179,-6.15419
-78,-179,-6.15502
-77,-179,-6.15593
-76,-179,-6.15692
-75,-179,-6.15798
-74,-179,-6.15912
-73,-179,-6.16033
-72,-179,-6.16162
-71,-179,-6.16298
-70,-179,-6.16441
-69,-179,-6.16592
-68,-179,-6.1675
-67,-179,-6.16915
-66,-179,-6.17088
-65,-179,-6.17267
-64,-179,-6.17454
-63,-179,-6.17647
-62,-179,-6.17847
-61,-179,-6.18055
-60,-179,-6.18269
-59,-179,-6.18489
-58,-179,-6.18717
-57,-179,-6.18951
-56,-179,-6.19191
-55,-179,-6.19438
-54,-179,-6.19692
-53,-179,-6.19951
-52,-179,-6.20217
-51,-179,-6.20489
-50,-179,-6.20767
-49,-179,-6.21051
-48,-179,-6.21341
-47,-179,-6.21636
-46,-179,-6.21938
-45,-179,-6.22244
-44,-179,-6.22557
-43,-179,-6.22875
-42,-179,-6.23198
-41,-179,-6.23526
-40,-179,-6.23859
-39,-179,-6.24197
-38,-179,-6.24541
-37,-179,-6.24889
-36,-179,-6.25241
-35,-179,-6.25598
-34,-179,-6.2596
-33,-179,-6.26326
-32,-179,-6.26696
-31,-179,-6.27071
-30,-179,-6.27449
-29,-179,-6.27831
-28,-179,-6.28218
-27,-179,-6.28607
-26,-179,-6.29
-25,-179,-6.29397
-24,-179,-6.29797
-23,-179,-6.302
-22,-179,-6.30606
-21,-179,-6.31015
-20,-179,-6.31427
-19,-179,-6.31842
-18,-179,-6.32259
-17,-179,-6.32678
-16,-179,-6.331
-15,-179,-6.33524
-14,-179,-6.3395
-13,-179,-6.34378
-12,-179,-6.34808
-11,-179,-6.35239
-10,-179,-6.35672
-9,-179,-6.36106
-8,-179,-6.36541
-7,-179,-6.36978
-6,-179,-6.37416
-5,-179,-6.37854
-4,-179,-6.38293
-3,-179,-6.38733
-2,-179,-6.39173
-1,-179,-6.39613
0,-179,-6.40054
1,-179,-6.40495
2,-179,-6.40935
3,-179,-6.41376
4,-179,-6.41816
5,-179,-6.42255
6,-179,-6.42694
7,-179,-6.43133
8,-179,-6.4357
9,-179,-6.44006
10,-179,-6.44441
11,-179,-6.44875
12,-179,-6.45308
13,-179,-6.45739
14,-179,-6.46168
15,-179,-6.46596
16,-179,-6.47021
17,-179,-6.47445
18,-179,-6.47866
19,-179,-6.48285
20,-179,-6.48702
21,-179,-6.49116
22,-179,-6.49528
23,-179,-6.49936
24,-179,-6.50342
25,-179,-6.50745
26,-179,-6.51144
27,-179,-6.5154
28,-179,-6.51933
29,-179,-6.52322
30,-179,-6.52708
31,-179,-6.5309
32,-179,-6.53468
33,-179,-6.53842
34,-179,-6.54212
35,-179,-6.54578
36,-179,-6.54939
37,-179,-6.55296
38,-179,-6.55649
39,-179,-6.55996
40,-179,-6.5634
41,-179,-6.56678
42,-179,-6.57011
43,-179,-6.57339
44,-179,-6.57663
45,-179,-6.5798
46,-179,-6.58293
47,-179,-6.586
48,-179,-6.58902
49,-179,-6.59198
50,-179,-6.59488
51,-179,-6.59773
52,-179,-6.60051
53,-179,-6.60324
54,-179,-6.60591
55,-179,-6.60851
56,-179,-6.61106
57,-179,-6.61354
58,-179,-6.61596
59,-179,-6.61831
60,-179,-6.6206
61,-179,-6.62282
62,-179,-6.62498
63,-179,-6.62707
64,-179,-6.62909
65,-179,-6.63104
66,-179,-6.63293
67,-179,-6.63475
68,-179,-6.63649
69,-179,-6.63817
70,-179,-6.63977
71,-179,-6.64131
72,-179,-6.64277
73,-179,-6.64416
74,-179,-6.64548
75,-179,-6.64672
76,-179,-6.64789
77,-179,-6.64899
78,-179,-6.65001
79,-179,-6.65096
80,-179,-6.65183
81,-179,-6.65263
82,-179,-6.65335
83,-179,-6.654
84,-179,-6.65457
85,-179,-6.65507
86,-179,-6.65549
87,-179,-6.65583
88,-179,-6.6561
89,-179,-6.65629
90,-179,-6.6564
91,-179,-6.65644
92,-179,-6.6564
93,-179,-6.65629
94,-179,-6.65609
95,-179,-6.65582
96,-179,-6.65548
97,-179,-6.65506
98,-179,-6.65456
99,-179,-6.65399
100,-179,-6.65334
101,-179,-6.65261
102,-179,-6.65181
103,-179,-6.65094
104,-179,-6.64999
105,-179,-6.64896
106,-179,-6.64786
107,-179,-6.64668
108,-179,-6.64544
109,-179,-6.64411
110,-179,-6.64272
111,-179,-6.64125
112,-179,-6.63971
113,-179,-6.6381
114,-179,-6.63642
115,-179,-6.63466
116,-179,-6.63284
117,-179,-6.63095
118,-179,-6.62898
119,-179,-6.62695
120,-179,-6.62485
121,-179,-6.62268
122,-179,-6.62045
123,-179,-6.61815
124,-179,-6.61578
125,-179,-6.61335
126,-179,-6.61086
127,-179,-6.6083
128,-179,-6.60568
129,-179,-6.603
130,-179,-6.60026
131,-179,-6.59745
132,-179,-6.59459
133,-179,-6.59167
134,-179,-6.58869
135,-179,-6.58566
136,-179,-6.58257
137,-179,-6.57942
138,-179,-6.57622
139,-179,-6.57297
140,-179,-6.56966
141,-179,-6.56631
142,-179,-6.5629
143,-179,-6.55945
144,-179,-6.55595
145,-179,-6.5524
146,-179,-6.5488
147,-179,-6.54517
148,-179,-6.54148
149,-179,-6.53776
150,-179,-6.53399
151,-179,-6.53018
152,-179,-6.52634
153,-179,-6.52245
154,-179,-6.51853
155,-179,-6.51458
156,-179,-6.51059
157,-179,-6.50657
158,-179,-6.50251
159,-179,-6.49843
160,-179,-6.49431
161,-179,-6.49017
162,-179,-6.486
163,-179,-6.4818
164,-179,-6.47758
165,-179,-6.47334
166,-179,-6.46907
167,-179,-6.46479
168,-179,-6.46048
169,-179,-6.45616
170,-179,-6.45182
171,-179,-6.44747
172,-179,-6.4431
173,-179,-6.43872
174,-179,-6.43433
175,-179,-6.42993
176,-179,-6.42552
177,-179,-6.42111
178,-179,-6.41668
179,-179,-6.41226
180,-179,-6.40783
-180,-178,-6.41202
-179,-178,-6.40315
-178,-178,-6.39427
-177,-178,-6.38539
-176,-178,-6.37652
-175,-178,-6.36766
-174,-178,-6.3588
-173,-178,-6.34996
-172,-178,-6.34113
-171,-178,-6.33232
-170,-178,-6.32353
-169,-178,-6.31476
-168,-178,-6.30602
-167,-178,-6.29731
-166,-178,-6.28863
-165,-178,-6.27998
-164,-178,-6.27137
-163,-178,-6.2628
-162,-178,-6.25427
-161,-178,-6.24578
-160,-178,-6.23735
-159,-178,-6.22896
-158,-178,-6.22062
-157,-178,-6.21234
-156,-178,-6.20412
-155,-178,-6.19596
-154,-178,-6.18786
-153,-178,-6.17983
-152,-178,-6.17186
-151,-178,-6.16397
-150,-178,-6.15615
-149,-178,-6.1484
-148,-178,-6.14073
-147,-178,-6.13315
-146,-178,-6.12564
-145,-178,-6.11822
-144,-178,-6.11089
-143,-178,-6.10364
-142,-178,-6.09649
-141,-178,-6.08944
-140,-178,-6.08247
-139,-178,-6.07561
-138,-178,-6.06885
-137,-178,-6.06219
-136,-178,-6.05564
-135,-178,-6.04919
-134,-178,-6.04285
-133,-178,-6.03662
-132,-178,-6.03051
-131,-178,-6.02451
-130,-178,-6.01862
-129,-178,-6.01286
-128,-178,-6.00721
-127,-178,-6.00169
-126,-178,-5.99629
-125,-178,-5.99102
-124,-178,-5.98587
-123,-178,-5.98085
-122,-178,-5.97596
-121,-178,-5.97121
-120,-178,-5.96659
-119,-178,-5.9621
-118,-178,-5.95775
-117,-178,-5.95353
-116,-178,-5.94946
-115,-178,-5.94552
-114,-178,-5.94173
-113,-178,-5.93807
-112,-178,-5.93457
-111,-178,-5.9312
-110,-178,-5.92798
-109,-178,-5.92491
-108,-178,-5.92199
-107,-178,-5.91921
-106,-178,-5.91659
-105,-178,-5.91411
-104,-178,-5.91178
-103,-178,-5.90961
-102,-178,-5.90759
-101,-178,-5.90572
-100,-178,-5.904
-99,-178,-5.90244
-98,-178,-5.90104
-97,-178,-5.89978
-96,-178,-5.89869
-95,-178,-5.89774
-94,-178,-5.89696
-93,-178,-5.89633
-92,-178,-5.89585
-91,-178,-5.89553
-90,-178,-5.89537
-89,-178,-5.89537
-88,-178,-5.89552
-87,-178,-5.89582
-86,-178,-5.89629
-85,-178,-5.8969
-84,-178,-5.89768
-83,-178,-5.89861
-82,-178,-5.89969
-81,-178,-5.90093
-80,-178,-5.90232
-79,-178,-5.90387
-78,-178,-5.90557
-77,-178,-5.90742
-76,-178,-5.90943
-75,-178,-5.91158
-74,-178,-5.91389
-73,-178,-5.91634
-72,-178,-5.91895
-71,-178,-5.9217
-70,-178,-5.9246
-69,-178,-5.92765
-68,-178,-5.93084
-67,-178,-5.93418
-66,-178,-5.93766
-65,-178,-5.94128
-64,-178,-5.94504
-63,-178,-5.94894
-62,-178,-5.95298
-61,-178,-5.95716
-60,-178,-5.96147
-59,-178,-5.96592
-58,-178,-5.9705
-57,-178,-5.97521
-56,-178,-5.98005
-55,-178,-5.98502
-54,-178,-5.99012
-53,-178,-5.99534
-52,-178,-6.00069
-51,-178,-6.00616
-50,-178,-6.01174
-49,-178,-6.01745
-48,-178,-6.02327
-47,-178,-6.02921
-46,-178,-6.03526
-45,-178,-6.04142
-44,-178,-6.04769
-43,-178,-6.05407
-42,-178,-6.06055
-41,-178,-6.06714
-40,-178,-6.07382
-39,-178,-6.08061
-38,-178,-6.08749
-37,-178,-6.09447
-36,-178,-6.10153
-35,-178,-6.10869
-34,-178,-6.11594
-33,-178,-6.12327
-32,-178,-6.13069
-31,-178,-6.13819
-30,-178,-6.14576
-29,-178,-6.15341
-28,-178,-6.16114
-27,-178,-6.16894
-26,-178,-6.1768
-25,-178,-6.18474
-24,-178,-6.19274
-23,-178,-6.2008
-22,-178,-6.20892
-21,-178,-6.21709
-20,-178,-6.22533
-19,-178,-6.23361
-18,-178,-6.24194
-17,-178,-6.25032
-16,-178,-6.25875
-15,-178,-6.26721
-14,-178,-6.27572
-13,-178,-6.28426
-12,-178,-6.29283
-11,-178,-6.30144
-10,-178,-6.31007
-9,-178,-6.31874
-8,-178,-6.32742
-7,-178,-6.33613
-6,-178,-6.34485
-5,-178,-6.35359
-4,-178,-6.36234
-3,-178,-6.37111
-2,-178,-6.37988
-1,-178,-6.38865
0,-178,-6.39743
1,-178,-6.40621
2,-178,-6.41498
3,-178,-6.42375
4,-178,-6.43251
5,-178,-6.44126
6,-178,-6.45
7,-178,-6.45872
8,-178,-6.46742
9,-178,-6.47611
10,-178,-6.48476
11,-178,-6.49339
12,-178,-6.502
13,-178,-6.51057
14,-178,-6.5191
15,-178,-6.52761
16,-178,-6.53607
17,-178,-6.54449
18,-178,-6.55286
19,-178,-6.56119
20,-178,-6.56947
21,-178,-6.5777
22,-178,-6.58588
23,-178,-6.59399
24,-178,-6.60205
25,-178,-6.61005
26,-178,-6.61799
27,-178,-6.62586
28,-178,-6.63366
29,-178,-6.64139
30,-178,-6.64905
31,-178,-6.65663
32,-178,-6.66414
33,-178,-6.67157
34,-178,-6.67891
35,-178,-6.68617
36,-178,-6.69335
37,-178,-6.70044
38,-178,-6.70744
39,-178,-6.71434
40,-178,-6.72115
41,-178,-6.72787
42,-178,-6.73449
43,-178,-6.74101
44,-178,-6.74742
45,-178,-6.75373
46,-178,-6.75994
47,-178,-6.76604
48,-178,-6.77203
49,-178,-6.77791
50,-178,-6.78368
51,-178,-6.78933
52,-178,-6.79486
53,-178,-6.80028
54,-178,-6.80558
55,-178,-6.81076
56,-178,-6.81582
57,-178,-6.82075
58,-178,-6.82555
59,-178,-6.83023
60,-178,-6.83478
61,-178,-6.83921
62,-178,-6.8435
63,-178,-6.84766
64,-178,-6.85168
65,-178,-6.85557
66,-178,-6.85933
67,-178,-6.86295
68,-178,-6.86643
69,-178,-6.86977
70,-178,-6.87297
71,-178,-6.87603
72,-178,-6.87895
73,-178,-6.88173
74,-178,-6.88436
75,-178,-6.88685
76,-178,-6.8892
77,-178,-6.89139
78,-178,-6.89344
79,-178,-6.89535
80,-178,-6.8971
81,-178,-6.89871
82,-178,-6.90017
83,-178,-6.90148
84,-178,-6.90264
85,-178,-6.90365
86,-178,-6.90451
87,-178,-6.90522
88,-178,-6.90578
89,-178,-6.90618
90,-178,-6.90644
91,-178,-6.90654
92,-178,-6.90649
93,-178,-6.90629
94,-178,-6.90594
95,-178,-6.90543
96,-178,-6.90478
97,-178,-6.90397
98,-178,-6.90301
99,-178,-6.90191
100,-178,-6.90065
101,-178,-6.89924
102,-178,-6.89768
103,-178,-6.89597
104,-178,-6.89411
105,-178,-6.8921
106,-178,-6.88994
107,-178,-6.88764
108,-178,-6.88519
109,-178,-6.88259
110,-178,-6.87985
111,-178,-6.87696
112,-178,-6.87393
113,-178,-6.87076
114,-178,-6.86744
115,-178,-6.86398
116,-178,-6.86038
117,-178,-6.85665
118,-178,-6.85277
119,-178,-6.84876
120,-178,-6.84461
121,-178,-6.84032
122,-178,-6.8359
123,-178,-6.83135
124,-178,-6.82667
125,-178,-6.82186
126,-178,-6.81692
127,-178,-6.81185
128,-178,-6.80666
129,-178,-6.80134
130,-178,-6.7959
131,-178,-6.79034
132,-178,-6.78466
133,-178,-6.77887
134,-178,-6.77295
135,-178,-6.76693
136,-178,-6.76079
137,-178,-6.75454
138,-178,-6.74818
139,-178,-6.74172
140,-178,-6.73515
141,-178,-6.72848
142,-178,-6.7217
143,-178,-6.71483
144,-178,-6.70786
145,-178,-6.7008
146,-178,-6.69364
147,-178,-6.68639
148,-178,-6.67906
149,-178,-6.67164
150,-178,-6.66413
151,-178,-6.65654
152,-178,-6.64888
153,-178,-6.64113
154,-178,-6.63332
155,-178,-6.62543
156,-178,-6.61747
157,-178,-6.60944
158,-178,-6.60134
159,-178,-6.59319
160,-178,-6.58497
161,-178,-6.5767
162,-178,-6.56837
163,-178,-6.55999
164,-178,-6.55156
165,-178,-6.54308
166,-178,-6.53456
167,-178,-6.52599
168,-178,-6.51739
169,-178,-6.50875
170,-178,-6.50007
171,-178,-6.49136
172,-178,-6.48263
173,-178,-6.47387
174,-178,-6.46508
175,-178,-6.45627
176,-178,-6.44745
177,-178,-6.43861
178,-178,-6.42975
179,-178,-6.42089
180,-178,-6.41202
-180,-177,-6.41661
-179,-177,-6.40329
-178,-177,-6.38997
-177,-177,-6.37665
-176,-177,-6.36333
-175,-177,-6.35003
-174,-177,-6.33673
-173,-177,-6.32345
-172,-177,-6.31019
-171,-177,-6.29696
-170,-177,-6.28376
-169,-177,-6.27059
-168,-177,-6.25746
-167,-177,-6.24437
-166,-177,-6.23132
-165,-177,-6.21833
-164,-177,-6.20539
-163,-177,-6.19251
-162,-177,-6.17969
-161,-177,-6.16694
-160,-177,-6.15425
-159,-177,-6.14165
-158,-177,-6.12912
-157,-177,-6.11667
-156,-177,-6.10431
-155,-177,-6.09204
-154,-177,-6.07986
-153,-177,-6.06778
-152,-177,-6.05581
-151,-177,-6.04394
-150,-177,-6.03218
-149,-177,-6.02053
-148,-177,-6.00899
-147,-177,-5.99758
-146,-177,-5.9863
-145,-177,-5.97514
-144,-177,-5.96411
-143,-177,-5.95321
-142,-177,-5.94246
-141,-177,-5.93184
-140,-177,-5.92137
-139,-177,-5.91105
-138,-177,-5.90088
-137,-177,-5.89087
-136,-177,-5.88101
-135,-177,-5.87132
-134,-177,-5.86178
-133,-177,-5.85242
-132,-177,-5.84322
-131,-177,-5.8342
-130,-177,-5.82535
-129,-177,-5.81669
-128,-177,-5.8082
-127,-177,-5.7999
-126,-177,-5.79178
-125,-177,-5.78385
-124,-177,-5.77612
-123,-177,-5.76858
-122,-177,-5.76123
-121,-177,-5.75409
-120,-177,-5.74714
-119,-177,-5.7404
-118,-177,-5.73387
-117,-177,-5.72754
-116,-177,-5.72142
-115,-177,-5.71551
-114,-177,-5.70981
-113,-177,-5.70433
-112,-177,-5.69907
-111,-177,-5.69402
-110,-177,-5.6892
-109,-177,-5.68459
-108,-177,-5.68021
-107,-177,-5.67605
-106,-177,-5.67212
-105,-177,-5.66842
-104,-177,-5.66494
-103,-177,-5.66169
-102,-177,-5.65867
-101,-177,-5.65588
-100,-177,-5.65332
-99,-177,-5.65099
-98,-177,-5.6489
-97,-177,-5.64704
-96,-177,-5.64541
-95,-177,-5.64402
-94,-177,-5.64287
-93,-177,-5.64194
-92,-177,-5.64126
-91,-177,-5.64081
-90,-177,-5.64059
-89,-177,-5.64061
-88,-177,-5.64086
-87,-177,-5.64136
-86,-177,-5.64208
-85,-177,-5.64304
-84,-177,-5.64423
-83,-177,-5.64566
-82,-177,-5.64732
-81,-177,-5.64922
-80,-177,-5.65134
-79,-177,-5.6537
-78,-177,-5.65629
-77,-177,-5.65911
-76,-177,-5.66215
-75,-177,-5.66543
-74,-177,-5.66893
-73,-177,-5.67265
-72,-177,-5.6766
-71,-177,-5.68077
-70,-177,-5.68516
-69,-177,-5.68977
-68,-177,-5.6946
-67,-177,-5.69965
-66,-177,-5.70491
-65,-177,-5.71039
-64,-177,-5.71607
-63,-177,-5.72197
-62,-177,-5.72807
-61,-177,-5.73438
-60,-177,-5.74089
-59,-177,-5.7476
-58,-177,-5.75451
-57,-177,-5.76162
-56,-177,-5.76892
-55,-177,-5.77641
-54,-177,-5.7841
